episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
10,0.9093260332868683,-2.894255342872853,-0.39425534287285335,-0.2060591932666401,-0.0883877818757717,-0.03352720163641876,-0.3790432246847966,-0.06134428895002033,-0.0367471070440418,0.007686,0.01,0.0,0.97,100,11,1,12
11,0.9286123370279284,-2.9186761409439628,-0.41867614094396316,-0.2186036619891677,-0.09396981980668259,-0.03550725067320563,-0.4024758286540036,-0.06540699116661265,-0.03913083848530721,0.007513,0.01,0.0,0.97,100,11,1,12
12,0.9276273643750632,-2.9452738508048952,-0.44527385080489545,-0.23247931898714982,-0.09976445837073286,-0.03798636580890957,-0.4280340691860702,-0.0694364879482545,-0.04189512911745964,0.007346,0.01,0.0,0.97,100,11,1,12
13,0.9263610844973358,-2.97221498105731,-0.47221498105730964,-0.24630171231143128,-0.1057547453304524,-0.04010522106797991,-0.4537360370287605,-0.07360603900419455,-0.04428270603938995,0.007188,0.01,0.0,0.97,100,11,1,12
14,0.9264062001979501,-2.995428909982887,-0.49542890998288647,-0.2584002968230479,-0.11089065919613679,-0.042136207923823686,-0.47636789369017946,-0.0774016978938316,-0.046624815688959535,0.007035,0.01,0.0,0.97,100,11,1,12
15,0.9297969040870746,-3.019353081539472,-0.519353081539471,-0.27086138970778895,-0.11618140412724073,-0.04430565297104725,-0.4994231732243214,-0.08119776571232448,-0.04891165269625432,0.006889,0.01,0.0,0.97,100,11,1,12
16,0.9293829398043263,-3.0428161137675165,-0.5428161137675152,-0.2831374828543902,-0.12149791426788223,-0.04628733875452658,-0.5219868835067712,-0.08495028009613226,-0.0511706349525171,0.006749,0.01,0.0,0.97,100,11,1,12
17,0.9246423806387327,-3.067031897962841,-0.5670318979628398,-0.2957407122621076,-0.1269058813148351,-0.04835066477906655,-0.5451735835189403,-0.08865095674966841,-0.053415936998498635,0.006615,0.01,0.0,0.97,100,11,1,12
18,0.9214228563808508,-3.09322058141498,-0.593220581414978,-0.309198764435639,-0.1325367501245905,-0.05052692640205562,-0.570281544146126,-0.09265207623445527,-0.05575736531177939,0.006486,0.01,0.0,0.97,100,11,1,12
19,0.9186918742787319,-3.119067439297117,-0.6190674392971159,-0.322555373772049,-0.13844977228049216,-0.05267884897668108,-0.5951693770895642,-0.09702883676435597,-0.05833783775707714,0.006362,0.01,0.0,0.97,100,11,1,12
20,0.9248911045230958,-3.1425602701789224,-0.6425602701789209,-0.33480235026819527,-0.14366577967733535,-0.05464826416571333,-0.6177075143747178,-0.10074495874200814,-0.06045272423552322,0.006242,0.01,0.0,0.97,100,11,1,12
21,0.9228446886819655,-3.1658214135188723,-0.6658214135188695,-0.34672964133209205,-0.1490341330206429,-0.056374667426508644,-0.6402656158840344,-0.1045836497355475,-0.06261403321841584,0.006127,0.01,0.0,0.97,100,11,1,12
22,0.9272867205407486,-3.1870782580849535,-0.6870782580849514,-0.3577196027851746,-0.15357503206050094,-0.058292363132494314,-0.6604817121127495,-0.10782398071226208,-0.06472126613221584,0.006016,0.01,0.0,0.97,100,11,1,12
23,0.9225698776088203,-3.209570836443275,-0.7095708364432732,-0.36941366045946844,-0.15838361464319137,-0.060331045174540146,-0.6819767562346678,-0.11109568697576902,-0.06697804796502224,0.005909,0.01,0.0,0.97,100,11,1,12
24,0.9253743760399334,-3.230889140212242,-0.7308891402122404,-0.38045721483797684,-0.16301413415872396,-0.06219690465149463,-0.702536903046982,-0.11442838920384713,-0.06909202696684645,0.005806,0.01,0.0,0.97,100,11,1,12
25,0.9205250033697264,-3.251749383891146,-0.7517493838911438,-0.3915610453316811,-0.16784032455141365,-0.06410570996361246,-0.7228170721059981,-0.11797049914210027,-0.07115727072930289,0.005706,0.01,0.0,0.97,100,11,1,12
26,0.9293831713040563,-3.2705523536078878,-0.7705523536078851,-0.40128777498149204,-0.17206417218507614,-0.06556099647960661,-0.7408178924868728,-0.12090675751492364,-0.07290364380612846,0.00561,0.01,0.0,0.97,100,11,1,12
27,0.927328096918059,-3.289497253047503,-0.7894972530475006,-0.41117662301900204,-0.17623835941625354,-0.06729168417132902,-0.7590789292852654,-0.1238976831269163,-0.07476165081016306,0.005517,0.01,0.0,0.97,100,11,1,12
28,0.9274501556322032,-3.30748335957508,-0.8074833595750774,-0.42047977219218846,-0.18023790639756532,-0.06879355453457132,-0.776431103175955,-0.12685821863124797,-0.07655181045111144,0.005426,0.01,0.0,0.97,100,11,1,12
29,0.9319926751003813,-3.3243350016953017,-0.8243350016952989,-0.4293253358179174,-0.183957558916012,-0.07033561264562983,-0.7926672449460289,-0.12948918297365833,-0.0783033415447441,0.005339,0.01,0.0,0.97,100,11,1,12
30,0.9243447854426942,-3.3429985773548663,-0.8429985773548642,-0.4389766322756218,-0.18793106658723813,-0.0720670269048746,-0.810380756229637,-0.13216947294474568,-0.08012922142295867,0.005255,0.01,0.0,0.97,100,11,1,12
31,0.9241020969347302,-3.3558676707832706,-0.8558676707832684,-0.44583489983529545,-0.19147759815076518,-0.07319329161137375,-0.823829498271488,-0.13498237098334234,-0.0820144160210504,0.005173,0.01,0.0,0.97,100,11,1,12
32,0.9209672266222738,-3.375618805795635,-0.8756188057956324,-0.4560016742684504,-0.1958854991941629,-0.07479852959292783,-0.8427546867533889,-0.13804141615926982,-0.08385279983833059,0.005094,0.01,0.0,0.97,100,11,1,12
33,0.9200724613144617,-3.3941335828444776,-0.8941335828444754,-0.46568900554975107,-0.20010187526395687,-0.07641777469012234,-0.8606128888105393,-0.14101646523178865,-0.0856429017671902,0.005017,0.01,0.0,0.97,100,11,1,12
34,0.9213462502087857,-3.4125932514435546,-0.9125932514435529,-0.4752924903358056,-0.2041578567334493,-0.07802145556887516,-0.8784195902780797,-0.14381897259035487,-0.08734892292197356,0.004942,0.01,0.0,0.97,100,11,1,12
35,0.9271020131957368,-3.4291619573518046,-0.9291619573518023,-0.48375318213326013,-0.20767519940807663,-0.07946351288336544,-0.8941774026808782,-0.14647481848695212,-0.08885301214990395,0.00487,0.01,0.0,0.97,100,11,1,12
36,0.9227238982250118,-3.4453318945161606,-0.9453318945161583,-0.492104919435782,-0.2114496953273445,-0.08076539926823358,-0.9098347132137723,-0.14932282836300187,-0.09048271225604929,0.004799,0.01,0.0,0.97,100,11,1,12
37,0.9308569885577345,-3.460100107806922,-0.9601001078069192,-0.49966841999302486,-0.2146822448363171,-0.08205883226062496,-0.9240545493888435,-0.15170585041623402,-0.09200187989502273,0.004731,0.01,0.0,0.97,100,11,1,12
38,0.9223592080136688,-3.4772634429638543,-0.9772634429638507,-0.5086859045813596,-0.21849073219179582,-0.08358709958944,-0.940536053307078,-0.15446893718291374,-0.09371241702940933,0.004665,0.01,0.0,0.97,100,11,1,12
39,0.9279989268587142,-3.4917210570176946,-0.9917210570176909,-0.5162179883418437,-0.22172215228195713,-0.08488347226427506,-0.9545264291346867,-0.15692528656881163,-0.09523579971941956,0.0046,0.01,0.0,0.97,100,11,1,12
40,0.9241005920153823,-3.507676167037173,-1.0076761670371692,-0.5244501467213016,-0.22512272666816316,-0.08630752082041666,-0.9697039388823733,-0.15923459276739885,-0.0967956151151774,0.004537,0.01,0.0,0.97,100,11,1,12
41,0.9253202003563384,-3.523129922383516,-1.0231299223835117,-0.5323394506899396,-0.22848959486393983,-0.0876363508882321,-0.9845444530599132,-0.1616592750660195,-0.0982813595251379,0.004476,0.01,0.0,0.97,100,11,1,12
42,0.9278578612135434,-3.537721334013025,-1.0377213340130218,-0.5398582190320774,-0.231673131748027,-0.08888310714512285,-0.9985200755361059,-0.16398043921316094,-0.09966980613658576,0.004417,0.01,0.0,0.97,100,11,1,12
43,0.920495551675397,-3.554211218523146,-1.0542112185231425,-0.548578736310274,-0.23526260905983712,-0.09046642521317849,-1.0142632671638478,-0.16652171771457402,-0.1013759044909875,0.004359,0.01,0.0,0.97,100,11,1,12
44,0.9237783924230994,-3.5687927581724495,-1.068792758172446,-0.5561828002124899,-0.23871412899304906,-0.09162066219119908,-1.0284990815175672,-0.16898964670816946,-0.10270124100843997,0.004302,0.01,0.0,0.97,100,11,1,12
45,0.9208327027526947,-3.584039524672075,-1.0840395246720715,-0.5642044554591807,-0.2422199970523705,-0.09293955442800975,-1.0432439930553306,-0.1714159188983516,-0.10428748738343893,0.004247,0.01,0.0,0.97,100,11,1,12
46,0.9246732766285839,-3.598497084784954,-1.09849708478495,-0.5717937721120645,-0.24549425273820286,-0.09421917671833534,-1.0572185389769173,-0.17379468643658677,-0.10569739245538928,0.004194,0.01,0.0,0.97,100,11,1,12
47,0.92619913826345,-3.612463023016764,-1.1124630230167594,-0.5790917279306914,-0.24849155090327407,-0.09549925401953162,-1.0705863320143734,-0.17581899499720396,-0.10714032685260647,0.004141,0.01,0.0,0.97,100,11,1,12
48,0.9230165620408708,-3.626687863087314,-1.1266878630873103,-0.5866074632954202,-0.25172071582426914,-0.0967956999435279,-1.0842051952346632,-0.17810560994002794,-0.10858037062096598,0.00409,0.01,0.0,0.97,100,11,1,12
49,0.9216945448432378,-3.64070822759696,-1.140708227596956,-0.5940028235668416,-0.2549972429352524,-0.09797984321523004,-1.097807388449297,-0.1804693982667559,-0.11005924346741383,0.004041,0.01,0.0,0.97,100,11,1,12
50,0.9245808649537651,-3.6542352046391127,-1.1542352046391098,-0.600922953066446,-0.25790964603409205,-0.09910799299682914,-1.1107288298819173,-0.18261332320924842,-0.11135649165154227,0.003992,0.01,0.0,0.97,100,11,1,12
51,0.9183107119430849,-3.669059101682491,-1.169059101682488,-0.6088070372481507,-0.26136535068288247,-0.10043550868798704,-1.125193368791412,-0.1851541486743992,-0.1128300871216052,0.003945,0.01,0.0,0.97,100,11,1,12
52,0.9302812030836187,-3.6811181247836386,-1.1811181247836355,-0.6149517584121309,-0.26391027325710115,-0.10152720961287477,-1.1366949107471878,-0.1870018997315677,-0.11399913985792698,0.003898,0.01,0.0,0.97,100,11,1,12
53,0.9225326196052192,-3.694633056759535,-1.1946330567595318,-0.621943059960773,-0.2669323081854497,-0.10265904067735479,-1.1497084936251163,-0.18911687412238737,-0.11531633210987371,0.003853,0.01,0.0,0.97,100,11,1,12
54,0.9240502080816217,-3.7075405745624344,-1.2075405745624312,-0.6288293560859601,-0.27004271039140093,-0.10376226529008552,-1.1622317028665692,-0.19136311403263673,-0.11663053695665533,0.003809,0.01,0.0,0.97,100,11,1,12
55,0.9223645650171649,-3.720786733779361,-1.2207867337793576,-0.6357216176537243,-0.27295626746168655,-0.10494857777052727,-1.1749110911465248,-0.19343847190252234,-0.11794031794559091,0.003766,0.01,0.0,0.97,100,11,1,12
56,0.9283133547188924,-3.7320532883830535,-1.2320532883830495,-0.6415935740222047,-0.2755512909836828,-0.10593015592023133,-1.185947924301151,-0.19529178185889587,-0.1191287213453246,0.003724,0.01,0.0,0.97,100,11,1,12
57,0.9245067967348854,-3.743930082189809,-1.2439300821898054,-0.6477109735744043,-0.27830898526003583,-0.10691118635959701,-1.1976707921899508,-0.19730998470457334,-0.12036888341016773,0.003682,0.01,0.0,0.97,100,11,1,12
58,0.9254559206656021,-3.7559416534664503,-1.2559416534664467,-0.6538539287654141,-0.28087737060367324,-0.1080017984712785,-1.2091691905957365,-0.199205068251949,-0.12168313872228298,0.003642,0.01,0.0,0.97,100,11,1,12
59,0.9254983374685638,-3.7674438993710755,-1.2674438993710722,-0.6598709189977198,-0.2834585013953183,-0.1089881632239984,-1.2203722799535477,-0.20104725228582235,-0.12289093327929546,0.003602,0.01,0.0,0.97,100,11,1,12
60,0.9257489118375011,-3.7789570158068275,-1.2789570158068249,-0.665865774168177,-0.2859945624487292,-0.11004834696877407,-1.2314256010714022,-0.20290800065920395,-0.12406339024867329,0.003564,0.01,0.0,0.97,100,11,1,12
61,0.924889149167573,-3.7908140421248366,-1.290814042124833,-0.672020775047743,-0.2886347037562648,-0.11105450934774391,-1.2427733725991355,-0.20476318138365648,-0.12526132742659063,0.003526,0.01,0.0,0.97,100,11,1,12
62,0.9261312884469537,-3.801833128671416,-1.3018331286714122,-0.6776973729884295,-0.29115891741918337,-0.11193151315506161,-1.253480444946015,-0.2066781009914498,-0.1263999236985839,0.003489,0.01,0.0,0.97,100,11,1,12
63,0.9296627897247092,-3.8122321580371716,-1.312232158037169,-0.6829886256435258,-0.29343630697919204,-0.11279321263992156,-1.2633837991759125,-0.20834193156486278,-0.1274272915658234,0.003453,0.01,0.0,0.97,100,11,1,12
64,0.9264157568258957,-3.823502810031105,-1.3235028100311013,-0.6887627117478786,-0.29591162766907564,-0.1137329184904538,-1.2741484325066328,-0.21007908054891358,-0.12847680828806404,0.003417,0.01,0.0,0.97,100,11,1,12
65,0.9209597741707833,-3.833488390253069,-1.3334883902530652,-0.6941050568308579,-0.29841136340640434,-0.11463829102534728,-1.283920530303467,-0.21193129998841434,-0.1296570535947616,0.003382,0.01,0.0,0.97,100,11,1,12
66,0.9223022307266227,-3.84518286955089,-1.3451828695508863,-0.7001315522469937,-0.30103703519927394,-0.1155836981398935,-1.2951306630297255,-0.21385581168983298,-0.1307847369758885,0.003348,0.01,0.0,0.97,100,11,1,12
67,0.9310368096089612,-3.854914279307559,-1.3549142793075557,-0.7051648506730976,-0.3031909130577909,-0.11649397465415823,-1.3044921388811133,-0.2154927042951005,-0.13181629022898755,0.003315,0.01,0.0,0.97,100,11,1,12
68,0.9242609907172712,-3.8656347353870273,-1.365634735387024,-0.7108525873965605,-0.3056730205366774,-0.11746540954267683,-1.3148246704239874,-0.21731594967408344,-0.13295530090800242,0.003282,0.01,0.0,0.97,100,11,1,12
69,0.9238724167406935,-3.8764797687382138,-1.3764797687382095,-0.7165800923184907,-0.3082338358787702,-0.11838231262820227,-1.3253934951571495,-0.21924080967471116,-0.13407196441084543,0.00325,0.01,0.0,0.97,100,11,1,12
70,0.9245257566815615,-3.886098732669552,-1.3860987326695484,-0.7215416426481839,-0.3105221222447977,-0.11920777020930469,-1.3347634292544264,-0.22106063796250397,-0.1351089112551225,0.003219,0.01,0.0,0.97,100,11,1,12
71,0.9287708329850721,-3.8956869843166713,-1.3956869843166662,-0.7264769601537243,-0.31261723828094135,-0.12003145732366961,-1.3439261418386022,-0.22255327046605103,-0.13606260214529395,0.003188,0.01,0.0,0.97,100,11,1,12
72,0.9253041117925003,-3.9059111726271802,-1.4059111726271762,-0.7317953471770242,-0.31490566316531354,-0.12091392704435887,-1.3537896347351015,-0.22417541172949385,-0.13712706971114152,0.003157,0.01,0.0,0.97,100,11,1,12
73,0.9265280679291057,-3.9153471134530013,-1.4153471134529976,-0.7367335975308075,-0.31716576761253346,-0.12164222877324894,-1.363061268454196,-0.22571827064852426,-0.13799542902302475,0.003128,0.01,0.0,0.97,100,11,1,12
74,0.925841405074632,-3.925042222874807,-1.4250422228748025,-0.7417933018622511,-0.31935615836128683,-0.12248786005697974,-1.3724677732395485,-0.22736632142026103,-0.13897973423878165,0.003098,0.01,0.0,0.97,100,11,1,12
75,0.9226501526976586,-3.934681814428191,-1.4346818144281865,-0.7469335613812059,-0.3216468437409514,-0.12327681391034627,-1.3819810339526222,-0.2289919838676107,-0.1400251421115164,0.00307,0.01,0.0,0.97,100,11,1,12
76,0.9277974047149942,-3.943922803044441,-1.443922803044437,-0.7516502453774435,-0.3236122224387746,-0.12410144557989014,-1.3907528454467426,-0.23038707245019802,-0.1410226311157559,0.003042,0.01,0.0,0.97,100,11,1,12
77,0.9215804051122902,-3.953953321428909,-1.4539533214289067,-0.7570132351064701,-0.3259523614879241,-0.12502418139975724,-1.4005793693913706,-0.23209588860687116,-0.14210733432891187,0.003014,0.01,0.0,0.97,100,11,1,12
78,0.924791320266707,-3.963676575413068,-1.4636765754130647,-0.7621315595555931,-0.32820363944944503,-0.12588217383419797,-1.4100021764407296,-0.23363593198432808,-0.1430407927659855,0.002987,0.01,0.0,0.97,100,11,1,12
79,0.9252255466639482,-3.973005807850911,-1.4730058078509083,-0.7669586485164821,-0.3302948015524969,-0.1266874468254782,-1.418979546338642,-0.2352332453695992,-0.14398926856308794,0.00296,0.01,0.0,0.97,100,11,1,12
80,0.929233403848091,-3.981740221812465,-1.4817402218124618,-0.7714492660917746,-0.33223641231011886,-0.12737165442001533,-1.4273076623479761,-0.23667577785937716,-0.14482046893443748,0.002934,0.01,0.0,0.97,100,11,1,12
81,0.9266846361185984,-3.9906215880412965,-1.4906215880412934,-0.7759960570268692,-0.3341361587468505,-0.12816082209569024,-1.4356627177765733,-0.2380627831887988,-0.14570239357018497,0.002909,0.01,0.0,0.97,100,11,1,12
82,0.9269771751031752,-3.9994370182811556,-1.4994370182811527,-0.7804933126449534,-0.33610504956681847,-0.12891675306604913,-1.4441597230284924,-0.23956032417900766,-0.14671181975435274,0.002883,0.01,0.0,0.97,100,11,1,12
83,0.9257179366467146,-4.008495357279027,-1.5084953572790234,-0.7852536558993309,-0.3380861533965208,-0.12976131848443195,-1.4528536343486675,-0.24099203600812583,-0.14761906870526992,0.002859,0.01,0.0,0.97,100,11,1,12
84,0.9220364893157422,-4.018096334266381,-1.5180963342663767,-0.7902789481194317,-0.3403002566968608,-0.130598672840272,-1.4621940475557802,-0.24258938652446516,-0.1485735796973143,0.002834,0.01,0.0,0.97,100,11,1,12
85,0.914431910294515,-4.0200067290181325,-1.5200067290181278,-0.7914844457562834,-0.34173581684131327,-0.13083761209489111,-1.4663718887882642,-0.2443594548745609,-0.14961830949509453,0.00281,0.01,0.0,0.97,100,11,1,12
86,0.9193321229192473,-4.029784691497048,-1.5297846914970425,-0.7964967241683627,-0.34392212294429353,-0.13160473249386664,-1.4758230654091677,-0.2460046487347127,-0.15060896032254428,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.922181146025878,-4.030364886496921,-1.530364886496914,-0.7970895356913089,-0.34484587597376065,-0.13160398371992418,-1.4763726609592798,-0.24747518979544583,-0.15149069474639923,0.002763,0.01,0.0,0.97,100,11,1,12
88,0.9309675349889419,-4.038127189233761,-1.5381271892337536,-0.8011029178065355,-0.34652467022499417,-0.13230546827087458,-1.483816510253064,-0.24868246310621214,-0.1522765820949254,0.002741,0.01,0.0,0.97,100,11,1,12
89,0.9207195652907625,-4.047440166634898,-1.547440166634891,-0.8059598945027429,-0.34859448646614066,-0.13313241926644306,-1.492744911459736,-0.25022903141419084,-0.1532392341716112,0.002718,0.01,0.0,0.97,100,11,1,12
90,0.9264426870833963,-4.055796302817483,-1.5557963028174762,-0.810231675140428,-0.35043674557878524,-0.1338704212383216,-1.5007571685675443,-0.2515804304131807,-0.1540862689406728,0.002696,0.01,0.0,0.97,100,11,1,12
91,0.9275636904963291,-4.063811871689145,-1.5638118716891387,-0.8143374908223082,-0.3522070664578695,-0.13456626743360253,-1.5084194689758288,-0.25292134849568065,-0.15491601919534487,0.002674,0.01,0.0,0.97,100,11,1,12
92,0.9262918834635527,-4.071835450566306,-1.5718354505663,-0.818522723291542,-0.3539660369351979,-0.13530548784163166,-1.5160663656019977,-0.25420921890201126,-0.1558326034105639,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.920881104388809,-4.0808835074382985,-1.5808835074382912,-0.823285954435234,-0.35608546191726737,-0.13603516897826157,-1.524838020457465,-0.25579810346247805,-0.15673128275343678,0.002632,0.01,0.0,0.97,100,11,1,12
94,0.9297904039548979,-4.088531098812242,-1.5885310988122339,-0.827207829682949,-0.357813363951314,-0.13663207467497157,-1.532158841579235,-0.2570532534098671,-0.15750840411938039,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9220110382311989,-4.097347586761298,-1.5973475867612903,-0.8318446644854434,-0.3598249585690714,-0.13739991600524235,-1.5406067419608918,-0.2585037817274887,-0.15841711443629256,0.002591,0.01,0.0,0.97,100,11,1,12
96,0.9239914213823733,-4.105361382760522,-1.605361382760513,-0.8360845064707363,-0.36171845762643007,-0.138026263968648,-1.54835629658798,-0.25987230023702457,-0.15917017684403578,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9296640193428145,-4.111836956400608,-1.6118369564005965,-0.8395315301074883,-0.3632922454221809,-0.13858202956606178,-1.5547839665221497,-0.2611437728415478,-0.15990377616563178,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9281285800929981,-4.119320795666494,-1.6193207956664821,-0.8434991407828816,-0.3650265439499576,-0.1392324974705395,-1.561939315434322,-0.26239258121307824,-0.1606428665765166,0.002532,0.01,0.0,0.97,100,11,1,12
99,0.9297535360379436,-4.12628423250568,-1.6262842325056681,-0.8470878321002056,-0.36658228900280565,-0.1398765804760178,-1.5686814423184419,-0.2636010017405135,-0.16147445237553926,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.9146844275293371,-4.135701743550411,-1.6357017435503993,-0.8519284188792401,-0.3687733621731968,-0.1406012456726501,-1.577814844615089,-0.26519462577854147,-0.16240670100896726,0.002494,0.01,0.0,0.97,100,11,1,12
101,0.9183807883270848,-4.144342063160446,-1.6443420631604342,-0.8564947974962293,-0.3708385416432522,-0.14131982470314242,-1.5862212311910853,-0.2666412759731515,-0.16329199345178178,0.002475,0.01,0.0,0.97,100,11,1,12
102,0.9307778690310577,-4.150645099490443,-1.6506450994904311,-0.8597897318600418,-0.3722929753963812,-0.1418813941129008,-1.5923538330046383,-0.2677960647013504,-0.1640522937948001,0.002457,0.01,0.0,0.97,100,11,1,12
103,0.9290412024278493,-4.15745300336625,-1.6574530033662371,-0.8632422666428846,-0.373843588921068,-0.14241401417075986,-1.598963523246925,-0.26894637383976394,-0.16474559167571745,0.002439,0.01,0.0,0.97,100,11,1,12
104,0.9247421816047623,-4.165139891520007,-1.6651398915199953,-0.8673108818079114,-0.3756426616371563,-0.14310761188113705,-1.606388002414732,-0.27027089186997255,-0.16557353460733815,0.002421,0.01,0.0,0.97,100,11,1,12
105,0.9256934940080782,-4.172665444955814,-1.6726654449558007,-0.8711986900129544,-0.3773254124917549,-0.1437451776638357,-1.6135523052152085,-0.2714977028160238,-0.16633365533160405,0.002404,0.01,0.0,0.97,100,11,1,12
106,0.9258476367633381,-4.1796681990343645,-1.679668199034351,-0.8747499087895217,-0.3789121911744714,-0.14427503203962583,-1.6203620800990604,-0.272607043502825,-0.16703584235050076,0.002386,0.01,0.0,0.97,100,11,1,12
107,0.9300122249388754,-4.186235006880714,-1.6862350068806997,-0.8782328533137292,-0.3803823493370086,-0.14488606802265028,-1.626679945862357,-0.2737333364508317,-0.16779790911495526,0.002369,0.01,0.0,0.97,100,11,1,12
108,0.9233356085704297,-4.193820903908321,-1.6938209039083074,-0.8821385787692826,-0.38212864910610744,-0.1455120779883129,-1.6340555205401817,-0.275106620898917,-0.1685954629309477,0.002352,0.01,0.0,0.97,100,11,1,12
109,0.9296680776725122,-4.200245458330865,-1.7002454583308524,-0.8854949154366994,-0.38360514072132257,-0.14606095369394548,-1.640311750672601,-0.27615724727223023,-0.16926137505267083,0.002336,0.01,0.0,0.97,100,11,1,12
110,0.9274658573596358,-4.206628892813419,-1.7066288928134064,-0.8888226410552377,-0.38509497340333304,-0.14662140545213453,-1.646496996033387,-0.2773397316627994,-0.16999030740740803,0.00232,0.01,0.0,0.97,100,11,1,12
111,0.9266394207125778,-4.213336776671024,-1.7133367766710113,-0.8923057165666152,-0.38663659945585577,-0.14717450023133968,-1.6530018104543993,-0.27845182518458456,-0.17069503286921192,0.002304,0.01,0.0,0.97,100,11,1,12
112,0.923878568192116,-4.220314613640498,-1.7203146136404837,-0.8959162815027168,-0.38824254970559824,-0.1477879250830995,-1.6597585452808945,-0.2795645204183134,-0.17144508378999063,0.002288,0.01,0.0,0.97,100,11,1,12
113,0.9287096497987841,-4.226700342474613,-1.7267003424745981,-0.8991976501018304,-0.3896726809526361,-0.14831312431397964,-1.6659095574546061,-0.28060929411042496,-0.17213837607334198,0.002272,0.01,0.0,0.97,100,11,1,12
114,0.9212852485463651,-4.234084090308051,-1.7340840903080361,-0.9030404693117583,-0.3913475467702243,-0.14896977790222984,-1.6730163857974831,-0.2818491405169998,-0.17295663249495888,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9289971801496041,-4.2402276782268675,-1.7402276782268526,-0.9062830823578326,-0.39279763450277694,-0.14948386716226625,-1.679082317039154,-0.2829415963083857,-0.17358201212883045,0.002241,0.01,0.0,0.97,100,11,1,12
116,0.924678589018529,-4.245651170037649,-1.7456511700376343,-0.909119764795611,-0.39415859749861326,-0.149972509658463,-1.6844378846866799,-0.28405397463650833,-0.17426920332635013,0.002226,0.01,0.0,0.97,100,11,1,12
117,0.9257578812932715,-4.25194333871937,-1.751943338719356,-0.9124318756227241,-0.3956560609799589,-0.15049112391976618,-1.6906569295592018,-0.2851347034227466,-0.17488554149177934,0.002212,0.01,0.0,0.97,100,11,1,12
118,0.9222203560631508,-4.2588919011153905,-1.7588919011153779,-0.9161708224567505,-0.3972969899139879,-0.15109829171231712,-1.6973879390806197,-0.2863278660904132,-0.17558860970742615,0.002197,0.01,0.0,0.97,100,11,1,12
