episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
0,0.9026908357314505,-2.0143091526813808,-0.7366727717511822,-0.6277983749285341,-0.5056497116267565,-0.39665094546508045,0.1,0.1,0.2,0.2,2219,1061,2040,33707,37637,37634,0,0,0,0,1356,1370,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
1,0.9353024760407533,-2.4481546345820706,-0.9105417302654071,-0.7388356528135446,-0.6099102750591472,-0.47918918124210136,0.097486,0.1,0.198291,0.2,1391,749,1169,33077,37710,37706,0,0,0,0,3839,3839,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2,0.9398718139812192,-2.7833017647616467,-1.0388531347368126,-0.8383399625318414,-0.7101703004368534,-0.5719092640851688,0.095095,0.1,0.196596,0.2,1256,761,1468,33545,38314,38311,0,0,0,0,3887,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
3,0.9388725988869607,-2.9314355711398212,-1.1327075181881934,-0.8739534189508542,-0.754465863410049,-0.6254319271440816,0.092819,0.1,0.194915,0.2,1334,709,1236,33422,38237,38233,0,0,0,0,3769,3777,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
4,0.9391410604118857,-3.1167580919517386,-1.2213543555131903,-0.9272396199110864,-0.8169061805423282,-0.6946523337229681,0.090649,0.1,0.19325,0.2,1431,611,1243,33553,38229,38222,0,0,0,0,3784,3804,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
5,0.9394085116614571,-3.210715287545061,-1.288931468322749,-0.9445391560111507,-0.8818602326062471,-0.7409222848085542,0.088579,0.1,0.191598,0.2,1371,645,1242,33272,38114,38106,0,0,0,0,3884,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
6,0.9394507981891828,-3.1743591897160575,-1.3110619675744382,-0.9371065896256239,-0.864250531007419,-0.7315549363455549,0.0866,0.1,0.18996,0.2,1358,675,1182,33576,38450,38449,0,0,0,0,3828,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
7,0.944604230331356,-3.1682094646507024,-1.3395758236661157,-0.9298975837272936,-0.8925966558139972,-0.7457942884846425,0.084709,0.1,0.188337,0.2,1288,561,1270,33378,38108,38103,0,0,0,0,3860,3851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
8,0.9429079296215955,-3.192050355592469,-1.3655631215239525,-0.9353366762901982,-0.9250985237258219,-0.775857865939063,0.082898,0.1,0.186727,0.2,1306,589,1189,33192,38012,38006,0,0,0,0,3836,3849,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
9,0.9423006247703051,-3.169923027300008,-1.3803334476085756,-0.9187008806863779,-0.9315062588711979,-0.7865382044240636,0.081163,0.1,0.185131,0.2,1282,602,1166,32652,37468,37459,0,0,0,0,3924,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
10,0.9418566434611133,-3.1796487499686577,-1.4007322884997524,-0.9179776260945965,-0.9595888113332508,-0.815285115309779,0.079499,0.1,0.183549,0.2,1229,717,1152,33469,38424,38418,0,0,0,0,3873,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
11,0.9422685351539106,-3.189523907277102,-1.413287565235385,-0.9268935112433396,-0.9477117373411433,-0.8145190982707174,0.077902,0.1,0.18198,0.2,1224,704,1364,33396,38222,38213,0,0,0,0,3936,3918,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
12,0.9388870732939184,-3.163457290744206,-1.4173392226176413,-0.9159060244453743,-0.9369336399218113,-0.8094683694873716,0.076368,0.1,0.180424,0.2,1373,684,1176,33659,38469,38469,0,0,0,0,3886,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
13,0.9385789194603193,-3.3755339111266833,-1.490298984672345,-0.9701493986582892,-0.9837154048047717,-0.8506759862365643,0.074893,0.1,0.178882,0.2,1345,740,1274,33946,38768,38759,0,0,0,0,3803,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14,0.936935580975316,-3.3625513701988337,-1.5221860593948997,-0.9589750531172657,-0.9893727009587148,-0.870495395969364,0.073474,0.1,0.177353,0.2,1370,725,1428,33220,37954,37946,0,0,0,0,3776,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
