Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,starvation_variance,work_ratio,time_of_day_fraction,day_of_week_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk,multi_horizon_congestion_risk,temporal_demand_gradient
42000,640.5111020781742,V0,S27,S7,0,13,-216.92529533743723,0.0,0.404746632456703,0.14384196654896408,0.1281946768815991,0.12312417986834993,0.10753782528593872,1.0,1.0,0.1994868516921997,0.09232429143966846,1.0,0.4166666666666667,0.0,1.0,0.22001282873636946,0.18473380372033354,0.0
42000,657.404282265745,V0,S7,S44,0,3,-218.03190537404015,0.0,0.4060295060936498,0.15805886017512735,0.11266758788462139,0.13843798434340884,0.09366079319298874,1.0,1.0,0.21616420149803162,0.10034677094957688,1.0,0.4166666666666667,0.0,1.0,0.2354073123797306,0.17062219371391918,0.0
42000,672.3030492956755,V0,S44,S58,9,0,-220.27284882194718,0.0,0.40089801154586274,0.1687641318160031,0.1007410642180931,0.14849542995488474,0.08466896707081073,1.0,1.0,0.24182167649269104,0.10775548966136964,1.0,0.4583333333333333,0.0,1.0,0.24310455420141117,0.15779345734445158,0.0
42000,681.5917420708513,V0,S58,S37,11,0,-219.03376689324105,0.0,0.3880692751763951,0.16911754364394008,0.0975026209847063,0.14706763469090203,0.0837197585759389,1.0,1.0,0.231558695435524,0.10629133008680537,1.0,0.4583333333333333,0.0,1.0,0.24246311738293777,0.14560615779345734,0.0
42000,690.8010485329651,V0,S37,S12,0,0,-219.29560743490651,0.0,0.3957665169980757,0.16492213411315243,0.10770099516928525,0.14255336255115178,0.09092432041905717,1.0,1.0,0.2238614559173584,0.10498267665236441,1.0,0.4583333333333333,0.0,1.0,0.23412443874278382,0.16164207825529187,0.0
42000,700.364927028024,V0,S12,S29,0,12,-216.7240088040063,0.0,0.37780628608082106,0.15204640067211986,0.10852756271989254,0.13215083620055418,0.09300745440179008,1.0,1.0,0.20076972246170044,0.0980084935044716,1.0,0.4583333333333333,0.0,1.0,0.22386144964720975,0.1539448364336113,0.0
42000,718.7177454201724,V0,S29,S35,0,8,-216.98231151333374,0.0,0.37780628608082106,0.14834697608405772,0.1172119336473787,0.13055066423080658,0.10277800085285457,1.0,1.0,0.2091083973646164,0.09732179879458629,1.0,0.4583333333333333,0.0,1.0,0.21423989737010904,0.163566388710712,0.0
42000,727.6650622900763,V0,S35,S1,0,0,-218.3386700795101,0.0,0.3957665169980757,0.16073556929634303,0.10218788201422788,0.1408095682012347,0.0859740960005967,1.0,0.9459459459459459,0.22322000563144684,0.10112022277384736,1.0,0.5,0.0,1.0,0.23284156510583706,0.1629249518922386,0.0
42000,731.1935517132514,V0,S1,S11,7,0,-214.84660264436945,0.0,0.3893521488133419,0.17128808998246098,0.08744855830971554,0.15324817158688664,0.07130840011118925,1.0,0.8461538461538461,0.23925593495368958,0.1076715195016156,1.0,0.5,0.0,1.0,0.23989737010904427,0.14945477870429763,0.0
42000,740.3652468281305,V0,S11,S37,7,0,-217.5041594444096,0.0,0.3624118024374599,0.16095755503606374,0.08746158773632778,0.14039506167194102,0.07439148667849864,1.0,1.0,0.21359845995903015,0.10217489314334208,1.0,0.5,0.0,1.0,0.23091725465041693,0.13149454778704298,0.0
42000,757.3255633719408,V0,S37,S29,0,0,-218.96191553333352,0.0,0.38293778062860806,0.15563950677732227,0.09115023351594634,0.13594976580274842,0.07830985453735526,1.0,1.0,0.22706863284111023,0.09773846092838166,1.0,0.5,0.0,1.0,0.22706863373957664,0.15586914688903142,0.0
42000,766.5551648668275,V0,S29,S35,0,14,-216.1272682907632,0.0,0.3701090442591405,0.13690545979766097,0.10088907130781864,0.11888459964468874,0.08492269393975584,1.0,1.0,0.18922385573387146,0.0872383211941095,1.0,0.5,0.0,1.0,0.21103271327774215,0.15907633098139834,0.0
42000,778.5024817367314,V0,S35,S32,0,0,-213.51944284830262,0.0,0.37395766516998075,0.14940039734900115,0.09185312081566711,0.12971114348512142,0.07391415698369026,1.0,0.8947368421052632,0.21167415380477905,0.09454589408720983,1.0,0.5,0.0,1.0,0.22578576010262988,0.14817190506735087,0.0
42000,785.4869654579651,V0,S32,S52,10,0,-213.59722572373215,0.0,0.37395766516998075,0.15763746064725206,0.08510586937844009,0.13814939384377709,0.0671103210814055,1.0,0.8333333333333334,0.23284156620502472,0.09937852120760736,1.0,0.5416666666666666,0.0,1.0,0.23091725465041693,0.14304041051956382,0.0
42000,797.2108939957293,V0,S52,S59,8,0,-212.52876889094148,0.0,0.3624118024374599,0.15402662562788447,0.07449920917175425,0.13612168135640143,0.06003390294696652,1.0,0.8461538461538461,0.21937139332294464,0.09615065698974659,1.0,0.5416666666666666,0.0,1.0,0.2354073123797306,0.12700449005772932,0.0
42000,806.803409161618,V0,S59,S15,2,0,-212.61042203251958,0.0,0.372674791533034,0.140210729510034,0.0925523076037172,0.12066895348850135,0.07336596700433641,1.0,0.8461538461538461,0.21680565178394318,0.08941488106959838,1.0,0.5416666666666666,0.0,1.0,0.22001282873636946,0.15266196279666452,0.0
42000,816.472091485095,V0,S15,S22,0,14,-210.18838189279936,0.0,0.3624118024374599,0.12819654157775298,0.08938424225819504,0.10893507562481139,0.07021793805819425,1.0,0.8461538461538461,0.18537524342536926,0.07977496462010529,1.0,0.5416666666666666,0.0,1.0,0.21488133418858243,0.14753046824887747,0.0
42000,832.8379648755016,V0,S22,S66,0,6,-211.98181074794343,0.0,0.3713919178960872,0.13578267603214533,0.08760325785515483,0.1190184231603566,0.07044673641036896,1.0,0.8461538461538461,0.2071840912103653,0.08140680991979689,1.0,0.5416666666666666,0.0,1.0,0.23284156510583706,0.13855035279025016,0.0
42000,843.2674388755227,V0,S66,S18,12,0,-221.28579339017267,0.0,0.37780628608082106,0.14716889005570408,0.07727245385163155,0.12215251443057976,0.0634569331122335,1.0,1.0,0.25336754322052,0.08391183030719207,1.0,0.5833333333333334,0.0,1.0,0.2520846696600385,0.12572161642078256,0.0
42000,854.3297108792178,V0,S18,S62,8,0,-219.92709975958815,0.0,0.40089801154586274,0.16528132868784298,0.07724250614255532,0.14546404633087517,0.06299693536002338,1.0,0.8888888888888888,0.24951891601085663,0.09290125825130445,1.0,0.5833333333333334,0.0,1.0,0.27132777421423987,0.12957023733162285,0.0
42000,864.4251052229877,V0,S62,S35,0,0,-224.2118848562588,0.0,0.4060295060936498,0.1555272834721868,0.09328211175193439,0.1330880675660131,0.07873845386943316,1.0,1.0,0.2482360452413559,0.0904796027123294,1.0,0.5833333333333334,0.0,1.0,0.2584990378447723,0.14753046824887747,0.0
42000,873.0396921202439,V0,S35,S34,0,12,-226.4011602172764,0.0,0.41885824246311737,0.17469801752232858,0.09723252716818213,0.14974797253222996,0.08256586329752352,1.0,1.0,0.24695317447185516,0.10005898354013681,1.0,0.5833333333333334,0.0,1.0,0.27196921103271327,0.1468890314304041,0.0
42000,886.3320978941241,V0,S34,S58,0,8,-228.1677905230996,0.0,0.42655548428479795,0.18131312157251595,0.11338507092509578,0.1589314906576462,0.0980807989240392,1.0,1.0,0.2572161555290222,0.11228432187928016,1.0,0.5833333333333334,0.0,1.0,0.2584990378447723,0.16805644644002565,0.0
42000,899.4066698153925,V0,S58,S62,0,0,-233.7018278320186,0.0,0.45862732520846694,0.22700168801794401,0.10584747007060782,0.20863202553847737,0.08681141322130208,1.0,1.0,0.2738935351371765,0.13797322800109604,1.0,0.5833333333333334,0.0,1.0,0.2905708787684413,0.16805644644002565,0.0
42000,905.7142616996096,V0,S62,S37,13,0,-235.6189095347957,0.0,0.46119307248236047,0.2144268843980718,0.12833124843685093,0.19267877425731836,0.11148295745927468,1.0,1.0,0.2905708849430084,0.12578377073853306,1.0,0.625,0.0,1.0,0.2924951892238615,0.16869788325849905,0.0
42000,917.8151982233766,V0,S37,S4,7,0,-241.5352556301293,0.0,0.5125080179602309,0.24155920597750352,0.14497363569752356,0.21963834493366152,0.12471082620455923,1.0,1.0,0.29762667417526245,0.1359989132319543,1.0,0.625,0.0,1.0,0.3168697883258499,0.19563822963438102,0.0
42000,925.0621212492399,V0,S4,S26,0,0,-238.826200463365,0.0,0.49839640795381657,0.21393416324144057,0.15879620691484891,0.19123570573272838,0.13836828946224144,1.0,1.0,0.2873637080192566,0.12276156558691333,1.0,0.625,0.0,1.0,0.2924951892238615,0.2059012187299551,0.0
42000,935.377211883798,V0,S26,S39,0,16,-235.3807549449935,0.0,0.4830019243104554,0.19295968214240558,0.16789829113866253,0.1699241497988701,0.14681672462915393,1.0,1.0,0.24118024110794067,0.1141626753058058,1.0,0.625,0.0,1.0,0.2655548428479795,0.21744708146247593,0.0
42000,956.1139739064389,V0,S39,S66,0,4,-238.06762131214697,0.0,0.50096215522771,0.21226677217675236,0.14996631894788026,0.1868520985949594,0.12824510729749425,1.0,1.0,0.26940345764160156,0.1204664393131096,1.0,0.625,0.0,1.0,0.29506093649775494,0.2059012187299551,0.0
42000,965.2078348016274,V0,S66,S59,11,0,-239.39262160030336,0.0,0.48813341885824246,0.2132326859374309,0.1479651225427257,0.18986736775974178,0.12700247282390287,1.0,1.0,0.2931366264820099,0.1200986855683696,1.0,0.6666666666666666,0.0,1.0,0.29634381013470174,0.19178960872354073,0.0
42000,976.6722016274317,V0,S59,S37,9,0,-239.35181731125138,0.0,0.4830019243104554,0.22121709461531075,0.14502589454683654,0.20247864472979993,0.12774682608889573,1.0,1.0,0.2796664535999298,0.12790945432510664,1.0,0.6666666666666666,0.0,1.0,0.29698524695317513,0.1860166773572803,0.0
42000,985.6551096041235,V0,S37,S58,0,0,-239.70767159485905,0.0,0.4971135343168698,0.20708890067343688,0.16246395274420442,0.18407813344686946,0.1432688205275943,1.0,1.0,0.2815907597541809,0.11454123826699414,1.0,0.6666666666666666,0.0,1.0,0.28928800513149455,0.20782552918537525,0.0
42000,989.3644160662373,V0,S58,S60,0,13,-236.4330705789629,0.0,0.4765875561257216,0.1953211927812025,0.15496576050571353,0.17105324684122297,0.135181950017561,1.0,1.0,0.2514432370662689,0.10915738878159377,1.0,0.6666666666666666,0.0,1.0,0.2738935214881334,0.2026940346375882,0.0
42000,1001.9160431587558,V0,S60,S39,0,7,-236.84239897031765,0.0,0.4804361770365619,0.1888400945403279,0.15971074951271821,0.1636533030180643,0.14124646126184426,1.0,1.0,0.26940345764160156,0.10395184809270203,1.0,0.6666666666666666,0.0,1.0,0.27196921103271327,0.20846696600384862,0.0
42000,1011.30663685585,V0,S39,S37,0,0,-236.17239791564856,0.0,0.47273893521488136,0.1985783133883433,0.1329305234547222,0.17055951469411915,0.11418003595535514,1.0,1.0,0.2706863284111023,0.1056594146111011,1.0,0.6666666666666666,0.0,1.0,0.2918537524053881,0.18088518280949326,0.0
42000,1017.8582744466942,V0,S37,S63,17,0,-235.3514279684063,0.0,0.45606157793457347,0.1943261636288821,0.13366235720019187,0.1647790493749384,0.11959287445241895,1.0,1.0,0.2924951910972595,0.10335090827902127,1.0,0.6666666666666666,0.0,1.0,0.28608082103912763,0.1699807568954458,0.0
42000,1031.1359385197052,V0,S63,S32,3,0,-237.94219319558232,0.0,0.4740218088518281,0.19222159169066944,0.1506408964481348,0.1641012898381527,0.13286761876499065,1.0,1.0,0.2745349705219269,0.10422385411987771,1.0,0.7083333333333334,0.0,1.0,0.2771007055805003,0.19692110327132778,0.0
42000,1038.7368129669858,V0,S32,S35,0,11,-233.92787555265733,0.0,0.45349583066067994,0.1721227612540458,0.14631900468616219,0.14176667406947716,0.127264682113088,1.0,1.0,0.23348300158977509,0.09536016670550183,1.0,0.7083333333333334,0.0,1.0,0.2591404746632457,0.19435535599743425,0.0
42000,1051.2212966882196,V0,S35,S1,0,9,-232.79702468717667,0.0,0.44579858883899937,0.16164265157996935,0.14576831198766774,0.13253146155937856,0.12576301218875735,1.0,1.0,0.2366901934146881,0.092045733929587,1.0,0.7083333333333334,0.0,1.0,0.2501603592046183,0.19563822963438102,0.0
42000,1059.2497861113945,V0,S1,S31,0,0,-234.4095386360866,0.0,0.4406670942912123,0.19116023092162626,0.13248191295525663,0.16403042200096352,0.11479286319289703,1.0,1.0,0.24695317447185516,0.10835592440613237,1.0,0.7083333333333334,0.0,1.0,0.26940346375881974,0.17126363053239255,0.0
42000,1071.0721447079306,V0,S31,S30,17,0,-232.60893811860151,0.0,0.4227068633739577,0.17911292681981164,0.11695912598609398,0.14933004152613985,0.10116120806379324,1.0,1.0,0.2777421474456787,0.0976632113542082,1.0,0.7083333333333334,0.0,1.0,0.2655548428479795,0.15715202052597818,0.0
42000,1084.486862214461,V0,S30,S60,3,0,-232.7252221775891,0.0,0.42014111610006416,0.16796504849434354,0.12777174175932707,0.14245155639648407,0.11042525609214252,1.0,1.0,0.24502886831760406,0.09500649767185813,1.0,0.75,0.0,1.0,0.2456703014753047,0.17447081462475947,0.0
42000,1090.7595830352038,V0,S60,S61,0,14,-231.19000650996264,0.0,0.41629249518922384,0.1626875075852195,0.12959033755887628,0.13755423092149224,0.11136781675306345,1.0,1.0,0.20654265582561493,0.09388993628267155,1.0,0.75,0.0,1.0,0.23989737010904427,0.1763951250801796,0.0
42000,1102.3747522423682,V0,S61,S66,0,6,-232.98306985941284,0.0,0.4239897370109044,0.1691753353389039,0.13413130737377782,0.14722626391540455,0.11363173994171946,1.0,1.0,0.23348300158977509,0.09961284235507348,1.0,0.75,0.0,1.0,0.23604874919820398,0.18794098781270044,0.0
42000,1109.502364821935,V0,S66,S22,0,0,-232.6383132734905,0.0,0.4239897370109044,0.16743020689621993,0.12683908093788845,0.1416482489664537,0.10830298748662219,1.0,1.0,0.23476587235927582,0.09318295127842464,1.0,0.75,0.0,1.0,0.24887748556767159,0.17511225144323284,0.0
42000,1116.9318388219563,V0,S22,S18,11,0,-233.66303804261497,0.0,0.42014111610006416,0.17967165340280458,0.12217792989943038,0.15436777239410654,0.10461076765105803,1.0,1.0,0.2572161555290222,0.10063020957642325,1.0,0.75,0.0,1.0,0.25465041693393203,0.16549069916613213,0.0
42000,1131.1590179139941,V0,S18,S58,9,0,-236.54959329793036,0.0,0.43681847338037205,0.20130151107438365,0.13300857632911356,0.17833257339997338,0.11650869077713924,1.0,1.0,0.25080180168151855,0.11615249009977799,1.0,0.75,0.0,1.0,0.2661962796664529,0.17062219371391918,0.0
42000,1140.2528742484685,V0,S58,S66,0,0,-237.59293030576862,0.0,0.4406670942912123,0.18720682442463743,0.14570029695206582,0.16422417841489417,0.1293563244943503,1.0,1.0,0.24567030370235443,0.1068291031961446,1.0,0.7916666666666666,0.0,1.0,0.25593329057087877,0.18473380372033354,0.0
42000,1146.7743699076332,V0,S66,S24,0,12,-234.3720004796897,0.0,0.4252726106478512,0.16766747280493882,0.14699859509009194,0.14490362635982382,0.13047788924466852,1.0,1.0,0.21167415380477905,0.09731066333376247,1.0,0.7916666666666666,0.0,1.0,0.23733162283515075,0.18794098781270044,0.0
42000,1162.327629404673,V0,S24,S46,0,8,-233.64531350472868,0.0,0.42655548428479795,0.1513389982865323,0.15201761257070212,0.12683806492066813,0.13300929181217377,1.0,1.0,0.22129569947719574,0.08813676596433903,1.0,0.7916666666666666,0.0,1.0,0.22578576010262988,0.20076972418216807,0.0
42000,1179.6842759825663,V0,S46,S51,0,0,-235.89817120911508,0.0,0.4406670942912123,0.1687351015642388,0.13764006483952637,0.1464473818149776,0.11887151197156347,1.0,1.0,0.23797306418418884,0.09458320298984897,1.0,0.7916666666666666,0.0,1.0,0.2520846696600385,0.18858242463117383,0.0
42000,1185.8278310744606,V0,S51,S12,11,0,-234.44655352629985,0.0,0.4252726106478512,0.16438356752441366,0.12647718327949012,0.14067674736075547,0.10951762582596279,1.0,1.0,0.24759460985660553,0.09260721313944037,1.0,0.7916666666666666,0.0,1.0,0.24759461193072482,0.17767799871712636,0.0
42000,1196.3440446701748,V0,S12,S58,9,0,-234.78598204087677,0.0,0.4278383579217447,0.17051084370135702,0.12631780008332424,0.14654616035541043,0.11226299894628113,1.0,1.0,0.23604874312877655,0.09512565005526463,1.0,0.7916666666666666,0.0,1.0,0.25400898011545864,0.17382937780628607,0.0
42000,1861.1386821461786,V0,S58,S15,0,0,-218.78988448797026,0.0,0.5137908915971777,0.218602597250438,0.17105994573403782,0.19467065209826473,0.15396054127172773,1.0,1.0,0.2815907597541809,0.12127137707876778,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.28992944194996795,0.22386144964720975,0.0
42000,1869.8079030533415,V0,S15,S31,0,14,-215.63670524861638,0.0,0.4932649134060295,0.20253626560214694,0.17993049388508453,0.18040214596386855,0.1641360721756899,1.0,1.0,0.24502886831760406,0.1167809162905298,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.2610647851186658,0.2322001282873637,0.0
42000,1883.3410120433086,V0,S31,S27,0,6,-217.50837786023897,0.0,0.5035279025016036,0.21197442946824832,0.17297784293072313,0.1872467136441942,0.15830842239050455,1.0,1.0,0.27517640590667725,0.11942689661522922,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.2764592687620269,0.22706863373957664,0.0
42000,1891.606949355492,V0,S27,S63,0,0,-218.63834551884807,0.0,0.5150737652341244,0.22002456953693442,0.16896053346316706,0.19440558960013,0.15169979386713653,1.0,1.0,0.2738935351371765,0.11984044505193198,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.2918537524053881,0.22322001282873638,0.0
42000,1899.47635675799,V0,S63,S33,14,0,-217.99467530247847,0.0,0.50096215522771,0.2216686788916764,0.15717393577626076,0.19628073919759678,0.14032834923904836,1.0,1.0,0.29570236802101135,0.1188554180070388,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.29506093649775494,0.2059012187299551,0.0
42000,1911.0231472388105,V0,S33,S37,6,0,-221.24537675993025,0.0,0.5279025016035921,0.24030305125837348,0.17075076070727171,0.21342907814441897,0.15317001115458345,1.0,1.0,0.2867222726345062,0.12766107923590486,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.31237973059653623,0.2155227710070558,0.0
42000,1918.9285777750256,V0,S37,S31,0,0,-220.3344540131337,0.0,0.5240538806927517,0.22584294647952682,0.18643019800448252,0.19954591605475863,0.1668521988073752,1.0,1.0,0.28479793667793274,0.12328826403124357,1.0,0.2916666666666667,0.14285714285714285,0.08333333333333333,0.286722257857601,0.23733162283515075,0.0
42000,1924.7347169038492,V0,S31,S18,0,18,-217.40755287349955,0.0,0.5086593970493907,0.209170880453308,0.17759983885503164,0.18272231961883298,0.15842606340208965,1.0,1.0,0.23989737033843994,0.11564588592286419,1.0,0.3333333333333333,0.14285714285714285,0.0,0.27325208466966006,0.2354073123797306,0.0
42000,1938.44164665827,V0,S18,S37,0,2,-217.4266005307391,0.0,0.49839640795381657,0.21495912104655934,0.16977723547676346,0.18907822708764221,0.15586781208994208,1.0,1.0,0.2572161555290222,0.11766184439757257,1.0,0.3333333333333333,0.14285714285714285,0.0,0.2809493264913406,0.21744708146247593,0.0
42000,1943.873043009074,V0,S37,S44,14,0,-216.78316348444065,0.0,0.4817190506735087,0.21775242968017283,0.15482831038459738,0.19305942285171143,0.1413017037062334,1.0,1.0,0.28479793667793274,0.12174844188204444,1.0,0.3333333333333333,0.14285714285714285,0.0,0.27966645285439384,0.2020525978191148,0.0
42000,1955.228216896104,V0,S44,S59,6,0,-214.31320705145487,0.0,0.46889031430404104,0.21091484109419945,0.14159623660319332,0.18633938761833835,0.12819156039705873,1.0,1.0,0.25465041399002075,0.11749892140793511,1.0,0.3333333333333333,0.14285714285714285,0.0,0.27966645285439384,0.1892238614496472,0.0
42000,1964.0535476322575,V0,S59,S64,0,0,-214.17402778861012,0.0,0.4830019243104554,0.19068744950478425,0.15442931404377175,0.16337450133993187,0.13842642672070535,1.0,1.0,0.25336754322052,0.10683947096049093,1.0,0.3333333333333333,0.14285714285714285,0.0,0.27068633739576653,0.2123155869146889,0.0
42000,1968.305296315521,V0,S64,S30,0,6,-212.0391091210367,0.0,0.4740218088518281,0.17325197112321183,0.15340021829755535,0.14690904139531077,0.13789905784938647,1.0,1.0,0.23797306418418884,0.09902451750536903,1.0,0.3333333333333333,0.14285714285714285,0.0,0.2617062219371392,0.2123155869146889,0.0
42000,1977.031719881748,V0,S30,S65,0,8,-212.45986653666313,0.0,0.4765875561257216,0.17450381500300038,0.15183772640150495,0.14919452998436314,0.13650386198276512,1.0,1.0,0.2443874329328537,0.10153738519881138,1.0,0.3333333333333333,0.14285714285714285,0.0,0.2617062219371392,0.21488133418858243,0.0
42000,1985.3576813687314,V0,S65,S47,0,6,-223.02438597580746,0.0,0.4650416933932008,0.1743097682525604,0.1416001965969357,0.14872141696975988,0.12865764555448644,1.0,1.0,0.2386144995689392,0.10110852022367062,1.0,0.375,0.14285714285714285,1.0,0.2642719692110327,0.20076972418216807,0.0
42000,1992.9553418086684,V0,S47,S54,8,0,-221.6550921107729,0.0,0.4483643361128929,0.16909972219542713,0.13055761583226377,0.14316797265691586,0.11661707231123836,1.0,1.0,0.25657472014427185,0.09877232615772488,1.0,0.375,0.14285714285714285,1.0,0.2617062219371392,0.18665811417575368,0.0
42000,2008.3511006071597,V0,S54,S10,12,0,-222.87185489123414,0.0,0.45349583066067994,0.17929078347313585,0.1297979076066135,0.15304249115757593,0.11355008852332438,1.0,1.0,0.264913409948349,0.10607284351193391,1.0,0.375,0.14285714285714285,1.0,0.2687620269403464,0.18473380372033354,0.0
42000,2018.5647034231877,V0,S10,S50,0,0,-221.0390481627664,0.0,0.4445157152020526,0.16375242301739723,0.1459939292115108,0.13994772817514706,0.12767303847426978,1.0,1.0,0.23925593495368958,0.0996865632332512,1.0,0.375,0.14285714285714285,1.0,0.2482360487491982,0.19627966645285438,0.0
