seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9316,400.278,2947,1179,60282,57335,57334,177,44,205,177,177,171,7487,7665,0.0157,0.0328,0.9514,0.0482,0.0769,0.8748,37,59,231,207,205,171
43,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9299,397.0605,3002,1210,60062,57060,57060,152,42,180,152,152,155,7773,7928,0.0079,0.0329,0.9593,0.0339,0.0796,0.8864,26,61,201,187,180,155
44,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9276,397.4936,3170,1129,59410,56240,56242,200,43,205,200,200,183,7212,7403,0.0157,0.0288,0.9556,0.0301,0.0967,0.8732,23,74,217,248,205,183
45,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.935,396.794,2628,1238,59520,56892,56892,166,45,221,166,166,170,7532,7705,0.0105,0.0276,0.9619,0.03,0.0717,0.8983,23,55,237,199,221,170
46,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9343,396.6128,2843,1027,58938,56095,56095,166,44,183,166,166,164,7749,7933,0.0105,0.0316,0.9578,0.0443,0.0965,0.8592,34,74,209,213,183,164
47,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.935,397.9457,2696,1167,59402,56706,56705,182,44,199,182,182,175,7610,7805,0.0132,0.0448,0.942,0.0339,0.077,0.889,26,59,219,208,199,175
48,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9345,398.4482,2840,1064,59646,56806,56806,177,47,184,177,177,174,7491,7669,0.0106,0.0317,0.9578,0.0383,0.0923,0.8694,29,70,205,220,184,174
49,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.93,396.5084,2853,1285,59136,56283,56284,162,45,194,162,162,163,7715,7878,0.0131,0.0327,0.9542,0.0261,0.0836,0.8903,20,64,205,205,194,163
50,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.925,396.8939,3120,1338,59402,56282,56282,169,42,195,169,169,160,7526,7704,0.0143,0.0261,0.9596,0.0365,0.0926,0.8709,28,71,213,222,195,160
51,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9348,398.3571,2840,1065,59852,57012,57014,172,45,193,172,172,179,7580,7748,0.0119,0.0264,0.9618,0.0339,0.0938,0.8724,26,72,211,222,193,179
