episode,service_level,rebalancing_imbalance,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
122,0.9336355772959107,-5.512930047909617,0.031246,0.1,0.096148,0.2,1412,813,1462,33527,38334,38327,0,0,0,0,4172,4174,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9396369137670196,-5.536930825214057,0.031071,0.1,0.095573,0.2,1339,656,1515,33050,37863,37860,0,0,0,0,4162,4148,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9457162522069605,-5.4761706310010005,0.030898,0.1,0.095001,0.2,1205,609,1345,33417,38415,38412,0,0,0,0,4142,4146,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9370041162083159,-5.481024046906875,0.030727,0.1,0.094432,0.2,1368,744,1443,33526,38035,38029,0,0,0,0,4094,4101,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9383802816901409,-5.491261443373961,0.030557,0.1,0.093867,0.2,1288,777,1269,33512,38519,38515,0,0,0,0,3984,3975,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9409405543507323,-5.4915177690519785,0.03039,0.1,0.093305,0.2,1209,779,1287,33661,38653,38649,0,0,0,0,4047,4052,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9353545027384551,-5.535661779348895,0.030224,0.1,0.092747,0.2,1494,666,1579,33413,38069,38063,0,0,0,0,4108,4107,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9354761477225115,-5.550152379250203,0.03006,0.1,0.092192,0.2,1357,799,1570,33414,38392,38382,0,0,0,0,4048,4063,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9350504257503472,-5.541788342310403,0.029898,0.1,0.09164,0.2,1386,765,1483,33118,37705,37696,0,0,0,0,4129,4132,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.94009509676247,-5.536623058573674,0.029738,0.1,0.091091,0.2,1348,630,1339,33019,37833,37825,0,0,0,0,4089,4096,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9357364897178384,-5.541436096227464,0.029579,0.1,0.090546,0.2,1351,799,1391,33456,38408,38397,0,0,0,0,4055,4044,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9405435679754746,-5.56282352147003,0.029422,0.1,0.090004,0.2,1381,636,1536,33924,38846,38844,0,0,0,0,4137,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9379381194102007,-5.563685465263697,0.029267,0.1,0.089465,0.2,1344,710,1333,33096,38069,38060,0,0,0,0,4091,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9418770265765629,-5.5601122189088805,0.029113,0.1,0.08893,0.2,1282,636,1261,32999,37995,37982,0,0,0,0,4084,4093,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9443474142269324,-5.556203217590574,0.028961,0.1,0.088398,0.2,1221,659,1252,33781,38672,38664,0,0,0,0,4168,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9344608879492601,-5.565798243750408,0.028811,0.1,0.087869,0.2,1398,803,1408,33583,38047,38039,0,0,0,0,4134,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9339622641509434,-5.624405620610127,0.028662,0.1,0.087343,0.2,1288,896,1391,33072,37970,37963,0,0,0,0,4115,4123,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9384317809849725,-5.598698133882534,0.028514,0.1,0.08682,0.2,1371,698,1447,33605,38106,38098,0,0,0,0,4051,4031,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9343563007287161,-5.6564381368141055,0.028368,0.1,0.0863,0.2,1335,881,1511,33758,38523,38515,0,0,0,0,4174,4163,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9402914064823075,-5.662275741812942,0.028224,0.1,0.085784,0.2,1215,793,1464,33630,38595,38589,0,0,0,0,4133,4141,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9410354745925216,-5.666542553155254,0.028081,0.1,0.08527,0.2,1292,676,1519,33376,38193,38187,0,0,0,0,4100,4100,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9420829703505662,-5.679567631963326,0.02794,0.1,0.08476,0.2,1204,724,1443,33289,38023,38021,0,0,0,0,4165,4175,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9386145711981361,-5.69468139057861,0.027799,0.1,0.084252,0.2,1334,721,1399,33477,38169,38162,0,0,0,0,4062,4058,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9230381846728086,-5.783674189374717,0.027661,0.1,0.083748,0.2,1597,1001,1636,33757,38265,38258,0,0,0,0,4138,4145,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9355145746579417,-5.816329633575279,0.027523,0.1,0.083247,0.2,1340,828,1323,33620,38373,38369,0,0,0,0,4116,4124,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.943819543401146,-5.797477744383078,0.027387,0.1,0.082749,0.2,1162,691,1403,32983,38021,38015,0,0,0,0,4202,4222,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.940295804406882,-5.776375441107276,0.027253,0.1,0.082253,0.2,1238,740,1439,33130,38130,38121,0,0,0,0,4096,4092,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.943000238492726,-5.76177374772971,0.02712,0.1,0.081761,0.2,1162,750,1544,33544,38478,38471,0,0,0,0,4208,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9385075167542112,-5.788654469531516,0.026988,0.1,0.081272,0.2,1357,680,1633,33126,38046,38040,0,0,0,0,4002,4015,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9451071153047297,-5.759988745561669,0.026857,0.1,0.080785,0.2,1344,506,1217,33702,38402,38393,0,0,0,0,4002,3999,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9363293620871663,-5.7991687177284374,0.026727,0.1,0.080302,0.2,1428,683,1420,33155,38007,37996,0,0,0,0,4151,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.943730668570069,-5.81934786443525,0.026599,0.1,0.079821,0.2,1211,681,1447,33624,38320,38311,0,0,0,0,4209,4223,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9410214168039539,-5.834925942605672,0.026472,0.1,0.079343,0.2,1269,700,1387,33385,38174,38169,0,0,0,0,4147,4146,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9331960239992836,-5.852283331285585,0.026346,0.1,0.078868,0.2,1408,830,1414,33501,38226,38226,0,0,0,0,4031,4032,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9365206078883567,-5.864307094878111,0.026222,0.1,0.078396,0.2,1279,868,1294,33822,38520,38511,0,0,0,0,4101,4088,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9414532621482219,-5.8232058188082165,0.026098,0.1,0.077927,0.2,1216,725,1419,33153,37928,37920,0,0,0,0,4102,4114,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.939198941544383,-5.8351428210791205,0.025976,0.1,0.077461,0.2,1307,715,1540,33256,37942,37934,0,0,0,0,4131,4130,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9379775280898877,-5.849638849242438,0.025855,0.1,0.076997,0.2,1285,785,1422,33375,38370,38366,0,0,0,0,4073,4088,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9378422863983241,-5.896135089628935,0.025735,0.1,0.076536,0.2,1400,677,1283,33415,38074,38067,0,0,0,0,4164,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9357465792388994,-5.931161085434059,0.025616,0.1,0.076078,0.2,1277,869,1355,33399,38113,38106,0,0,0,0,4195,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9358296754158082,-5.969024650876941,0.025498,0.1,0.075623,0.2,1393,756,1618,33489,38117,38113,0,0,0,0,4076,4088,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9448219870098629,-5.945003461895647,0.025381,0.1,0.07517,0.2,1151,684,1350,33256,38086,38079,0,0,0,0,4156,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9373717871364788,-5.9457357129957025,0.025266,0.1,0.07472,0.2,1377,699,1234,33148,37793,37786,0,0,0,0,4035,4048,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.93268470659775,-5.949699162073724,0.025151,0.1,0.074273,0.2,1263,951,1490,32890,37755,37749,0,0,0,0,4256,4248,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9459700959075475,-5.8369203753671135,0.025038,0.1,0.073828,0.2,1156,658,1502,33574,38553,38552,0,0,0,0,4163,4177,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9384499396863691,-5.8184740539942625,0.024925,0.1,0.073386,0.2,1395,646,1231,33160,37951,37948,0,0,0,0,4205,4205,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9326845093268451,-5.897029108759435,0.024814,0.1,0.072947,0.2,1371,870,1480,33291,38142,38138,0,0,0,0,4167,4172,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9349754285029366,-5.900671604368303,0.024703,0.1,0.07251,0.2,1459,711,1306,33372,38233,38230,0,0,0,0,4071,4079,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9418922573085359,-5.916992753323014,0.024593,0.1,0.072076,0.2,1244,690,1403,33283,38235,38226,0,0,0,0,4238,4245,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9402586491433372,-5.9147059110546145,0.024485,0.1,0.071645,0.2,1281,710,1649,33327,38301,38294,0,0,0,0,4100,4090,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9399325494485462,-5.924234742887857,0.024377,0.1,0.071216,0.2,1287,690,1494,32913,37431,37422,0,0,0,0,4069,4069,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9439833398726345,-5.921630190011854,0.02427,0.1,0.07079,0.2,1226,630,1308,33133,38056,38050,0,0,0,0,4071,4060,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9380181366533984,-5.932894098002911,0.024165,0.1,0.070366,0.2,1247,824,1433,33413,38229,38225,0,0,0,0,4213,4221,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9358571813043868,-5.970705324965566,0.02406,0.1,0.069945,0.2,1423,722,1251,33441,37842,37839,0,0,0,0,4129,4124,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9426818950930627,-5.94914161455654,0.023956,0.1,0.069526,0.2,1177,720,1390,33096,37974,37969,0,0,0,0,4071,4079,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9397021212577102,-5.948105195102216,0.023853,0.1,0.06911,0.2,1402,602,1410,33235,37863,37857,0,0,0,0,4175,4172,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9395131253538334,-5.982147871103151,0.023751,0.1,0.068697,0.2,1302,728,1309,33561,38404,38399,0,0,0,0,4204,4218,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9421940928270042,-6.004968626576659,0.023649,0.1,0.068285,0.2,1161,757,1299,33180,38135,38132,0,0,0,0,4125,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9368555933011502,-6.016842221722105,0.023549,0.1,0.067877,0.2,1285,834,1499,33558,38535,38528,0,0,0,0,4117,4102,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9394565770947545,-6.001242603907333,0.023449,0.1,0.06747,0.2,1276,745,1356,33381,38076,38072,0,0,0,0,4106,4115,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9418562766404515,-5.997447441374903,0.02335,0.1,0.067067,0.2,1308,629,1464,33314,38330,38320,0,0,0,0,4087,4091,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9320246205330465,-6.052854689236414,0.023253,0.1,0.066665,0.2,1351,924,1358,33468,38463,38456,0,0,0,0,4080,4084,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9352266915370498,-6.069609166893818,0.023155,0.1,0.066266,0.2,1479,674,1405,33239,37961,37958,0,0,0,0,4189,4179,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9444591767583017,-6.071438433633002,0.023059,0.1,0.065869,0.2,1205,680,1432,33939,38919,38915,0,0,0,0,4225,4236,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9336211229709352,-6.108941228193363,0.022964,0.1,0.065475,0.2,1412,833,1389,33821,38476,38469,0,0,0,0,4179,4168,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9401373601655519,-6.129018342466933,0.022869,0.1,0.065083,0.2,1220,776,1485,33343,38315,38308,0,0,0,0,4123,4112,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.936092675989571,-6.1565862671449,0.022775,0.1,0.064694,0.2,1459,698,1432,33752,38394,38388,0,0,0,0,4193,4202,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.936856861633907,-6.199289481630595,0.022682,0.1,0.064307,0.2,1381,736,1498,33527,38336,38332,0,0,0,0,4162,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9423668109237427,-6.202225910959225,0.022589,0.1,0.063922,0.2,1255,676,1395,33505,38412,38409,0,0,0,0,4103,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9400965893751687,-6.207650591988335,0.022498,0.1,0.063539,0.2,1247,750,1361,33337,38110,38103,0,0,0,0,4058,4056,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9331264775413711,-6.241569654345167,0.022407,0.1,0.063159,0.2,1427,836,1163,33840,38746,38738,0,0,0,0,4149,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9417086029235562,-6.240052508160888,0.022317,0.1,0.062781,0.2,1233,713,1391,33384,38331,38327,0,0,0,0,4124,4113,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9408031282899684,-6.232748947596045,0.022227,0.1,0.062405,0.2,1238,730,1578,33245,38252,38247,0,0,0,0,4072,4070,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9382352056319384,-6.238719905169714,0.022138,0.1,0.062031,0.2,1303,750,1365,33239,38032,38030,0,0,0,0,4196,4204,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9380207704383529,-6.254094820829457,0.02205,0.1,0.06166,0.2,1336,717,1543,33124,38051,38041,0,0,0,0,4248,4236,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9372661955940859,-6.281216241697668,0.021963,0.1,0.061291,0.2,1429,684,1357,33682,38244,38234,0,0,0,0,4115,4115,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9390557683101962,-6.291187966367355,0.021876,0.1,0.060924,0.2,1334,703,1403,33424,38217,38209,0,0,0,0,4208,4215,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9353849816958838,-6.309684420901523,0.02179,0.1,0.06056,0.2,1366,805,1597,33599,38352,38347,0,0,0,0,4195,4200,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9418537533797127,-6.308868535822019,0.021705,0.1,0.060197,0.2,1248,666,1449,32917,37866,37855,0,0,0,0,4134,4149,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9427919680643515,-6.302821972094504,0.02162,0.1,0.059837,0.2,1217,689,1203,33317,38075,38068,0,0,0,0,4123,4143,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9399784997611085,-6.31393431439501,0.021536,0.1,0.059479,0.2,1258,752,1206,33488,38435,38428,0,0,0,0,4181,4168,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9449315397549843,-6.311071017483043,0.021453,0.1,0.059123,0.2,1273,561,1486,33304,38129,38126,0,0,0,0,4126,4123,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9395929667481518,-6.332816327490428,0.02137,0.1,0.058769,0.2,1287,764,1345,33953,38846,38838,0,0,0,0,4172,4186,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9388200801771076,-6.356396207909974,0.021288,0.1,0.058417,0.2,1241,804,1487,33426,38377,38365,0,0,0,0,4186,4169,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9402386836236514,-6.356494609851593,0.021207,0.1,0.058067,0.2,1259,724,1530,33182,38215,38211,0,0,0,0,4242,4234,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9396065319282324,-6.378129428382921,0.021126,0.1,0.05772,0.2,1341,682,1280,33497,38241,38238,0,0,0,0,4212,4204,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9331027903648939,-6.40549604300093,0.021046,0.1,0.057374,0.2,1459,785,1516,33544,38219,38217,0,0,0,0,4133,4120,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9386591010900404,-6.380442504989029,0.020966,0.1,0.057031,0.2,1336,718,1596,33485,38188,38180,0,0,0,0,4157,4141,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9425034387895461,-6.363748599278689,0.020887,0.1,0.056689,0.2,1231,650,1288,32715,37484,37483,0,0,0,0,4153,4142,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9340396241096547,-6.399549284061906,0.020809,0.1,0.05635,0.2,1488,716,1388,33414,37958,37951,0,0,0,0,4185,4194,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9458262248959923,-6.386129529294508,0.020731,0.1,0.056013,0.2,1199,611,1238,33411,38287,38276,0,0,0,0,4084,4075,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9428299473512002,-6.388869474785563,0.020654,0.1,0.055678,0.2,1230,692,1377,33619,38394,38389,0,0,0,0,4165,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.938075864544693,-6.3887393236607855,0.020577,0.1,0.055344,0.2,1385,685,1335,33428,38258,38253,0,0,0,0,4256,4239,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9423357013346015,-6.368954091365175,0.020501,0.1,0.055013,0.2,1222,718,1400,33643,38597,38588,0,0,0,0,4153,4139,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9320692249811888,-6.386161940160565,0.020426,0.1,0.054684,0.2,1453,804,1541,33225,37855,37849,0,0,0,0,4067,4072,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9373998730465798,-6.3973463743661645,0.020351,0.1,0.054356,0.2,1390,681,1352,33083,37862,37857,0,0,0,0,4158,4160,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.936866951507365,-6.403144042380427,0.020276,0.1,0.054031,0.2,1284,829,1379,33469,38372,38364,0,0,0,0,4131,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9422918635490656,-6.412395903135782,0.020202,0.1,0.053708,0.2,1198,695,1277,32803,37650,37640,0,0,0,0,4160,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9392747534340454,-6.42996586769733,0.020129,0.1,0.053386,0.2,1205,833,1485,33561,38532,38525,0,0,0,0,4075,4067,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.937951372171401,-6.441925832845043,0.020056,0.1,0.053067,0.2,1295,767,1489,33232,38151,38141,0,0,0,0,4161,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9357466063348416,-6.466797238015759,0.019984,0.1,0.052749,0.2,1476,654,1274,33150,37712,37702,0,0,0,0,4230,4229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9401513144337484,-6.473548136831684,0.019912,0.1,0.052433,0.2,1243,790,1420,33969,38641,38638,0,0,0,0,4190,4182,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9387561229033694,-6.4674172322300745,0.019841,0.1,0.05212,0.2,1371,692,1497,33685,38348,38337,0,0,0,0,4189,4196,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.938537055440118,-6.46689425618696,0.01977,0.1,0.051808,0.2,1271,770,1384,33207,38175,38170,0,0,0,0,4182,4166,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9375357820833459,-6.47346700033009,0.0197,0.1,0.051497,0.2,1342,731,1240,33187,37855,37845,0,0,0,0,4158,4162,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9437524270394599,-6.457928794587117,0.01963,0.1,0.051189,0.2,1201,682,1392,33477,38434,38433,0,0,0,0,4061,4073,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9436397234144015,-6.451432025805494,0.019561,0.1,0.050883,0.2,1204,687,1372,33552,38462,38453,0,0,0,0,4162,4158,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.933886028971627,-6.476559697876143,0.019492,0.1,0.050578,0.2,1250,959,1569,33412,38138,38131,0,0,0,0,4212,4212,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9441481392700904,-6.477482671409542,0.019424,0.1,0.050276,0.2,1248,616,1459,33374,38305,38301,0,0,0,0,4158,4155,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9434833448265524,-6.475014505347664,0.019356,0.1,0.049975,0.2,1205,680,1509,33353,38300,38296,0,0,0,0,4091,4086,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9433618811733461,-6.456942844822497,0.019289,0.1,0.049676,0.2,1200,698,1400,33511,38516,38512,0,0,0,0,4093,4092,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.942693497503752,-6.461256510985209,0.019222,0.1,0.049378,0.2,1183,688,1297,32649,37626,37624,0,0,0,0,4120,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.942196186263375,-6.43832727376033,0.019155,0.1,0.049083,0.2,1303,631,1643,33458,38344,38341,0,0,0,0,4082,4080,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.9424130805857515,-6.41843490553246,0.01909,0.1,0.048789,0.2,1182,741,1318,33393,38139,38129,0,0,0,0,4151,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9418645975241366,-6.436020347287602,0.019024,0.1,0.048497,0.2,1175,788,1408,33766,38898,38890,0,0,0,0,4126,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9429478458049887,-6.4359434826000115,0.018959,0.1,0.048207,0.2,1232,655,1290,33075,37865,37856,0,0,0,0,4121,4141,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.940936802076417,-6.449526316973981,0.018894,0.1,0.047918,0.2,1314,643,1470,33134,37871,37862,0,0,0,0,4130,4139,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9395059857554174,-6.449962341628701,0.01883,0.1,0.047631,0.2,1217,779,1434,32995,37767,37763,0,0,0,0,4160,4171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9375469825901314,-6.449892079607104,0.018766,0.1,0.047346,0.2,1484,593,1368,33257,37706,37698,0,0,0,0,4204,4201,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9297733567620693,-6.484706208259085,0.018703,0.1,0.047063,0.2,1632,726,1498,33577,38066,38061,0,0,0,0,4256,4256,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9340523604374417,-6.509222531661066,0.01864,0.1,0.046781,0.2,1396,793,1409,33193,37914,37903,0,0,0,0,4204,4209,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9420021502807311,-6.501618068163986,0.018578,0.1,0.046501,0.2,1287,655,1411,33484,38268,38263,0,0,0,0,4282,4268,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9417640744274809,-6.475538176200015,0.018516,0.1,0.046223,0.2,1130,823,1389,33536,38616,38607,0,0,0,0,4091,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9390881348762727,-6.505038755772,0.018454,0.1,0.045946,0.2,1342,674,1355,33097,38022,38014,0,0,0,0,4205,4213,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9378261651970488,-6.533813405385408,0.018393,0.1,0.045671,0.2,1263,810,1387,33342,38227,38221,0,0,0,0,4109,4096,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9413118183176453,-6.545566260946444,0.018332,0.1,0.045398,0.2,1206,758,1462,33465,38376,38370,0,0,0,0,4155,4144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9383713942307692,-6.551146918466028,0.018272,0.1,0.045126,0.2,1393,658,1314,33280,38106,38098,0,0,0,0,4184,4164,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9341137223364013,-6.577923428969316,0.018212,0.1,0.044856,0.2,1386,826,1526,33573,38148,38144,0,0,0,0,4113,4106,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.9355080277977474,-6.600778868012926,0.018152,0.1,0.044587,0.2,1279,874,1500,33384,38038,38038,0,0,0,0,4234,4229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.939799730981916,-6.6202781994647815,0.018093,0.1,0.04432,0.2,1174,840,1506,33455,38373,38366,0,0,0,0,4186,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9382623774216694,-6.633330498979982,0.018034,0.1,0.044055,0.2,1346,719,1330,33448,38067,38060,0,0,0,0,4162,4176,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.945007410992468,-6.620666222752473,0.017976,0.1,0.043791,0.2,1218,600,1329,33059,37984,37980,0,0,0,0,4039,4027,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9421880607728197,-6.607677897856369,0.017917,0.1,0.043529,0.2,1318,615,1438,33436,38260,38254,0,0,0,0,4064,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9362488083889419,-6.6156189454939565,0.01786,0.1,0.043269,0.2,1287,853,1394,33568,38436,38428,0,0,0,0,4161,4147,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9352646638054364,-6.6238369735634635,0.017802,0.1,0.04301,0.2,1438,734,1300,33552,38213,38209,0,0,0,0,4081,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9378483415177898,-6.630728147417133,0.017745,0.1,0.042752,0.2,1256,807,1213,33193,38057,38048,0,0,0,0,4152,4160,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
