episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
20,0.921876811474188,-12.949506995699204,-7.286298281854929,-5.092820455383915,-0.948581503224605,-5.159764124716738,-3.4097885037599296,0.006242,0.01,0.163683
21,0.9217083057718075,-12.940140665528823,-7.288863377951651,-5.169176281531424,-0.9278621518128852,-5.28446394377501,-3.508945471272941,0.006127,0.01,0.162052
22,0.9254797637571316,-12.85017883526635,-7.244125917894464,-5.220061040751647,-0.8999436933340412,-5.3834724287891405,-3.580986296312955,0.006016,0.01,0.160436
23,0.9197039684412825,-12.90575116056782,-7.305322171316248,-5.3132307148621996,-0.9018446952972256,-5.4785950322141685,-3.679219613805524,0.005909,0.01,0.158837
24,0.924242928452579,-12.813915813332803,-7.294299199111081,-5.384285629483612,-0.8804842784132905,-5.5707917521778665,-3.761752849972947,0.005806,0.01,0.157253
25,0.9230859954171722,-12.753779948222771,-7.295432957327263,-5.460616267325476,-0.8657136724732982,-5.673546382954567,-3.845665095398646,0.005706,0.01,0.155686
26,0.922678511565538,-12.677038993531855,-7.268177751480609,-5.5231357254045585,-0.8458060312058554,-5.790074048436884,-3.9423001946717906,0.00561,0.01,0.154133
27,0.924648871730014,-12.552456084114182,-7.207491251533818,-5.5709530368494935,-0.8144789746873569,-5.895954875805588,-4.017552605695949,0.005517,0.01,0.152597
28,0.9229915033229579,-12.50119799682133,-7.19581676478425,-5.630550186220705,-0.8020497679971799,-5.985964238114359,-4.096508333130276,0.005426,0.01,0.151076
29,0.924113367941804,-12.492813966813653,-7.204198982729406,-5.708700536280487,-0.7924380664783192,-6.094099155591281,-4.188726743708276,0.005339,0.01,0.14957
30,0.919473112438892,-12.567323956345186,-7.258756884871863,-5.796045061585988,-0.7933515389521417,-6.1974469022223495,-4.2844606773848035,0.005255,0.01,0.148078
31,0.9253842131012028,-12.415699971053503,-7.197535271723673,-5.843565055205151,-0.7688528991239152,-6.290805754991191,-4.350148478667727,0.005173,0.01,0.146602
32,0.9215557685516824,-12.451783189350271,-7.249603310531088,-5.9317560488830825,-0.7659606631065569,-6.391854127382336,-4.426759496318961,0.005094,0.01,0.145141
33,0.9152812108488809,-12.637708384095504,-7.392612839435894,-6.059870490953901,-0.7846755557566287,-6.5126969728048545,-4.5233400955400604,0.005017,0.01,0.143694
34,0.9206280273926841,-12.589293186213084,-7.406107214471209,-6.123136408205401,-0.7735185285651446,-6.588876914233984,-4.584140423131268,0.004942,0.01,0.142261
35,0.9212823549314837,-12.504375788663346,-7.382668492589383,-6.168832345360704,-0.7542562779739022,-6.658534869686832,-4.638166910199697,0.00487,0.01,0.140843
36,0.9168860093136262,-12.641973731203588,-7.475145064466188,-6.27180180497136,-0.7576614584109205,-6.790451415018437,-4.729682848192687,0.004799,0.01,0.139439
37,0.9259628041988727,-12.501341482354555,-7.419810411875679,-6.309751386710433,-0.7319239560087561,-6.871503211641578,-4.800522428374606,0.004731,0.01,0.138049
38,0.9281215451103889,-12.26857568406279,-7.314531809182311,-6.31647745109371,-0.7009752303493721,-6.907473805854638,-4.8417787348987975,0.004665,0.01,0.136673
39,0.924813038666622,-12.16342031893049,-7.2702357280656384,-6.353618584883531,-0.6815982065044465,-6.9906142634401585,-4.90488852839405,0.0046,0.01,0.13531
40,0.9253824486835669,-12.094170397785396,-7.25234110555512,-6.3931878902792585,-0.6761501772175681,-7.053439163937336,-4.96779749987962,0.004537,0.01,0.133961
41,0.921000437018859,-12.17495364809485,-7.325174295656414,-6.470974289359971,-0.6792339566722599,-7.147678396776334,-5.052961186392603,0.004476,0.01,0.132626
42,0.9223265169292658,-12.21693095635375,-7.374139750346159,-6.542694367802279,-0.6759378111291561,-7.236486433491261,-5.119562919997762,0.004417,0.01,0.131304
43,0.9216263407333499,-12.213977106032369,-7.390167298451043,-6.597779787044901,-0.6643196653833998,-7.31006894392111,-5.183977954585886,0.004359,0.01,0.129995
44,0.9173916687620485,-12.328331400917317,-7.484758578750796,-6.6922151956799185,-0.6709975725235295,-7.41070805453181,-5.262551134566219,0.004302,0.01,0.128699
45,0.9180413324589282,-12.43058771538389,-7.55690157336994,-6.777056209260607,-0.6726955324214556,-7.514094193316548,-5.349476482258278,0.004247,0.01,0.127416
46,0.9232304930628953,-12.340320586306165,-7.526446955477706,-6.8116527262894895,-0.6548564632514877,-7.581397038161693,-5.414173123714657,0.004194,0.01,0.126145
47,0.9191241805958389,-12.412705595051614,-7.5819231006629,-6.883419036968725,-0.654530291317932,-7.655772376524254,-5.473783750976899,0.004141,0.01,0.124888
48,0.9171230132229198,-12.508453599143827,-7.6689763624079275,-6.969069847427661,-0.6656499406024156,-7.746265523453515,-5.545080084022488,0.00409,0.01,0.123643
49,0.9194250651424729,-12.518714493240322,-7.692297480296952,-7.028088971610931,-0.6633120794346227,-7.826303501632163,-5.610521217120959,0.004041,0.01,0.12241
50,0.923758537936127,-12.371398104284113,-7.624026853489142,-7.045390772021347,-0.6403838480116409,-7.874930795984688,-5.649936128575448,0.003992,0.01,0.12119
51,0.9161747144995543,-12.448790426984006,-7.683382564226751,-7.121437822451781,-0.6398961094584739,-7.968437220772055,-5.725751597467351,0.003945,0.01,0.119982
52,0.9306017104974612,-12.15952638479644,-7.529841295209425,-7.103278763140999,-0.598859675988602,-7.98749618791962,-5.752729099502736,0.003898,0.01,0.118786
53,0.9216962194713951,-12.163201675565048,-7.552553262533952,-7.1556282160147875,-0.5974231635249596,-8.057091424718323,-5.809133010679738,0.003853,0.01,0.117601
54,0.919284467713787,-12.181998790169832,-7.594058442441468,-7.220647805694211,-0.5885848207400499,-8.144853178914012,-5.874535230652485,0.003809,0.01,0.116429
55,0.9194507242736331,-12.168620546537698,-7.599767781653434,-7.261074906860629,-0.581582459936823,-8.194325973101773,-5.923388452878203,0.003766,0.01,0.115268
56,0.9292757048792841,-11.957952532566273,-7.50651007123383,-7.272948440990536,-0.5518533814001388,-8.237097377997458,-5.95610381345774,0.003724,0.01,0.114119
57,0.9186906019007391,-12.04208511228255,-7.574396201788168,-7.351430674309911,-0.555142318401766,-8.324064038607997,-6.026690401725533,0.003682,0.01,0.112982
58,0.9201277418270443,-12.067075243254695,-7.594078027294864,-7.401247841471646,-0.5512305565510364,-8.378364130043511,-6.088355801172611,0.003642,0.01,0.111855
59,0.9218357047614225,-12.03254736747411,-7.602755815925596,-7.444882384995133,-0.5478056711911027,-8.436890710050402,-6.140108232241771,0.003602,0.01,0.11074
60,0.9250490739950499,-11.911112371400442,-7.5532961471040085,-7.462513413802512,-0.5312586345969024,-8.476811716932357,-6.183874561837937,0.003564,0.01,0.109636
61,0.9210742073119719,-11.903276575792287,-7.572290832752455,-7.508715465724998,-0.5289255536184383,-8.534058774015906,-6.234465016227763,0.003526,0.01,0.108543
62,0.9242942613971518,-11.84091609568521,-7.552297692275626,-7.543891062568507,-0.5173385815112607,-8.593648797149894,-6.282892911241355,0.003489,0.01,0.107461
63,0.9174629738097231,-11.9606830665358,-7.636316807908883,-7.619039945467562,-0.5239952085880585,-8.681075723204374,-6.354042065805258,0.003453,0.01,0.10639
64,0.9254460031098999,-11.868100339894385,-7.601341877877189,-7.644856962977788,-0.5079822824699924,-8.733718773266732,-6.397891175573491,0.003417,0.01,0.105329
65,0.9188258224955472,-11.94787685174597,-7.664664791083369,-7.708624476822314,-0.5133566904568257,-8.805552551459561,-6.457981936532235,0.003382,0.01,0.104279
66,0.92117763566477,-11.932444588345385,-7.664599701295356,-7.749324819356897,-0.5045596643328373,-8.860875152729768,-6.506292072796453,0.003348,0.01,0.10324
67,0.9235804176929047,-11.854896037059483,-7.6408120697110995,-7.785565969123315,-0.4904199972407804,-8.92078576772113,-6.5527864358534105,0.003315,0.01,0.10221
68,0.9228005975861548,-11.804337533789132,-7.640662021981156,-7.819905823833203,-0.48429652553034636,-8.970942869476684,-6.592719634407589,0.003282,0.01,0.101191
69,0.9218443591505623,-11.788894420120814,-7.656134528560348,-7.867984687331384,-0.47880567753675235,-9.052359260632903,-6.650710473741917,0.00325,0.01,0.100183
70,0.9210184638731979,-11.774418868378161,-7.688772820446716,-7.921013116401657,-0.4853730964023248,-9.117236830253425,-6.7070475824966955,0.003219,0.01,0.099184
71,0.9255612577522944,-11.669870627354184,-7.649237229864462,-7.93918283184597,-0.46983495121152546,-9.154509354952111,-6.746510643756213,0.003188,0.01,0.098195
72,0.9222546161321672,-11.645119492277816,-7.652649828006991,-7.976837773591993,-0.46295799400492516,-9.212146706795458,-6.790691443523681,0.003157,0.01,0.097216
73,0.9217433789338905,-11.621503610921753,-7.648989331686405,-8.009318794895023,-0.45421529857199117,-9.251742071628117,-6.826741916451778,0.003128,0.01,0.096247
74,0.9226972294064946,-11.589224573385435,-7.643618185420397,-8.039746439184338,-0.44499621242434223,-9.306625771576522,-6.8715656658036455,0.003098,0.01,0.095288
75,0.9231930777061419,-11.527138938313668,-7.6237700470469445,-8.062402788168674,-0.43393419839452174,-9.341184054952661,-6.905652994546246,0.00307,0.01,0.094338
76,0.9252157075888308,-11.407869701430382,-7.5761424197206475,-8.076716534567785,-0.41755263055019837,-9.366695308042544,-6.9376960133757635,0.003042,0.01,0.093397
77,0.918810691760937,-11.503037947475512,-7.6504179802148755,-8.138621647461282,-0.43098847634784554,-9.425098004979308,-6.99095801894489,0.003014,0.01,0.092466
78,0.9190641742664718,-11.552447327641127,-7.68973813594158,-8.18496886781444,-0.43100722324028157,-9.47548811259075,-7.028160906407256,0.002987,0.01,0.091544
79,0.9213347605212634,-11.537789610567808,-7.694320561806991,-8.225076533714423,-0.422038217455006,-9.5353023931082,-7.073791760294973,0.00296,0.01,0.090632
80,0.9214432020415702,-11.54239897466183,-7.714599103230827,-8.263384039421245,-0.41760739320577284,-9.588680391440658,-7.111193664085296,0.002934,0.01,0.089728
81,0.9263477088948787,-11.436984004027613,-7.665360446237815,-8.277629838877697,-0.39925745095355214,-9.62146442958978,-7.138077307187624,0.002909,0.01,0.088834
82,0.9292175524298829,-11.298813055596417,-7.599025570960344,-8.28687683317928,-0.37764391313144174,-9.657557210377066,-7.176486481473237,0.002883,0.01,0.087948
83,0.9179669110229336,-11.431488008734558,-7.68932876268515,-8.362099907265058,-0.38508972243279693,-9.733011792729986,-7.2315357064664765,0.002859,0.01,0.087071
84,0.9249941843076003,-11.394401156441898,-7.680249781124957,-8.390368506739776,-0.3748583235620129,-9.768262257580218,-7.271053349368496,0.002834,0.01,0.086203
85,0.9191097000810592,-11.435101705423563,-7.712163274562821,-8.434533262799265,-0.37557178877907893,-9.816738428816906,-7.311544230458452,0.00281,0.01,0.085344
86,0.9234215125651163,-11.37469358379225,-7.692963023353307,-8.45849856850564,-0.3656962186817757,-9.84911941231579,-7.34123359243116,0.002787,0.01,0.084493
87,0.919139640396572,-11.444326193141691,-7.7369183720743395,-8.505675754006248,-0.3668981909502321,-9.916346946299951,-7.394673925987961,0.002763,0.01,0.083651
88,0.9252106089510914,-11.378905649425986,-7.707153723684265,-8.521940480010153,-0.3559301737036927,-9.94974108362084,-7.42386875846556,0.002741,0.01,0.082817
89,0.9171588646258733,-11.463727249062634,-7.7670759185252605,-8.57419002263544,-0.3656298858459292,-10.005517642398564,-7.468793113234767,0.002718,0.01,0.081991
90,0.9209355429070334,-11.470994508950433,-7.778603340265115,-8.607890475854962,-0.3591452991145105,-10.059530335386038,-7.5097049160940195,0.002696,0.01,0.081174
91,0.9250600534560341,-11.378573949573045,-7.747984534132027,-8.62454875265262,-0.3494470116403236,-10.088810792033039,-7.545609166132834,0.002674,0.01,0.080365
92,0.9263427283358473,-11.309150266248771,-7.723453325542997,-8.643516041500478,-0.3389460896223744,-10.129022739646521,-7.58179989500129,0.002653,0.01,0.079563
93,0.9213992044656885,-11.30779251974011,-7.7352480965171475,-8.674110174609098,-0.33789757036305923,-10.175475881476025,-7.616691501304779,0.002632,0.01,0.07877
94,0.9232384112687502,-11.268420459583867,-7.717112721179005,-8.696422820300027,-0.326110643814016,-10.211682663867547,-7.647942501880054,0.002611,0.01,0.077985
95,0.920752881179648,-11.291228195926124,-7.737024398658065,-8.73105877498402,-0.32295753024988977,-10.260436274292255,-7.685760709850011,0.002591,0.01,0.077207
96,0.9221507337419997,-11.279707850838701,-7.735309188398823,-8.757016468800789,-0.31575924605016076,-10.29577305550043,-7.718583627230598,0.002571,0.01,0.076438
97,0.9210336316469936,-11.291314573788927,-7.752656544681922,-8.790296004843372,-0.3150918846829421,-10.341193477205449,-7.761582748451037,0.002551,0.01,0.075676
98,0.9252308107015298,-11.248853653521612,-7.738866909450217,-8.81326549933609,-0.30636080631496626,-10.377792403009142,-7.788853926964741,0.002532,0.01,0.074921
99,0.9289065808418735,-11.1108153694651,-7.684507416039234,-8.819108053711348,-0.2945980291387914,-10.403633349792626,-7.815509503910804,0.002513,0.01,0.074174
100,0.9177224698282338,-11.20081550612987,-7.741591911679105,-8.872714045548385,-0.29931707540439334,-10.464701670884846,-7.863830250112409,0.002494,0.01,0.073435
101,0.9216908163609957,-11.214796973042915,-7.764605115618745,-8.90942139266213,-0.2973088299740196,-10.509207191066183,-7.901154206137864,0.002475,0.01,0.072703
102,0.9240065031929336,-11.215158045617082,-7.768888070205617,-8.935223643824408,-0.28917047053133055,-10.550521178821707,-7.93928198574917,0.002457,0.01,0.071978
103,0.9247806313084349,-11.163468652617002,-7.748570125817471,-8.953672619051064,-0.28067789681397504,-10.586031356164447,-7.972095367825799,0.002439,0.01,0.071261
104,0.9183365473295884,-11.228140915415008,-7.791407046884096,-8.996720983904867,-0.28258206755446774,-10.636116265539417,-8.017416818779552,0.002421,0.01,0.07055
105,0.9213873218279534,-11.24794027691289,-7.8092509378903365,-9.028420836672954,-0.2799321176505197,-10.680937774422832,-8.054100979671711,0.002404,0.01,0.069847
106,0.9228375750401623,-11.244413786511709,-7.815876279517164,-9.053252842723577,-0.2762966189107248,-10.715633912192713,-8.084569411410548,0.002386,0.01,0.06915
107,0.9231696549850584,-11.203062180765464,-7.807850380533857,-9.074015633485297,-0.27165812443476367,-10.761714096809126,-8.122022851958963,0.002369,0.01,0.068461
108,0.9177585030049777,-11.306628578087974,-7.868706095784904,-9.12229990659431,-0.27726485165398035,-10.817472427784063,-8.16651528830582,0.002352,0.01,0.067779
109,0.9188839615668885,-11.339960348431706,-7.904097246477772,-9.163382662862386,-0.2804317732257943,-10.863569311885893,-8.207876430715336,0.002336,0.01,0.067103
110,0.9256449165402124,-11.271538240640558,-7.875805983837121,-9.178115942767663,-0.2679224431658532,-10.898712490332917,-8.23823129671524,0.00232,0.01,0.066434
111,0.9249096983160644,-11.173466022065435,-7.835484656955243,-9.188522673894415,-0.25537002524343977,-10.918852810199622,-8.259753718207646,0.002304,0.01,0.065772
112,0.9231066136367451,-11.168608151438395,-7.846371224565501,-9.215309303715381,-0.25510584573195927,-10.944516246649107,-8.29083025111345,0.002288,0.01,0.065116
113,0.9222878671119102,-11.141413769681371,-7.840301974359692,-9.238747007632426,-0.24613721631608457,-10.987446163961554,-8.324396565679258,0.002272,0.01,0.064467
114,0.9184788088596108,-11.20195578723647,-7.886173996120973,-9.28365996262814,-0.25179728095858045,-11.032155473880655,-8.362309526000471,0.002257,0.01,0.063824
115,0.924049777957888,-11.159495144430394,-7.870890217439542,-9.298952598159229,-0.2448717006628865,-11.059470022696214,-8.383880416444672,0.002241,0.01,0.063188
116,0.9252730082709193,-11.094524327927685,-7.848101737236733,-9.31462213296224,-0.23635714179887748,-11.09333749975223,-8.41497935191218,0.002226,0.01,0.062558
117,0.9239934126503999,-11.06900889358999,-7.84022400041778,-9.332468662612694,-0.23080311902045297,-11.120231614937246,-8.44279491256142,0.002212,0.01,0.061934
118,0.915317433658045,-11.187218039622241,-7.919974136890113,-9.38756554938009,-0.24507137064188017,-11.166764149890918,-8.482937485335961,0.002197,0.01,0.061317
119,0.9272825027722705,-11.094046090333045,-7.87734411163257,-9.393857688824475,-0.23162922671774994,-11.183848087494109,-8.49864453986462,0.002182,0.01,0.060706
120,0.9251056267185299,-11.035723328874338,-7.859698356564691,-9.405135007558723,-0.22390664650455025,-11.20591169826239,-8.523500455061907,0.002168,0.01,0.0601
121,0.918519394512772,-11.082193111939047,-7.891027988339932,-9.439412236730506,-0.22328918799825412,-11.244342614133213,-8.557016965307552,0.002154,0.01,0.059501
122,0.9224942899368535,-11.09118553423072,-7.906480797517123,-9.470273521261896,-0.22113766467695373,-11.283601374060797,-8.594123726481222,0.00214,0.01,0.058908
123,0.9246317690134251,-11.028984803077043,-7.880071734776621,-9.47997720664013,-0.21022560528414305,-11.308148331960416,-8.618434696298321,0.002127,0.01,0.058321
124,0.921064122804071,-11.039070296913703,-7.894180264053857,-9.505540925862961,-0.20842017369802648,-11.341139591259514,-8.650637142650922,0.002113,0.01,0.057739
125,0.9244130656685947,-10.984872961094595,-7.875918937295699,-9.516130071455565,-0.20193315776567483,-11.362071704176342,-8.670172689234219,0.0021,0.01,0.057164
126,0.9151285930408473,-11.099713248340123,-7.952443340519174,-9.569715023183043,-0.2118293513222685,-11.41098143273868,-8.71345130951524,0.002087,0.01,0.056594
127,0.9278616617460986,-11.003784506005449,-7.914322753095237,-9.575046970008101,-0.202555518300496,-11.431800947066643,-8.73422448406112,0.002074,0.01,0.05603
128,0.9231244468934194,-10.98308537132477,-7.907936003717093,-9.595273104378206,-0.1963474474902197,-11.460403602106403,-8.76153344684187,0.002061,0.01,0.055471
129,0.923444171737888,-10.958612376313315,-7.898535855432269,-9.611424335896212,-0.19119314263629184,-11.49497773671255,-8.793441831068074,0.002048,0.01,0.054918
130,0.91728027311065,-11.026156631626387,-7.950058743019237,-9.651069509510902,-0.20016676799841834,-11.533872017996568,-8.8270360529548,0.002035,0.01,0.054371
131,0.9207855918819932,-11.041943444504845,-7.965239311841645,-9.676646005735902,-0.1973500542943457,-11.564375970020865,-8.855876609925835,0.002023,0.01,0.053829
132,0.9162332558489557,-11.13606029107384,-8.02530731598512,-9.724788237659025,-0.2049653638660963,-11.624390359518337,-8.901160172256862,0.002011,0.01,0.053292
133,0.9265629219551714,-11.057656717752918,-7.992314506099998,-9.726896361175278,-0.192640772946677,-11.638775802047638,-8.917528004977017,0.001999,0.01,0.052761
134,0.9156135344476152,-11.127786349259905,-8.038437529900545,-9.7632474645687,-0.19886858528563572,-11.68164996303263,-8.95290141859956,0.001987,0.01,0.052235
135,0.9216529260027313,-11.103652825045879,-8.032227632159536,-9.780441288305322,-0.19234182422431148,-11.710325405831115,-8.97634699601586,0.001975,0.01,0.051714
136,0.9238347795438143,-11.063242975477005,-8.020657530887226,-9.793014157733685,-0.18794815481295618,-11.732828614554668,-8.997282642511719,0.001963,0.01,0.051198
137,0.9253794768064456,-10.992415644832727,-7.982023857230366,-9.797653118598658,-0.17357730520205764,-11.753975334944917,-9.015829420717393,0.001952,0.01,0.050688
138,0.9239309072614456,-10.940446199627589,-7.957485038402662,-9.808521288521684,-0.16458971867364477,-11.777895602182701,-9.042859395958184,0.00194,0.01,0.050183
139,0.9189584163677428,-10.996990736360104,-7.9903618919731425,-9.840133760975117,-0.1638753543009302,-11.814100625926528,-9.073296716220844,0.001929,0.01,0.049682
140,0.920476334645272,-11.003077208234467,-7.9992156122115725,-9.86146096636198,-0.16307946181692654,-11.847598154385434,-9.103103067074128,0.001918,0.01,0.049187
141,0.9215356403829007,-10.990308538347412,-8.00621733822127,-9.882014691279888,-0.15887106850722707,-11.880529182055618,-9.132694554812462,0.001907,0.01,0.048697
142,0.925181565648114,-10.944899245392891,-7.987590822245475,-9.893999875885227,-0.15325197987938757,-11.903451532116533,-9.151828988111093,0.001896,0.01,0.048211
143,0.9182686696567017,-10.998054487169883,-8.023240180901457,-9.925764192993501,-0.1561709819792517,-11.943112602886092,-9.18381048111122,0.001885,0.01,0.047731
144,0.9271203272011176,-10.917046529217734,-7.990294099874607,-9.930746842430233,-0.14605094394980359,-11.959284116515287,-9.203214748801594,0.001875,0.01,0.047255
145,0.9219617208786034,-10.93826213888363,-8.008425850799114,-9.959180077889176,-0.14390808837144897,-11.998939619231829,-9.232435019846433,0.001864,0.01,0.046784
146,0.9240423606689232,-10.914609599940498,-7.998768188755191,-9.97349412145474,-0.13824648698855738,-12.02358441133448,-9.255175730931956,0.001854,0.01,0.046317
147,0.9257254955015897,-10.863704040721876,-7.98082761175774,-9.98395348788143,-0.1305143493114244,-12.046739426926974,-9.275800544676464,0.001843,0.01,0.045856
148,0.9221893692224035,-10.84249666840897,-7.981226644639923,-10.00175634770095,-0.1253980095249601,-12.064375479197277,-9.302364507723125,0.001833,0.01,0.045399
149,0.9218158890290038,-10.82283170370507,-7.973333175666266,-10.017827501880763,-0.120054590336348,-12.092095079374088,-9.328029848229189,0.001823,0.01,0.044946
150,0.927367343456748,-10.754670913568116,-7.946203623763093,-10.026880421298948,-0.11210619012134734,-12.120238946415295,-9.353000778404922,0.001813,0.01,0.044498
151,0.919678983447584,-10.799955678830035,-7.9849399399478544,-10.06084288757059,-0.11694260712531937,-12.152440661893532,-9.384005911301113,0.001803,0.01,0.044054
152,0.9186986438639856,-10.846131670429429,-8.016892118744146,-10.091376760822003,-0.12018843972532799,-12.181967981292843,-9.412966080323786,0.001794,0.01,0.043615
153,0.9250045759355708,-10.816060345566214,-8.008105171738745,-10.102938170771974,-0.11562954206388741,-12.205098078421667,-9.434768062427079,0.001784,0.01,0.04318
154,0.9200843489522798,-10.864581166804438,-8.037667385360123,-10.134132470563646,-0.11784519259177546,-12.245641592326807,-9.467530439295654,0.001774,0.01,0.04275
155,0.9201761996929854,-10.904554799949763,-8.073346632198813,-10.16624262101552,-0.12283612556819844,-12.282867199515508,-9.499636010928754,0.001765,0.01,0.042324
156,0.9198891800323781,-10.941608797828003,-8.09844609931599,-10.196523853978901,-0.12334200948641927,-12.321531661909448,-9.531373428282564,0.001756,0.01,0.041902
157,0.9188178833038646,-10.981143092719437,-8.12016946990409,-10.223472042939637,-0.12200065792216934,-12.360480688776697,-9.564890175263839,0.001746,0.01,0.041484
158,0.9233306408185245,-10.9604274964086,-8.109682312813053,-10.235169831133218,-0.11482862759408656,-12.371374339431014,-9.583675905508782,0.001737,0.01,0.04107
159,0.9193827369849076,-10.982982239517863,-8.133894544238421,-10.265926341223176,-0.11713168459793982,-12.408675556308689,-9.615607753769241,0.001728,0.01,0.040661
160,0.9225087924970692,-10.96754821841694,-8.134940662124492,-10.282462696556447,-0.11569899718857422,-12.435186736527832,-9.638611661100617,0.001719,0.01,0.040256
161,0.9215834721310924,-10.963466438139541,-8.137893989420206,-10.29872741524683,-0.11226239264849373,-12.456822521242588,-9.66098507193709,0.001711,0.01,0.039854
162,0.9266180261849799,-10.887730439684615,-8.109988723279747,-10.302221747106497,-0.10419816530505906,-12.47292171770077,-9.676440263804054,0.001702,0.01,0.039457
163,0.9200949367088608,-10.923201285147796,-8.137018964931768,-10.331378637500091,-0.10585294658451144,-12.514622802170573,-9.709092132003542,0.001693,0.01,0.039064
164,0.9165744188386837,-10.984699131454848,-8.182856111696298,-10.362834651299295,-0.11347245114966797,-12.54775847396028,-9.73650868557209,0.001685,0.01,0.038674
165,0.9152368628900802,-11.0451206291229,-8.218568632779942,-10.39470534834851,-0.11350071279840888,-12.587686045369933,-9.774015537747422,0.001676,0.01,0.038289
166,0.9210062679993224,-11.036886226052697,-8.225518574030303,-10.415873952072154,-0.10994927572588481,-12.615890401393314,-9.80139600149405,0.001668,0.01,0.037907
167,0.9159413458139026,-11.086182932112152,-8.263885842566905,-10.451988816120732,-0.11423802217015974,-12.659382135033134,-9.832456455869734,0.001659,0.01,0.037529
168,0.920203620672218,-11.08167711136693,-8.262766717351493,-10.465925851498303,-0.11128204502701733,-12.682865232705286,-9.8559419765008,0.001651,0.01,0.037155
169,0.9155598675186511,-11.144458600594184,-8.303279546663841,-10.498041000730979,-0.11686033310877597,-12.718782749796748,-9.887026733792867,0.001643,0.01,0.036785
170,0.9252436794336236,-11.085197444585992,-8.275917237405098,-10.500268742259287,-0.10972164195967722,-12.731734172607597,-9.905379493936008,0.001635,0.01,0.036418
171,0.9207415596564333,-11.071263582891383,-8.274881557097546,-10.517678822704886,-0.10547156561430313,-12.76102518856308,-9.931813404989384,0.001627,0.01,0.036055
