episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
22,0.9287126375733971,-3.666363108026798,-3.2678437392334807,-2.4694956628673586,-2.232386437934527,0.050126,0.1,0.143614,0.2,1433,983,1432,33891,38521,38516,0,0,0,0,3527,3527,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9376331991475254,-3.707127036968056,-3.3198246020120132,-2.5034485748950996,-2.26266260295803,0.049015,0.1,0.141468,0.2,1372,735,1145,33784,38650,38641,0,0,0,0,3458,3457,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9344119850187266,-3.7790177093148563,-3.3795885435683304,-2.5346401424923504,-2.306300616097715,0.047952,0.1,0.139355,0.2,1458,731,1385,33375,37997,37992,0,0,0,0,3502,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.9339007605939877,-3.8419598522460108,-3.4393646906522077,-2.5846109090249993,-2.3593142432130247,0.046934,0.1,0.137273,0.2,1373,817,1252,33132,37777,37774,0,0,0,0,3481,3475,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9396940227703985,-3.8852505066450322,-3.4858707156273874,-2.6145455171365652,-2.396423730930395,0.045958,0.1,0.135222,0.2,1366,668,1227,33728,38287,38280,0,0,0,0,3512,3527,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.935717505634861,-3.9370686246912454,-3.541786537418393,-2.6564233473173076,-2.4365658207336645,0.045023,0.1,0.133201,0.2,1432,707,1261,33275,38027,38018,0,0,0,0,3589,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9281513984657175,-4.001703646950649,-3.600521370712289,-2.682054780312373,-2.4710490817387485,0.044124,0.1,0.131211,0.2,1512,895,1242,33501,38144,38142,0,0,0,0,3529,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9318628912071535,-4.056143710715549,-3.6591548349430707,-2.7093076098700593,-2.5073332526348286,0.043261,0.1,0.129251,0.2,1560,726,1173,33550,38072,38064,0,0,0,0,3556,3541,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.933474384162007,-4.097267390912316,-3.695569747382776,-2.740997513645622,-2.5428093711741346,0.042431,0.1,0.127319,0.2,1298,903,1306,33085,37927,37922,0,0,0,0,3559,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9412883935852133,-4.113306403742647,-3.7224467485456714,-2.7581594644492946,-2.5736998259397503,0.041632,0.1,0.125417,0.2,1408,536,1230,33111,37951,37941,0,0,0,0,3477,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.9347930992882133,-4.165458533342028,-3.772484345487107,-2.8038251137795824,-2.61278261638161,0.040862,0.1,0.123543,0.2,1478,684,1324,33156,37823,37817,0,0,0,0,3576,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.9369331491380863,-4.200582544519415,-3.812464141452384,-2.819063463496152,-2.632437740071834,0.040121,0.1,0.121697,0.2,1410,690,1451,33298,38218,38210,0,0,0,0,3560,3544,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9362306702958155,-4.248331350771682,-3.8592874706492086,-2.850179472243673,-2.6651153718019724,0.039406,0.1,0.119879,0.2,1615,517,1177,33433,37992,37987,0,0,0,0,3550,3547,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9339305037874234,-4.290967102674565,-3.890659466309513,-2.887999313645027,-2.708302098890415,0.038716,0.1,0.118088,0.2,1419,779,1217,33268,38151,38144,0,0,0,0,3488,3488,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.9359089547768793,-4.331577578848226,-3.9339709442739736,-2.8982432456664644,-2.732648665012439,0.03805,0.1,0.116324,0.2,1500,640,1181,33390,37941,37936,0,0,0,0,3586,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.934184499190793,-4.373612551678216,-3.9688326694292773,-2.9443546699240954,-2.785175851697755,0.037406,0.1,0.114586,0.2,1454,742,1445,33366,37910,37908,0,0,0,0,3593,3593,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.9387712558444266,-4.3990396810689045,-4.002983073656765,-2.964662777850947,-2.810903717101026,0.036784,0.1,0.112874,0.2,1307,749,1274,33579,38453,38450,0,0,0,0,3512,3519,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9430968447929965,-4.4120095370037635,-4.026350115906902,-2.971807889021428,-2.824686546072197,0.036182,0.1,0.111187,0.2,1296,576,1115,32898,37682,37674,0,0,0,0,3588,3583,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.930316742081448,-4.461209951370162,-4.070391967023096,-3.0112467404401664,-2.867811575770899,0.035599,0.1,0.109526,0.2,1502,808,1325,33150,37875,37868,0,0,0,0,3583,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9341007624458065,-4.497566673429701,-4.107297349084549,-3.0475300822720213,-2.898816849350372,0.035035,0.1,0.107889,0.2,1459,745,1224,33445,38096,38090,0,0,0,0,3483,3483,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9386499348307114,-4.517719148899824,-4.138413817539899,-3.0558413013992296,-2.904920914153191,0.034489,0.1,0.106277,0.2,1309,715,1360,32991,37718,37712,0,0,0,0,3525,3535,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9338828220311245,-4.545647689470843,-4.166704876876815,-3.0790142479717555,-2.93757652010506,0.033959,0.1,0.104689,0.2,1306,916,1389,33607,38584,38580,0,0,0,0,3551,3564,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9347682318282932,-4.570866025642995,-4.205000354454562,-3.084483386793373,-2.9447316934219447,0.033445,0.1,0.103125,0.2,1478,692,1248,33266,37925,37917,0,0,0,0,3404,3407,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9327576869847765,-4.610565396934693,-4.2443966594470215,-3.116933413921223,-2.98082544026983,0.032947,0.1,0.101584,0.2,1428,807,1309,33238,37778,37772,0,0,0,0,3533,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9334517216470022,-4.660397353204812,-4.289431206277511,-3.1525584567053224,-3.010620978951331,0.032463,0.1,0.100067,0.2,1355,856,1373,33224,37964,37960,0,0,0,0,3560,3562,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.9378032243483502,-4.684519976360065,-4.31024765942953,-3.1670685051015712,-3.0266823201831383,0.031994,0.1,0.098572,0.2,1528,536,1030,33185,37746,37738,0,0,0,0,3545,3553,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9329281199915329,-4.72201269762889,-4.348654901561035,-3.1990490922750694,-3.060819082497749,0.031537,0.1,0.097099,0.2,1470,748,1321,33069,37584,37573,0,0,0,0,3499,3499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9302560147141713,-4.766128306777446,-4.390248030371927,-3.2346239301944912,-3.098500342817262,0.031094,0.1,0.095648,0.2,1548,803,1372,33709,38156,38148,0,0,0,0,3598,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.9310830238409009,-4.802616456989334,-4.4201983292432745,-3.2683687529317336,-3.1291586629965145,0.030663,0.1,0.094219,0.2,1514,787,1217,33388,38043,38040,0,0,0,0,3495,3495,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9287059456550982,-4.834798251929448,-4.460146267665263,-3.29605960393768,-3.152210514843289,0.030243,0.1,0.092811,0.2,1513,872,1325,33453,38047,38040,0,0,0,0,3613,3612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.9371906775848106,-4.847491047305521,-4.472066101558944,-3.304785701212955,-3.1665590276744986,0.029835,0.1,0.091424,0.2,1427,667,1263,33339,38056,38049,0,0,0,0,3597,3594,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9359692509385614,-4.870151159557429,-4.50151859334082,-3.3252041970031123,-3.1818046693008917,0.029438,0.1,0.090058,0.2,1451,698,1108,33562,38281,38269,0,0,0,0,3576,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9405633636471005,-4.878662639171524,-4.5190959547711484,-3.3317414226644693,-3.191832858157028,0.029051,0.1,0.088713,0.2,1318,695,1340,33868,38688,38682,0,0,0,0,3600,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9343037561886691,-4.913778444772982,-4.5553271726677025,-3.35667590052223,-3.217068464632315,0.028674,0.1,0.087387,0.2,1462,754,1215,33731,38299,38295,0,0,0,0,3633,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9435538150890289,-4.931105275685711,-4.566302642150471,-3.366867894522951,-3.2282746827434714,0.028307,0.1,0.086082,0.2,1151,694,952,32686,37886,37880,0,0,0,0,3487,3484,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9395843402609957,-4.9430079744705155,-4.5882309416920775,-3.3775955411506406,-3.2415196909731367,0.027949,0.1,0.084796,0.2,1318,682,1262,33104,37980,37975,0,0,0,0,3551,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9288203674168587,-4.986911405932423,-4.622300456873665,-3.409905406630989,-3.267600599368454,0.027601,0.1,0.083529,0.2,1533,877,1348,33858,38408,38403,0,0,0,0,3619,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9415904080215034,-5.003441489734139,-4.642067794265328,-3.4225390130332793,-3.276804442526675,0.02726,0.1,0.082281,0.2,1187,747,1306,33111,38013,38005,0,0,0,0,3515,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9371645185746778,-5.023216583857142,-4.658865805246628,-3.4347160854263357,-3.296536798721443,0.026928,0.1,0.081051,0.2,1421,651,1138,32975,37782,37771,0,0,0,0,3498,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9309893898415906,-5.059924323236998,-4.700315130155706,-3.469218198624575,-3.324658607249264,0.026604,0.1,0.07984,0.2,1502,820,1276,33647,38077,38071,0,0,0,0,3617,3632,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.933586735304681,-5.085057229132536,-4.722452420057449,-3.4940197584953117,-3.353087521049368,0.026288,0.1,0.078647,0.2,1525,694,1303,33412,38009,38000,0,0,0,0,3544,3564,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9386110452713913,-5.107727326629216,-4.746947148542657,-3.5058331269855842,-3.3627125409729772,0.025979,0.1,0.077472,0.2,1358,714,1377,33752,38567,38562,0,0,0,0,3565,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9377012042446644,-5.135222797585856,-4.780366946155101,-3.5151699640150493,-3.3729536552785393,0.025677,0.1,0.076315,0.2,1451,639,1190,33548,38073,38066,0,0,0,0,3581,3581,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9408411187057876,-5.150243914152602,-4.797467571632063,-3.5310468339959002,-3.38677549292226,0.025383,0.1,0.075174,0.2,1475,507,1159,33503,38071,38063,0,0,0,0,3593,3578,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9350104179433754,-5.174124990647706,-4.820706283337857,-3.559187272402209,-3.408569219828257,0.025095,0.1,0.074051,0.2,1458,663,1251,32636,37204,37200,0,0,0,0,3575,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.941431735200814,-5.1902330925102325,-4.834092081272182,-3.571613633050062,-3.422737206691622,0.024813,0.1,0.072945,0.2,1259,698,1357,33414,38409,38403,0,0,0,0,3495,3502,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9425672615273123,-5.1987498755385895,-4.843091581036631,-3.585011110211887,-3.441134886228819,0.024538,0.1,0.071855,0.2,1174,728,1441,33117,37990,37986,0,0,0,0,3531,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9407166907166907,-5.199890321418953,-4.852929514106376,-3.6005709096052243,-3.458675499322673,0.024268,0.1,0.070781,0.2,1242,730,1287,33264,38038,38033,0,0,0,0,3525,3511,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9356161940431603,-5.226309134710827,-4.881214265428606,-3.6213174325761623,-3.4871768023559726,0.024005,0.1,0.069724,0.2,1419,747,1409,33642,38204,38199,0,0,0,0,3598,3588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9336513957209743,-5.246924989205203,-4.9056135005730015,-3.6437321669115548,-3.5132129428149654,0.023747,0.1,0.068682,0.2,1556,683,1356,33746,38280,38269,0,0,0,0,3693,3673,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9424291160352632,-5.26017827792059,-4.917039121676247,-3.653259064193504,-3.521153953943362,0.023495,0.1,0.067656,0.2,1213,720,1383,33576,38559,38553,0,0,0,0,3569,3574,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9336453334128239,-5.289287733986498,-4.945582054068675,-3.673592206033433,-3.5435287609972597,0.023248,0.1,0.066645,0.2,1274,952,1304,33547,38457,38455,0,0,0,0,3499,3501,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9338056560147032,-5.315664117161498,-4.969665715887713,-3.680788703672233,-3.5576710501804314,0.023006,0.1,0.065649,0.2,1541,692,1438,33734,38333,38325,0,0,0,0,3533,3533,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.936624818928054,-5.333626129978413,-4.990598372948875,-3.703739157264872,-3.572915830415897,0.022769,0.1,0.064668,0.2,1348,752,1149,33136,37977,37972,0,0,0,0,3604,3600,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9377876053307834,-5.357729279135965,-5.014059237374932,-3.7154586277380783,-3.5836404874494434,0.022537,0.1,0.063702,0.2,1385,697,1272,33466,38195,38190,0,0,0,0,3642,3632,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9425459782184753,-5.3617205207002625,-5.025363479533658,-3.717498406289994,-3.5910348345340197,0.022309,0.1,0.06275,0.2,1260,655,1422,33331,38408,38407,0,0,0,0,3663,3683,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9363339974642275,-5.382782970103287,-5.049779613725632,-3.7303433942794375,-3.6068545708420268,0.022087,0.1,0.061813,0.2,1387,722,1141,33126,38097,38089,0,0,0,0,3541,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9407465100952609,-5.393021431059327,-5.06381552683503,-3.7345339109716904,-3.620843860044499,0.021868,0.1,0.060889,0.2,1298,680,1358,33382,38172,38168,0,0,0,0,3601,3595,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9417195270853808,-5.412850981085753,-5.078760761398992,-3.752629373756056,-3.6375867280435874,0.021654,0.1,0.05998,0.2,1325,632,1055,33579,38306,38297,0,0,0,0,3637,3617,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9425339230375787,-5.4262644079026,-5.089147036247336,-3.766398065768393,-3.647772610155812,0.021444,0.1,0.059083,0.2,1284,626,1098,33237,38106,38103,0,0,0,0,3604,3590,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9306309820276636,-5.452192924127926,-5.118391293247642,-3.790834910249383,-3.668688620723418,0.021238,0.1,0.058201,0.2,1374,938,1262,33329,38232,38228,0,0,0,0,3585,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9302289841708928,-5.483038253442375,-5.149840411447303,-3.8065658006154974,-3.6834000808914404,0.021036,0.1,0.057331,0.2,1505,765,1409,32535,37290,37280,0,0,0,0,3625,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9261663406248147,-5.51183537707497,-5.176155698890214,-3.8453724838276324,-3.7163400730802607,0.020838,0.1,0.056474,0.2,1720,771,1276,33738,38243,38236,0,0,0,0,3579,3579,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.934330765095861,-5.532241399107106,-5.201262983474061,-3.860071033246684,-3.7281813632017813,0.020643,0.1,0.055631,0.2,1475,724,1189,33486,38087,38079,0,0,0,0,3571,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9415834879133175,-5.543940501008122,-5.221536728284224,-3.860650030489089,-3.7370959983721663,0.020452,0.1,0.054799,0.2,1387,597,1376,33963,38597,38593,0,0,0,0,3593,3594,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.934872193024367,-5.56367816688997,-5.2461175449223525,-3.8660188590134967,-3.741293076834044,0.020265,0.1,0.053981,0.2,1428,753,1223,33488,38213,38202,0,0,0,0,3642,3642,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9351008748437779,-5.57860758708763,-5.265268810939732,-3.8709038274978353,-3.7454582669011516,0.020081,0.1,0.053174,0.2,1587,594,971,33606,37854,37848,0,0,0,0,3568,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9369752902649598,-5.591643106341778,-5.280734784650651,-3.884003588529411,-3.7622339053762164,0.0199,0.1,0.05238,0.2,1422,695,1163,33590,38247,38240,0,0,0,0,3554,3558,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9385367030580856,-5.60674180063319,-5.293465739005421,-3.891118535065583,-3.7709577493396473,0.019722,0.1,0.051597,0.2,1243,795,1024,33158,38018,38014,0,0,0,0,3537,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9350478468899521,-5.631708671215907,-5.321166951029774,-3.8999437879418806,-3.779780114104214,0.019548,0.1,0.050826,0.2,1388,784,1137,33440,37974,37969,0,0,0,0,3529,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9359326486744686,-5.648132904839493,-5.340213477255547,-3.920751089029859,-3.7925220482946096,0.019377,0.1,0.050067,0.2,1487,659,1474,33496,38143,38135,0,0,0,0,3563,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9378778897451097,-5.6655093889036365,-5.356185024420136,-3.9402111957312287,-3.8079977376725016,0.019208,0.1,0.049319,0.2,1489,607,1069,33740,38367,38360,0,0,0,0,3508,3515,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9407946618137701,-5.6723369678272615,-5.365162122117912,-3.9485346741274285,-3.817656218868798,0.019043,0.1,0.048582,0.2,1310,642,1173,32970,37774,37763,0,0,0,0,3624,3610,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9386036898574511,-5.686474168488203,-5.384507471283421,-3.958016400193814,-3.8317116558254374,0.01888,0.1,0.047856,0.2,1275,745,1148,32901,37545,37541,0,0,0,0,3647,3639,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9330076134524309,-5.709583698152645,-5.410957948167317,-3.974610366000417,-3.8451380781059696,0.018721,0.1,0.047141,0.2,1430,805,1250,33362,38126,38119,0,0,0,0,3656,3658,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9361189591078067,-5.728305832796752,-5.425165150098089,-3.9911262210726015,-3.863211715486186,0.018563,0.1,0.046437,0.2,1431,717,1252,33625,38219,38216,0,0,0,0,3597,3602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9431896577581811,-5.736902369213796,-5.437041858478792,-3.9999881842142027,-3.879750831694496,0.018409,0.1,0.045743,0.2,1257,637,1185,33339,38233,38227,0,0,0,0,3587,3595,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.942972675645943,-5.747814741105203,-5.4480632751767315,-4.010049337946437,-3.893301056742098,0.018257,0.1,0.045059,0.2,1242,676,1364,33633,38406,38392,0,0,0,0,3738,3737,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.940260527112996,-5.757871557188477,-5.46686027647531,-4.014464954610017,-3.898321246721722,0.018107,0.1,0.044386,0.2,1389,583,1277,33010,37862,37854,0,0,0,0,3503,3512,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9419425982773523,-5.768493783123608,-5.482007667004155,-4.017462757872231,-3.90457641961779,0.01796,0.1,0.043723,0.2,1215,733,1210,33553,38437,38430,0,0,0,0,3610,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9341580919526556,-5.78990478773729,-5.503200627633466,-4.036182220065106,-3.9200912582861127,0.017816,0.1,0.04307,0.2,1582,632,1329,33626,38263,38253,0,0,0,0,3567,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
