seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9493,400.8887,2150,908,60282,58132,58132,239,42,214,239,239,232,7267,7510,0.0157,0.0328,0.9514,0.0078,0.0261,0.9661,6,20,210,222,214,232
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9513,398.292,2005,918,60062,58057,58058,184,41,220,184,184,176,7570,7756,0.0079,0.0329,0.9593,0.0078,0.0196,0.9726,6,15,221,170,220,176
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9485,398.3871,2315,744,59410,57095,57098,242,42,224,242,242,236,7148,7390,0.0157,0.0288,0.9556,0.0052,0.0235,0.9712,4,18,217,232,224,236
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.954,397.6165,1971,767,59520,57549,57551,232,42,222,232,232,236,7403,7643,0.0105,0.0276,0.9619,0.0013,0.0196,0.9791,1,15,215,224,222,236
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9531,397.9475,1952,811,58938,56986,56985,223,42,222,223,223,211,7320,7542,0.0105,0.0316,0.9578,0.0026,0.0209,0.9765,2,16,217,210,222,211
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9526,399.203,1873,944,59402,57529,57530,248,42,207,248,248,257,7034,7296,0.0132,0.0448,0.942,0.0026,0.0196,0.9778,2,15,199,231,207,257
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9488,398.8741,2186,867,59646,57460,57461,225,42,235,225,225,221,7150,7370,0.0106,0.0317,0.9578,0.0079,0.0198,0.9723,6,15,233,212,235,221
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9518,397.4683,2001,852,59136,57135,57136,229,42,209,229,229,212,7221,7448,0.0131,0.0327,0.9542,0.0039,0.0235,0.9726,3,18,202,217,209,212
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9506,397.6191,2210,722,59402,57192,57192,229,42,210,229,229,231,7259,7499,0.0143,0.0261,0.9596,0.0065,0.0169,0.9765,5,13,205,225,210,231
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,5,18,0.9507,399.8028,2061,888,59852,57791,57791,237,42,214,237,237,226,7364,7586,0.0119,0.0264,0.9618,0.0078,0.0273,0.9648,6,21,212,233,214,226
