episode,service_level,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-3.180209898389876,-3.138478924287483,-0.2429938408342423,-0.24866595132662042
1,0.9283001531393569,-1.0213313011969336,-0.9687432247664538,-0.1348533029784041,-0.15906490906649418
2,0.9340163434565191,-1.6787078173522878,-1.5459149555830565,-0.19558675165013,-0.2123486510755549
3,0.9278705353099242,-1.7844223333538984,-1.5707573017660204,-0.2337586928308965,-0.23517852521062205
4,0.9352807101727447,-1.5990439333384727,-1.2915540119431155,-0.23723970579881035,-0.2348929629337268
5,0.9317308846477014,-1.6724975362631684,-1.3243928339284567,-0.2834600642400006,-0.2669068285690654
6,0.9376391303021987,-1.544919840332697,-1.1397595353914478,-0.2943584113155968,-0.2757704056626854
7,0.9293966239674368,-2.007138968640292,-1.477075634363374,-0.34591133966767273,-0.31842965234287096
8,0.9347604485219164,-1.6925129239763246,-1.2034573694340143,-0.3397713098879653,-0.31611899585021114
9,0.9248661564985935,-1.974797744405692,-1.4164139283497734,-0.39580142368913096,-0.35303220816358627
10,0.9327490663775448,-2.0118561587014057,-1.3906136777606848,-0.4178412929085842,-0.3758794725414896
11,0.9339922985961614,-1.9871733730190635,-1.3263479630164834,-0.4275701127209828,-0.38632125358019526
12,0.9322941742898411,-2.097756515667605,-1.3756709380886973,-0.45472847772887115,-0.40580404009471155
13,0.9407780320366133,-1.7938946576590282,-1.0958570223475959,-0.4575814714053568,-0.40604380600627615
14,0.9291205132861207,-2.152122854704351,-1.3777719336782734,-0.499258389318643,-0.44112486820740615
15,0.931712962962963,-2.1398804886252605,-1.3109868575304473,-0.5148131986484589,-0.45716924320106433
16,0.9359987929993965,-1.981606475638793,-1.1647082730674785,-0.537213378888461,-0.4722339065866811
17,0.932576487593351,-1.9970321772090587,-1.1430284768891656,-0.56514768556309,-0.48883521715011113
18,0.9326035307208805,-2.0711424469055655,-1.155873233345485,-0.5858327128002777,-0.5027386205629449
19,0.9281478582824118,-2.1274255794643184,-1.1532989669923615,-0.6168695753673941,-0.5259031049549824
20,0.9305429727607658,-2.202393335124696,-1.206833374879666,-0.6410160641292969,-0.5440445516202734
21,0.930151373799994,-2.2259826896267074,-1.203686709553106,-0.6565706877008234,-0.5496147136336216
22,0.932959385686004,-2.3100208642056095,-1.2671692850471699,-0.6703883545660486,-0.5656515144191366
23,0.927034583358658,-2.3449139120797016,-1.2243629563211225,-0.7006030472034327,-0.5868028999867736
24,0.9303382885173331,-2.4194892695829293,-1.2712953695827096,-0.724830222150634,-0.6111804578531683
25,0.9273603426735677,-2.5120806163117093,-1.3401369023937957,-0.7558229810215144,-0.6347849824145095
26,0.9239238635335284,-2.5049392365340175,-1.2983951202147168,-0.7787146396838062,-0.64780788026471
27,0.9260567596695006,-2.5296121934047995,-1.3109911099968203,-0.794809780609565,-0.6634178239402734
28,0.933454523781142,-2.518155676420808,-1.2747507691923223,-0.8095585129624698,-0.6722169786630945
29,0.9340761374187558,-2.513110939342782,-1.232650295752728,-0.8351051063171362,-0.6889000761176293
30,0.9357573586482775,-2.3741158029231344,-1.083494164615987,-0.8478226053420193,-0.6955827229994214
31,0.9333731521576826,-2.3461848195176436,-1.040600681486254,-0.86132986962655,-0.7058604063392765
32,0.9246057917141315,-2.483276023108386,-1.1502700252212705,-0.8915627609373515,-0.7286477841121612
33,0.9366175754625121,-2.3936676506842893,-1.0535167759511743,-0.9044862479994574,-0.7361100103309604
34,0.9328677223192245,-2.524476553399287,-1.1508105414380745,-0.9212889237245774,-0.7496529758854861
35,0.9241797132745486,-2.675625364265229,-1.2926585711242404,-0.9472513105068598,-0.7709495104270847
36,0.9244227994227994,-2.6855254825769808,-1.2565735111462328,-0.970676888203707,-0.7923417214999459
37,0.9212940461725395,-2.797816258784207,-1.3581147756592347,-1.0048922698751606,-0.8182708130201711
38,0.9352268580464663,-2.5518039840591884,-1.1089732873618052,-1.0027973028230193,-0.8150373129836646
39,0.9234115317693646,-2.682480156546248,-1.202133130913033,-1.0226714564316202,-0.8332519127064755
40,0.9375987361769352,-2.5728646008542864,-1.0677976052149822,-1.0264777340439697,-0.8338106924601152
41,0.9309505931821594,-2.5376018924565553,-1.022195403638617,-1.0396120883004267,-0.8417632441049091
42,0.929973762779336,-2.5210389114442244,-0.993054232034795,-1.057259478261579,-0.8560436825589897
43,0.9353414852371011,-2.594311254139628,-1.046115755884946,-1.0812502895155,-0.8728161857859523
44,0.9381251314090049,-2.5069783932006806,-0.997224538540953,-1.0822783834968042,-0.8766177039949239
45,0.9329132803701337,-2.581683938175932,-1.042733700741293,-1.1007703483685987,-0.89165433403653
46,0.9312647754137116,-2.6625782225295134,-1.1223252498975997,-1.1195949543883843,-0.9075982985737928
47,0.9185514918190568,-2.903672786799287,-1.3193803625427147,-1.1510448612508886,-0.9340415149583182
48,0.934525971667272,-2.803389686875463,-1.2180902645034015,-1.1535838070474742,-0.9336599891996248
49,0.9306725838855738,-2.8221382157733212,-1.2130133179664984,-1.1677297243613063,-0.9462893936176927
50,0.9310751193569832,-2.747187219536637,-1.1418755838130632,-1.18829716159589,-0.9636250309130966
51,0.9316706422295359,-2.7665712928961588,-1.1789108481839088,-1.2009210161918178,-0.9748110260545956
52,0.9370097598946171,-2.722002302640406,-1.1224004023928638,-1.2089836732542256,-0.9777719176392564
53,0.9321198560759532,-2.7544848850710717,-1.1510977468901706,-1.2221993574560266,-0.9900847364760731
54,0.9350279948501452,-2.7172024938862895,-1.0915706179987585,-1.2344436467422217,-0.9955464662234308
55,0.9340949033391915,-2.7261865778098713,-1.1079291084288478,-1.242344604479618,-1.0029930075238276
56,0.9320438781434289,-2.732716876998993,-1.0854940995748872,-1.2572460457017134,-1.0134640286859524
57,0.9308856604461735,-2.753672771657801,-1.1247209812354768,-1.2697068825865805,-1.0258842365399605
58,0.9269370696653537,-2.932138572725813,-1.2945358899332025,-1.2910378680351193,-1.0452320739448135
59,0.9319504551559469,-2.839184079442837,-1.145634879606374,-1.3033577350671606,-1.0518074670314044
60,0.9328238741051741,-2.819701136442315,-1.1416632025346152,-1.3142157307525622,-1.0628552765989583
61,0.9392210144927536,-2.7134394039813023,-1.0764623692651119,-1.320244995860933,-1.0680612152023163
62,0.930389828980193,-2.7597964189891746,-1.150321939294977,-1.337391105726393,-1.0852922052741245
63,0.9313016063654106,-2.7291669863347643,-1.1135366576160635,-1.3487639537186198,-1.0929634293099926
64,0.9364935769857066,-2.737293696779127,-1.0993429941782826,-1.3590246349503863,-1.0970999900966458
65,0.9285648559948471,-2.830535204829242,-1.2068003460108974,-1.3718914063924659,-1.1111643528053212
66,0.9390889029956773,-2.7778569333467367,-1.1514994302043327,-1.3818200828321556,-1.122309069582128
