episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.9047318232409831,-5.276722609797163,-3.1367806891811214,-5.547006769368766
1,0.925184468368211,-17.838863042171514,-11.239725841238208,-21.189121370763477
2,0.9283890577507599,-28.477502933123933,-18.57463120653884,-35.936132405607424
3,0.9297576503798913,-37.72212305578263,-25.112521318577137,-49.94684011914775
4,0.9265052688139944,-46.88256155078196,-31.676016583151,-64.34729679932227
5,0.9204835944783616,-55.32529652410161,-37.8093793031489,-77.91737432311395
6,0.9271285350890319,-62.940957722081585,-43.2956661815333,-90.4326933807273
7,0.9314746084909931,-70.57961532362613,-48.87561181554729,-103.18899327876116
8,0.9240060240963855,-77.70386211572358,-53.938799387664744,-115.32292764649837
9,0.9339699616209846,-84.27709562700348,-58.53318974802735,-126.63834050458217
10,0.9252973687372341,-90.69632750178941,-63.05850792132555,-137.98222738379314
11,0.9203182448315351,-96.86146127583112,-67.36834684285068,-149.03228957044192
12,0.9200342099636519,-102.62788844298062,-71.44420189060263,-159.3728988185707
13,0.9312369359399976,-108.00828714840019,-75.24759378487802,-169.26441787631344
14,0.9326660873213269,-113.2151677786077,-79.00037762337888,-178.96818277809064
15,0.9307851239669421,-117.8838850459967,-82.33961860401376,-187.69829441438782
16,0.9243689849282731,-122.51845621569338,-85.61081284601775,-196.35281132145477
17,0.9268226168111023,-127.09570029979038,-88.86595104741478,-205.1122422554126
18,0.9284875493059528,-131.52781167415537,-92.1298228075884,-213.85799734658534
19,0.9272177724044128,-135.705602458884,-95.13284241605386,-222.0769077863458
20,0.9279946572764253,-139.33113399748183,-97.76195408870342,-229.53335360957917
21,0.9338157376850647,-142.90263597283882,-100.45298687412854,-237.07629875970574
22,0.9213746499452088,-146.24466433934174,-103.04312822362539,-244.25979160894414
23,0.9340702016430171,-149.4690875768061,-105.4650746478347,-251.27954985293493
24,0.9326780583698775,-152.58920656950664,-107.74397919492581,-257.889575915177
25,0.9375527935320381,-155.50998759020717,-109.94213409896822,-264.4818093269716
26,0.9269403673821787,-158.34902362684016,-111.9956179654074,-270.8792598971898
27,0.9190103932668404,-160.89681666028574,-113.88334532514625,-276.6513021131387
28,0.932048438343025,-163.53477642718929,-115.84812368820569,-282.54511513228545
29,0.9391549464719465,-165.90871815214115,-117.66441016972229,-288.2006043926341
30,0.9298726619143362,-168.36843575402577,-119.50885698981607,-293.94852892200936
31,0.9217645993115526,-170.50632492388996,-121.17202432291482,-299.2504354219778
32,0.9271409152695967,-172.62159836614106,-122.83290513895356,-304.47926693660315
33,0.9265025343953657,-174.76161151423125,-124.42685328481194,-309.4782791825367
34,0.9261234508045211,-176.68901819976128,-125.92270938532934,-314.2056367058272
35,0.9247938329150233,-178.49556454800395,-127.38230630240376,-319.1144588004315
36,0.932441752376383,-180.34255778477547,-128.8386563170278,-323.7969324136707
