episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
187,0.8219057902550951,-4.390682651699142,-2.3676505439739004,-0.7346179543325744,-1.7518546774638053,-0.5655702874211631,0.007543,0.05,0.030714
188,0.8104334923873274,-4.40119904837117,-2.3734246334205578,-0.7363410846315689,-1.7561435814056094,-0.5669832089312408,0.007509,0.05,0.030408
189,0.8253572086634617,-4.410944458025721,-2.3786567973558945,-0.7379637307774741,-1.7600242956981655,-0.5681968137072975,0.007475,0.05,0.030105
190,0.8138986057877383,-4.420966016162945,-2.384289183173969,-0.7395049650232338,-1.764243877018539,-0.5694565192509299,0.007442,0.05,0.029805
191,0.8170094459703892,-4.4317673020443324,-2.389970001232534,-0.7413911994045691,-1.7685101050721723,-0.5709776928297564,0.007408,0.05,0.029508
192,0.8240784739664653,-4.441356755001418,-2.3951611329532985,-0.7429283854645333,-1.7723813415386191,-0.5723082148388055,0.007375,0.05,0.029214
193,0.8113093742146268,-4.451560910176701,-2.400647557095619,-0.744671275941696,-1.7764665189302329,-0.5735197579430907,0.007343,0.05,0.028922
194,0.8268667213691243,-4.463220671957415,-2.4067813778400615,-0.746752978561774,-1.7810711079713015,-0.575164323052175,0.007311,0.05,0.028634
195,0.8303380329539664,-4.471256895646937,-2.411055586601925,-0.7480974557294443,-1.784211678902314,-0.5762419374910923,0.007278,0.05,0.028349
196,0.8150374924001892,-4.481444641162535,-2.416618292449185,-0.7497632696985096,-1.7884355209621163,-0.5775207162643748,0.007247,0.05,0.028066
197,0.820647698435373,-4.4901129971747435,-2.421347701127032,-0.7511727826781824,-1.7920235867452192,-0.5785974886828138,0.007215,0.05,0.027786
198,0.8195457071174796,-4.498467750418769,-2.425894587899951,-0.752516464461418,-1.7953921401993667,-0.5796484186904315,0.007184,0.05,0.027509
199,0.8192431494854817,-4.508541225110564,-2.431238015823873,-0.7542490284432546,-1.7994046781265136,-0.5809098272301753,0.007153,0.05,0.027235
200,0.8220149253731344,-4.5175810581819915,-2.4360892941384535,-0.7557387708678588,-1.802951147818509,-0.5821109647659493,0.007122,0.05,0.026963
201,0.8248413540036021,-4.527235247319815,-2.441208539593367,-0.7574695419506962,-1.8067968972849808,-0.5834784197330094,0.007092,0.05,0.026695
202,0.8184380643745675,-4.536196983959072,-2.4460800752827345,-0.7589129702034397,-1.8103651087974622,-0.5846382398586046,0.007062,0.05,0.026429
203,0.8264922870556674,-4.545850036934313,-2.4513075029422744,-0.7604503748934337,-1.8142476822362952,-0.5858894488401638,0.007032,0.05,0.026165
204,0.8195555704968736,-4.554882776771419,-2.456278370776926,-0.761873432648971,-1.8178811482745407,-0.5870275525937112,0.007002,0.05,0.025904
205,0.8271717324971763,-4.565372992226584,-2.462005303323143,-0.7636019064422013,-1.8223511863979982,-0.5883905046579864,0.006973,0.05,0.025646
206,0.8204206423867759,-4.574183524127433,-2.4668509084276473,-0.7650137966186862,-1.8260520377513172,-0.5895121982188721,0.006944,0.05,0.02539
207,0.8338376706341201,-4.583217228620103,-2.471435480544914,-0.7667864470470649,-1.8294313292994433,-0.5908170740489654,0.006915,0.05,0.025137
208,0.8198616650679053,-4.591961220456344,-2.476050017720105,-0.7683570503820283,-1.8327801851650418,-0.5919995648272763,0.006886,0.05,0.024887
209,0.817363160719077,-4.601793986556731,-2.481323249922694,-0.7700898696418649,-1.8367695968482012,-0.59330983018271,0.006858,0.05,0.024639
210,0.8245191906027036,-4.611026522791455,-2.4861983448832916,-0.7716898123532506,-1.8404147851996338,-0.5945685597931569,0.00683,0.05,0.024393
211,0.8244014825202844,-4.619633547439378,-2.4910186940445063,-0.7729917181841097,-1.8440019684421594,-0.5956699811116322,0.006802,0.05,0.02415
212,0.8190189750435091,-4.627976219810432,-2.4955274450453935,-0.7743101664226317,-1.8474191630514383,-0.5967767922154893,0.006774,0.05,0.023909
213,0.8257370397184853,-4.636649902950475,-2.5000823437983026,-0.7759159637914681,-1.850835235158938,-0.5979777508596171,0.006746,0.05,0.023671
214,0.8271763138815357,-4.645274745897126,-2.5047350746806143,-0.777328833958896,-1.8543041233112523,-0.5991010827929452,0.006719,0.05,0.023435
215,0.8193014674911125,-4.655004110955114,-2.509972189482061,-0.7789769586202546,-1.8582205279282786,-0.6004434059705837,0.006692,0.05,0.023201
216,0.8221330488816647,-4.664231663174039,-2.515015485185244,-0.7804864289023937,-1.861983957957766,-0.6016228478711775,0.006665,0.05,0.02297
217,0.8236260181483386,-4.672858363945241,-2.5196954377850735,-0.7818987529884348,-1.8654515971440255,-0.602759590116778,0.006639,0.05,0.022741
218,0.816388492828986,-4.682308130556482,-2.524805333191263,-0.7834803126147502,-1.8693168151016104,-0.6039800829009397,0.006612,0.05,0.022514
219,0.82134500462924,-4.690598867206498,-2.5292690118663606,-0.7848221211741359,-1.87259341220875,-0.6050228200626606,0.006586,0.05,0.02229
220,0.8293989789212961,-4.697934174085229,-2.5332499624608698,-0.7859922088957061,-1.8755286557804705,-0.6059871372229345,0.00656,0.05,0.022067
221,0.8250394546858735,-4.706489656416082,-2.5378946988372206,-0.7874292698826142,-1.8790010408746507,-0.6072501662611071,0.006534,0.05,0.021847
222,0.81799248196688,-4.715800799136452,-2.5428957144881585,-0.7890197799379839,-1.8826882185188594,-0.6084750718049863,0.006508,0.05,0.02163
223,0.810433217899097,-4.724417320873687,-2.547721777340921,-0.7903258100770574,-1.8862876833642241,-0.609543808264387,0.006483,0.05,0.021414
224,0.8233250118075703,-4.732559210671128,-2.5521469916244244,-0.7916751631400045,-1.8896249307288175,-0.6105706150947245,0.006458,0.05,0.0212
225,0.822355457500379,-4.740814434905054,-2.556771160762833,-0.7928681397116083,-1.8930632881868104,-0.6115163902606287,0.006433,0.05,0.020989
226,0.8196493925366399,-4.749331370487691,-2.5615480157901374,-0.7941197085084456,-1.896699763663515,-0.6125672864164553,0.006408,0.05,0.02078
227,0.8209675780058949,-4.756940576757404,-2.565667853435554,-0.7953319796514557,-1.8997034355865825,-0.6135424958678756,0.006383,0.05,0.020573
228,0.8201004515245295,-4.765608830387111,-2.57032260944192,-0.796851015221036,-1.9031453610789808,-0.6147457232311742,0.006359,0.05,0.020368
229,0.8265957808200564,-4.774344358540258,-2.574935945956301,-0.7983666307323765,-1.9065492201748548,-0.6160325017545497,0.006335,0.05,0.020165
230,0.8211376640861663,-4.782362161803824,-2.579309274664619,-0.7996578032213034,-1.9098713910698417,-0.6170514655190162,0.006311,0.05,0.019964
231,0.8176685710433624,-4.790101588930374,-2.5834789023720446,-0.8009789905880395,-1.9129612772003746,-0.6180897660519967,0.006287,0.05,0.019765
232,0.8212424849699399,-4.798404975845927,-2.5881352721505984,-0.8021823361217746,-1.916408190060408,-0.6191028128088975,0.006263,0.05,0.019567
233,0.820993643358983,-4.8068063204197955,-2.5926576682946263,-0.803658620721388,-1.9197805546877447,-0.6202860293055413,0.00624,0.05,0.019372
234,0.8225904427645788,-4.815380536589217,-2.5972167584612227,-0.805178430113915,-1.9231307797804975,-0.6213936784228736,0.006216,0.05,0.019179
235,0.8260220019013989,-4.822943143456832,-2.601264711400432,-0.8064234593039776,-1.9261940618897762,-0.6223637841657026,0.006193,0.05,0.018988
236,0.8271664799612098,-4.830644057548307,-2.605555068966213,-0.8075826138968838,-1.9294567373408746,-0.6232605979592506,0.00617,0.05,0.018799
237,0.823944139380381,-4.8382332712148175,-2.6096805631520565,-0.8087976730113611,-1.9324989915742643,-0.6242305304411461,0.006147,0.05,0.018611
238,0.820296979696286,-4.846240678737486,-2.6140683695587335,-0.8100211872345519,-1.9357325484339556,-0.6252099993834912,0.006125,0.05,0.018426
239,0.8240557990164922,-4.8535658743016405,-2.618031079731787,-0.8112022527435282,-1.938603738783147,-0.626191126248871,0.006102,0.05,0.018242
240,0.8184966045854905,-4.862013249330553,-2.6225337695952193,-0.8126899227892189,-1.9419430380504084,-0.6273787949549645,0.00608,0.05,0.01806
241,0.8205772063747154,-4.869533145166697,-2.6266751751109325,-0.8138474737359717,-1.9449799842622568,-0.6283833691482168,0.006058,0.05,0.01788
242,0.8381261199761072,-4.875660909446025,-2.6299517518083277,-0.8148129491030238,-1.9474060565136821,-0.6291310420545511,0.006036,0.05,0.017702
243,0.8270949862277575,-4.883292058687866,-2.634060477696964,-0.8160625840788333,-1.9504586160154682,-0.6301565851108808,0.006014,0.05,0.017526
244,0.8283644938521139,-4.890774968305574,-2.638100081511685,-0.8172818120507539,-1.9535411160217022,-0.6311082563631211,0.005992,0.05,0.017351
245,0.8311296252571929,-4.898131914643264,-2.6420614571160517,-0.8185671026187527,-1.9565344884157592,-0.6320459955156059,0.00597,0.05,0.017178
246,0.826500719668106,-4.904700783265031,-2.6456703017681775,-0.8195956452381927,-1.9591687764312535,-0.6328440669112834,0.005949,0.05,0.017007
247,0.8341010725933896,-4.911361849958981,-2.6492184589678125,-0.8207205134591014,-1.961830177284019,-0.6336901553604141,0.005928,0.05,0.016837
248,0.8173465078962925,-4.919281784803985,-2.6535812856224905,-0.8219750702588899,-1.9651687303030891,-0.6347047939991056,0.005907,0.05,0.016669
249,0.8236414359933847,-4.926512540239023,-2.6575172900940873,-0.8230951746946429,-1.9681137168062453,-0.6356828590487092,0.005886,0.05,0.016503
250,0.827072604261335,-4.933518057589156,-2.6613822267293084,-0.8241430422334945,-1.9709600829380653,-0.6365012102527168,0.005865,0.05,0.016339
251,0.8273924347899019,-4.940425116406923,-2.6650978245928476,-0.8253083895605581,-1.9736354652829189,-0.6374054704453584,0.005844,0.05,0.016176
252,0.8275954275018383,-4.947439506766069,-2.6688494105753384,-0.8264012886072436,-1.9764543043540057,-0.6382399400405424,0.005824,0.05,0.016014
253,0.8240903855274748,-4.955055430323501,-2.673088744730719,-0.8275551995397449,-1.9796236477965174,-0.6391604274572877,0.005804,0.05,0.015855
254,0.8211052763190798,-4.962128975916552,-2.6769169197236304,-0.8287500539379551,-1.982440780531332,-0.6401050725030177,0.005783,0.05,0.015697
255,0.8201283372676796,-4.970251295178016,-2.681288568318419,-0.8301410016425366,-1.9857012518205932,-0.6412105749810654,0.005763,0.05,0.01554
256,0.8185901689551325,-4.977748963813811,-2.6854157038602806,-0.8313091174451772,-1.9887361959626224,-0.6421720068399636,0.005743,0.05,0.015385
257,0.828351045017431,-4.985181494892608,-2.689475214484432,-0.8324870345534754,-1.9916835996971058,-0.6431002639516153,0.005724,0.05,0.015232
258,0.8173306806212697,-4.992272769325295,-2.6934114794030846,-0.8336148157368807,-1.994638478336277,-0.6439711131264768,0.005704,0.05,0.01508
259,0.8193887313069603,-4.999340900546174,-2.6975426021458744,-0.8345163741810517,-1.9977390403898563,-0.6446699031697019,0.005684,0.05,0.01493
260,0.8127841668895427,-5.00707004823597,-2.7017453705913574,-0.8358334572581424,-2.000877021036442,-0.6456568682471643,0.005665,0.05,0.014781
261,0.8249854639089625,-5.014250474700644,-2.7055519208107226,-0.837068908760636,-2.0037187684823903,-0.6466508557043412,0.005646,0.05,0.014634
262,0.8148708890571116,-5.02135680080935,-2.709515824552575,-0.8381393234645687,-2.0066714983828615,-0.6475543301470075,0.005627,0.05,0.014488
263,0.8243685845488925,-5.028349648857663,-2.713302919611286,-0.8392648486720165,-2.00946353078929,-0.6484044793936642,0.005608,0.05,0.014343
264,0.8173599163377526,-5.035684872172965,-2.7172571005634425,-0.8404709163278019,-2.0123433721164377,-0.6494153257905803,0.005589,0.05,0.0142
265,0.8132149535859292,-5.043877659642489,-2.721831580514335,-0.8417308158849501,-2.0158144580754493,-0.6505411420338647,0.00557,0.05,0.014059
266,0.8229791560752415,-5.051214682812707,-2.725886006060968,-0.8428367628444696,-2.0188577341559606,-0.65158378482051,0.005551,0.05,0.013918
267,0.8213649652206055,-5.058254763040782,-2.7296329577724276,-0.8440297814817039,-2.0216121252062647,-0.6525409754751149,0.005533,0.05,0.01378
268,0.8176422259854798,-5.065595780046134,-2.7336777066618514,-0.8451737576514955,-2.0246341498022575,-0.6535568693045857,0.005515,0.05,0.013642
269,0.8291673004444895,-5.072322585807486,-2.737352847349582,-0.8462128333006528,-2.0273888982895114,-0.6543472343615598,0.005496,0.05,0.013506
270,0.8232125778143196,-5.079181783846366,-2.741047006074852,-0.8473237479770912,-2.030146021028867,-0.6552538371867794,0.005478,0.05,0.013372
271,0.8262417301944454,-5.086516137342014,-2.7451820319022007,-0.8483284169795865,-2.033280688028949,-0.6561221756720801,0.00546,0.05,0.013238
272,0.8106203641267701,-5.0940386467148935,-2.7493411045176908,-0.8495175629698472,-2.03634167184538,-0.6570315044394458,0.005442,0.05,0.013106
273,0.8239211642805226,-5.100873529597778,-2.753027833356011,-0.8506519402698963,-2.0390343368725476,-0.6579226129999168,0.005425,0.05,0.012976
274,0.8147684605757196,-5.1082545213458035,-2.7570508057466556,-0.8518436685137358,-2.042009894978757,-0.658891521708715,0.005407,0.05,0.012846
275,0.8225113312069834,-5.115059135205424,-2.7607815822318043,-0.8529346549496353,-2.044791006335757,-0.6597894064699704,0.005389,0.05,0.012718
276,0.8242457837801518,-5.121819815444127,-2.7643992872123477,-0.854029694652629,-2.0475069058734303,-0.6606282607463683,0.005372,0.05,0.012592
277,0.8206009740971063,-5.128247910189854,-2.767927789349023,-0.8550617043000779,-2.050133130267762,-0.661442777018974,0.005355,0.05,0.012466
278,0.8197880452125426,-5.134423323049505,-2.7714066059154896,-0.8559681869390184,-2.052711505203447,-0.6621649417141244,0.005337,0.05,0.012342
279,0.8306618799615715,-5.140653970954052,-2.7747781522563413,-0.8569799138944396,-2.055183695491489,-0.6629618246724234,0.00532,0.05,0.012219
280,0.8252867029990972,-5.147513632489232,-2.77851643123983,-0.858045369747498,-2.0580147612397033,-0.6637438505610563,0.005303,0.05,0.012097
281,0.8251853099730458,-5.15389822312272,-2.7819708732441475,-0.85905345363944,-2.060554842269383,-0.6645479211849602,0.005286,0.05,0.011976
282,0.8171722278395686,-5.160750442473816,-2.7856642518213515,-0.8601903311104868,-2.063314733680199,-0.6654371235789367,0.00527,0.05,0.011857
283,0.820223189983669,-5.167168037682953,-2.789163383447818,-0.8612119497537342,-2.0658812810332496,-0.6662440357920042,0.005253,0.05,0.011739
284,0.8241283029147372,-5.173741802137125,-2.792596218501033,-0.8623816829026401,-2.0684134448594254,-0.6672064837284968,0.005236,0.05,0.011622
285,0.8269805053182566,-5.180343413964532,-2.7960626786338745,-0.8635405587529474,-2.0710787842349827,-0.6681446784141545,0.00522,0.05,0.011506
286,0.8342434089310241,-5.186805052333965,-2.7995835001897103,-0.8645664082965846,-2.0736743708670273,-0.6690303934906097,0.005204,0.05,0.011391
287,0.82088776348666,-5.194147306790384,-2.8036434373829815,-0.8657071640341321,-2.0767445672194342,-0.669963508482252,0.005187,0.05,0.011278
288,0.8281175590176202,-5.200740031700349,-2.806992272720009,-0.8669420948991278,-2.079212277546939,-0.6709566825145336,0.005171,0.05,0.011165
289,0.8110671008022557,-5.208458427018732,-2.811185631499624,-0.8682253407491243,-2.082342397943277,-0.6720181147821672,0.005155,0.05,0.011054
290,0.8236534115821781,-5.215009008701496,-2.8146782354048026,-0.8693410223911382,-2.0849414981617382,-0.6728750852006026,0.005139,0.05,0.010944
291,0.8192449837150041,-5.221962673345382,-2.8185315721016684,-0.8703715448832872,-2.087769795646445,-0.6736393668150793,0.005123,0.05,0.010835
292,0.831724462682049,-5.227947024086689,-2.8216856761693885,-0.8714282355591295,-2.090103233928089,-0.6744328488149381,0.005108,0.05,0.010727
293,0.8147234765800744,-5.2345389242336395,-2.8252838771889883,-0.8724836631981842,-2.0927610242056254,-0.6752667669225654,0.005092,0.05,0.01062
294,0.8243578702061908,-5.240685495559596,-2.828611802344383,-0.8734615176246601,-2.0952559787673883,-0.6760180632425871,0.005076,0.05,0.010514
295,0.8203071010804159,-5.247416335036125,-2.832309405647662,-0.8745139386349307,-2.0980426794380227,-0.6768964125547401,0.005061,0.05,0.010409
296,0.8255143063802587,-5.253724091755889,-2.83584050957154,-0.8754446286986037,-2.10069690133328,-0.6776527668927286,0.005046,0.05,0.010305
297,0.8209224297661375,-5.260421540964533,-2.8396056493818,-0.8763881974594778,-2.103572663396562,-0.6783560399600699,0.00503,0.05,0.010202
298,0.8184785717891336,-5.266348441180527,-2.8428628855550624,-0.8773664579759455,-2.1059332620046223,-0.6791479325043981,0.005015,0.05,0.010101
299,0.8244842462189247,-5.272693426172783,-2.846254816608445,-0.8784176980363003,-2.1084834030988695,-0.6799308470687909,0.005,0.05,0.01
