seed,day,shift_hour_start,shift_hour_end,daily_functional_pickups,daily_functional_deliveries,daily_depot_visits,daily_depot_deliveries,daily_starvations,daily_congestions,daily_trips,daily_bike_departures,daily_bike_arrivals,daily_breakdowns_onsite,daily_breakdowns_depot,daily_total_breakdowns,daily_restored_onsite,daily_restored_depot,daily_total_restored,eod_damaged_fraction_onsite,eod_damaged_fraction_depot
42,6,5,5,0,0,0,0,1,0,34,33,21,1,0,1,0,0,0,0.0171,0.0303
42,7,5,5,405,417,2,4,142,96,3274,3132,3136,6,8,14,4,7,11,0.0183,0.0354
42,8,5,5,340,339,2,4,138,28,3104,2966,2969,13,9,22,10,4,14,0.0236,0.0419
42,9,5,5,344,361,2,3,123,41,3204,3081,3084,10,9,19,5,4,9,0.0301,0.0497
42,10,5,5,321,328,2,12,102,42,3486,3384,3378,20,8,28,14,3,17,0.0384,0.0437
42,11,5,5,328,315,2,4,146,40,3064,2918,2921,12,12,24,15,0,15,0.0346,0.0546
42,12,5,5,340,351,2,11,49,49,2380,2331,2334,14,9,23,17,15,32,0.0305,0.0517
42,13,5,5,297,310,2,13,34,8,1706,1672,1670,9,7,16,15,1,16,0.0229,0.0444
42,14,5,5,364,376,2,5,200,67,3136,2936,2931,9,12,21,10,24,34,0.021,0.0525
42,15,5,5,360,367,2,7,111,68,2974,2863,2865,13,11,24,12,5,17,0.0224,0.0579
42,16,5,5,327,344,2,10,113,33,3248,3135,3133,15,5,20,16,0,16,0.0213,0.0507
42,17,5,5,361,365,2,5,187,67,3518,3331,3336,18,11,29,2,17,19,0.042,0.0591
42,18,5,5,347,360,2,10,85,39,3074,2989,2991,8,9,17,15,0,15,0.0332,0.0585
42,19,5,5,360,366,2,12,53,13,2422,2369,2371,8,11,19,13,5,18,0.0268,0.0564
42,20,5,5,322,324,2,9,14,12,1676,1662,1655,2,3,5,13,22,35,0.0119,0.0475
42,21,5,5,307,320,2,13,132,71,3088,2956,2952,12,11,23,8,9,17,0.0172,0.0451
42,22,5,5,361,368,2,6,114,26,3072,2958,2967,12,10,22,5,0,5,0.0267,0.0508
42,23,5,5,372,379,2,7,150,67,3342,3192,3191,8,13,21,6,18,24,0.029,0.058
42,24,5,5,329,337,2,8,166,92,3370,3204,3197,13,10,23,9,8,17,0.0343,0.0606
42,25,5,5,351,369,2,8,100,85,3066,2966,2973,12,8,20,18,0,18,0.0266,0.0613
42,26,5,5,329,338,2,4,55,28,2384,2329,2330,8,9,17,15,16,31,0.017,0.0668
42,27,5,5,320,321,2,11,25,11,1660,1635,1636,7,12,19,6,0,6,0.0186,0.0691
