Accumulated time to find action,Accumulated time to find location,Accumulated action time,Accumulated driving time,Accumulated solution time,Accumulated time to find helping actions,Number of get_best_action
2.2460148334503174,3866.588482618332,17009.0,3177.2205512407313,3868.834497451782,0,766
2.318289279937744,3944.0193886756897,17176.5,3018.3334345897047,3946.3376779556274,0,812
1.7806241512298584,3661.3299474716187,17120.0,3075.948850032784,3663.1105716228485,0,785
1.7257628440856934,3465.352006673813,17232.5,2978.152678228783,3467.0777695178986,0,760
1.709195852279663,3114.2770779132843,17245.0,2974.0867591620954,3115.986273765564,0,770
2.3419952392578125,3928.6743149757385,16910.5,3267.524129338566,3931.0163102149963,0,757
2.455786943435669,3445.1346406936646,17229.0,2988.7434286949506,3447.5904276371,0,724
1.934584140777588,3588.846477508545,17286.0,2891.600034500731,3590.7810616493225,0,763
1.7733485698699951,3387.2060697078705,16993.5,3194.4973996426115,3388.9794182777405,0,753
1.7335071563720703,3285.483210325241,17138.0,3071.3229680243803,3287.216717481613,0,763
