episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.880816055930569,-0.0443966123201157,-0.03160779825144271,-0.011088126379139931,-0.007658102230418167
1,0.9428852928882785,-0.07486440342318056,-0.0519920717654125,-0.016186332086471973,-0.010135451641233216
2,0.9419484653732957,-0.1045521988077194,-0.07244594049669675,-0.021198805170941505,-0.013016973181097818
3,0.9452560263738923,-0.13164558467274498,-0.09118908316918616,-0.025595859037208936,-0.015280367519232474
4,0.9324650994137911,-0.16150337878840954,-0.1129014486113741,-0.03077183547437964,-0.018635195211558233
5,0.9359632370494151,-0.18946038913507707,-0.133697892436241,-0.03557333024810184,-0.02164229949381233
6,0.9406155444848558,-0.21654129908453937,-0.1526288530950355,-0.040067947565133946,-0.024158743814266755
7,0.936616092789437,-0.24310617690390943,-0.17139731344897124,-0.04475190624807005,-0.026627721803319966
8,0.9371387283236994,-0.26808074019319267,-0.1902616108905112,-0.04893653151181583,-0.02945716014876227
9,0.9297294075575158,-0.29655461330278243,-0.20890765425172367,-0.05409652260680526,-0.03234328850966163
10,0.9391575191266746,-0.3189809299016914,-0.22471391053437878,-0.05757617224808305,-0.03455015822838717
11,0.9318229494440948,-0.3442693332042687,-0.24177085244460844,-0.06179061714279667,-0.03741060212455484
12,0.941222594167496,-0.36616944738633306,-0.25738743564632993,-0.06528058973073281,-0.03994543567744784
13,0.9424758677035737,-0.38612371803866596,-0.27166918503902615,-0.06838796853888773,-0.041709713875224506
14,0.9412262411990451,-0.40574586652602757,-0.285547864628625,-0.07201078801641066,-0.04377820515454654
15,0.9339810512340836,-0.4275373623819123,-0.30084377437444243,-0.07577084435587521,-0.04609617771739763
16,0.9394048045894586,-0.4472081022000015,-0.31403997581032905,-0.07942635145818314,-0.04779222472482331
17,0.9406508681230015,-0.46660330244286125,-0.32763204281840363,-0.08256207074351658,-0.04990132790884182
18,0.9387876800143117,-0.4872546025450175,-0.341777691715444,-0.08583171102685597,-0.05216829673501181
19,0.9409600882839801,-0.504389880808848,-0.3535622212640896,-0.08844913244892223,-0.053577987903810284
20,0.9359505372471337,-0.5239204742944075,-0.3663229643838978,-0.0916720282048586,-0.05513652795553642
21,0.9395811773300055,-0.5406300920182312,-0.3784385368519577,-0.09415011008724573,-0.05692641097970309
22,0.9306708883445844,-0.5597169343192624,-0.3914516173023397,-0.09747123655123317,-0.058711623158136744
23,0.9357633164473487,-0.5775047734266243,-0.40366909173564985,-0.10049984384489584,-0.060513092875754085
24,0.9444146079484426,-0.5933222758226459,-0.41449374447729925,-0.10299271742310082,-0.06195250899798212
25,0.9352126163330041,-0.6109419787585826,-0.4266252400593438,-0.1059599151733954,-0.06381605528917028
26,0.9359814071413479,-0.6263005478375318,-0.4372985568777512,-0.1086886008163351,-0.06507343593574956
27,0.9373832901632432,-0.6420809663112029,-0.4484566334000807,-0.11119810778887272,-0.06672649810698277
28,0.9343496361077002,-0.6586131953854268,-0.46024967053135024,-0.11430990699532718,-0.0684484370233297
29,0.9411675419689748,-0.6725385927476577,-0.4695957102652262,-0.11648636533792309,-0.06969229336898565
30,0.9380089389579379,-0.6869608823152001,-0.47986332535405524,-0.11917053241116762,-0.07122000918089263
31,0.9366617660295838,-0.701555611005674,-0.4907682533042042,-0.12150490501350075,-0.07305092400159056
32,0.9427429292777494,-0.7149526578029952,-0.5001295506719318,-0.12377179234732893,-0.07416632822149682
33,0.9435259259259259,-0.7278817267007893,-0.5091440880730495,-0.1256689613636987,-0.07535078704575283
34,0.941705529646902,-0.7408045236042513,-0.5180809662493492,-0.12768399421578264,-0.07657707938013045
35,0.9379527749992422,-0.7545921708657861,-0.5275514732116553,-0.12978648733166942,-0.07782094316277384
36,0.9384902143522833,-0.767774036762637,-0.5368465791415998,-0.13178106234522421,-0.0792208810106187
37,0.9382697461531513,-0.7798535424090545,-0.5452131808508821,-0.13379205576838293,-0.08040340311629758
38,0.9415609844263035,-0.7926873476540939,-0.5540329489591621,-0.135671094015081,-0.08166811142116656
39,0.9420657958393808,-0.8044709660679825,-0.5619062676394367,-0.1377541976981568,-0.08277579978300621
40,0.9383787017648818,-0.8168160074390375,-0.5709437659877511,-0.1399857124170854,-0.08396125857831684
41,0.9382896015549077,-0.8283312592430572,-0.5790660913588538,-0.14203155150638122,-0.08511013125463908
42,0.9360207984699976,-0.8410230216601221,-0.5879952370763608,-0.14437490611012724,-0.08639417456312681
43,0.9426628083887713,-0.8517880254969891,-0.5949354725364998,-0.146184918763156,-0.08734977148106361
44,0.9416815309731837,-0.862355699843245,-0.6021011081178783,-0.14792236231011519,-0.08839212807784723
45,0.933759583042938,-0.8742209190229354,-0.6100988388966069,-0.15007047866930753,-0.08955226250611023
46,0.9287020666951168,-0.8876528811990609,-0.6191057626542721,-0.15232347654581957,-0.09111408996005856
47,0.938221398241732,-0.8993403575452682,-0.6271457878616762,-0.1543117539229824,-0.09215755232792172
48,0.9419955680661196,-0.910114398021994,-0.6348817509318506,-0.15598622995250297,-0.09333179684810318
49,0.9419509094761055,-0.9197524599484935,-0.6418068928700006,-0.15763580316383213,-0.0943250737531709
50,0.9354274161914246,-0.9303950228694311,-0.6496397102474664,-0.15938092632901174,-0.09542016377253179
51,0.9381676625022632,-0.9408831980362906,-0.6572100848590889,-0.1610483831755582,-0.09644462694216614
52,0.9406402310608339,-0.9505170579580949,-0.66410545250541,-0.16255156840733215,-0.09743030583439735
53,0.9397207160815436,-0.9606703432493916,-0.6709017742163954,-0.16445414462482386,-0.09828158487157469
54,0.9383937730042841,-0.9707010309546128,-0.6778444594781893,-0.1662619820970493,-0.09926287549192706
55,0.9454188715143588,-0.9796904863996369,-0.6840855482204891,-0.1676562549541054,-0.10026377572304088
56,0.944511386914086,-0.9882051941277209,-0.6899051029207675,-0.16891916281248984,-0.1011493391121286
57,0.9460238359701,-0.996662898138476,-0.6955685821092498,-0.17045143101509377,-0.10178545246864032
58,0.9472551456546121,-1.005009825480472,-0.7011479063321253,-0.17167665242648997,-0.10255476108726523
59,0.9429133858267716,-1.0134545829479762,-0.7070619555481988,-0.17304270457841492,-0.1033677424464129
60,0.9309265002559393,-1.0236837295128214,-0.7143916596245723,-0.17488905589878398,-0.10449256890489897
61,0.9351381838691484,-1.0334892068881247,-0.7212950131625389,-0.17640724235221097,-0.10555607139552645
62,0.9397793718729278,-1.042521396012128,-0.7274604814709935,-0.17788718040944437,-0.10639657420602663
63,0.9385896121131688,-1.0514835259488684,-0.7337828003933189,-0.1795995510500514,-0.10726697520155902
64,0.9384052538459232,-1.0603552407365178,-0.7400012461761608,-0.1810269288694724,-0.10811243542892286
65,0.9409062056040867,-1.0682088583845577,-0.7459908844428598,-0.18208304667275904,-0.10901268711570114
66,0.94483721212489,-1.075724184137524,-0.7511948800147306,-0.18320376060762653,-0.1096954771154353
67,0.9326795812778246,-1.085486322869683,-0.7579586452425366,-0.1847341756668222,-0.11058996617005473
68,0.9425531914893617,-1.0934872180478088,-0.7634464263539105,-0.1859633778131668,-0.11129257645223242
69,0.9350771091623828,-1.1019525511669508,-0.7695457664702957,-0.18723523908023942,-0.11225711551079191
70,0.9423287172011662,-1.10958716427975,-0.7746130146667033,-0.18852983360767395,-0.11286811107360613
71,0.946199437858976,-1.1168995900731848,-0.7794871761416379,-0.1897138641148008,-0.11353992996683865
72,0.9397412755716005,-1.1249833639029045,-0.7852478350105224,-0.19101006558587869,-0.11420073677981125
73,0.9417537676227515,-1.1321924352118473,-0.7903804298515339,-0.19231375571838005,-0.11504799732288531
74,0.9398787213943992,-1.1398926111542598,-0.7960944548979859,-0.19349317769401247,-0.11584844004949571
75,0.9395706812578919,-1.1476758099560256,-0.8018092544816843,-0.1947072885870502,-0.11668207881501999
76,0.9450512975256488,-1.1547052900551478,-0.8066353616548645,-0.1959157317405876,-0.11731278941371667
77,0.9437337052082702,-1.1619668378457142,-0.811677986174087,-0.19705378032815124,-0.11803215555639056
78,0.9417190902492136,-1.1691032271574453,-0.8168214535644923,-0.19818098173492724,-0.1186848162730946
79,0.9462002412545235,-1.1753583269242673,-0.8212392563825859,-0.19902858332273318,-0.11926587230817384
80,0.9398597626752967,-1.1828052203555999,-0.8262532578411168,-0.2002928794000586,-0.1198675568787234
81,0.9389274183905297,-1.1898276953529585,-0.8310579287743204,-0.20138346764995055,-0.12049081042778367
82,0.9424813387912353,-1.1968932506942833,-0.8360668090401414,-0.2024948255846834,-0.12116764873166595
83,0.9440553079232239,-1.2032018906095596,-0.8404207769851373,-0.20366266790937343,-0.12174400209597466
84,0.9453706774397781,-1.2095447806960795,-0.8445539078581651,-0.2047202383110268,-0.1221945239381752
85,0.9380541612815966,-1.2167764685042455,-0.8497467727115431,-0.20606858057424923,-0.12286804830470267
86,0.9395501688374337,-1.2239075293777941,-0.8546940193359522,-0.20719372166440655,-0.12349944994587901
87,0.9446914618758637,-1.230107157924826,-0.8590481915848915,-0.20826154154500626,-0.12411480686086276
88,0.9407301188982494,-1.237326921517122,-0.8639589380687599,-0.20948113013434747,-0.1247933754933933
89,0.937962214437558,-1.2446989359609384,-0.869230554435972,-0.21066658562132892,-0.1255557807235053
90,0.940836724922193,-1.2512898520520044,-0.8737756582682266,-0.21173378541054377,-0.1261171987335922
91,0.9419908708926574,-1.2575313711069798,-0.8781786000084764,-0.212723966842469,-0.12669223455211642
92,0.9411112775198442,-1.2638353845594437,-0.8825440507142935,-0.21369154047089103,-0.12725557948129498
93,0.9385172340360804,-1.2705055598484027,-0.8870555859682645,-0.21475971333831365,-0.12790120620047718
94,0.9475784509341556,-1.2759506005252026,-0.8907759627656536,-0.21560537664606916,-0.1284144975548499
95,0.9456583470333284,-1.2819321027089687,-0.89484335763298,-0.2165630817743949,-0.12894592072826644
96,0.9420131953271593,-1.2881449746449076,-0.899320879357418,-0.21761518601767085,-0.1295369378777252
97,0.9497547913469928,-1.2936785424986899,-0.9030038895709044,-0.21850163805900152,-0.130093130213983
98,0.9482392228293868,-1.2993071839380117,-0.9069226749989328,-0.21936913338535993,-0.1305448290445322
99,0.933424927570861,-1.3059326596789855,-0.9115695612998328,-0.2205758502039406,-0.13126392996818378
100,0.9407234259342504,-1.3118108232298678,-0.9155386798426373,-0.22150931308747718,-0.1317535255257277
101,0.9448150031406096,-1.3174804261684334,-0.919377499856217,-0.22242525202905483,-0.13228310274873795
102,0.9409959380171506,-1.3237157203126446,-0.923651449175803,-0.22329182611817178,-0.1328985949507429
103,0.9409993072915098,-1.329900020762324,-0.9279292061876385,-0.2242761447291877,-0.13346712287244303
104,0.9414269861740096,-1.3356941553281094,-0.9320639755417068,-0.2252370251707374,-0.13407001597738574
105,0.9438367497012593,-1.340966930964278,-0.9358516674012316,-0.22612667893603472,-0.13456978977058473
106,0.9426028054190145,-1.3465035821222204,-0.9397145610105146,-0.22697788767466345,-0.13512355700778378
107,0.9381345083211766,-1.3526824616216608,-0.9437697104433732,-0.2281580175820872,-0.13568981949361514
108,0.9414372304815898,-1.3583395374710137,-0.947560104745333,-0.22915437977241018,-0.13614932778611136
109,0.9475732255437241,-1.3630791457509686,-0.9508310721773987,-0.22987425359550773,-0.1365417813883285
110,0.9397013840516066,-1.3687203705379907,-0.954821809683061,-0.23079381045114705,-0.13714522170161622
111,0.9409109681987138,-1.374214957970509,-0.9585348371073547,-0.23170928943318825,-0.13763099550080923
112,0.9402409638554217,-1.3794212113682027,-0.9620619779722918,-0.23247766691519328,-0.1380347245648578
113,0.943568215892054,-1.3848338723189562,-0.9657750063257178,-0.23328421639636168,-0.13852650325501947
114,0.9409621868978806,-1.3901977668407,-0.9695054365913758,-0.23420436545165543,-0.13901515130204753
115,0.9395942900075132,-1.3954448391771466,-0.9731533551843901,-0.23503082822911747,-0.13949960912106849
116,0.9465937254427854,-1.400032647660971,-0.9765325907719477,-0.2357090243004067,-0.14003201465031556
117,0.9429685157421289,-1.4049512149062746,-0.9800161576779518,-0.23652206218428243,-0.14050360440396206
118,0.9379690291840381,-1.4106808848559915,-0.9840812641090315,-0.23746215794776493,-0.14108333214534655
119,0.9356911252551939,-1.4164370988120647,-0.9880255510639534,-0.2384286990993516,-0.14159963879300785
120,0.9422203507083345,-1.4217332905821944,-0.991819793753485,-0.2392366372807114,-0.1420099833889905
121,0.9368810404486339,-1.4268988933266384,-0.995433929098956,-0.24005260444116008,-0.14249280145140977
122,0.9402793875434636,-1.4321784044583719,-0.9992209084674336,-0.2409161016047912,-0.1430240305018766
123,0.9464823515239128,-1.4365762326458589,-1.0022614415544087,-0.241604461106879,-0.1433996634829276
124,0.945793320045902,-1.4412585793398698,-1.0055264157764603,-0.24231263197641573,-0.14385569044720575
125,0.9456726389310659,-1.4456475163074693,-1.0086934596607975,-0.24300748232158975,-0.1442593750265548
126,0.9394238535403392,-1.451095407106636,-1.0125632665475863,-0.24382969173021019,-0.1448542797840554
127,0.9405662937611193,-1.456361175257293,-1.0161662829931988,-0.2446311372563922,-0.1452680657045637
128,0.9377974576781734,-1.4612681257302944,-1.0195478741421755,-0.24547374037489897,-0.14569631679358042
129,0.9373041696794409,-1.4666820292828668,-1.023232205486076,-0.24631087767404572,-0.14619187957989663
130,0.9312979377443519,-1.4723264468789894,-1.0272003559596483,-0.2473347357978315,-0.1467402016520687
131,0.9372560975609756,-1.47755992175463,-1.0308759788385915,-0.2481943887822786,-0.1472319889658878
132,0.9424305090931209,-1.4823317960845814,-1.0340545915530692,-0.24900544134140143,-0.14769185863223203
133,0.9526922258368551,-1.4862305523115944,-1.036589548395215,-0.24957270772054188,-0.14803823105098535
134,0.9338213589940374,-1.4917302511067776,-1.0405711418977994,-0.2504360103645561,-0.14862726555240222
135,0.9424464776398829,-1.4963622616345362,-1.0437653053440816,-0.2512315112788398,-0.14898683011727
136,0.9402126703609406,-1.5009416434801952,-1.0469991232582736,-0.25200706166055703,-0.1494477065814021
137,0.9350785654312103,-1.5061426975257026,-1.0506914431934773,-0.25286434010543524,-0.1499660259002177
138,0.9432504734136884,-1.5107172909962,-1.0536633190797464,-0.2536751422353383,-0.1503423026383497
139,0.9380403024187476,-1.5154592771183408,-1.0570263603126944,-0.2543479589694579,-0.15081539690564705
140,0.9453853301759539,-1.5196325178097554,-1.0599088274303992,-0.2551082347523148,-0.15121830645942874
141,0.9428970628436047,-1.5242058208835476,-1.0629576595742294,-0.25585604642690735,-0.15160773959396628
142,0.9386923053518728,-1.5290084166942648,-1.0663262813633054,-0.2566408994997951,-0.152115842659257
143,0.9461482733639217,-1.5330076675758928,-1.069105579902442,-0.25724568215905996,-0.15252557302491607
144,0.9456731801589006,-1.5371116863682655,-1.07199908160946,-0.25792074793198616,-0.15288546229315855
145,0.945658773527626,-1.5410351281004435,-1.0747341432469204,-0.2585757216643891,-0.1532644680590448
146,0.9451280648983684,-1.5449607159217107,-1.0774774311748967,-0.25925384275090196,-0.1535788542014134
