episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.9135135135135135,-199.7868993967958,-8.717745365528554,-6.519556208643172
1,0.9361670171222589,-346.330059529774,-11.220453307890553,-10.836637336860484
2,0.9362378851981876,-377.18213183004,-8.674729686471782,-10.850937983948278
3,0.9441396659897554,-363.38143003313695,-4.831841094413429,-10.598353052635796
4,0.9361113616547909,-353.88900076424983,-1.558982905537465,-10.11101205276116
5,0.9431001044308519,-362.3469658260593,0.0,-10.210010432393126
6,0.9353171402109288,-354.90323888686737,-0.007022458045309127,-10.292434753989497
7,0.9434192875242212,-356.1662320088756,0.0,-10.744117209245779
8,0.9390599868946208,-358.3399796748902,-0.0657955408505993,-10.93681741768737
9,0.9416173452696072,-356.8521833734393,0.0,-11.122626846444224
10,0.9351829634073185,-376.9377688705593,-0.009100395786530739,-11.739704072329992
11,0.9423951950494449,-366.1919941126407,0.0,-12.082065687406685
12,0.9304866850321396,-354.1107400644695,-0.23069508962896582,-12.268594877285077
13,0.9426009770046467,-364.79643675797547,-0.23625496717419225,-13.19270840083853
14,0.9469561257021406,-366.6043431201807,-0.04327043580226536,-13.872629041984402
15,0.932711966325917,-370.48594527591865,-0.006205285786167976,-14.227581884749943
16,0.9405053714631563,-362.00283218381736,-0.06642992871699707,-14.111851686100731
17,0.9394494311188496,-366.78089678861124,-0.004681987108428064,-14.176337157685635
18,0.9347016619743893,-368.7309928041174,0.0,-14.074020923441314
19,0.941322740091579,-365.4351527345049,-0.00805370715651224,-14.197012341104267
20,0.9363254277994596,-374.83510268001515,-0.0017075073029601004,-14.428318149492481
21,0.9411907950809691,-372.87156856605156,-0.00646443446962951,-14.497446915082046
22,0.9437948964563734,-374.5254537871813,-0.0002147062821465592,-14.572191469928244
23,0.9353164364850508,-383.02273466663274,-0.037171541137152486,-14.510226314874355
24,0.94499119130065,-376.2685448481628,0.0,-14.829421368372271
25,0.9438100416893239,-368.23710016151114,0.0,-14.99021175719348
26,0.9394315840504182,-378.35926627352507,-0.010224644070021516,-15.13199126538805
27,0.9358296890184645,-375.6988396082912,0.0,-15.125254341044903
28,0.9430442787721469,-376.8269366817675,-0.13707503959869333,-15.36934631207184
29,0.9399758818209225,-383.70451295132625,-0.0018490827172009362,-15.428212751191436
30,0.946349322147243,-377.3984412401245,-0.00028914195980612756,-15.446897718464262
31,0.939969074978019,-378.4099717609307,0.0,-15.502146711343284
32,0.9377732526801221,-370.57152604856367,-0.008052610529890092,-15.559400105055778
33,0.942274175130717,-371.93910681544054,0.0,-15.49173906265618
34,0.9422687271297668,-390.34628727499853,-0.029152689049253673,-15.939676764189706
