seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9487,401.0983,2173,921,60282,58109,58108,236,51,230,236,236,235,7424,7666,0.0157,0.0328,0.9514,0.0078,0.0222,0.97,6,17,224,223,230,235
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9469,397.845,2358,829,60062,57704,57706,211,47,205,211,211,202,7749,7962,0.0079,0.0329,0.9593,0.0078,0.0274,0.9648,6,21,207,199,205,202
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9472,398.6607,2371,765,59410,57039,57043,245,46,220,245,245,239,7516,7755,0.0157,0.0288,0.9556,0.0105,0.0235,0.966,8,18,218,237,220,239
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.948,397.4489,2245,848,59520,57275,57278,211,44,228,211,211,202,7754,7962,0.0105,0.0276,0.9619,0.0026,0.0196,0.9778,2,15,223,201,228,202
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9488,397.9668,2056,963,58938,56882,56882,233,45,219,233,233,221,7591,7829,0.0105,0.0316,0.9578,0.0052,0.0169,0.9778,4,13,216,214,219,221
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9501,398.2974,2180,787,59402,57222,57222,233,42,223,233,233,242,7506,7749,0.0132,0.0448,0.942,0.0078,0.0157,0.9765,6,12,222,214,223,242
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9464,398.4457,2342,858,59646,57304,57303,217,45,232,217,217,200,7626,7840,0.0106,0.0317,0.9578,0.004,0.033,0.9631,3,25,227,216,232,200
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9492,397.4595,2105,900,59136,57031,57030,222,47,219,222,222,218,7756,7974,0.0131,0.0327,0.9542,0.0013,0.0183,0.9804,1,14,211,210,219,218
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9493,397.7472,2208,805,59402,57194,57195,201,45,235,201,201,195,7783,7984,0.0143,0.0261,0.9596,0.0052,0.0169,0.9778,4,13,228,198,235,195
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9535,399.4606,2057,724,59852,57795,57796,232,45,243,232,232,226,7569,7797,0.0119,0.0264,0.9618,0.0065,0.0208,0.9727,5,16,240,228,243,226
