seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9491,400.6126,2260,811,60282,58022,58020,221,42,234,221,221,213,7186,7419,0.0157,0.0328,0.9514,0.0078,0.0117,0.9804,6,9,229,203,234,213
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9513,398.2429,2041,887,60062,58021,58023,205,42,205,205,205,196,7376,7584,0.0079,0.0329,0.9593,0.0026,0.0313,0.9661,2,24,204,197,205,196
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9464,398.4192,2333,849,59410,57077,57081,234,42,229,234,234,227,7193,7428,0.0157,0.0288,0.9556,0.0039,0.0275,0.9686,3,21,221,226,229,227
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9531,397.6725,1969,825,59520,57551,57554,221,41,227,221,221,222,7342,7560,0.0105,0.0276,0.9619,0.0052,0.0196,0.9752,4,15,224,213,227,222
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9556,397.7001,1869,749,58938,57069,57067,216,42,191,216,216,205,7435,7651,0.0105,0.0316,0.9578,0.0013,0.0156,0.9831,1,12,184,202,191,205
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9537,398.5427,1967,786,59402,57435,57435,249,42,215,249,249,253,7157,7414,0.0132,0.0448,0.942,0.0104,0.03,0.9595,8,23,217,235,215,253
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9506,398.6555,2151,796,59646,57495,57494,227,42,215,227,227,209,7296,7519,0.0106,0.0317,0.9578,0.0053,0.033,0.9617,4,25,211,225,215,209
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.95,396.9111,2134,823,59136,57002,57003,229,42,203,229,229,225,7445,7670,0.0131,0.0327,0.9542,0.0026,0.0222,0.9752,2,17,196,218,203,225
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9531,398.1314,2012,772,59402,57390,57389,227,42,216,227,227,218,7375,7598,0.0143,0.0261,0.9596,0.0065,0.0169,0.9765,5,13,211,220,216,218
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,120.0,10,5,24,0.9512,399.7246,2113,806,59852,57739,57741,225,42,236,225,225,224,7397,7607,0.0119,0.0264,0.9618,0.0052,0.0208,0.974,4,16,232,220,236,224
