episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
87,0.94519935633828,-3.7365461584056225,-3.2734036873237065,-0.20268810596412093,-2.04561652350689,-2.9579661241715645,0.03083,0.1,0.094777,0.2,1241,598,1105,33558,38470,38460,0,0,0,0,3811,3813,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9437727825030376,-3.669204365751948,-3.2558898398996394,-0.18832901001191338,-2.051292329122933,-2.9782795111264235,0.030587,0.1,0.093967,0.2,1305,546,1173,32920,37450,37439,0,0,0,0,3798,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9468135372984466,-3.713395254242973,-3.2835397346319852,-0.21150349066183954,-2.053616931566373,-2.992924904792413,0.030348,0.1,0.093164,0.2,1178,623,1228,33862,38763,38760,0,0,0,0,3845,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9512413999401735,-3.5059425027577107,-3.2075867939592753,-0.13514256351717707,-1.9997324147966038,-2.9640812225964113,0.030112,0.1,0.092368,0.2,1045,585,1218,33430,38488,38486,0,0,0,0,3882,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9444085136406397,-3.520665823775271,-3.2082664170548827,-0.14443103125007284,-1.986176614343325,-2.9864103255016476,0.02988,0.1,0.091578,0.2,1180,711,1117,34016,38758,38756,0,0,0,0,3847,3847,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9436782975688046,-3.6618552798563204,-3.2404727738546852,-0.1802898331724161,-2.0213073948689186,-3.0368403389997485,0.029652,0.1,0.090796,0.2,1132,763,1237,33646,38648,38640,0,0,0,0,3780,3785,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9422526817640048,-3.594832267905473,-3.233131125114375,-0.17411193666262714,-2.0036812579766394,-3.012689701213796,0.029427,0.1,0.09002,0.2,1226,712,1117,33560,38450,38443,0,0,0,0,3877,3878,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9386111942532176,-3.6596955147829062,-3.271089436238835,-0.18666575954887543,-1.9978038011356472,-3.0331395110828145,0.029205,0.1,0.08925,0.2,1332,719,1189,33410,38192,38185,0,0,0,0,3878,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9457804197063857,-3.6881933831947378,-3.26297728925488,-0.18853492604108002,-1.997679416982587,-3.026238042542587,0.028987,0.1,0.088487,0.2,1157,649,1120,33309,38071,38065,0,0,0,0,3776,3787,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9481718245907516,-3.6663146688346147,-3.2604197610719488,-0.15955382200753157,-2.0102636300248906,-3.0401297361924056,0.028772,0.1,0.087731,0.2,1040,695,1126,33476,38630,38626,0,0,0,0,3841,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9444989446773091,-3.6616754286296307,-3.266571616887034,-0.1507037628930951,-1.9994787776524958,-3.0396484209106776,0.02856,0.1,0.086981,0.2,1152,715,1252,33639,38512,38506,0,0,0,0,3847,3842,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9401570538857298,-3.6969973193118477,-3.2817452628152557,-0.15664399808924218,-2.0091326548530066,-3.0745386785974884,0.028351,0.1,0.086238,0.2,1079,910,1297,33237,38309,38305,0,0,0,0,3896,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9419269819401599,-3.821223921898224,-3.3019071138446487,-0.18504139752068985,-2.0077880612930237,-3.075993705571913,0.028145,0.1,0.085501,0.2,1311,628,1240,33389,38093,38088,0,0,0,0,3909,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9460288163848536,-3.6874434047640636,-3.26627092668906,-0.14369038643332413,-1.9189238992657123,-3.0173522667992994,0.027942,0.1,0.08477,0.2,1176,637,1325,33592,38657,38654,0,0,0,0,3893,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9418901468512568,-3.6582359268532327,-3.2683207308766384,-0.13336077759449105,-1.9270464360712123,-3.0328138026816607,0.027742,0.1,0.084045,0.2,1209,726,1358,33299,38189,38182,0,0,0,0,3932,3939,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9370917943237145,-3.9504818145530343,-3.349652652110247,-0.21537590346819105,-1.9712184073472998,-3.0745621693991922,0.027545,0.1,0.083327,0.2,1399,720,1215,33684,38504,38497,0,0,0,0,3914,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9476749422112816,-3.9454586629116606,-3.351517373666406,-0.1977033831571659,-1.9601322162010935,-3.0758418709125652,0.027351,0.1,0.082615,0.2,1082,661,1264,33311,38395,38387,0,0,0,0,3867,3858,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9383594547528974,-3.8798377335106444,-3.319851511405069,-0.18416502210650015,-1.920565418329678,-3.052477598162086,0.02716,0.1,0.081909,0.2,1308,745,1271,33306,38137,38130,0,0,0,0,3969,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9454340339627123,-3.8523595861877036,-3.3159740644700832,-0.16921744951407594,-1.9281360458431989,-3.0507701054958845,0.026971,0.1,0.081209,0.2,1235,603,1232,33684,38580,38572,0,0,0,0,3905,3905,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.946146675887783,-3.874876005986215,-3.3043699301086438,-0.16722808513939805,-1.9174259078466689,-3.0651700497209524,0.026784,0.1,0.080515,0.2,1096,695,1219,33257,38320,38312,0,0,0,0,3939,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9405225288983251,-3.938899680036352,-3.311162874243864,-0.18634516125590878,-1.9524137337570224,-3.0844836568889504,0.026601,0.1,0.079826,0.2,1290,727,1352,33912,38799,38791,0,0,0,0,3890,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9406617118197075,-3.918558843861074,-3.316278644807038,-0.1679742354612175,-2.0125811189736944,-3.119116181388092,0.026419,0.1,0.079144,0.2,1364,616,1236,33368,38082,38077,0,0,0,0,3847,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.938525323629422,-4.056930718428813,-3.372624431162578,-0.21133024695640382,-2.0736461375773136,-3.1815987583131546,0.026241,0.1,0.078468,0.2,1301,760,1378,33526,38233,38225,0,0,0,0,3910,3900,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9442490012521615,-4.011633440287664,-3.3657575715986123,-0.2005168725358129,-2.0598598084127673,-3.179080755172087,0.026064,0.1,0.077797,0.2,1255,615,1155,33542,38552,38544,0,0,0,0,3845,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9450213072444631,-3.9563863753318977,-3.336533380120022,-0.1715443325237522,-2.0470229464417358,-3.160263825943349,0.02589,0.1,0.077132,0.2,1205,627,1270,33322,38262,38254,0,0,0,0,3913,3913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9469082386875789,-3.9145524084595023,-3.3428321519668436,-0.142139302268447,-2.0967207714816594,-3.2043447671008165,0.025718,0.1,0.076473,0.2,1163,604,1028,33282,38212,38208,0,0,0,0,3864,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9434155449152287,-3.9345636147448024,-3.351323746018704,-0.14284852689502148,-2.1026370558641263,-3.221692040472369,0.025549,0.1,0.075819,0.2,1338,541,1231,33207,38058,38050,0,0,0,0,3810,3819,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9465146734924698,-3.891361868288567,-3.316103963426911,-0.13851539260309098,-2.085806528952764,-3.217507563355775,0.025382,0.1,0.075171,0.2,1110,687,1216,33598,38665,38658,0,0,0,0,3820,3819,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.943990699892691,-3.870238058762733,-3.308788978256573,-0.1202441489556688,-2.1053109603674605,-3.230170893090266,0.025217,0.1,0.074529,0.2,1319,560,1393,33548,38378,38374,0,0,0,0,3929,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9464051116684581,-3.844974373561322,-3.31137647601723,-0.11569027132061549,-2.0879132070985227,-3.2336464778222327,0.025054,0.1,0.073892,0.2,1135,660,1207,33492,38504,38495,0,0,0,0,3883,3878,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9448712966007953,-3.86677933262524,-3.2998590786318585,-0.11685729015315612,-2.0934397372110674,-3.2328419228021525,0.024893,0.1,0.07326,0.2,1194,650,1288,33449,38362,38353,0,0,0,0,3783,3769,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9373695198329854,-4.058514251170779,-3.360072340562618,-0.17112335398108755,-2.1539587983963475,-3.2784863931580035,0.024734,0.1,0.072634,0.2,1270,830,1186,33530,38351,38342,0,0,0,0,3817,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9493319661006726,-3.944178616973614,-3.316537037769121,-0.14220968530290928,-2.1101276564919202,-3.2482041077923314,0.024577,0.1,0.072013,0.2,1094,586,1159,33157,38106,38102,0,0,0,0,3986,3986,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9472022345690257,-3.9645756766811897,-3.306582008826853,-0.1539618289259725,-2.088249698522977,-3.2336139764604845,0.024423,0.1,0.071398,0.2,1168,571,1220,32937,38017,38007,0,0,0,0,3877,3879,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9423071192299669,-3.978410951533125,-3.3247932917881773,-0.14734946417183936,-2.1246955344370297,-3.262583118293343,0.02427,0.1,0.070787,0.2,1288,648,1173,33557,38491,38486,0,0,0,0,3876,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9433830875896939,-4.025514741018232,-3.3233456140696833,-0.15372019626445801,-2.1262317831044175,-3.250074938325175,0.024119,0.1,0.070182,0.2,1296,574,1206,33029,37952,37948,0,0,0,0,3893,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9466690608726881,-3.932683278139492,-3.297971885993209,-0.11891410732203996,-2.0972117332282387,-3.220702331093136,0.02397,0.1,0.069583,0.2,1112,670,1389,33414,38454,38446,0,0,0,0,3856,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9429783927557455,-4.011775039923331,-3.3272978076468145,-0.1407078286548684,-2.0552628247595135,-3.199075456463981,0.023823,0.1,0.068988,0.2,1199,709,1339,33461,38465,38458,0,0,0,0,3854,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9429803401278495,-4.061148487671963,-3.321080449213293,-0.14957269666789647,-2.042601637285389,-3.1695759044730076,0.023677,0.1,0.068398,0.2,1218,673,1234,33164,37823,37816,0,0,0,0,3911,3908,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9391335481561045,-4.16081831821919,-3.3782171838868345,-0.17554234101263075,-2.0862967534638504,-3.2231221903753977,0.023533,0.1,0.067814,0.2,1367,673,1119,33516,38444,38435,0,0,0,0,3777,3777,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9425934196814054,-4.155783057146165,-3.3723169755657465,-0.1623807986663361,-2.0664865817875477,-3.214440989153452,0.023391,0.1,0.067234,0.2,1345,583,1235,33585,38441,38434,0,0,0,0,3894,3879,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.947314823134753,-4.098251884675115,-3.349138955255917,-0.14411672976327833,-2.0933739336175523,-3.237663951609394,0.023251,0.1,0.066659,0.2,1083,676,1361,33387,38454,38447,0,0,0,0,3915,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9456508662175168,-4.017048588148946,-3.309349914298683,-0.10538591490639204,-2.0003005976054293,-3.1835685446859796,0.023113,0.1,0.06609,0.2,1209,598,1324,33248,38374,38370,0,0,0,0,3844,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.944710083524997,-3.992011211166402,-3.2993586342177066,-0.08959280477852931,-1.9830152439791837,-3.182319242622232,0.022976,0.1,0.065525,0.2,1213,614,1346,33044,37804,37799,0,0,0,0,3870,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9488933361211506,-3.9515114146100143,-3.277923072799677,-0.07200363076222521,-2.00418903415121,-3.19106940805509,0.02284,0.1,0.064965,0.2,1040,671,1144,33479,38601,38595,0,0,0,0,3856,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9408415248141933,-4.029643684826079,-3.301126110610077,-0.08210637147740756,-1.9997237610291017,-3.195317580138958,0.022707,0.1,0.064409,0.2,1375,599,1269,33368,38296,38290,0,0,0,0,3760,3763,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9336333633363336,-4.1006776024259235,-3.331663734476975,-0.08309839336301202,-2.030060901101823,-3.212116970605242,0.022574,0.1,0.063859,0.2,1433,779,1145,33330,38200,38193,0,0,0,0,3863,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9459068730799349,-4.004909931301334,-3.304713132458986,-0.047154595651353874,-1.988695778710886,-3.1903530508697324,0.022444,0.1,0.063313,0.2,1220,576,1074,33202,38299,38288,0,0,0,0,3814,3803,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.936066121729618,-4.141860017126314,-3.347514086734697,-0.0853444926190748,-2.028135569862363,-3.2220670003885474,0.022315,0.1,0.062772,0.2,1318,786,1087,32909,37869,37863,0,0,0,0,3813,3815,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.947355733011903,-4.149610417408005,-3.3316598395179677,-0.08818033935926409,-2.0389452665775716,-3.239264279023505,0.022187,0.1,0.062236,0.2,1162,585,1079,33185,38135,38125,0,0,0,0,3763,3754,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9368060723321923,-4.253370996387516,-3.3647004186632334,-0.10576016691599138,-2.073535788361789,-3.273614442234229,0.022061,0.1,0.061704,0.2,1313,810,1270,33595,38144,38140,0,0,0,0,3987,3997,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.942691131498471,-4.25214384479237,-3.3690208318918566,-0.09621644177498044,-2.1031001497140416,-3.3147588177159486,0.021936,0.1,0.061176,0.2,1154,720,1011,32700,37732,37729,0,0,0,0,3801,3789,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9508521958697809,-4.119109997821775,-3.343658842471148,-0.05581386827904389,-2.056238466679331,-3.2855305522461573,0.021813,0.1,0.060653,0.2,1049,586,1193,33267,38090,38089,0,0,0,0,3829,3828,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9464307138572285,-4.1384384544781865,-3.3307156947013716,-0.07262296648515326,-2.039807576740768,-3.26042043332589,0.02169,0.1,0.060135,0.2,1062,724,1163,33340,38378,38372,0,0,0,0,3882,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.940103384023562,-4.237217607618021,-3.3608530294961887,-0.09768439963613901,-2.048142116474476,-3.2807134298800555,0.02157,0.1,0.059621,0.2,1340,653,1210,33274,38114,38108,0,0,0,0,3938,3945,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9466103724997006,-4.260512573853294,-3.3693561628458895,-0.10288521244483738,-2.0615187377785373,-3.298643551821886,0.021451,0.1,0.059111,0.2,1224,559,1150,33396,38281,38277,0,0,0,0,3802,3810,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9465056082830026,-4.271742408187541,-3.3646494049998905,-0.109261545182694,-2.059718971959902,-3.265900406398469,0.021333,0.1,0.058606,0.2,1148,650,1236,33611,38401,38392,0,0,0,0,3897,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9471567722141134,-4.311546486469968,-3.3662420398448276,-0.12377996440048178,-2.0516769006363624,-3.2711726456277854,0.021216,0.1,0.058105,0.2,1200,574,1063,33571,38397,38394,0,0,0,0,3885,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9469175508731853,-4.309715637518163,-3.3712874538712447,-0.12521777029635084,-2.086448004466504,-3.284005294069475,0.0211,0.1,0.057609,0.2,1040,726,1243,33269,38334,38330,0,0,0,0,3860,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9416890480453596,-4.345539628768072,-3.388256137825928,-0.13816493301399227,-2.1076279897232437,-3.307536309063568,0.020986,0.1,0.057116,0.2,1238,716,1202,33510,38365,38360,0,0,0,0,3900,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9387109410311266,-4.474369703094077,-3.4140529226942062,-0.16807788741302407,-2.128779395806315,-3.330492379567241,0.020873,0.1,0.056628,0.2,1250,784,1238,33187,38137,38126,0,0,0,0,3855,3855,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.946681044811886,-4.45188160214699,-3.4130981995410075,-0.15381268551762203,-2.109929736652888,-3.312334014695675,0.020761,0.1,0.056144,0.2,1080,700,1246,33384,38542,38537,0,0,0,0,3961,3951,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.942642731018246,-4.514749021755965,-3.4316958766973156,-0.1711587537980205,-2.116173144633627,-3.3251131262320657,0.020651,0.1,0.055664,0.2,1113,836,1129,33980,38963,38956,0,0,0,0,3863,3860,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9422903787287678,-4.514939874391393,-3.430624266531962,-0.17515695732499148,-2.1280018953585,-3.3493861097251147,0.020541,0.1,0.055188,0.2,1230,693,1310,33322,38369,38364,0,0,0,0,3865,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9440075019662412,-4.471476702560565,-3.4163101487708643,-0.1607230023058573,-2.137873686480647,-3.349619213723904,0.020433,0.1,0.054717,0.2,1178,673,1214,33058,37924,37917,0,0,0,0,3998,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9433990308867684,-4.508227795929034,-3.414456559097982,-0.16731971563111947,-2.1927627735770208,-3.3753332114706884,0.020326,0.1,0.054249,0.2,1271,633,1076,33639,38648,38641,0,0,0,0,3929,3914,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9445110258868649,-4.543438289008117,-3.4168975034781037,-0.17455816252532594,-2.2122360338800866,-3.391939474047029,0.02022,0.1,0.053785,0.2,1203,649,1193,33376,38080,38078,0,0,0,0,3914,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9427837668348912,-4.563322416013877,-3.408319215120387,-0.18172220553232862,-2.186595644034901,-3.3774188161492966,0.020115,0.1,0.053326,0.2,1342,574,1059,33487,38203,38197,0,0,0,0,3911,3921,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.945200060855013,-4.5268319176430305,-3.402810348862128,-0.15925369691519928,-2.1779063950199498,-3.37157408230843,0.020011,0.1,0.05287,0.2,1250,551,1281,32865,37748,37744,0,0,0,0,3919,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9460719837378931,-4.528629062842238,-3.409442094023744,-0.15679940536058345,-2.206142680660869,-3.3984575749625483,0.019909,0.1,0.052418,0.2,1202,602,1202,33452,38227,38225,0,0,0,0,3902,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9440703833378221,-4.439675564848449,-3.3705592520781713,-0.1281384290544394,-2.1629242588010182,-3.3644837930936173,0.019807,0.1,0.05197,0.2,1274,595,1268,33417,38134,38126,0,0,0,0,3920,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9477858559153999,-4.4548350609779,-3.36960683329513,-0.1352211142357905,-2.1735880270820815,-3.380745113581029,0.019706,0.1,0.051526,0.2,1103,635,1033,33286,38176,38167,0,0,0,0,3874,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9462591880928417,-4.404305674661041,-3.3528479557079516,-0.11644509577400544,-2.1681179019409362,-3.3746575952541313,0.019607,0.1,0.051085,0.2,1113,649,1153,32787,37954,37947,0,0,0,0,3869,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.940862632257291,-4.492197655169694,-3.3859187313471257,-0.13694916096389734,-2.1932479255286,-3.389249077674023,0.019508,0.1,0.050649,0.2,1294,679,1117,33363,38128,38121,0,0,0,0,3932,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9433284435529743,-4.399443969294851,-3.3532509589174793,-0.11253121111715451,-2.1511436141422795,-3.3609914721020924,0.01941,0.1,0.050216,0.2,1173,720,1146,33403,38221,38216,0,0,0,0,3934,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9453659702919992,-4.494487650548705,-3.37784775566486,-0.1389310617595159,-2.1658095181703847,-3.3866223375499316,0.019314,0.1,0.049787,0.2,1179,649,982,33459,38301,38293,0,0,0,0,3892,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9426430852370425,-4.4995732536961555,-3.3896985487805797,-0.1362527429672251,-2.2043887651975442,-3.403756693624435,0.019218,0.1,0.049361,0.2,1181,687,1217,32568,37368,37361,0,0,0,0,3838,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9426747756969952,-4.3913503532253015,-3.353493749581995,-0.10644500359529155,-2.1986460388557805,-3.3962987906664823,0.019123,0.1,0.048939,0.2,1288,616,1206,33214,37948,37938,0,0,0,0,3890,3900,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9439077871281261,-4.462349342087169,-3.3797300475512273,-0.12371536628045249,-2.2382749553458994,-3.4311335699487695,0.019029,0.1,0.048521,0.2,1228,665,1265,33748,38648,38635,0,0,0,0,3930,3931,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9438744900407967,-4.383078234316975,-3.3652140605734973,-0.10626688383657949,-2.207545835478024,-3.4196580785756434,0.018937,0.1,0.048106,0.2,1218,653,1345,33336,38253,38249,0,0,0,0,3918,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9415929732313576,-4.391298150691141,-3.3708045660337613,-0.10957320467633151,-2.2224178845118097,-3.4391019499196136,0.018844,0.1,0.047695,0.2,1269,686,1056,33472,38389,38378,0,0,0,0,3940,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9411233791630313,-4.5675922476315405,-3.4247386284390697,-0.15330637379629652,-2.2966460464656775,-3.504216111821202,0.018753,0.1,0.047287,0.2,1294,663,1099,33239,38167,38162,0,0,0,0,3932,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9416053958801726,-4.578446344565379,-3.4250401345576513,-0.14474198158416104,-2.287802885556313,-3.498524635989037,0.018663,0.1,0.046883,0.2,1217,705,1065,32914,38017,38015,0,0,0,0,3895,3887,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9517359958975596,-4.508575838598752,-3.4127899863648103,-0.11679394702416379,-2.279453887014122,-3.500596841345601,0.018574,0.1,0.046483,0.2,1147,453,990,33151,38200,38194,0,0,0,0,3838,3828,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9481365806780985,-4.515224165892098,-3.41234682658467,-0.11575751267705606,-2.239307019103081,-3.476283237219215,0.018485,0.1,0.046085,0.2,1060,667,1323,33299,38494,38485,0,0,0,0,3984,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9414704210179838,-4.585336102199159,-3.4284561048887783,-0.13124856900397822,-2.2563776553276202,-3.48953771341385,0.018397,0.1,0.045691,0.2,1226,730,1236,33419,37998,37993,0,0,0,0,3844,3854,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.947680157946693,-4.537892896689036,-3.4039708368094748,-0.11727248137948786,-2.2378313808979144,-3.4701004025322706,0.018311,0.1,0.045301,0.2,1136,613,1138,33429,38442,38435,0,0,0,0,3946,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9457789773579247,-4.452268427311401,-3.3729744045012016,-0.0831041074179455,-2.2131947461553345,-3.4526798381544213,0.018225,0.1,0.044914,0.2,1253,555,1128,33345,38155,38146,0,0,0,0,3899,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9455608110143705,-4.449203038686309,-3.369780722352793,-0.07171321057250227,-2.2109126629558453,-3.4497021441732345,0.018139,0.1,0.04453,0.2,1173,634,1058,33193,37844,37838,0,0,0,0,3882,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9461248785228377,-4.4793651742652765,-3.369336632429902,-0.076898772158042,-2.204000951056723,-3.4521148129302865,0.018055,0.1,0.044149,0.2,1156,618,1020,32928,37827,37820,0,0,0,0,3919,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9383195435944921,-4.59896157349385,-3.410249553047925,-0.10996012209929287,-2.251321467506012,-3.4693223250216603,0.017971,0.1,0.043772,0.2,1333,732,1191,33479,38176,38169,0,0,0,0,4022,4039,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9378242950751623,-4.773799279959383,-3.4701019616898514,-0.15436162509193954,-2.2792720531065234,-3.498030538858186,0.017888,0.1,0.043398,0.2,1459,638,1296,33727,38413,38409,0,0,0,0,3879,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9481849766383131,-4.733441139766343,-3.4596683971293727,-0.1371771593429781,-2.2920720840574966,-3.5066614141206665,0.017806,0.1,0.043027,0.2,1199,531,1175,33388,38305,38302,0,0,0,0,3983,3971,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9420447014880414,-4.776206107278915,-3.469941550088584,-0.14783271280529972,-2.2996523717270736,-3.5004020933282782,0.017725,0.1,0.042659,0.2,1311,613,1165,33198,38149,38143,0,0,0,0,4025,4010,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9404099076052608,-4.840615332010075,-3.5036264684624787,-0.1639164968797001,-2.343507273088118,-3.536207649074302,0.017644,0.1,0.042294,0.2,1352,628,1131,33227,37846,37839,0,0,0,0,3874,3885,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.945580494887773,-4.752206470992888,-3.4707343689185435,-0.13558574398159445,-2.298535104658121,-3.511160668832324,0.017564,0.1,0.041933,0.2,1144,655,1146,33058,38238,38230,0,0,0,0,3853,3847,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.945087053436954,-4.768019531730463,-3.4756631368651694,-0.14141862975051187,-2.322229713425171,-3.5432271024988546,0.017485,0.1,0.041575,0.2,1257,566,1244,33198,38287,38283,0,0,0,0,3824,3831,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9427047228668737,-4.752472133305759,-3.468221876334796,-0.13533645493397956,-2.328388701452707,-3.5583847096181453,0.017406,0.1,0.041219,0.2,1258,643,1154,33179,38122,38115,0,0,0,0,3864,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
