seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9474,401.1294,2222,948,60282,58060,58060,234,47,218,234,234,226,7531,7774,0.0157,0.0328,0.9514,0.0078,0.0169,0.9752,6,13,212,220,218,226
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9464,398.238,2271,949,60062,57791,57792,188,47,203,188,188,193,8110,8307,0.0079,0.0329,0.9593,0.0078,0.0144,0.9778,6,11,204,174,203,193
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9449,398.5069,2358,915,59410,57052,57056,243,42,225,243,243,224,7676,7918,0.0157,0.0288,0.9556,0.0039,0.0235,0.9725,3,18,216,234,225,224
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9524,397.6615,2083,751,59520,57437,57438,231,48,225,231,231,229,7763,8005,0.0105,0.0276,0.9619,0.0052,0.0117,0.9831,4,9,221,222,225,229
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9471,397.6197,2162,958,58938,56776,56775,217,49,213,217,217,212,7733,7953,0.0105,0.0316,0.9578,0.0039,0.0169,0.9791,3,13,208,204,213,212
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9478,398.6888,2108,995,59402,57294,57294,225,52,204,225,225,222,7723,7965,0.0132,0.0448,0.942,0.0091,0.0183,0.9726,7,14,202,208,204,222
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9471,398.2742,2411,744,59646,57235,57234,232,46,199,232,232,226,7575,7795,0.0106,0.0317,0.9578,0.0079,0.0303,0.9617,6,23,198,230,199,226
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9485,396.8439,2147,896,59136,56989,56989,241,43,202,241,241,227,7592,7839,0.0131,0.0327,0.9542,0.0065,0.0196,0.9739,5,15,197,229,202,227
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.949,397.6448,2195,836,59402,57207,57206,229,44,224,229,229,206,7789,8014,0.0143,0.0261,0.9596,0.0,0.0274,0.9726,0,21,215,222,224,206
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,20,1,12,0.9504,399.7162,2054,912,59852,57798,57797,222,46,231,222,222,222,7612,7817,0.0119,0.0264,0.9618,0.0078,0.0273,0.9648,6,21,228,220,231,222
