episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
144,0.9226263612340734,-4.743427969532442,-1.1439575021917217,-0.5141783355892525,-0.19904561757663103,-0.11971532754544034,-0.037385271605514137,0.001875,0.01,0.0,0.97,100,10,1,11
145,0.917437518920919,-4.750864006638499,-1.1477586241449218,-0.5159146147172871,-0.19968704328214124,-0.12013361134951143,-0.0375250823682351,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.9250142431046617,-4.757406160536861,-1.151057942316906,-0.5174123175046661,-0.20024595483378374,-0.12047932078928793,-0.03763044150387759,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.921193262531286,-4.7642785100285865,-1.1545632550634986,-0.5189766479181873,-0.2009082105346779,-0.12087643885038779,-0.03775326090244121,0.001843,0.01,0.0,0.97,100,10,1,11
148,0.9252990755845568,-4.770630939564649,-1.1578178777367147,-0.5203885501116762,-0.20151459347868192,-0.12118824634054041,-0.03787274680404712,0.001833,0.01,0.0,0.97,100,10,1,11
149,0.9187894073139975,-4.777798090949371,-1.1614150785358341,-0.5220567177447406,-0.20210090129537195,-0.1215749831023992,-0.03797247221601092,0.001823,0.01,0.0,0.97,100,10,1,11
150,0.9247056816242962,-4.784087281527898,-1.164614578731186,-0.5235078559298278,-0.202655121749889,-0.12192680485044466,-0.03808390664652487,0.001813,0.01,0.0,0.97,100,10,1,11
151,0.9186590871091791,-4.791172731498476,-1.1682112349749614,-0.525118766032576,-0.2032890759298726,-0.12229571972435825,-0.03819894713283023,0.001803,0.01,0.0,0.97,100,10,1,11
152,0.9178969871066871,-4.798284282062526,-1.1717866962608139,-0.5267505308976871,-0.20387432061365782,-0.12269051092109884,-0.038307952212276425,0.001794,0.01,0.0,0.97,100,10,1,11
153,0.9215601444331664,-4.805031875390716,-1.1752096216106491,-0.5282994857565881,-0.20449063016269092,-0.12304579682226047,-0.0384218776283133,0.001784,0.01,0.0,0.97,100,10,1,11
154,0.9178593962740345,-4.81218600865867,-1.1788348707961323,-0.5299899163301834,-0.20507973737149002,-0.12344127583324711,-0.03855115356897751,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9181906160315023,-4.819151040737151,-1.1824472069070653,-0.531581743274132,-0.2057686788050922,-0.12380752499856183,-0.03868253552170824,0.001765,0.01,0.0,0.97,100,10,1,11
156,0.9175025451875094,-4.826172983146768,-1.1860583546549002,-0.5332637623483831,-0.20638755134964293,-0.12420374574868492,-0.03880451685898535,0.001756,0.01,0.0,0.97,100,10,1,11
157,0.920047149953692,-4.8328057011092795,-1.1894103510495317,-0.5347809684576535,-0.20696760877917916,-0.1245548350317296,-0.038920283595542594,0.001746,0.01,0.0,0.97,100,10,1,11
158,0.9250134625740442,-4.838869506937384,-1.1924789741627708,-0.5361450378498854,-0.20751593250446568,-0.12487559260180375,-0.03901561939908518,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9204510768187214,-4.84534365285605,-1.1958267827087254,-0.5376437606829726,-0.20810118125562713,-0.12523536835054597,-0.03912973957171425,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.9215206833026294,-4.85175420199545,-1.1990703777969025,-0.5391070027390308,-0.20866295161645548,-0.1255851596420896,-0.03922860992813995,0.001719,0.01,0.0,0.97,100,10,1,11
161,0.920826393445381,-4.85821990460665,-1.2023503655183692,-0.5406129992454788,-0.20920554900430854,-0.12594828635287622,-0.03934320453913319,0.001711,0.01,0.0,0.97,100,10,1,11
162,0.9262810251571267,-4.863995335497781,-1.2052348770643144,-0.5418912554406174,-0.20970309520958058,-0.12625464363927721,-0.03943153087669579,0.001702,0.01,0.0,0.97,100,10,1,11
163,0.9196404524643146,-4.870479620006061,-1.2085243488760546,-0.5434425039913668,-0.21022191204109417,-0.1266346448685736,-0.03952942489321865,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.913186407701855,-4.877559839863707,-1.2121348974886885,-0.5450926039093325,-0.21082948380434338,-0.1270214418352154,-0.03963686897510786,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.9161779286470499,-4.884319068615621,-1.2156415017483937,-0.5466923384274818,-0.21145380277556217,-0.12741233659284062,-0.039765197619237545,0.001676,0.01,0.0,0.97,100,10,1,11
166,0.9226325597153989,-4.890296070979481,-1.2186446155762176,-0.5480501405189344,-0.2119649561281855,-0.12771948264652727,-0.03987895441174487,0.001668,0.01,0.0,0.97,100,10,1,11
167,0.9183824643512517,-4.896729787892526,-1.2219447992414465,-0.5495910786040563,-0.2125116364692187,-0.12809516245395353,-0.03997447696579835,0.001659,0.01,0.0,0.97,100,10,1,11
168,0.9266763307824563,-4.902330928059408,-1.2247756734962598,-0.5508407107781155,-0.21302056315870752,-0.12838496211830283,-0.040078612430061306,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9166304238734067,-4.908910307862554,-1.2281828580672727,-0.5524105974789278,-0.2135883797945013,-0.12875881512295195,-0.04018509178659099,0.001643,0.01,0.0,0.97,100,10,1,11
170,0.9238344489741138,-4.9147645091827785,-1.2311194363352966,-0.5537471991272002,-0.2140913589729454,-0.12906388356938656,-0.04028020913158252,0.001635,0.01,0.0,0.97,100,10,1,11
171,0.9277829747427502,-4.920157328901153,-1.2338268588430121,-0.5549798877341067,-0.21454828543758556,-0.12935442888189758,-0.040370800598431435,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9160771327747396,-4.926686914729284,-1.2370804320298832,-0.5565034993965603,-0.21507923714749927,-0.1297171771692737,-0.040474102324893686,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.9210995542347697,-4.932826885661591,-1.2402289569034428,-0.5579138477663876,-0.2156238559101075,-0.13003893509041575,-0.04058623675571707,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9195882866545773,-4.938955175769383,-1.243339122409998,-0.5593089087153177,-0.21616228229591272,-0.13036756008946532,-0.040690654669571426,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.9219824759085787,-4.944780758316745,-1.2463234740574813,-0.5606912721828873,-0.216668301722847,-0.13068644340191232,-0.04079727971876407,0.001596,0.01,0.0,0.97,100,10,1,11
176,0.9254506928561819,-4.950279784097944,-1.249108305073303,-0.5619473154772123,-0.2171433165644085,-0.13099831772787413,-0.040888390195256204,0.001588,0.01,0.0,0.97,100,10,1,11
177,0.9188761311180362,-4.956456135417956,-1.252292122251447,-0.5634372552612911,-0.21770266914611333,-0.1313272304769671,-0.04100766234572032,0.00158,0.01,0.0,0.97,100,10,1,11
178,0.9228927934810288,-4.962068730140459,-1.2551396124533092,-0.5647156225661011,-0.2182059736400721,-0.1316336757689194,-0.04111743922002631,0.001573,0.01,0.0,0.97,100,10,1,11
179,0.9229588135049859,-4.967713126986981,-1.2579651090125736,-0.5660099047235654,-0.2186661703226909,-0.13192547867793933,-0.041202460560443036,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.916554554588648,-4.973801202183958,-1.2610830383643763,-0.5674285574947022,-0.21921623477422839,-0.1322956804663962,-0.04132578325982593,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9203231717474596,-4.979714458896667,-1.2640806803473301,-0.5687766986523327,-0.21976386325093705,-0.13262833185786152,-0.0414281134200618,0.001551,0.01,0.0,0.97,100,10,1,11
182,0.921773207616687,-4.9854302401739705,-1.2669776565704531,-0.5700566801430758,-0.2202960651858674,-0.13292146764179935,-0.041519111081419466,0.001544,0.01,0.0,0.97,100,10,1,11
183,0.9264527027027027,-4.990641410970659,-1.2695983498993353,-0.5712442170462849,-0.2207339425957027,-0.1331889595783319,-0.04159363780519229,0.001536,0.01,0.0,0.97,100,10,1,11
184,0.9188454546998963,-4.996457811116334,-1.2725137809644886,-0.572555678749689,-0.22122925856240058,-0.13350401642022297,-0.04169631040467929,0.001529,0.01,0.0,0.97,100,10,1,11
185,0.9150748102394938,-5.002645946810749,-1.2756742224472852,-0.5740108357365833,-0.22177349451982362,-0.13383722460512137,-0.04180678109068454,0.001522,0.01,0.0,0.97,100,10,1,11
186,0.9234180908711963,-5.008121395272718,-1.2784252887844065,-0.5752388142767756,-0.22227500573875744,-0.1341331451527448,-0.04190017043452988,0.001515,0.01,0.0,0.97,100,10,1,11
187,0.9278996335883019,-5.013086284206276,-1.2809184256006938,-0.5763762927529399,-0.22269965669400332,-0.1344074062639743,-0.041986258110691434,0.001509,0.01,0.0,0.97,100,10,1,11
188,0.9184895350209974,-5.018819823582651,-1.2838860745452458,-0.5777092846563139,-0.22322084434727135,-0.1347171601476129,-0.042079954569660044,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.917011544325855,-5.024739785889666,-1.2868818024323483,-0.5790496644912689,-0.22375220712058055,-0.13503033383939617,-0.04216612092528365,0.001495,0.01,0.0,0.97,100,10,1,11
190,0.9203363427748279,-5.030332002341993,-1.2898062272545656,-0.5804185747028308,-0.22424482063609544,-0.13536369927559175,-0.04225898986830324,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.917049301203204,-5.036224808648064,-1.2928360869478512,-0.581815534753146,-0.22477790336284872,-0.13569258196793765,-0.04236452064301596,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9253619867257388,-5.041254495791229,-1.2954074553249841,-0.5829771551164971,-0.22521697736971552,-0.1359603644430155,-0.04244783088686206,0.001475,0.01,0.0,0.97,100,10,1,11
193,0.9241629080665985,-5.0464476426304445,-1.298005538497943,-0.584147912490642,-0.2256656057060078,-0.13623998706315257,-0.042522026615098664,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.9232211932950416,-5.0517160366220715,-1.3006528748854194,-0.5853887539380855,-0.22608711913772075,-0.13651414593698577,-0.04260439622655428,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.920592033713975,-5.057047060518106,-1.3033764705140876,-0.5866261173875154,-0.226553615088345,-0.13679840638417767,-0.04270789623139662,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.918912984731793,-5.062567376857195,-1.3062041042234191,-0.5879300525765568,-0.22703398460844737,-0.13709732595372212,-0.042798699584471474,0.001449,0.01,0.0,0.97,100,10,1,11
197,0.918908919682497,-5.068075112601807,-1.3090135347264746,-0.5892244759032622,-0.22750569354619998,-0.1374035415468341,-0.0428864928068623,0.001443,0.01,0.0,0.97,100,10,1,11
198,0.9212809325674242,-5.0733165957591,-1.3116965927204935,-0.5904615235067937,-0.2279628844745694,-0.13770039556727237,-0.0429757480400599,0.001437,0.01,0.0,0.97,100,10,1,11
199,0.9170671472433587,-5.078989955630915,-1.314626088353766,-0.591803322836814,-0.2284554494592803,-0.13802102719145706,-0.043071537335661186,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9281727653654979,-5.083591406336993,-1.3169668906644008,-0.5928548529850324,-0.22885841098332887,-0.1382721456822367,-0.04315517134568351,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9251182918820617,-5.088463128257903,-1.3194720072626989,-0.5940119705365421,-0.22930905598473936,-0.13854569472329117,-0.04324133948586993,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.9206451068141518,-5.093707425852963,-1.3221385953535936,-0.5952514871394934,-0.2297307615757323,-0.13883795679351366,-0.04331954729345102,0.001412,0.01,0.0,0.97,100,10,1,11
203,0.9196283313486406,-5.099021937746575,-1.3248454168657788,-0.5964697160843566,-0.2302120805066091,-0.13913175252477736,-0.043411119709785805,0.001406,0.01,0.0,0.97,100,10,1,11
204,0.9241570671823762,-5.103936064974906,-1.3273532790902494,-0.597621925100286,-0.23064385306114654,-0.13940769597018446,-0.043488652759343584,0.0014,0.01,0.0,0.97,100,10,1,11
205,0.9181522270757088,-5.109297700473007,-1.3300608278288255,-0.5988677162335154,-0.23111050036000275,-0.13970832921183748,-0.043579473096160094,0.001395,0.01,0.0,0.97,100,10,1,11
206,0.9234247864972094,-5.114221231503006,-1.3325525963689557,-0.6000074489717165,-0.2315387997068402,-0.1399753321385788,-0.04366031386308085,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9154124274783486,-5.119772011759185,-1.3354102842260003,-0.6013065861900282,-0.2320334896586026,-0.14027185494614972,-0.04375667548453872,0.001383,0.01,0.0,0.97,100,10,1,11
208,0.924125037895375,-5.124586011107837,-1.3378310794696318,-0.6023999207635787,-0.2324383561943789,-0.14052688144353395,-0.043826333304982805,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9212915568832127,-5.129622806646633,-1.3403854160464068,-0.6035703708610445,-0.2328810976579114,-0.14081247582586637,-0.043926016430063775,0.001372,0.01,0.0,0.97,100,10,1,11
210,0.9239192216389716,-5.134486920312689,-1.342866397432252,-0.604679126989892,-0.23334494058916802,-0.14108073684833627,-0.04401972506490004,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.92092821223917,-5.136436526329052,-1.3439423082789186,-0.6055365343831373,-0.23345282209821025,-0.14127606147788288,-0.044074863081914016,0.00136,0.01,0.0,0.97,100,11,1,12
212,0.9129868812550717,-5.142038930573626,-1.3468310988473955,-0.606889974624371,-0.2339211636217017,-0.14160189294723657,-0.044167928452137545,0.001355,0.01,0.0,0.97,100,10,1,11
213,0.9167943945697394,-5.147362380520156,-1.3495567803649275,-0.6081541272393148,-0.2343708604192679,-0.1418978766451456,-0.04425448196099247,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9226719759731385,-5.15219888389628,-1.3520175733994158,-0.6093000357448579,-0.23477988812210784,-0.14217346555228697,-0.04433027962862867,0.001344,0.01,0.0,0.97,100,10,1,11
215,0.9183160805206191,-5.157341943155002,-1.3546074092274734,-0.6104929649894291,-0.2352130574580177,-0.14246584682047575,-0.04441733247710828,0.001338,0.01,0.0,0.97,100,10,1,11
216,0.920447809223786,-5.16224744167158,-1.3571313354211394,-0.6116532127592657,-0.23564769413089862,-0.14274915077725747,-0.04450049609536473,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9197769553744793,-5.167322630028614,-1.3597155416626008,-0.6128265274637211,-0.23609076536290868,-0.14302302383644094,-0.04458910464930789,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.923766364551863,-5.171977653751471,-1.362078091129301,-0.6139193352470269,-0.23647792222606187,-0.14327921378045896,-0.04466047438409201,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9199845055241175,-5.176894792315543,-1.3645982932864555,-0.6150629385005696,-0.23690619876922378,-0.1435506598124136,-0.04474005110344207,0.001317,0.01,0.0,0.97,100,10,1,11
220,0.9208938622804947,-5.181721379133704,-1.3670398734093374,-0.61618781986145,-0.2373136026439845,-0.1438310057927901,-0.04482131949667652,0.001312,0.01,0.0,0.97,100,10,1,11
221,0.91973193590648,-5.186626675838726,-1.3695476832642468,-0.6173306856021233,-0.23775351615371587,-0.14409127398950328,-0.044908091451041264,0.001307,0.01,0.0,0.97,100,10,1,11
222,0.913766224963568,-5.191957933513764,-1.3722747801816455,-0.6185776510632184,-0.2382279288955924,-0.1443841557662007,-0.045011170635063026,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9236597132567779,-5.196451910456993,-1.374580214179118,-0.6196134777593055,-0.23862242427573765,-0.14460868099120977,-0.04508968137467469,0.001297,0.01,0.0,0.97,100,10,1,11
224,0.9179487179487179,-5.201424614854952,-1.377137906282288,-0.6208265574849382,-0.23903668637176223,-0.14487443116266055,-0.04518534999825369,0.001292,0.01,0.0,0.97,100,10,1,11
225,0.9245813820289074,-5.205893546069237,-1.3794674676874916,-0.6219139283539362,-0.23942589836293854,-0.1451433119009767,-0.04525980282350041,0.001287,0.01,0.0,0.97,100,10,1,11
226,0.9240694623188648,-5.21039838693347,-1.3817876103149196,-0.6229810717192922,-0.23981167927265343,-0.14539233557516434,-0.04532907195426198,0.001282,0.01,0.0,0.97,100,10,1,11
227,0.9212029769271195,-5.2150247663724425,-1.384118969695912,-0.6240331172326766,-0.24022407585288094,-0.14563707546749632,-0.045413152353888084,0.001277,0.01,0.0,0.97,100,10,1,11
228,0.9222972401306326,-5.219550822215113,-1.386404310266752,-0.6250657243997844,-0.24062240610843544,-0.1458697193244542,-0.04548515154602731,0.001272,0.01,0.0,0.97,100,10,1,11
229,0.9228559774295524,-5.224015039229795,-1.3886748773219741,-0.6260626759129296,-0.24103931017598404,-0.1461105066784627,-0.04556712256594612,0.001267,0.01,0.0,0.97,100,10,1,11
230,0.918716433489907,-5.228822368264842,-1.3911382971258872,-0.6272046064100899,-0.24143054523770294,-0.14638610027509802,-0.04563021679755043,0.001262,0.01,0.0,0.97,100,10,1,11
231,0.9227462746948958,-5.233275215532604,-1.3934315776820898,-0.6282671095468422,-0.24181331385467025,-0.14662449277136738,-0.04570898767925973,0.001257,0.01,0.0,0.97,100,10,1,11
232,0.9226965165817392,-5.237787530950954,-1.395697827347402,-0.6293123698043269,-0.24217318647509214,-0.14687709649327632,-0.04577359059067473,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9169902262685767,-5.242647810155928,-1.3981899942666123,-0.6304594881386762,-0.24261874503573583,-0.14714670738120825,-0.04587875986910595,0.001248,0.01,0.0,0.97,100,10,1,11
234,0.9307515699912216,-5.246495287939609,-1.4001186810314512,-0.6313470001562497,-0.24293198213831338,-0.14735044677109613,-0.04594988800900101,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.918013856812933,-5.2512221670421235,-1.4025078792840708,-0.6324234855926943,-0.24333121613642866,-0.1475864168138546,-0.04603024453594478,0.001239,0.01,0.0,0.97,100,10,1,11
236,0.9206792705370588,-5.255815272435038,-1.4048925473055167,-0.6335387628735505,-0.24372484437229433,-0.1478481294538859,-0.04610088458736757,0.001234,0.01,0.0,0.97,100,10,1,11
237,0.9188341415443047,-5.2604294173138735,-1.4072799366121518,-0.6346381496054971,-0.24411875912272846,-0.14809569853424667,-0.04618821813181697,0.001229,0.01,0.0,0.97,100,10,1,11
238,0.919490098342988,-5.264930126934023,-1.4095968077496048,-0.635717251093418,-0.24452698399191852,-0.14834236762935682,-0.04626754727044944,0.001225,0.01,0.0,0.97,100,10,1,11
239,0.9226598842073559,-5.269305483571617,-1.4118284398427245,-0.6367379506531196,-0.2449055097936555,-0.14858891533013246,-0.04633860421609361,0.00122,0.01,0.0,0.97,100,10,1,11
240,0.9195628415300546,-5.2738475771877935,-1.414142804273345,-0.6377449196974858,-0.24533198775839934,-0.1488146849858559,-0.04642208971963163,0.001216,0.01,0.0,0.97,100,10,1,11
241,0.9239001189060643,-5.27809659489735,-1.4163505418201459,-0.6387461954664779,-0.24571230897536223,-0.14904090480067858,-0.04649599487126359,0.001212,0.01,0.0,0.97,100,10,1,11
242,0.9216600088770528,-5.282400364819149,-1.41850623470999,-0.6397020110108138,-0.24609511825225194,-0.1492601068574176,-0.046569749346033744,0.001207,0.01,0.0,0.97,100,10,1,11
243,0.9186644125105663,-5.286934473320283,-1.420836764739839,-0.6407957439982447,-0.24647676062837143,-0.14952010548124445,-0.046648788184994155,0.001203,0.01,0.0,0.97,100,10,1,11
244,0.9182463057507287,-5.29148809234512,-1.4231593968720166,-0.6418570801694725,-0.2468859694540024,-0.1497689088756778,-0.046731571708714524,0.001198,0.01,0.0,0.97,100,10,1,11
245,0.9273147445304725,-5.295375580282345,-1.4250815356439606,-0.6427163569985643,-0.24723143232054304,-0.14997021405418115,-0.04679709616713909,0.001194,0.01,0.0,0.97,100,10,1,11
246,0.9259955621051206,-5.299324672961813,-1.42705467783457,-0.6436104168048316,-0.24758413085992959,-0.1501771821172125,-0.04686205416588457,0.00119,0.01,0.0,0.97,100,10,1,11
247,0.9273861362833942,-5.303179315946621,-1.4289830242322845,-0.6444633536162243,-0.24792854402587394,-0.15038563026366353,-0.04693366708989028,0.001186,0.01,0.0,0.97,100,10,1,11
248,0.9156426941603989,-5.307826549982664,-1.4313109172396357,-0.6455725023931063,-0.24828038985928974,-0.15065477461817708,-0.04700010613143087,0.001181,0.01,0.0,0.97,100,10,1,11
249,0.9198883484597771,-5.31224635826542,-1.4335481303466084,-0.6466205463234901,-0.24864996020500885,-0.15091192984723678,-0.04706753721801812,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9199063862744767,-5.316608140003794,-1.4357348149819178,-0.6476042832922309,-0.2490250897046172,-0.1511544783069573,-0.047141090572759295,0.001173,0.01,0.0,0.97,100,10,1,11
251,0.9220777041201644,-5.3208012725021385,-1.4378473063765207,-0.6485767336391912,-0.24938837524545251,-0.15138151922886764,-0.04721261630862528,0.001169,0.01,0.0,0.97,100,10,1,11
252,0.9216109132855208,-5.325039884854022,-1.4400131501597384,-0.649566295450582,-0.24977206095519272,-0.15161352975312134,-0.047286180712722434,0.001165,0.01,0.0,0.97,100,10,1,11
253,0.9188469690546842,-5.3293804604000865,-1.4422120222590284,-0.6506019475577797,-0.25013931660533856,-0.15185501810885335,-0.04735476996397297,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9182961825947678,-5.33385986259459,-1.4444664458016023,-0.6516439270917429,-0.2505071561555173,-0.15210828965254922,-0.0474121761870768,0.001157,0.01,0.0,0.97,100,10,1,11
255,0.9197798726453522,-5.338234290082499,-1.446683297930627,-0.6526881332451572,-0.2508462156304425,-0.15234799959753673,-0.047479781814485714,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9276156753260019,-5.341912262877722,-1.4485145633665633,-0.6535022246127927,-0.25116429509567517,-0.1525316651263356,-0.04753931167397277,0.001149,0.01,0.0,0.97,100,10,1,11
257,0.9255813953488372,-5.3457621251850105,-1.4504827677245646,-0.6543970379851376,-0.2515046543813851,-0.15273191627198746,-0.04759419511852956,0.001145,0.01,0.0,0.97,100,10,1,11
258,0.9181325663835195,-5.350139264259232,-1.4527140900387534,-0.6554430379258374,-0.25186658785103244,-0.1530036114612718,-0.0476652274418701,0.001141,0.01,0.0,0.97,100,10,1,11
259,0.9206682337139019,-5.35432581027732,-1.4548399166213006,-0.6564167640790242,-0.25221909504445855,-0.15323827065408682,-0.04772983482745612,0.001137,0.01,0.0,0.97,100,10,1,11
260,0.9223271754576611,-5.358418756588106,-1.456874325317989,-0.6573408515779298,-0.25256527366908227,-0.15346822605137106,-0.04779927954502962,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9192808719925561,-5.362722891341752,-1.459083311682655,-0.6583314628196264,-0.2529640950017376,-0.15371209081358161,-0.04788153688755414,0.001129,0.01,0.0,0.97,100,10,1,11
262,0.912621359223301,-5.36735697254632,-1.4614651711668347,-0.6594801067022603,-0.25333238932677943,-0.15399342173981212,-0.04794607883712836,0.001125,0.01,0.0,0.97,100,10,1,11
263,0.9163469825765129,-5.371721211312194,-1.4637337145291416,-0.6605132258755153,-0.2537283968476866,-0.1542364680031261,-0.0480192528343165,0.001122,0.01,0.0,0.97,100,10,1,11
264,0.920780382427894,-5.375782744229749,-1.4657735410187231,-0.6614495366610101,-0.25407510286411533,-0.15445361757799891,-0.04808545014225284,0.001118,0.01,0.0,0.97,100,10,1,11
265,0.9221538720822449,-5.379764254325947,-1.4678044716674994,-0.6623908245953263,-0.25441371333803947,-0.1546731437086656,-0.048150362069820284,0.001114,0.01,0.0,0.97,100,10,1,11
266,0.9218392363642529,-5.383708800547381,-1.4697975578617706,-0.6633141736016972,-0.2547506587177093,-0.15488377632524836,-0.048230448951407774,0.00111,0.01,0.0,0.97,100,10,1,11
267,0.9175505538652906,-5.387960636933208,-1.471947287703615,-0.6642931023858198,-0.25511476972844815,-0.15510862793896552,-0.04829856060584876,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.9150250025170319,-5.39235843012457,-1.4742420947196104,-0.6653537716367892,-0.2555225370104529,-0.15535277654097818,-0.04838089410800681,0.001103,0.01,0.0,0.97,100,10,1,11
269,0.9185450733043611,-5.3964568623612115,-1.4763659507068492,-0.6663279269287028,-0.2558832259032055,-0.15557953304964553,-0.04844838896573018,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.9184584655152156,-5.400591535980628,-1.4785026797377094,-0.6673323442098344,-0.2562415490690295,-0.15581281047516427,-0.04851998002841476,0.001096,0.01,0.0,0.97,100,10,1,11
271,0.9191027083298353,-5.404679671472326,-1.4805767805578915,-0.6682827157352214,-0.25658420760477446,-0.15603025639979035,-0.04858794671200444,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.9189380650384563,-5.408762465734652,-1.4826732836613903,-0.6692620082087726,-0.25693564388771095,-0.15624335185248525,-0.04866099867355937,0.001088,0.01,0.0,0.97,100,10,1,11
273,0.9240497768159069,-5.412487466870404,-1.4845599905570002,-0.6701225368851625,-0.25727032403525724,-0.15643938803167548,-0.04872475512538722,0.001085,0.01,0.0,0.97,100,10,1,11
274,0.9199330096594658,-5.416456461113377,-1.4865751017577473,-0.671043328628524,-0.2575935767679569,-0.1566555749223484,-0.04879432709430479,0.001081,0.01,0.0,0.97,100,10,1,11
275,0.9190301076352156,-5.420457705170154,-1.4886002196077015,-0.6720016324786781,-0.25792504575578346,-0.15688929703001506,-0.048855070630188124,0.001078,0.01,0.0,0.97,100,10,1,11
276,0.9222246507170598,-5.424275953819539,-1.4905013104964486,-0.6728697052325853,-0.2582414415595494,-0.1570948148060972,-0.04891948982844625,0.001074,0.01,0.0,0.97,100,10,1,11
277,0.9205977096790515,-5.428164035528846,-1.4924464662006574,-0.6737628445220526,-0.2585558474749976,-0.1573039134871971,-0.04897485875701287,0.001071,0.01,0.0,0.97,100,10,1,11
278,0.9186503933830946,-5.432185868395513,-1.4945022239948036,-0.6747359848457021,-0.25888649118868906,-0.1575410563478598,-0.049034574031729235,0.001067,0.01,0.0,0.97,100,10,1,11
279,0.9295159386068477,-5.435509259952345,-1.4961915521807738,-0.6754712021551232,-0.2591992945092924,-0.1577060452002172,-0.04909188143731791,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.9226984419192342,-5.439261796357798,-1.4980866457278417,-0.6763303788226835,-0.2595269369786217,-0.1579018297498053,-0.04915305626957567,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9256543796666161,-5.442799203053988,-1.4998715762486783,-0.6771408370759627,-0.2598123293502066,-0.15808467509365248,-0.04920576700265268,0.001057,0.01,0.0,0.97,100,10,1,11
282,0.9226878856333659,-5.446496929594793,-1.501735314904835,-0.6779807884663515,-0.26013964816251023,-0.15827631106275264,-0.04927173624265681,0.001054,0.01,0.0,0.97,100,10,1,11
283,0.9144623665071281,-5.450639515197987,-1.5038523161657888,-0.6789640481276557,-0.26049051978662036,-0.15851210682769343,-0.0493313085929212,0.001051,0.01,0.0,0.97,100,10,1,11
284,0.9227926147976564,-5.454288180990074,-1.505704559183578,-0.6797811269156019,-0.2608220124975583,-0.15870380139222293,-0.049397847684945234,0.001047,0.01,0.0,0.97,100,10,1,11
285,0.9216828044503365,-5.458028519809105,-1.5075883197872377,-0.6806624321166397,-0.2611176711496512,-0.15891251734601805,-0.04945587310438074,0.001044,0.01,0.0,0.97,100,10,1,11
286,0.9248646927730022,-5.4615907306986395,-1.5093998025332807,-0.6814790130754189,-0.2614236763378635,-0.159109694426163,-0.04951295049346137,0.001041,0.01,0.0,0.97,100,10,1,11
287,0.9201597476255999,-5.465400859638763,-1.5113916770118245,-0.6824024961816115,-0.2617474640462906,-0.15932222117160433,-0.049567981744371596,0.001037,0.01,0.0,0.97,100,10,1,11
288,0.9256752160010885,-5.4688035930595555,-1.5130891858588218,-0.6831725234126934,-0.26204767375768767,-0.1595096595848242,-0.04962985456699494,0.001034,0.01,0.0,0.97,100,10,1,11
289,0.9248069822087949,-5.472292400049237,-1.514873879617178,-0.6839899440126004,-0.26235088786551913,-0.15968811301649657,-0.0496886098165538,0.001031,0.01,0.0,0.97,100,10,1,11
