episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,repaired_idle_away_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
219,0.9364014762137477,-4.434920279988359,-0.9731545438125745,-0.41974381461625265,-0.18297042614886502,-0.20561601259426363,-0.04189963131261583,-0.3057157737274625,-0.2246418859340504,-0.009809088904655372,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9334198594231968,-4.438969869250307,-0.9751935092389616,-0.4206124651509444,-0.18334239455883578,-0.2060288731305715,-0.04197639374794964,-0.30637756031881463,-0.22510170387445272,-0.009856314851159691,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.939396486509204,-4.442555298406901,-0.9770042137189237,-0.42136460464070646,-0.18369827070119307,-0.2063902884311562,-0.042067649168263624,-0.306888342729503,-0.22549165245694291,-0.009871251639700705,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9353198413505542,-4.445339280072607,-0.9784820345675188,-0.42211293397318395,-0.1839624410230069,-0.2067903746244481,-0.04212751535658988,-0.3075033362210126,-0.2259368756054244,-0.00987576458323012,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.933139633669759,-4.4493124160559585,-0.9804732411762558,-0.4229632338588072,-0.18431872209054795,-0.20720624823067282,-0.04219782443448479,-0.30813394498288926,-0.22639640957206497,-0.009883496044851425,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9380466718449225,-4.452918158810978,-0.9822731556500834,-0.4236968069295321,-0.1846583490991456,-0.20754776003460698,-0.042266536744963994,-0.30869014230742786,-0.2268175173081352,-0.009912195175642409,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9386452299326161,-4.456387252902599,-0.9840141934539269,-0.42445885513884807,-0.1849723606735709,-0.2079268410118263,-0.04233708530084562,-0.3092642092814282,-0.2272316417618697,-0.009964771595799097,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9383856127143455,-4.458383885605677,-0.9850314119586084,-0.4250741554013776,-0.185142194256522,-0.20826961959794701,-0.04240261978490312,-0.30978858773014056,-0.227607825605535,-0.009997919648003483,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9383668472336357,-4.459148142788726,-0.9854219480483645,-0.4255347775253231,-0.185206482865113,-0.2086084566438357,-0.04249154466925356,-0.310263305528572,-0.2279786253009135,-0.010006248622300463,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9387396816286568,-4.462509351309346,-0.9870927767583808,-0.4262571698353441,-0.18552180848734545,-0.20897316553671416,-0.042564285843661266,-0.31079482493040234,-0.22837422239333172,-0.010013213563095511,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9395129748665102,-4.463050844671619,-0.98757386304812,-0.4267210512897892,-0.18557462076280767,-0.2091787035874781,-0.042661621783725734,-0.3112188584928472,-0.22869459493590358,-0.010023224234176632,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9362314934900877,-4.466626361600157,-0.9894163056072638,-0.42750056783996654,-0.18592298432036905,-0.20956330974844664,-0.04274031656564274,-0.31177935953134855,-0.22912055703491307,-0.010036241857828494,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9398452059164246,-4.467175113338639,-0.9896614542871148,-0.4278348749833168,-0.18595184355051741,-0.20971970611624396,-0.04276889635292002,-0.31225129626154546,-0.22946488722527328,-0.010043267675884931,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9384486793714477,-4.470276626490048,-0.9912340731629113,-0.42856230763502867,-0.18622387716883385,-0.21008764455998288,-0.0428253122604678,-0.3127783678537784,-0.22984540631432712,-0.010055321622233078,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9342125081585861,-4.4740877087505355,-0.9931582349230894,-0.4293797707449582,-0.18657604276240594,-0.21048397411226732,-0.04289883976995567,-0.3133654076144032,-0.23026252057636795,-0.010077317441348866,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9418810927706162,-4.477296237155083,-0.9947787267259196,-0.4300549241451741,-0.18688462803955064,-0.21081055035854734,-0.0429605569059712,-0.31387059212893936,-0.23062351748655405,-0.010088136401722703,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.939536543100812,-4.480622857998816,-0.9964453819109674,-0.4307364667457256,-0.1872101807423705,-0.21113482637519376,-0.04303085669423091,-0.31434600850155114,-0.23099474602990744,-0.010108681135831566,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9368240458849848,-4.4836725762614895,-0.9980056548522752,-0.43143809086807056,-0.18751788480904708,-0.21148397553663245,-0.04311737368064431,-0.31490308772086356,-0.23138266593588294,-0.010128267639757715,0.001234,0.01,0.0,0.97,100,14,1,15
237,0.9352100840336135,-4.487330433627582,-0.9998555846067857,-0.4322053667345968,-0.1878714217375326,-0.21185344299152825,-0.04319964847099839,-0.3154284237091683,-0.23178983625002322,-0.01013330294648722,0.001229,0.01,0.0,0.97,100,13,1,14
238,0.9357966501136268,-4.4906894797456145,-1.0015614735309752,-0.43295006284435467,-0.18820485289252387,-0.21223814681740957,-0.04327796900123516,-0.31595877832228586,-0.2321885866285293,-0.010151977263893592,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.943661500351488,-4.493742106899634,-1.003096135248776,-0.4336005401782744,-0.18849463964735322,-0.2125386261789126,-0.04335169689784623,-0.3164093258869076,-0.23252955616046164,-0.01016761789808276,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9374800154827418,-4.497200084158504,-1.0048538734195596,-0.434322528098374,-0.188839213072887,-0.2128933083299138,-0.04343502471468885,-0.3169342014794019,-0.2329182360140736,-0.010171920435151496,0.001216,0.01,0.0,0.97,100,14,0,14
241,0.9418309977343291,-4.500300445498449,-1.0064278099636472,-0.4350257876608169,-0.18911100288306804,-0.21325560020099768,-0.04349197690440465,-0.3174403540982638,-0.23326497020854423,-0.01019549351619104,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9390070921985816,-4.501677845575972,-1.0069761092153373,-0.4354884099685338,-0.18918386112272131,-0.21356407206926703,-0.043471133063644946,-0.3179369643071998,-0.23360837626529452,-0.010204598549933214,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9361864019884683,-4.505013321109797,-1.0086789848130395,-0.43625091454185566,-0.18948797184768557,-0.21393026507995833,-0.04354844318749568,-0.3184612674153077,-0.23402978038163738,-0.010211925407978393,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9330933799784715,-4.508723320746735,-1.0105305115064473,-0.4370298402708066,-0.1898331347192796,-0.21432032550161786,-0.04362761728274873,-0.31902898588613304,-0.23445812273262184,-0.010223918824838333,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9375552232719364,-4.511781159477071,-1.012034949617739,-0.4377040335305973,-0.19010901711720177,-0.21463871969888387,-0.04368263916267418,-0.3195460727145012,-0.2348232436608817,-0.01024258662328576,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9383538425031357,-4.515067864118581,-1.013681799468214,-0.4384086554506532,-0.19040863592798823,-0.21497287829843695,-0.04374772430604349,-0.3200572196678358,-0.2351934015717915,-0.010255773535815634,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.9388555179782276,-4.518331672437486,-1.0153373807783532,-0.43909117037365547,-0.19075056705757504,-0.21530127955434522,-0.04383383840818477,-0.3205548024199575,-0.2355771128971437,-0.010283520843739052,0.001186,0.01,0.0,0.97,100,13,1,14
248,0.9415403336206459,-4.521369813848175,-1.0168560940598284,-0.4397369852797513,-0.19101721922625203,-0.21561229487876202,-0.043890888171514444,-0.32104386850908295,-0.23589793420338323,-0.010292670243609707,0.001181,0.01,0.0,0.97,100,13,1,14
249,0.9353656700185722,-4.524880252075105,-1.0186096405419787,-0.4404783119874699,-0.19134680815440816,-0.2159666605859716,-0.04396318920983619,-0.32157153586045584,-0.2362855095257967,-0.010315823032182819,0.001177,0.01,0.0,0.97,100,13,1,14
250,0.9364729627449332,-4.5282732143432325,-1.020356919314397,-0.4412342973908174,-0.19166757600011095,-0.21632903532998704,-0.04403894957132893,-0.32209218950639534,-0.23666545161387884,-0.01035490781270511,0.001173,0.01,0.0,0.97,100,13,1,14
251,0.936567542880341,-4.531606287995168,-1.0220071822783192,-0.4419281098673688,-0.19197020665802214,-0.21665703907959008,-0.044098387674805034,-0.322585415837765,-0.23701811222986055,-0.010358575934783865,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9366292585840679,-4.534205630984103,-1.0233520029837662,-0.4425874940921681,-0.19224718724146297,-0.2170225804174062,-0.04418788562663633,-0.32311070646108053,-0.23738213263433233,-0.01036633588833101,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9339800227245748,-4.537691816144767,-1.025123595540317,-0.44331752237729793,-0.1925989628692391,-0.21736678686009356,-0.04426346590824535,-0.323630065837551,-0.23778840023121217,-0.010367770761330561,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.936999698563151,-4.541026445146704,-1.0268178356868123,-0.44403595058612966,-0.1929228906256072,-0.21773315159548637,-0.044333291690177586,-0.3241287843189978,-0.23817223166140117,-0.010404568910288675,0.001157,0.01,0.0,0.97,100,14,0,14
255,0.9355821074352659,-4.5443696805972005,-1.0285384216169928,-0.44477451458869466,-0.1932466195894294,-0.21807988542564,-0.04439664616974599,-0.3246285265546448,-0.2385733739590937,-0.010432163520716957,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9398021218262009,-4.547354372657524,-1.030002617972548,-0.4453878586048756,-0.19352556351696157,-0.218371273826694,-0.0444618430988268,-0.32506827917781517,-0.23890070722226942,-0.010445721628349156,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9367555017161316,-4.550440427034877,-1.0315370395406023,-0.44605025302985507,-0.19380104149373356,-0.2186870192852693,-0.04452623943404501,-0.32556259400795745,-0.23926676747239845,-0.010454430727442288,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9365842183089125,-4.553730936501093,-1.0331822844923686,-0.44673901212878436,-0.19411071239440367,-0.2190132929147546,-0.044587029582068,-0.32605130060186027,-0.23963178401195448,-0.010479946599635791,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.9430313822995766,-4.556585762229325,-1.034599653007343,-0.44731912343956987,-0.19438739564894986,-0.21927519697877854,-0.04465791811416295,-0.32646519061081053,-0.23992920370000384,-0.010493976903768791,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.9367317244493503,-4.558500615672927,-1.0355735304746403,-0.44788777019684517,-0.19453804406186076,-0.21956343061265432,-0.044720053455418164,-0.3269745970523422,-0.2402874001924527,-0.010506536893021981,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9379808499916009,-4.5613534330725525,-1.036995002870707,-0.44851661842828067,-0.19478862604796854,-0.21986234832822188,-0.044775157060737245,-0.3274568701012119,-0.2406353498195293,-0.010524635181354764,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9413369713506139,-4.564278639295193,-1.0384707076920796,-0.44912336133392233,-0.19507772173232973,-0.2201618462617596,-0.04483829514772406,-0.3278991416865906,-0.24096504568546045,-0.010536373519087818,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9396879595665917,-4.5668287737358035,-1.0397694537405027,-0.4497064463905207,-0.1953283580878182,-0.2204500687387669,-0.04490920581494873,-0.32831147777879505,-0.24128503415261324,-0.010547265432613003,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9411555826104601,-4.569643705936225,-1.04118074338458,-0.4503086754838665,-0.19561101259388328,-0.22074317769205357,-0.044980285659994144,-0.3287568671827122,-0.2416098038698622,-0.010569656856556559,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9402396455662214,-4.572631213438058,-1.0426972835161783,-0.450952390957231,-0.1958980628715417,-0.22104932294128263,-0.045042937168816355,-0.32920478185363505,-0.24194556350030724,-0.010584469309038247,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9352448453608248,-4.575857365292633,-1.0443269702485205,-0.451632622974882,-0.19619228938520986,-0.22136640202526722,-0.045096463684185586,-0.32970500834738864,-0.24232641218263506,-0.010611304136769938,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.932801898459173,-4.579317360197336,-1.0460973688609634,-0.4523974370568746,-0.1965235686439223,-0.22174165833703557,-0.04516474853070532,-0.330243753377944,-0.2427081640352123,-0.010636247659044381,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9390444533977975,-4.582323751098285,-1.0476487338037528,-0.4530562932749398,-0.19682778979530144,-0.2220671174170346,-0.04523399981604036,-0.33071200595377304,-0.24306497506244662,-0.010650512301301627,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.9404961193121291,-4.585185460180087,-1.0491021042123234,-0.4536738853808339,-0.1971051797500616,-0.22236673823778214,-0.04529785007538348,-0.3311487185709213,-0.24338768880292508,-0.01065645645963826,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9399468586035248,-4.588130213526499,-1.0505807132146734,-0.45430238397391065,-0.19738008743215826,-0.2226671525835899,-0.045351640086568175,-0.3315958386619268,-0.2437286583656105,-0.010656786781407801,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9335118927296004,-4.591450752436775,-1.0522788023028977,-0.4550273687914891,-0.197713256767173,-0.22302386014958883,-0.04543016377752792,-0.33208791995535747,-0.24410100399352128,-0.01067412768879329,0.001092,0.01,0.0,0.97,100,14,0,14
272,0.9336348906292196,-4.594587683007979,-1.0538835327048843,-0.45572658208352534,-0.19802014624206044,-0.22338223369820978,-0.04550472294249487,-0.3325890359422449,-0.24447644233182364,-0.010689983511255037,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9399052293112202,-4.597406702208914,-1.055296294596457,-0.4563300612752459,-0.19827075743758163,-0.22366890191528932,-0.04556299657157012,-0.3330177738041781,-0.24476794203820523,-0.010702954973800674,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9366236395849152,-4.600501852000967,-1.0568353400954968,-0.45698211613072215,-0.19856087668267533,-0.2239923185847684,-0.045624746352776434,-0.3335027359650008,-0.245116404550701,-0.010711441723270917,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9375443217505826,-4.603406269236485,-1.0583031733654698,-0.457615258087345,-0.1988248480686517,-0.22429010866469884,-0.04568039427809046,-0.3339615578043429,-0.24545376084277482,-0.010775155838622595,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9369673743129444,-4.606305577991963,-1.059747423250919,-0.45824355647488824,-0.19909194782576048,-0.22461480955829935,-0.045743013178077045,-0.3344322338534486,-0.24578012164879495,-0.010788008460835451,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9379449974692087,-4.609282274259004,-1.0612303631422944,-0.45886098197446135,-0.19937567132785153,-0.22490973838538092,-0.04580943771837437,-0.334879106554386,-0.24610451942823472,-0.01079846601949387,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9360893403747182,-4.612391924214848,-1.0627910375824579,-0.4595526125890771,-0.1996473179997019,-0.2252554437528913,-0.04586425090293274,-0.33539019624242417,-0.2464593519843877,-0.010804494973742862,0.001067,0.01,0.0,0.97,100,13,1,14
279,0.939177222662641,-4.613919993109869,-1.0635727375464057,-0.4599900747459635,-0.19978780509851676,-0.22548100172512534,-0.04592088638316707,-0.33579963662751366,-0.2467626323886553,-0.01081360088227889,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9355335386263222,-4.616938460529556,-1.0650927816890956,-0.4606477674081786,-0.2000680353984348,-0.22580726154411698,-0.04598243805304411,-0.33625788498032316,-0.24710556048566362,-0.010836200032099208,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9314067319297304,-4.620295521654187,-1.0667968230539595,-0.4613917186281262,-0.20036916885414435,-0.2261803293963855,-0.046038028283243895,-0.336770435887488,-0.24748625832283136,-0.010843068132276923,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9388168215785834,-4.622775865842166,-1.0680522561008436,-0.46196254635768624,-0.20060331514603505,-0.22646984887257024,-0.046102197545382556,-0.3371671820244256,-0.24777255163263653,-0.010854275721977683,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.938506588579795,-4.625368118546271,-1.0693954999582538,-0.4625428387765484,-0.20086422041369928,-0.22674869195815953,-0.04617040049624386,-0.33757525533257843,-0.2480773598375948,-0.010865612648968107,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.934299549511549,-4.6237538519303545,-1.06865434038572,-0.4627369586097687,-0.20064334034593656,-0.22693432291180907,-0.046177651573771475,-0.3380156051465228,-0.24836635053423284,-0.010868990035603323,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9362698999126755,-4.626775791013858,-1.0702007454740623,-0.46338638929276676,-0.2009427420434338,-0.2272427269137448,-0.04624511170559442,-0.3384689450989979,-0.24870121454070243,-0.010870313743264935,0.001044,0.01,0.0,0.97,100,13,1,14
286,0.939930276213462,-4.629555891843701,-1.0715767954161652,-0.46396069353705954,-0.2011954470015416,-0.22751432833264407,-0.04629488135870143,-0.33888875451924066,-0.2490100036823269,-0.010882278738287699,0.001041,0.01,0.0,0.97,100,13,1,14
287,0.9340552337782255,-4.632515706370372,-1.0730803254380552,-0.4646142043459229,-0.2014725081111938,-0.22782815677831555,-0.04635467424007325,-0.3393749575933166,-0.24937546708433983,-0.010900209333724667,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9427914502256663,-4.635056795661025,-1.074383200021451,-0.4651427815545231,-0.20174682578351205,-0.22807529900497256,-0.046424603507110695,-0.3397396841164919,-0.24966855720501463,-0.010905903663796719,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9402190345012934,-4.637742659934526,-1.0757373965365473,-0.4657191943268765,-0.20200207179661894,-0.2283535305778537,-0.046488485108674094,-0.34014085926951226,-0.24995956094921046,-0.010925578814031802,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.936405762911787,-4.635949277967125,-1.074950215922039,-0.46592123463497126,-0.20187580607524877,-0.22865882440100857,-0.04655965813508361,-0.34054580436399995,-0.25027528295219875,-0.010936598974552797,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9381188955355031,-4.638775393499216,-1.0763473230093592,-0.46651648774547544,-0.2021249496030201,-0.22893728021404483,-0.046609667735145154,-0.3409649689827879,-0.25058412660521945,-0.010946020912018153,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9369688029101638,-4.640910467873538,-1.0774640774727857,-0.46706848442602367,-0.20234185006192545,-0.22921994236210635,-0.04668063615504433,-0.341409515936301,-0.25090205709988506,-0.010962590854941376,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9394926380471098,-4.643458648384693,-1.0787611876502416,-0.4676315583710533,-0.2025785596609723,-0.2295034570080617,-0.04672715092909008,-0.34182180220691194,-0.2512008389708727,-0.010972031341467544,0.001018,0.01,0.0,0.97,100,14,1,15
294,0.942469645212568,-4.646000321317375,-1.0800052984851107,-0.46814446149446254,-0.2028238554881292,-0.22974141627722297,-0.04678926330306759,-0.3421828156024149,-0.25147311871073474,-0.010980445536103446,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.9374131668368457,-4.648299935046406,-1.0811937665154716,-0.46869389967268854,-0.20303315521408702,-0.23000223447326357,-0.04683583344478894,-0.3426153317667614,-0.2517934406180848,-0.011002930073847433,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.9404294736842105,-4.650918824235055,-1.082500220498236,-0.469245145493502,-0.20327838984638152,-0.23026834130163162,-0.04689231695816085,-0.34301604836248895,-0.25211198511390326,-0.011011156107151716,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9349877256558842,-4.653675668502418,-1.0839106688903453,-0.4698712964105822,-0.20353164921637046,-0.23059326685779438,-0.04694328993562208,-0.3435059497132944,-0.2524396991846987,-0.011033663357328053,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9320247794761296,-4.65558110315929,-1.0848743856807155,-0.4704032918743091,-0.20369827063042284,-0.23090124027977776,-0.04699664907624921,-0.3440041194846944,-0.25279700599416904,-0.011043456745251928,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9345210084033614,-4.65855811002574,-1.0863811116694555,-0.4710390903077039,-0.20398674591250374,-0.23121542914962417,-0.04706409147642675,-0.3444734686305481,-0.2531280671739934,-0.01105635152559895,0.001,0.01,0.0,0.97,100,13,1,14
