episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-0.4237528170924634,-0.32469297587522306,-0.36502330733419514,-0.09752141440367268,-0.06977054465248785
1,0.9074297430949222,-0.5922757695719134,-0.44962680435491154,-0.3010997724878314,-0.13258644570542275,-0.09900375823289631
2,0.8989059477756286,-0.8025468372160408,-0.5960497373130963,-0.2745246543279759,-0.17940912622074134,-0.13011688230275645
3,0.9131322227224974,-0.9565696318922063,-0.7019381568394145,-0.2545837542974201,-0.21189912836255476,-0.15308303142701846
4,0.9115006928128201,-1.1070849889950503,-0.8125698706903045,-0.2381870566738315,-0.24178777151530984,-0.17753212340228577
5,0.9130120045846655,-1.2437700836183079,-0.9136341206040695,-0.22111770124744468,-0.265856974482921,-0.1953388852599127
6,0.927666394508452,-1.3567192896163718,-0.9907202205510807,-0.21601575192390898,-0.2895563717625671,-0.20981866778123737
7,0.9216078900179319,-1.4789420384213003,-1.0762191016730849,-0.2261441354376089,-0.31478042475675083,-0.22577284030642814
8,0.9057710727969348,-1.6335025072150924,-1.1843837437009455,-0.26965150448526165,-0.3446393177784639,-0.24868032968343032
9,0.9211679714657075,-1.719876146638897,-1.2481614308724402,-0.24214985210946344,-0.3624498799588054,-0.2595082523580955
10,0.9163744104486637,-1.840525769814089,-1.3278704334290548,-0.25255675207998757,-0.3855765811955544,-0.2744771155018153
11,0.9106178945146407,-1.9629342872015423,-1.413964634949187,-0.2767886904512647,-0.4084392516838972,-0.2956240361515175
12,0.9200576161325171,-2.055302782224282,-1.479666585662705,-0.25917229127659586,-0.4272316229247634,-0.3074724032923584
13,0.924056389267849,-2.1420692049599603,-1.541854121312511,-0.27709700752167804,-0.4428486141536799,-0.319340952368964
14,0.917674081237911,-2.226022344960724,-1.6046646875442898,-0.2701439203090279,-0.4593012495685583,-0.33159627426148736
15,0.9190277273277636,-2.300415574216659,-1.6568690079441222,-0.25657685307570616,-0.47251084989363007,-0.3389124469568563
16,0.9238920420239102,-2.373684657793025,-1.7114184415703573,-0.2445652464929597,-0.4865108391364458,-0.34956182003491554
17,0.9229656419529837,-2.449076745546521,-1.7621991352216717,-0.2453039878803311,-0.4978837610207222,-0.35912990144135254
18,0.9140678726267005,-2.535532910751827,-1.8241328994283057,-0.24217678144955615,-0.5152741578120197,-0.3707811127919784
19,0.920127990248362,-2.607817010337707,-1.8776950271697128,-0.24749569945963504,-0.5289639337371164,-0.38146485564916166
20,0.9153556459940473,-2.683937451969211,-1.931510317686051,-0.2527866071773757,-0.5441274519715975,-0.39168952005056656
21,0.9183765433953195,-2.7559786727788653,-1.9792809938546432,-0.24784679022902986,-0.557753696644101,-0.40115773267327065
22,0.9252503576537912,-2.814992992839655,-2.020444111178212,-0.25508894567166807,-0.5677374389057608,-0.4086441550380582
23,0.9152817919075145,-2.886945368618776,-2.0717814926681766,-0.261782497809478,-0.5785384188138256,-0.41974908635107283
24,0.9261046599306288,-2.9330065647346975,-2.1059033481852887,-0.2507784724357068,-0.5858731073076928,-0.4262903871049662
25,0.9238207120910898,-2.9849940253363276,-2.141243659196297,-0.24371164189046332,-0.5966210478905862,-0.43337223676705816
26,0.9172658623905653,-3.047672290628181,-2.186917064002443,-0.24849866538474552,-0.6062978942009412,-0.4404770992682198
27,0.9256675487130142,-3.09861443021584,-2.223675099928702,-0.24357621005768312,-0.6145203815111925,-0.4460368216326938
28,0.9160144669749792,-3.1687491931947807,-2.270605219924703,-0.24626855154137658,-0.6264618836307315,-0.4538081534733863
29,0.9254671552742361,-3.219436980259535,-2.3043962201351627,-0.244907681265611,-0.6345928722935208,-0.4596795247782555
30,0.9186633039092056,-3.272472883070406,-2.3421276664323316,-0.25220784015879694,-0.6433684266373184,-0.4675015049389086
31,0.9202752651981849,-3.325212963119487,-2.3785321841446767,-0.2598017197963884,-0.6541080933517773,-0.47431553862054426
32,0.924743068833652,-3.36647910083734,-2.4076805590328716,-0.2577549655642488,-0.6611166788481534,-0.4790905209762394
33,0.9245889704544076,-3.4111920679672614,-2.438021481957031,-0.258227029513166,-0.6690760606255449,-0.48401423791162373
34,0.9191895113230035,-3.4608382412038066,-2.4753381470701403,-0.26802076760319377,-0.6765092392625764,-0.49008127648460686
35,0.9206150545324513,-3.5112460756351767,-2.508253707789089,-0.2653347937613922,-0.6855583516396597,-0.49497220469510317
36,0.92636629119733,-3.556095047811389,-2.5358869466444007,-0.26883776543288945,-0.6932153332573264,-0.49897711161735253
37,0.9202159568086383,-3.598258803916903,-2.566565830482555,-0.26278190104192956,-0.7000824299643359,-0.5043851095028655
38,0.9197619906238731,-3.63996596326283,-2.599001715173512,-0.26276733963714594,-0.7065094289163014,-0.5108161419916641
39,0.9205689676088803,-3.686715593972867,-2.632656377634132,-0.26509784416703613,-0.713308458307225,-0.515623642352726
40,0.9255540371932743,-3.726879395934962,-2.6612463908272153,-0.26319752747495223,-0.7200920683522094,-0.5196773940131614
41,0.9295626892066061,-3.76428855175233,-2.6876833318442155,-0.26040775215758594,-0.7273940392547957,-0.5235178700613997
42,0.9231395734668637,-3.803010850732516,-2.714441756726943,-0.25642749611285154,-0.7330117715573239,-0.5284136894062975
43,0.9223697028738431,-3.8420428943491554,-2.742287435239801,-0.25708453646297724,-0.7399598751862996,-0.5330087830301391
44,0.9197573709146876,-3.881871666440071,-2.7696893231728983,-0.2631677557273955,-0.7457209539060541,-0.5371864202339367
45,0.9299179218905024,-3.910911936088277,-2.788114320567714,-0.2688931455488388,-0.7500128162151741,-0.5406188412693537
46,0.9242759693633318,-3.947441003930318,-2.813372063657343,-0.26058127403006354,-0.7550559042453991,-0.5451701582767456
47,0.9240221424660867,-3.981102368443381,-2.835576760435643,-0.25923344623803163,-0.7599636503632663,-0.5484382592448844
48,0.92832115921373,-4.010793657365718,-2.85667764169268,-0.2529196838644194,-0.7647364824677706,-0.552071810525577
49,0.9226665085810831,-4.050271750802569,-2.8841828802671174,-0.2552260254809781,-0.7705940896869183,-0.5567317397032487
50,0.9242108397855866,-4.080731196903375,-2.9063612253536846,-0.2650108932372318,-0.7728842294365925,-0.5586640252456329
51,0.924803490839535,-4.114293173542426,-2.929276077312023,-0.2663642827978698,-0.7785329907965082,-0.5628892826156771
52,0.9274385408406027,-4.139961626044041,-2.9476489431672315,-0.27229948041723895,-0.7822089955125467,-0.5651978342316503
53,0.921010533941022,-4.173607457798796,-2.9721067229251474,-0.2679422448839547,-0.7877480439381097,-0.5686972646587657
54,0.9254663929304651,-4.210420150230556,-2.99664846800823,-0.26751254092333404,-0.7952441680528094,-0.5723896055290812
55,0.9225866859973421,-4.2443630301169755,-3.0211301728139093,-0.277551565759643,-0.8001446001838457,-0.57644288615685
56,0.9241927075347297,-4.2745912413216285,-3.044252826675578,-0.2843446843406764,-0.8046195625894961,-0.5800538960168307
57,0.9259606089898502,-4.305773124580016,-3.0662221919354553,-0.2839083597386179,-0.8097617742078822,-0.5838323489905544
58,0.9202839202839203,-4.339986728311943,-3.091243479308342,-0.28843521814707873,-0.8159375864658046,-0.5870200577030684
59,0.9189812734082397,-4.370962899347506,-3.112948999724992,-0.29172672613501877,-0.8206167797082763,-0.590446841889465
60,0.9258993021235811,-4.398333871075765,-3.1325848930188713,-0.28872269521313654,-0.8257674263686132,-0.594120220568105
61,0.9299189744830089,-4.423077442064577,-3.1491584304751323,-0.2843454971825514,-0.8298658322851772,-0.5964642411170038
62,0.922563901379123,-4.453579427274895,-3.1707377279392146,-0.285303334390163,-0.8357079608554484,-0.5993843439979327
63,0.9292414902171,-4.480072415681471,-3.18792612059473,-0.2826419049043713,-0.8387657976380013,-0.6021458074680471
64,0.9227338476374156,-4.509383840087758,-3.207853737731764,-0.27562971080327475,-0.8431129062036209,-0.6050843811339945
65,0.922875305034194,-4.538102085690769,-3.2276606675703996,-0.27565294542422336,-0.8469347366339677,-0.6082994531204291
66,0.9301984284709696,-4.563266080824543,-3.2452858073108946,-0.27236778800220507,-0.8512760803784066,-0.6104728285446858
67,0.9342331214412677,-4.586000990228976,-3.2603452360553486,-0.2730182834595604,-0.8533001707717026,-0.6125214123208692
68,0.9241533894711335,-4.612296823663721,-3.2800675326526187,-0.279652071594059,-0.8564121950010104,-0.614523755884985
69,0.9307588684328694,-4.635051868252453,-3.2954381075403445,-0.2820951938622494,-0.8594860130256715,-0.6169738467692655
