episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
20,0.9214296361317676,-45.86137056871368,-22.314876200471577,-10.565984086321578,-3.8407862748183805,-8.30040007508863,-5.115720703073568,0.006242,0.01,0.163683
21,0.9226241964755169,-46.524650539347576,-22.554746624848836,-10.71716462832325,-3.8660592691739275,-8.43985436256556,-5.21461216021354,0.006127,0.01,0.162052
22,0.9155415014472386,-47.42019990601364,-22.936541795672536,-10.929106618374373,-3.925592701219729,-8.647662684773598,-5.357940695377702,0.006016,0.01,0.160436
23,0.920108567382582,-47.94709240002318,-23.189361464920903,-11.073373577871088,-3.9647227475880897,-8.777703542296418,-5.479160937277663,0.005909,0.01,0.158837
24,0.9232445923460899,-48.30575962009408,-23.315914562518262,-11.162058154165429,-3.969151362598497,-8.88705902631004,-5.5495588322152285,0.005806,0.01,0.157253
25,0.9205250033697264,-48.80344502500506,-23.472567953164006,-11.280526855099337,-3.9816775143680045,-9.044729722311114,-5.653267397463004,0.005706,0.01,0.155686
26,0.9238853503184713,-49.04576786435202,-23.518961277474006,-11.34670908788324,-3.967184638191237,-9.154420311130144,-5.736163778436364,0.00561,0.01,0.154133
27,0.9262630633029355,-49.06327316103841,-23.42965267150276,-11.361802565944847,-3.9279905982383587,-9.210873473273093,-5.790261432657156,0.005517,0.01,0.152597
28,0.9271136535711282,-49.161566721541185,-23.430186267197925,-11.40583157811688,-3.912998599165703,-9.283040538042831,-5.856702204178102,0.005426,0.01,0.151076
29,0.9237773633721419,-49.503486408140425,-23.530288395225664,-11.494093858086526,-3.915809358547451,-9.385003490623395,-5.9323114743456475,0.005339,0.01,0.14957
30,0.9250916621401413,-49.69488378524234,-23.576791317026554,-11.557063592078354,-3.911183247149352,-9.460557981308183,-6.006565176088063,0.005255,0.01,0.148078
31,0.9240683570356125,-49.93967163437205,-23.643101581225046,-11.63792741696783,-3.9059496139895256,-9.599876729738343,-6.10232499739872,0.005173,0.01,0.146602
32,0.9116178176865257,-50.625058735345114,-23.91179737875688,-11.797123204453815,-3.933812016650822,-9.763315737391322,-6.197212321016988,0.005094,0.01,0.145141
33,0.9241526428063522,-50.71947717019619,-23.884838568131922,-11.842968051870864,-3.9063140184831577,-9.833733611598138,-6.254295689522574,0.005017,0.01,0.143694
34,0.9248204442959747,-50.827842717607524,-23.881579418454063,-11.880894510761221,-3.8923990697765336,-9.895003631080504,-6.3127885382651225,0.004942,0.01,0.142261
35,0.9246320419556758,-50.83187971028945,-23.804225439344428,-11.88547554123787,-3.860318301606073,-9.921893611943966,-6.342891118565358,0.00487,0.01,0.140843
36,0.921222244718904,-51.03833522222123,-23.84074990118964,-11.951513096211338,-3.8545996575664927,-10.02577400406005,-6.4279668699504535,0.004799,0.01,0.139439
37,0.9250852263138354,-51.247509839413745,-23.858178654958444,-12.004454664523715,-3.834779460989852,-10.120957858679422,-6.494850206949183,0.004731,0.01,0.138049
38,0.9271834902341787,-51.30080183478128,-23.821873878569676,-12.030556834373328,-3.810614008045716,-10.162062649241532,-6.539509213419602,0.004665,0.01,0.136673
39,0.9237398973808646,-51.545699089132754,-23.882835160740584,-12.103952211643843,-3.806109316316581,-10.244701764992632,-6.596347501427596,0.0046,0.01,0.13531
40,0.9272040344751977,-51.573455248344395,-23.857063934831057,-12.13407887574543,-3.7901974284975184,-10.288440988388903,-6.644597010922588,0.004537,0.01,0.133961
41,0.9216391568897704,-51.8543599057655,-23.929562240838507,-12.200821096782281,-3.7875688875126596,-10.37348509171805,-6.721241329483954,0.004476,0.01,0.132626
42,0.9187227623198123,-52.24492519397506,-24.080643409607728,-12.313048589462877,-3.7984614528474463,-10.496011620096585,-6.814020153779757,0.004417,0.01,0.131304
43,0.9227072420387461,-52.46602739355943,-24.146446183933683,-12.37591735024814,-3.796409395227114,-10.558737972313663,-6.872811675264957,0.004359,0.01,0.129995
44,0.9193194199983237,-52.75572103303534,-24.239289036673576,-12.465295969559284,-3.793190779641673,-10.666084432537986,-6.960870020091954,0.004302,0.01,0.128699
45,0.9243639543291463,-52.839788541046104,-24.23353249269497,-12.488956670917961,-3.7828523807920926,-10.725026685031114,-7.022749426361904,0.004247,0.01,0.127416
46,0.9212844129045247,-53.04813688704049,-24.279488676608306,-12.548790454350012,-3.779097903740382,-10.821559517184888,-7.092507879092372,0.004194,0.01,0.126145
47,0.9215216188576123,-53.31766894252407,-24.36449724163014,-12.611537706488663,-3.777767662543969,-10.889695686469581,-7.149554507160414,0.004141,0.01,0.124888
48,0.9194270068118071,-53.562848044357054,-24.453941071363552,-12.673472541227824,-3.78353505180456,-10.953657123292386,-7.197353058512881,0.00409,0.01,0.123643
49,0.921997142136673,-53.718194245217994,-24.476444684426493,-12.71514238892667,-3.7764848247556375,-11.046222580438792,-7.266663957921828,0.004041,0.01,0.12241
50,0.9234564586235252,-53.906344572717316,-24.518515268154736,-12.762367146798324,-3.772901464555468,-11.12840371793554,-7.324617446168652,0.003992,0.01,0.12119
51,0.9245673343761037,-53.93594274255245,-24.49742374182311,-12.7903474858222,-3.75952183151069,-11.173853874922889,-7.37402603183604,0.003945,0.01,0.119982
52,0.931681314417773,-53.821733305424694,-24.360999208614885,-12.77676373593959,-3.7161466545721957,-11.222852648206361,-7.423961400876797,0.003898,0.01,0.118786
53,0.9238039478086316,-53.96936795343127,-24.386759041827382,-12.823030995539781,-3.710654402227432,-11.306429748514525,-7.480208783589142,0.003853,0.01,0.117601
54,0.9212981608269566,-54.144345125276985,-24.439388056528518,-12.873100660099512,-3.7094085347630554,-11.375872890771692,-7.532599544635897,0.003809,0.01,0.116429
55,0.9221636104831282,-54.15653209802467,-24.395393712732027,-12.885854604358101,-3.6871888999447093,-11.407219624705931,-7.565563625644775,0.003766,0.01,0.115268
56,0.9277730879621813,-54.15361795091697,-24.339099366831753,-12.90165599408324,-3.6635946092913754,-11.450709000896158,-7.605031551290608,0.003724,0.01,0.114119
57,0.9221099210539548,-54.370219925628255,-24.417789026809615,-12.978606088502152,-3.6642022176408258,-11.539630073679945,-7.669177923034063,0.003682,0.01,0.112982
58,0.919287335070174,-54.66305109473168,-24.517676742077416,-13.058024713080597,-3.6663577133229586,-11.650949937063793,-7.748999060270688,0.003642,0.01,0.111855
59,0.9186119128394686,-54.842941250831345,-24.5657318661186,-13.11296228593097,-3.6563620649383544,-11.72615819204244,-7.8070907830257505,0.003602,0.01,0.11074
60,0.925305112230093,-54.821897746894955,-24.503718382332842,-13.128418151628928,-3.627995073955919,-11.760154072804387,-7.847389626959937,0.003564,0.01,0.109636
61,0.9248222203630888,-54.87955582608704,-24.494458936990117,-13.156724066831844,-3.615433989148877,-11.813450588190127,-7.9016734315363415,0.003526,0.01,0.108543
62,0.9227100362349372,-54.99400438004048,-24.510457210331406,-13.201107467104523,-3.603288360103729,-11.898850437812714,-7.974202427479963,0.003489,0.01,0.107461
63,0.9241402393105179,-55.13605505991411,-24.53579276425927,-13.251353196179625,-3.5947796009388293,-11.972315918157621,-8.03435909662855,0.003453,0.01,0.10639
64,0.9231219381698407,-55.2415303602409,-24.54879801265611,-13.276751494010476,-3.5917121756096515,-12.010609074203751,-8.073465240277365,0.003417,0.01,0.105329
65,0.9181033034244044,-55.54372496377433,-24.66753187726352,-13.353387035179956,-3.604682990410728,-12.080304046647594,-8.129065102981595,0.003382,0.01,0.104279
66,0.9240814408244793,-55.61168447119064,-24.65240163200879,-13.377202848480849,-3.5929827526905056,-12.128784439188587,-8.165209840586519,0.003348,0.01,0.10324
67,0.9235635480279362,-55.68846074242139,-24.655719295032075,-13.405505978137572,-3.586772746765005,-12.159016775772551,-8.200293830758275,0.003315,0.01,0.10221
68,0.9215752102462524,-55.825655405708524,-24.69238316804903,-13.4448927928619,-3.586492782743911,-12.20463348934879,-8.244585899896752,0.003282,0.01,0.101191
69,0.9222130968942226,-55.95724175169132,-24.723102480216415,-13.486703635901582,-3.5753837343086787,-12.281957029280477,-8.30521747909796,0.00325,0.01,0.100183
70,0.9249641682826069,-55.953358689034474,-24.672320001629423,-13.490073438523186,-3.5523451735587503,-12.335975787273417,-8.343496666644961,0.003219,0.01,0.099184
71,0.9263636515604888,-56.02060364316383,-24.659113657211407,-13.508075314398393,-3.5387458262402984,-12.380203708961963,-8.389327017153198,0.003188,0.01,0.098195
72,0.9239301631982842,-56.06144711963252,-24.64494755258667,-13.530517103256917,-3.5269730515438553,-12.402051506590238,-8.419075222284377,0.003157,0.01,0.097216
73,0.9250117932475235,-56.10696588707117,-24.6263702899117,-13.548751225533234,-3.514520669870325,-12.438987197731455,-8.452753602067208,0.003128,0.01,0.096247
74,0.9251990466047975,-56.18485128217026,-24.637803655189035,-13.58202341159326,-3.5069469275743397,-12.500911393416978,-8.504332692270866,0.003098,0.01,0.095288
75,0.9264675941635562,-56.187120068118894,-24.604607480525488,-13.596231185541576,-3.491075397748576,-12.53535617107171,-8.533989752168775,0.00307,0.01,0.094338
76,0.9284428289965351,-56.14412028961637,-24.535494645292783,-13.594712501081856,-3.4680522200157093,-12.558385202114597,-8.57057346271002,0.003042,0.01,0.093397
77,0.9209964294056796,-56.317502634577814,-24.585346499595577,-13.64233029427702,-3.4663658638976647,-12.625290012448362,-8.62533952799956,0.003014,0.01,0.092466
78,0.9264036546245444,-56.31166655262659,-24.54708776267944,-13.648466814877112,-3.449121690536962,-12.653155687668118,-8.65308194668927,0.002987,0.01,0.091544
79,0.922252238476307,-56.43461473158345,-24.575922695054192,-13.682521475798223,-3.442036718589911,-12.701745964008751,-8.691770762933698,0.00296,0.01,0.090632
80,0.9251704106645177,-56.51207367078194,-24.594211965776836,-13.702712739590124,-3.4408785986827186,-12.734267524167276,-8.721133540584272,0.002934,0.01,0.089728
81,0.9274932614555256,-56.50849464748189,-24.55620206241454,-13.712746761184116,-3.4252015815192336,-12.76374794584737,-8.757153482221476,0.002909,0.01,0.088834
82,0.9227322496420449,-56.65044057464473,-24.60427140489721,-13.76120140228879,-3.4280417343163485,-12.835931766151806,-8.8086677242071,0.002883,0.01,0.087948
83,0.9172943708386576,-56.88621107384609,-24.682984302807164,-13.824282939881083,-3.425475428677023,-12.90428658134214,-8.856080333863684,0.002859,0.01,0.087071
84,0.9206074906118108,-57.07721516867153,-24.748989776055787,-13.875935582543997,-3.425948760573602,-12.953314591406775,-8.896669669323687,0.002834,0.01,0.086203
85,0.9211868413942178,-57.222979200500134,-24.78061837716239,-13.902523841509797,-3.4266236592050014,-13.007269676283837,-8.937695840092644,0.00281,0.01,0.085344
86,0.9275957443198208,-57.18277540711459,-24.733313578483973,-13.909199119829756,-3.4073354389020265,-13.04600047262818,-8.968942565134697,0.002787,0.01,0.084493
87,0.9214417744916821,-57.305262192100884,-24.76372847073352,-13.94475719822898,-3.4038270852077166,-13.09041139192137,-9.009552342888126,0.002763,0.01,0.083651
88,0.9238431279860888,-57.37997252844478,-24.769888892119997,-13.973018592167087,-3.398604624125468,-13.135039306075594,-9.040365888553078,0.002741,0.01,0.082817
89,0.9178338789699281,-57.579437681661844,-24.821454737126835,-14.018916348009395,-3.3974107599912737,-13.1969948128525,-9.091935336282976,0.002718,0.01,0.081991
90,0.9292969996138283,-57.54765415742581,-24.761224278186923,-14.016824367948539,-3.373421654976843,-13.215743340049544,-9.119419280769565,0.002696,0.01,0.081174
91,0.9286970937510572,-57.49085594937475,-24.688649075778134,-14.017878709421506,-3.3495806600716143,-13.246005420996353,-9.153389227969722,0.002674,0.01,0.080365
92,0.9239021744657051,-57.485459682931356,-24.654448252017108,-14.030762945420573,-3.335473509290412,-13.291918483211463,-9.190066767549133,0.002653,0.01,0.079563
93,0.9234883176789117,-57.55645787125059,-24.64960659835792,-14.050336892260164,-3.3230943819378096,-13.329204597573185,-9.21951880065739,0.002632,0.01,0.07877
94,0.9268445467781803,-57.583064188518016,-24.63107220377724,-14.063747684002273,-3.313154453977405,-13.368192456106149,-9.253203918784548,0.002611,0.01,0.077985
95,0.9227323816074214,-57.65650773584166,-24.636785639190844,-14.088025273235395,-3.310084953906083,-13.407554736099886,-9.291946811394482,0.002591,0.01,0.077207
96,0.9241265177229512,-57.73905379915289,-24.648752843972016,-14.1109882663634,-3.3061188589053203,-13.45141774019838,-9.323718363032556,0.002571,0.01,0.076438
97,0.9205467031583189,-57.84812497016723,-24.67823833278803,-14.146409602335952,-3.3036722260276723,-13.5058438342816,-9.367157500006952,0.002551,0.01,0.075676
98,0.9287687849585552,-57.797858195898456,-24.622680563735074,-14.142968618955098,-3.2833329312650883,-13.523164778491049,-9.38314053663232,0.002532,0.01,0.074921
99,0.9247903785889726,-57.85082007451058,-24.59947731313423,-14.151732502127881,-3.2732128616476492,-13.560732117827731,-9.416806747933919,0.002513,0.01,0.074174
100,0.9230473901213547,-57.90795923043285,-24.593155359046488,-14.178005849318014,-3.2606711269379196,-13.5945604376211,-9.446418700036709,0.002494,0.01,0.073435
101,0.9208464214543858,-58.03822424737482,-24.63998630628643,-14.22214353341029,-3.260602878356166,-13.644116319435067,-9.486421587044129,0.002475,0.01,0.072703
102,0.9247775002933141,-58.08347314943496,-24.629945939943163,-14.239717102193532,-3.2494957073027795,-13.68758722106947,-9.521370698680153,0.002457,0.01,0.071978
103,0.9309009755355301,-58.006804466381666,-24.555185439044777,-14.227843486304693,-3.2266668458657914,-13.70286366629329,-9.536577006421435,0.002439,0.01,0.071261
104,0.9262513624549342,-58.06452826804416,-24.56298014332044,-14.25014075453182,-3.222409225825181,-13.7499013662736,-9.585392226911962,0.002421,0.01,0.07055
105,0.9230730714023434,-58.21792521419201,-24.611793407525777,-14.28593771848378,-3.220083851583227,-13.799238911218108,-9.623662309805097,0.002404,0.01,0.069847
106,0.9190158112792762,-58.38553904808797,-24.67325855837709,-14.331453685459389,-3.2188165319518736,-13.852514363893976,-9.672075949865846,0.002386,0.01,0.06915
107,0.9276351534908992,-58.3672690169285,-24.631819315709805,-14.334147852186893,-3.2019962761927774,-13.886865305175544,-9.703523670028583,0.002369,0.01,0.068461
108,0.924684102751927,-58.45845562040773,-24.647936988387492,-14.362888740080852,-3.1957540935144397,-13.93727151522923,-9.74401241047174,0.002352,0.01,0.067779
109,0.9277363434791372,-58.4705892486211,-24.62184871344195,-14.374507804308355,-3.1831831414988545,-13.967638773086433,-9.775134693862396,0.002336,0.01,0.067103
110,0.9235036250210757,-58.539425193224396,-24.62128585276375,-14.395507654117651,-3.1730576238377255,-14.016475133526207,-9.811870402838483,0.00232,0.01,0.066434
111,0.923366514609371,-58.64091159775851,-24.647782229181907,-14.425712325092714,-3.1698417394796343,-14.060726686297206,-9.844167771101276,0.002304,0.01,0.065772
112,0.9196328181375757,-58.787696929297354,-24.687800107116647,-14.46617485857285,-3.170270947123032,-14.122327040075218,-9.889990786487058,0.002288,0.01,0.065116
113,0.921637126466307,-58.897271995442,-24.70346975403115,-14.491362943989975,-3.1640355103077167,-14.167436897201895,-9.927950563521655,0.002272,0.01,0.064467
114,0.9205122172554028,-59.024743805093095,-24.736358520705355,-14.528963543859927,-3.1597709615294884,-14.214594128728002,-9.96532096448726,0.002257,0.01,0.063824
115,0.9283893082079597,-59.004051286022516,-24.694898638915415,-14.527826047348722,-3.144220409849065,-14.242203478069943,-9.987079993899734,0.002241,0.01,0.063188
116,0.9223009120089672,-59.0761197201456,-24.698627257661787,-14.544806028268871,-3.139916512100497,-14.276461307140393,-10.020759020088002,0.002226,0.01,0.062558
117,0.9230523627075351,-59.14025637540387,-24.69922721675517,-14.558187593993436,-3.1339670523304246,-14.302213788137088,-10.041838819233023,0.002212,0.01,0.061934
118,0.916022841787034,-59.323763802603175,-24.773661185874573,-14.606158715920921,-3.1421154461348726,-14.350278913943066,-10.082224457085735,0.002197,0.01,0.061317
119,0.9274001142511509,-59.34957886466356,-24.75660984010012,-14.614972314544824,-3.132590230339974,-14.377641311991592,-10.108582656384002,0.002182,0.01,0.060706
120,0.9266816444235799,-59.35107973997412,-24.719703969225453,-14.617499809388596,-3.1181021900465407,-14.400406629343092,-10.1288342679338,0.002168,0.01,0.0601
121,0.9257838897148263,-59.39800178931602,-24.716957411223515,-14.632524816342862,-3.1109294181176024,-14.436163204812697,-10.163086708063771,0.002154,0.01,0.059501
122,0.9205629450490393,-59.55255443527384,-24.772615836308084,-14.677372419463953,-3.111086699495065,-14.490773642513034,-10.201810062120517,0.00214,0.01,0.058908
123,0.9262200524969488,-59.56755879743445,-24.74448638480039,-14.6823820189572,-3.0968520310150485,-14.517592167473762,-10.225457787733562,0.002127,0.01,0.058321
124,0.9233146350475294,-59.658880665874776,-24.759653991143473,-14.70162601549663,-3.0928129450623594,-14.546767234223072,-10.250165965780702,0.002113,0.01,0.057739
125,0.9279686968356584,-59.614202750584575,-24.711162877356518,-14.69600019723651,-3.0806914908526966,-14.553397544734471,-10.264297897687566,0.0021,0.01,0.057164
126,0.9176500252143217,-59.79775641708888,-24.78580903073129,-14.745071646000016,-3.0870082859662875,-14.60905765622117,-10.306638451736049,0.002087,0.01,0.056594
127,0.9280134964150147,-59.73561898868683,-24.727478113970367,-14.736290620799425,-3.070334606686987,-14.614810746309802,-10.324075206261394,0.002074,0.01,0.05603
128,0.9163118435772847,-59.941299850567276,-24.808875150567086,-14.78592827262442,-3.079145748718223,-14.671112863227517,-10.367901360159099,0.002061,0.01,0.055471
129,0.9239484920821706,-60.01786926394649,-24.823609983851508,-14.810310697351586,-3.074670355440519,-14.712082746313131,-10.402863313474391,0.002048,0.01,0.054918
130,0.9251623267956356,-60.0708637333818,-24.834501843690692,-14.831636405813953,-3.073936324106492,-14.746891772564547,-10.43245633401147,0.002035,0.01,0.054371
131,0.9175262927993011,-60.211386993770944,-24.881555809473117,-14.865252546550838,-3.075049505960028,-14.79392991973243,-10.4685213563879,0.002023,0.01,0.053829
132,0.924226967908089,-60.24506207394641,-24.871891609122585,-14.882275396084442,-3.06420370363704,-14.829591562697246,-10.498454661245441,0.002011,0.01,0.053292
133,0.9265966783688901,-60.23702777294495,-24.847838103777043,-14.884799345977147,-3.051150351020599,-14.846466293790735,-10.520110300241676,0.001999,0.01,0.052761
134,0.921133985595869,-60.33127677083152,-24.867852806840464,-14.90577113950952,-3.0498165414031653,-14.881108889733456,-10.551027458476073,0.001987,0.01,0.052235
135,0.9274020872321413,-60.33006616577124,-24.835236214240197,-14.908295375302387,-3.037039672693248,-14.89947121105263,-10.57050375871059,0.001975,0.01,0.051714
136,0.9213004145616891,-60.43944033063721,-24.869370905583658,-14.931902413970594,-3.039851278725047,-14.929597245889415,-10.59770228632259,0.001963,0.01,0.051198
137,0.9217759344563241,-60.478822834709106,-24.864485131885044,-14.946832126060478,-3.034103826741765,-14.970489733957612,-10.633485214925303,0.001952,0.01,0.050688
138,0.9233774945497233,-60.54533085994492,-24.86820550795992,-14.966466195644642,-3.026556382415069,-15.010885562865067,-10.66675582824263,0.00194,0.01,0.050183
139,0.9212169523050352,-60.62927042119195,-24.88028208700203,-14.991623953222556,-3.0205786010283555,-15.050303436897119,-10.699455812670992,0.001929,0.01,0.049682
140,0.9233861472735224,-60.6870829051823,-24.879376890568178,-15.010284329900038,-3.0106806598033984,-15.077280681973615,-10.722111691413653,0.001918,0.01,0.049187
141,0.9313773321444794,-60.624100621265065,-24.81399675049906,-14.996908929070404,-2.991326697198379,-15.081845416856167,-10.728743290911833,0.001907,0.01,0.048697
142,0.9300846748552495,-60.55947603328803,-24.753866942614856,-14.992478512298732,-2.973348230176794,-15.098995609412567,-10.75033421206704,0.001896,0.01,0.048211
143,0.9206362438934925,-60.67032171527454,-24.7855271231995,-15.026232049162815,-2.97107196144914,-15.157533516467197,-10.790620510477659,0.001885,0.01,0.047731
144,0.9310420278390251,-60.64135394114941,-24.745488726877095,-15.02535244569599,-2.956438901282042,-15.174908857489827,-10.814971306285555,0.001875,0.01,0.047255
145,0.9224830973123885,-60.72954920864814,-24.773921645871596,-15.05121372432087,-2.9549606926129166,-15.217148436949943,-10.850389268627705,0.001864,0.01,0.046784
146,0.9256174804785683,-60.75507092803291,-24.763349318217436,-15.059210126907674,-2.94505897185117,-15.246630881753315,-10.878783976260273,0.001854,0.01,0.046317
147,0.9260806331597105,-60.770641279745625,-24.744984788132125,-15.06995802412564,-2.9354831398913217,-15.267569923008223,-10.899468486577648,0.001843,0.01,0.045856
148,0.9234638390429581,-60.82397755236844,-24.75281592027058,-15.086785459439621,-2.931753175948358,-15.292200612145532,-10.92394238646939,0.001833,0.01,0.045399
149,0.9292475830180749,-60.77360641243932,-24.69843257554624,-15.080223421521755,-2.9144302212826383,-15.303668819713497,-10.94135195872269,0.001823,0.01,0.044946
150,0.9297560143320253,-60.7273657131658,-24.64460445459953,-15.074163582044713,-2.8944894573909026,-15.308665181215067,-10.952551844882443,0.001813,0.01,0.044498
151,0.921284066209664,-60.83188160300503,-24.667423438239787,-15.0964171834722,-2.8939940631926646,-15.338090949899716,-10.983900664759002,0.001803,0.01,0.044054
152,0.9159262475783285,-61.04486987980098,-24.751630609406096,-15.149203191495154,-2.8989113512789295,-15.394157818008887,-11.022457512898024,0.001794,0.01,0.043615
153,0.9286986039236568,-61.01064958043463,-24.700409674537134,-15.14479337746979,-2.881762538781889,-15.414354969289885,-11.045071617960831,0.001784,0.01,0.04318
154,0.9245176501843058,-61.05443706659006,-24.689867572771867,-15.153131880775149,-2.871884772271499,-15.437438669564377,-11.069862316510916,0.001774,0.01,0.04275
155,0.9172729092972035,-61.23388080725426,-24.758193718656266,-15.19464428706281,-2.8796079329626396,-15.482194892031435,-11.105101251409398,0.001765,0.01,0.042324
156,0.922242435368927,-61.330084883770844,-24.787156832059782,-15.22064888501994,-2.8818258568847743,-15.524454656661684,-11.136685027079064,0.001756,0.01,0.041902
157,0.9215290056411551,-61.394429527403126,-24.78918351881606,-15.23767033121133,-2.8747876892243376,-15.56673102089667,-11.166046411126331,0.001746,0.01,0.041484
158,0.9262924071082391,-61.42925725897693,-24.78008932926492,-15.244790073918509,-2.8681791672018506,-15.587430894117647,-11.186872770644351,0.001737,0.01,0.04107
159,0.9202814990673224,-61.53083198228457,-24.806859824996636,-15.273279626999033,-2.8654165941289804,-15.63006612177664,-11.21674028509921,0.001728,0.01,0.040661
160,0.9195947077541451,-61.66170836406778,-24.852197023623734,-15.305270601861148,-2.8677733937837884,-15.673685422914263,-11.24855278554207,0.001719,0.01,0.040256
161,0.9185888053298339,-61.807124168612724,-24.909877613924888,-15.340600638673944,-2.874557766832027,-15.711111633061034,-11.284054183199274,0.001711,0.01,0.039854
162,0.9262978752085194,-61.79545160951284,-24.889728112979565,-15.344148100741513,-2.867030634417617,-15.727283442733054,-11.301439562655544,0.001702,0.01,0.039457
163,0.9262220576353353,-61.80500295059771,-24.87921353610138,-15.356531392651457,-2.8582879242797596,-15.758875471473106,-11.328664585778482,0.001693,0.01,0.039064
164,0.9206165509375734,-61.88375455149328,-24.893330523415727,-15.373356906808246,-2.8566713727901574,-15.790766958104546,-11.353319539336265,0.001685,0.01,0.038674
165,0.9180936696523099,-61.99266187988396,-24.925126608580292,-15.408815949451972,-2.85465892630204,-15.834268962282463,-11.394780539220264,0.001676,0.01,0.038289
166,0.9232085380315094,-62.055285053415226,-24.930947433327546,-15.42728774506503,-2.8477643758468663,-15.867088729626813,-11.426763810151762,0.001668,0.01,0.037907
167,0.9240054546372835,-62.110948118363275,-24.936076222406214,-15.444179588212975,-2.8408639727569085,-15.897857757691645,-11.455155612083203,0.001659,0.01,0.037529
168,0.9224960388362606,-62.182022270725504,-24.95112440326358,-15.462517288991329,-2.838204657776902,-15.93200864387588,-11.480654189505017,0.001651,0.01,0.037155
169,0.918520624937272,-62.29930481987652,-24.993382430078128,-15.496005004016581,-2.8380903226335366,-15.972549293964544,-11.51058062975237,0.001643,0.01,0.036785
170,0.9294378177059741,-62.27470411617101,-24.961688384832097,-15.495859268021285,-2.827311243532292,-15.988089130608044,-11.529268422723579,0.001635,0.01,0.036418
171,0.92533378688664,-62.277367075695366,-24.93939220429478,-15.504311430680755,-2.814605470346861,-16.0155844144985,-11.557708644862476,0.001627,0.01,0.036055
172,0.9231849882093222,-62.36175063665216,-24.95904852976146,-15.528997446009118,-2.8112691520157878,-16.057120037851018,-11.586758181180082,0.001619,0.01,0.035695
173,0.9232293214462606,-62.434218968252466,-24.980720010446205,-15.54826297366417,-2.8109093164897305,-16.086438649999213,-11.614491377915515,0.001611,0.01,0.035339
