seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9498,401.4881,2042,987,60282,58240,58240,220,42,234,220,220,207,7131,7358,0.0157,0.0328,0.9514,0.0039,0.0196,0.9765,3,15,226,204,234,207
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9487,398.3421,2096,987,60062,57966,57966,193,42,210,193,193,183,7290,7482,0.0079,0.0329,0.9593,0.0039,0.0196,0.9765,3,15,209,180,210,183
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9486,398.5317,2316,738,59410,57094,57097,233,42,235,233,233,231,7137,7372,0.0157,0.0288,0.9556,0.0039,0.0183,0.9778,3,14,228,223,235,231
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9488,396.9598,2185,860,59520,57335,57335,242,41,243,242,242,231,7043,7290,0.0105,0.0276,0.9619,0.0026,0.0209,0.9765,2,16,239,236,243,231
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9526,397.6765,2045,750,58938,56893,56891,219,42,204,219,219,214,7304,7529,0.0105,0.0316,0.9578,0.0078,0.0156,0.9765,6,12,203,204,204,214
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.954,398.9579,1856,876,59402,57546,57545,226,42,211,226,226,221,7131,7365,0.0132,0.0448,0.942,0.0052,0.0248,0.97,4,19,206,210,211,221
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9501,399.2291,2094,885,59646,57552,57553,233,42,207,233,233,219,7181,7414,0.0106,0.0317,0.9578,0.0092,0.0264,0.9644,7,20,208,230,207,219
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9519,397.0571,2028,817,59136,57108,57110,229,42,209,229,229,211,7160,7391,0.0131,0.0327,0.9542,0.0039,0.0235,0.9726,3,18,202,220,209,211
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9521,398.2666,2032,815,59402,57370,57368,210,42,233,210,210,204,7373,7597,0.0143,0.0261,0.9596,0.0052,0.0196,0.9752,4,15,228,210,233,204
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,10,18,0.9498,399.3681,2136,867,59852,57716,57716,230,42,230,230,230,225,7333,7553,0.0119,0.0264,0.9618,0.0013,0.0312,0.9674,1,24,223,228,230,225
