Accumulated time to find action,Accumulated time to find location,Accumulated action time,Accumulated driving time,Accumulated solution time,Accumulated time to find helping actions,Number of get_best_action
0.15628910064697266,650.9700586795807,18103.0,2119.72418495106,651.1263477802277,0,596
0.15160608291625977,670.3137898445129,18054.0,2149.511383146238,670.4653959274292,0,569
0.16371393203735352,689.1007468700409,17865.5,2340.629682054253,689.2644608020782,0,595
0.1666700839996338,686.8127384185791,17865.0,2329.7734093089925,686.9794085025787,0,619
0.15272760391235352,647.2622463703156,17913.0,2272.4788997275364,647.4149739742279,0,581
0.14889836311340332,556.4460027217865,18094.0,2110.852249059926,556.5949010848999,0,570
0.17152070999145508,749.219057559967,18025.5,2158.7502745312217,749.3905782699585,0,626
0.15543675422668457,623.5800454616547,17836.5,2339.759837118733,623.7354822158813,0,585
0.1550285816192627,660.9546840190887,18057.0,2134.690206097298,661.109712600708,0,575
0.15451431274414062,636.2498738765717,17959.5,2254.936145046931,636.4043881893158,0,588
