Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,2,0,0,0,0,2,0,0,48.65,0.4409,36,152,365,215
1,0,9,540,1,1,0,0,2,0,22,9,9.5,0.4417,35,152,366,215
1,0,10,600,2,0,0,0,0,2,17,30,5.63,0.4427,35,152,367,214
1,0,11,660,2,0,0,0,1,2,29,17,6.52,0.4443,35,153,371,209
1,0,12,720,5,0,0,0,0,5,27,21,5.0,0.4465,34,156,375,203
1,0,13,780,2,2,0,0,0,0,25,23,25.37,0.4451,34,154,376,204
1,0,14,840,16,14,7,6,2,2,15,18,20.07,0.446,33,154,377,204
1,0,15,900,48,41,31,15,3,7,9,17,0.0,0.4531,33,163,376,196
1,0,16,960,11,8,18,9,2,3,21,21,5.5,0.457,36,165,375,192
1,0,17,1020,20,14,15,8,0,6,11,14,13.41,0.4566,37,161,377,193
1,0,18,1080,6,4,6,12,1,2,14,9,35.0,0.4534,37,155,376,200
1,0,19,1140,17,12,20,14,1,5,6,0,50.0,0.4534,38,155,373,202
1,0,20,1200,0,0,14,12,0,0,10,10,33.91,0.4493,38,150,372,208
1,0,21,1260,5,5,13,10,0,0,3,0,53.44,0.4438,39,144,367,218
1,0,22,1320,2,2,3,14,0,0,18,20,26.0,0.4398,35,145,363,225
1,0,23,1380,0,0,1,1,1,0,12,17,7.82,0.4399,36,144,361,227
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.3978,0,144,361,263
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.3978,0,144,361,263
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.3978,0,144,361,263
1,1,3,1620,0,0,0,0,1,0,0,0,0.0,0.3983,1,144,360,263
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.3983,1,144,360,263
1,1,5,1740,0,0,0,0,0,0,0,0,0.0,0.3987,1,144,360,263
1,1,6,1800,15,15,2,5,0,0,0,0,0.0,0.4016,3,144,362,259
1,1,7,1860,10,10,14,12,0,0,0,0,0.0,0.406,6,143,372,247
1,1,8,1920,11,11,8,5,0,0,23,16,8.4,0.4068,6,142,372,248
1,1,9,1980,1,1,3,8,0,0,14,18,28.5,0.404,5,141,366,256
