Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,1,1,0,0,0,0,0,0,48.65,0.4412,36,149,369,214
1,0,9,540,1,0,0,0,2,1,16,6,32.0,0.438,34,145,367,222
1,0,10,600,1,0,0,3,0,1,24,15,1.0,0.4411,34,152,365,217
1,0,11,660,1,0,0,0,0,1,18,31,0.5,0.4442,34,154,369,211
1,0,12,720,8,1,1,0,1,7,34,22,0.0,0.4482,34,159,372,203
1,0,13,780,4,2,2,0,0,2,16,21,8.4,0.4505,33,162,379,194
1,0,14,840,5,4,15,6,3,1,19,24,14.0,0.4524,32,160,387,189
1,0,15,900,16,16,26,15,2,0,26,27,0.5,0.4583,35,163,384,186
1,0,16,960,11,11,13,20,1,0,18,18,6.27,0.462,39,161,384,184
1,0,17,1020,22,16,6,3,0,6,14,19,22.54,0.4623,40,159,383,186
1,0,18,1080,17,10,13,6,0,7,13,15,23.23,0.4603,39,156,384,189
1,0,19,1140,11,4,22,4,0,7,17,12,15.6,0.4595,38,154,389,187
1,0,20,1200,6,0,2,5,0,6,19,6,24.0,0.4574,39,152,382,195
1,0,21,1260,5,3,6,2,1,2,10,20,17.53,0.455,39,148,384,197
1,0,22,1320,1,1,5,0,0,0,15,15,23.63,0.453,38,149,378,203
1,0,23,1380,0,0,1,0,0,0,9,7,37.99,0.448,35,149,369,215
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4078,0,149,369,250
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4086,1,149,369,249
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4086,1,149,369,249
1,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4086,1,149,369,249
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4086,1,149,369,249
1,1,5,1740,1,1,0,0,0,0,0,0,0.0,0.4093,1,150,368,249
1,1,6,1800,22,22,11,1,0,0,0,0,0.0,0.4121,1,152,369,246
1,1,7,1860,18,18,10,10,1,0,0,0,0.0,0.4157,3,152,377,236
1,1,8,1920,18,18,13,14,0,0,28,21,0.86,0.418,4,151,380,233
1,1,9,1980,0,0,10,3,0,0,9,11,25.32,0.4149,6,143,382,237
1,1,10,2040,23,23,1,0,0,0,9,24,9.5,0.4164,7,139,386,236
1,1,11,2100,12,12,3,3,0,0,13,6,29.99,0.4148,7,135,393,233
1,1,12,2160,10,10,3,4,0,0,13,20,17.47,0.4142,8,132,399,229
1,1,13,2220,17,17,2,6,0,0,15,8,23.59,0.4131,9,125,405,229
1,1,14,2280,30,30,8,15,0,0,23,21,15.0,0.4144,9,126,405,228
1,1,15,2340,34,34,5,10,0,0,12,16,9.73,0.4186,11,123,410,224
1,1,16,2400,10,10,6,3,0,0,16,9,30.29,0.4184,11,125,411,221
1,1,17,2460,9,9,10,10,1,0,8,18,18.66,0.4189,13,125,406,224
1,1,18,2520,5,5,14,12,0,0,17,19,7.46,0.4207,12,131,400,225
1,1,19,2580,0,0,11,2,0,0,18,0,29.33,0.4186,13,127,393,235
1,1,20,2640,5,5,13,2,0,0,10,24,24.23,0.4161,12,126,390,240
1,1,21,2700,2,2,1,2,0,0,19,4,29.71,0.412,14,116,394,244
1,1,22,2760,0,0,2,3,0,0,5,17,23.84,0.4096,14,114,392,248
1,1,23,2820,0,0,2,0,0,0,5,11,28.17,0.4051,12,113,387,256
1,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.3917,0,113,387,268
1,2,1,2940,0,0,0,0,0,0,0,0,0.0,0.3917,0,113,387,268
1,2,2,3000,0,0,0,0,0,0,0,0,0.0,0.3917,0,113,387,268
1,2,3,3060,0,0,0,0,0,0,0,0,0.0,0.3917,0,113,387,268
1,2,4,3120,0,0,0,0,0,0,0,0,0.0,0.3917,0,113,387,268
1,2,5,3180,1,1,2,0,0,0,0,0,0.0,0.3919,1,112,388,267
1,2,6,3240,3,3,8,17,0,0,0,0,0.0,0.3941,1,112,391,264
1,2,7,3300,6,6,9,21,0,0,0,0,0.0,0.3968,2,112,394,260
1,2,8,3360,13,13,6,13,0,0,24,14,12.0,0.3971,2,112,392,262
1,2,9,3420,18,18,4,3,0,0,19,16,25.64,0.3968,2,111,391,264
1,2,10,3480,9,9,5,6,0,0,9,15,9.33,0.3979,3,110,397,258
1,2,11,3540,10,10,1,2,0,0,13,9,24.19,0.3967,2,113,396,257
1,2,12,3600,5,5,1,0,0,0,11,8,19.31,0.3957,2,110,400,256
1,2,13,3660,10,10,2,0,0,0,18,24,23.5,0.3987,3,111,398,256
1,2,14,3720,24,24,8,7,1,0,1,10,14.62,0.4017,4,113,402,249
1,2,15,3780,25,25,11,12,0,0,21,13,22.99,0.4066,7,114,399,248
1,2,16,3840,24,24,14,11,0,0,14,22,10.86,0.4097,7,118,395,248
1,2,17,3900,21,21,8,35,0,0,31,14,24.68,0.4099,9,115,396,248
1,2,18,3960,13,13,7,7,0,0,0,9,30.0,0.4105,9,114,393,252
1,2,19,4020,4,4,3,3,0,0,10,0,29.98,0.409,10,114,390,254
1,2,20,4080,3,3,5,1,1,0,17,18,22.0,0.4078,11,116,385,256
1,2,21,4140,0,0,2,3,1,0,1,9,49.0,0.4043,12,114,375,267
1,2,22,4200,2,2,1,7,1,0,16,12,4.11,0.4058,12,113,381,262
1,2,23,4260,0,0,2,0,0,0,14,25,12.74,0.404,12,110,381,265
1,3,24,4320,0,0,1,0,0,0,0,0,0.0,0.3902,0,110,381,277
1,3,1,4380,0,0,0,0,1,0,0,0,0.0,0.3907,1,110,380,277
1,3,2,4440,0,0,0,0,0,0,0,0,0.0,0.3907,1,110,380,277
1,3,3,4500,0,0,0,0,0,0,0,0,0.0,0.3907,1,110,380,277
1,3,4,4560,0,0,0,0,0,0,0,0,0.0,0.3907,1,110,380,277
1,3,5,4620,0,0,2,0,1,0,0,0,0.0,0.3916,2,110,379,277
1,3,6,4680,7,7,0,7,0,0,0,0,0.0,0.3944,3,110,382,273
1,3,7,4740,15,15,12,19,0,0,0,0,0.0,0.3973,3,111,388,266
1,3,8,4800,17,17,8,21,0,0,19,21,0.0,0.3995,5,111,389,263
1,3,9,4860,9,9,1,13,0,0,13,6,26.12,0.3979,5,107,386,270
1,3,10,4920,17,17,9,2,0,0,16,23,8.81,0.3992,5,109,389,265
1,3,11,4980,11,11,4,6,0,0,19,6,29.85,0.398,4,110,389,265
1,3,12,5040,14,14,4,5,0,0,16,19,22.0,0.3983,4,111,386,267
1,3,13,5100,41,41,1,10,0,0,27,25,5.92,0.4023,5,111,396,256
1,3,14,5160,38,38,6,13,0,0,17,19,2.27,0.4075,8,116,401,243
1,3,15,5220,27,27,7,15,1,0,19,29,8.67,0.4121,10,116,409,233
1,3,16,5280,7,7,9,7,0,0,27,27,0.51,0.4171,10,120,414,224
1,3,17,5340,19,19,15,9,0,0,28,12,17.5,0.4187,10,126,411,221
1,3,18,5400,8,8,6,1,0,0,11,7,35.97,0.4168,11,124,407,226
1,3,19,5460,9,9,3,5,0,0,19,20,20.5,0.418,11,126,407,224
1,3,20,5520,2,2,2,5,0,0,15,18,17.5,0.4185,11,126,408,223
1,3,21,5580,4,4,0,1,0,0,10,16,0.0,0.42,12,127,408,221
1,3,22,5640,1,1,0,1,1,0,10,15,28.0,0.4181,13,126,401,228
1,3,23,5700,0,0,0,1,1,0,19,13,26.39,0.4136,12,122,400,234
1,4,24,5760,0,0,0,0,0,0,0,0,0.0,0.3995,0,122,400,246
1,4,1,5820,0,0,0,0,0,0,0,0,0.0,0.4,0,123,399,246
1,4,2,5880,0,0,0,0,0,0,0,0,0.0,0.4,0,123,399,246
1,4,3,5940,0,0,0,0,0,0,0,0,0.0,0.4,0,123,399,246
1,4,4,6000,0,0,0,0,0,0,0,0,0.0,0.4,0,123,399,246
1,4,5,6060,0,0,0,0,0,0,0,0,0.0,0.4003,0,123,399,246
1,4,6,6120,3,3,6,3,0,0,0,0,0.0,0.4024,0,124,401,243
1,4,7,6180,19,19,14,12,0,0,0,0,0.0,0.4054,1,128,399,240
1,4,8,6240,19,19,7,12,0,0,33,28,3.21,0.4064,1,130,397,240
1,4,9,6300,9,9,3,10,0,0,14,29,17.09,0.4063,2,128,399,239
1,4,10,6360,18,18,3,6,0,0,11,5,29.5,0.4041,2,128,393,245
1,4,11,6420,14,14,3,10,0,0,22,17,21.0,0.4049,3,126,393,246
1,4,12,6480,24,24,10,12,0,0,16,23,7.76,0.4063,2,126,402,238
1,4,13,6540,17,17,15,11,0,0,16,5,37.03,0.4036,3,123,400,242
1,4,14,6600,15,15,15,19,0,0,19,21,5.5,0.4075,3,130,399,236
