Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
2,0,7,420,0,0,0,0,0,0,0,0,0.0,0.443,31,151,362,224
2,0,8,480,0,0,0,0,0,0,10,0,44.0,0.4384,31,147,357,233
2,0,9,540,2,1,0,0,0,1,9,4,49.0,0.4328,32,141,351,244
2,0,10,600,6,6,0,2,0,0,6,7,25.21,0.4304,30,141,350,247
2,0,11,660,8,7,0,7,0,1,14,18,14.62,0.4313,31,138,354,245
2,0,12,720,4,1,0,1,0,3,9,11,37.34,0.4277,32,128,359,249
2,0,13,780,8,8,3,5,1,0,9,9,29.0,0.4275,34,128,354,252
2,0,14,840,10,10,2,14,2,0,21,15,17.64,0.4303,35,130,351,252
2,0,15,900,56,53,8,12,1,3,18,31,7.77,0.434,38,128,353,249
2,0,16,960,30,30,3,3,0,0,21,11,41.61,0.4317,39,121,351,257
2,0,17,1020,29,28,5,5,1,1,13,6,29.0,0.4333,39,124,347,258
2,0,18,1080,12,12,16,8,1,0,5,12,27.5,0.4315,39,119,352,258
2,0,19,1140,12,12,0,1,2,0,0,11,48.63,0.4292,40,119,347,262
2,0,20,1200,11,11,0,1,1,0,14,12,9.1,0.4297,41,120,347,260
2,0,21,1260,7,4,4,6,0,3,11,13,39.5,0.4248,40,116,344,268
2,0,22,1320,6,6,4,9,1,0,5,0,37.5,0.4205,40,112,336,280
2,0,23,1380,0,0,0,1,0,0,13,8,12.5,0.4187,39,111,335,283
2,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.3735,0,111,335,322
2,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.3739,0,112,334,322
2,1,2,1560,0,0,1,0,0,0,0,0,0.0,0.3739,0,112,334,322
2,1,3,1620,0,0,1,0,0,0,0,0,0.0,0.3739,0,112,334,322
2,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.3739,0,112,334,322
2,1,5,1740,0,0,2,0,0,0,0,0,0.0,0.3742,1,111,335,321
2,1,6,1800,12,12,0,0,0,0,0,0,0.0,0.3775,3,110,340,315
2,1,7,1860,18,18,0,14,0,0,0,0,0.0,0.381,4,112,350,302
2,1,8,1920,14,14,1,2,0,0,23,24,20.67,0.3806,6,111,352,299
2,1,9,1980,2,2,0,8,1,0,15,5,42.5,0.3787,6,108,352,302
2,1,10,2040,2,2,6,10,0,0,15,19,20.61,0.3787,6,106,354,302
2,1,11,2100,9,8,4,3,0,1,12,15,28.67,0.3784,6,105,345,312
2,1,12,2160,7,7,6,3,0,0,19,11,23.57,0.3776,7,102,343,316
2,1,13,2220,6,6,2,1,0,0,5,8,33.5,0.3775,7,105,336,320
2,1,14,2280,17,17,12,6,0,0,12,29,5.0,0.3824,8,105,340,315
2,1,15,2340,43,42,3,13,0,1,33,32,9.86,0.3868,9,105,352,302
2,1,16,2400,28,28,4,5,0,0,14,0,38.0,0.3875,11,104,350,303
2,1,17,2460,4,4,9,5,0,0,11,18,29.5,0.3864,12,100,350,306
