episode,service_level,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty
60,0.9289693593314763,-18.052875687203855,-267.9006085154896,-233.50180357312567
61,0.9252670089101316,-17.339801904036268,-269.7873158160449,-232.79672155927707
62,0.9260936941232567,-19.525421644280083,-272.17269064766805,-234.75604490379067
63,0.9337663525752448,-17.842920095618673,-269.5182757853759,-230.4410081958694
64,0.9211941741705445,-25.444276631600545,-275.76104073530513,-236.40965865405022
65,0.9299999999999999,-31.91688389951795,-280.3097972949667,-237.95510506252106
66,0.9238619003971891,-25.448265819689357,-277.24610363870045,-234.7607339599947
67,0.9258428310748152,-22.04367603692971,-284.6774146096754,-239.33054049401082
68,0.9291684331657682,-23.00638696476638,-293.9692396550692,-246.18615651007022
69,0.9308442045284151,-23.56696702954926,-299.5994401151613,-248.21499464838254
70,0.9314143135345667,-17.16144946139339,-299.32445721823376,-247.84213489755496
71,0.9191191786936468,-36.689082564226574,-313.47023770543376,-259.6931297911692
72,0.9291208955670628,-31.30263600701419,-318.15480375140334,-263.69470737319284
73,0.9317640508521761,-34.252524892509804,-323.77182862749174,-267.7360539418131
74,0.9278313469485536,-27.855109237874164,-322.5642957074619,-266.2603786040133
75,0.9282538156471578,-24.212016991001548,-328.65753541878166,-269.35528893313517
76,0.9329664984495653,-25.539919440313497,-327.2617313342374,-270.63135995618194
77,0.9259459621915668,-26.88849670809235,-339.9219815566637,-279.8146618027832
78,0.9360651690940509,-16.759434158303783,-342.60842477368266,-280.19227654724074
79,0.9326515265453452,-17.176568607481958,-344.13185677796537,-281.84581775936243
80,0.9320248491942018,-19.642354007887803,-353.46565115142965,-284.23745177084436
81,0.9335829838226483,-16.38445723557142,-359.2079912082336,-287.37634481747665
82,0.9322638680659671,-20.558930865288694,-368.2484578555361,-294.06193695351516
83,0.9312046004842615,-35.78427214855678,-377.56030229628794,-301.0111254842081
84,0.9284852142426071,-34.29607734880352,-388.93086918857057,-309.95877231653145
85,0.9329056241755607,-28.925440156551627,-392.69066290388355,-312.31258596670835
86,0.9315314219695358,-23.538047852889402,-398.3130172132881,-317.0297957936516
87,0.9269355614330368,-29.504661024978663,-410.21640112303396,-328.2233366550793
88,0.9338117297968329,-23.155116869491486,-416.17034230078434,-331.27748210576755
89,0.9367664101268832,-21.533952745972424,-420.88994864170076,-335.88320233336884
90,0.9330228901454447,-19.287861138941167,-428.502152943674,-339.78963743757436
91,0.9346904156064462,-30.52340504460884,-436.43228666955423,-344.82873839038757
92,0.9295342765195216,-38.2280143414709,-446.7848246491892,-353.9909307928972
93,0.9389812203755925,-32.74233094424163,-443.16821147648363,-352.1904315419207
94,0.9320829695637776,-25.151787768486862,-452.9634899112514,-357.9408718045379
95,0.9285027059530968,-26.03722978645781,-461.680241825476,-363.4511709473904
96,0.9288315127441245,-21.6048190051374,-468.48362591819796,-369.6140582383739
97,0.9357709596645247,-25.62929910373856,-472.3992045408729,-374.31451217664437
98,0.9289417232749374,-23.60762566357022,-484.35752315473763,-381.5764317282017
99,0.9354053322913223,-20.85178656908326,-488.2153200902868,-385.3446586229902
100,0.9314155359364816,-23.259829415640155,-497.62713571239016,-389.546347366823
101,0.9419389684039967,-16.489536304598037,-493.85636146835515,-389.45822276322076
102,0.937711597806873,-14.474372249610001,-493.66598835552065,-390.1661122298755
103,0.9327382562438012,-18.22367752894228,-501.42938306281417,-394.9333931998134
104,0.9319544364508393,-20.043817934335667,-508.70490219229555,-401.9313556002204
105,0.93563560583507,-25.232396021275346,-514.057183794705,-404.03639385497553
106,0.9321201963366456,-25.17964983026115,-520.6720157782023,-410.69623289094966
107,0.929836822753654,-25.935202249041904,-527.7580395118404,-415.27532137465613
108,0.9328073993471164,-28.323423701055745,-531.267640825869,-420.12923429492827
109,0.9330855018587361,-28.128781043620105,-534.4734510631279,-422.3983546437856
110,0.9327898550724638,-29.23401036483532,-539.7434761060272,-426.3083945762359
111,0.9362281587563879,-27.598484333303475,-538.5679259591578,-429.8519280202588
112,0.9328502271984794,-36.45424900735953,-542.862109822926,-434.68196716767244
113,0.9381375648750223,-41.32286086891153,-545.9567573650697,-437.66642945623715
114,0.9391686077763841,-29.47913217917454,-542.5404486846664,-436.55332526982545
115,0.9349028805099525,-26.28257477698998,-544.5788428706192,-438.2079904490282
116,0.9374350510422398,-26.141221609752908,-545.4177776080894,-438.3928241000624
117,0.9332605928350609,-23.018538815151796,-548.1973053317489,-442.1929753751013
118,0.939094551040694,-14.013892710910412,-549.2466962662666,-443.17599410129986
119,0.9371238659840115,-18.432258495321932,-555.9123058323152,-446.2793874742375
120,0.9351665212551521,-21.545317063122116,-561.6917374017561,-449.85423975731396
121,0.944568027415379,-21.710673106156364,-562.8418325669554,-451.35190684275
122,0.9316433723401072,-27.13074561712505,-569.3175884194856,-455.7051280067558
123,0.9321074964639321,-20.407338382310893,-573.6227362104511,-457.6512988558142
124,0.9326178425513751,-14.485731635133483,-577.5368264051006,-459.50395469625613
125,0.9338613143098966,-17.3987741408884,-582.4026976524264,-461.8574643515107
126,0.934307664605966,-19.657254731964613,-586.7781231071598,-465.6288976193209
127,0.9384759998787107,-14.23583045427163,-587.5479030385999,-466.6261071436708
128,0.9377502730251183,-4.812207599518751,-585.740113725977,-465.3484683344425
129,0.9404271821490364,-1.4417199876794295,-584.177015757234,-465.0747276410483
130,0.9340908404097791,-13.334666921859682,-588.8582609563315,-468.4581955163182
131,0.9351638140343514,-12.915842247050985,-592.0752096788392,-470.5682681277449
132,0.9369918089351615,-14.037079542791544,-594.3024395961346,-471.9049060456619
133,0.9339046759885732,-20.834482137958606,-595.5422956179813,-474.0317843783341
134,0.9339264173703257,-21.31151375133967,-596.035952314219,-474.5637260818768
135,0.9386440269749519,-25.720653694640436,-597.0908601480529,-477.1937601395007
136,0.9382314890032193,-26.402370692707123,-597.0939736805614,-477.9434153344528
137,0.9330932639351207,-28.696495019342034,-599.3119605525103,-478.95710858202136
138,0.9349137799013753,-23.298996531958235,-598.4031158031692,-478.3411124719592
139,0.933532284319045,-21.172613485972544,-599.963920225695,-478.3981043924186
140,0.9387043439050052,-24.535168926815125,-598.3999160788636,-477.49179340669434
141,0.9375315010821548,-25.355591811692705,-598.3781869220304,-478.533816483019
142,0.935183782309627,-23.93824341908661,-598.2250857275709,-480.1139811800531
143,0.9389978871113794,-19.116260788924112,-596.2462814300455,-478.73253903752703
144,0.9330075709588876,-14.65418777307054,-597.5092203731709,-479.364230467085
145,0.9305158670476763,-13.149310464164367,-600.1644336900455,-481.9605118664107
146,0.9329448704788358,-19.921280555255006,-603.6179304067649,-485.6309489534732
147,0.9407389635316699,-20.541631556982868,-602.8852360016188,-485.4145396339632
148,0.9379835589941973,-13.008710897475382,-602.2613379381422,-484.8610476020253
149,0.9336740829825616,-10.3860040364837,-605.8936265751506,-487.6996845324476
150,0.9381845688350984,-10.646309902851693,-604.8227004843284,-488.3658731671581
151,0.9304028191263138,-11.913372521428697,-608.4012968040745,-491.52226797422014
152,0.9264882021799018,-20.62293736202671,-612.9677766195019,-496.0603556560606
153,0.926398786959818,-24.8588269140124,-614.1935635347172,-496.52362634838556
154,0.9365132075471698,-19.03817412735025,-612.8993969576557,-494.2000941021721
155,0.9326501172086313,-26.52464272262869,-614.9312124764399,-495.71118670700395
156,0.9251073350668199,-28.509993785269735,-618.4577722762092,-499.2713406636799
157,0.9445805266380894,-19.487388283656053,-615.145215860059,-496.024863494736
158,0.9402289105553201,-15.578237441223951,-612.2453183868371,-493.56860285076743
159,0.9303841186893714,-9.100418531482426,-614.3728848650211,-495.2114733099298
160,0.9357784520197513,-7.679523748232273,-616.4556048009729,-497.31128021588717
161,0.9366968836797607,-6.850199713947917,-618.3488028461238,-498.3445593965937
162,0.9308919617079471,-8.459832735805476,-619.0522226239545,-501.1447523332326
163,0.9364566667672896,-8.960318758053504,-619.0860532993477,-501.74232840231485
164,0.9414828339668951,-7.53749711053453,-618.8182120041668,-501.8428248297392
165,0.9365922884145053,-13.715614740998321,-621.2001263165872,-502.0720231836416
166,0.928439197596431,-15.124561850763806,-624.2924121853101,-505.4868650187144
167,0.9386018422497407,-13.143732997986573,-624.1996763426215,-506.2675560386984
168,0.9371654073235645,-15.353575345760621,-623.0939708892053,-506.4158405488532
169,0.9326914342810428,-12.348776051271763,-623.3197958058258,-508.04698704688536
170,0.9386270647067737,-17.499433931445445,-622.5178978805613,-508.0239975801278
171,0.9395423354795804,-15.851882872927034,-620.3029976750827,-507.30277905183016
172,0.9358679883945842,-18.51842500500988,-620.7666606323841,-507.01974039609195
173,0.935566236106939,-12.107839085174799,-618.8776573166909,-505.95903606483546
174,0.930671373790249,-13.064331116350699,-619.441038311282,-507.42837264769497
175,0.93655076242156,-12.121070932286207,-618.7285437614693,-506.8295223768672
176,0.9364269420098451,-14.44043580965744,-619.0830885071691,-506.69689162382093
177,0.9347610608836693,-17.75017582562764,-620.830627823056,-508.7506038502088
178,0.9368530636525878,-14.554053066845515,-620.1311809778829,-509.9752325007852
179,0.9327787427248073,-16.906975843177,-621.122769056787,-511.3120271261849
180,0.9387003888740464,-16.490107754433442,-621.2912303004616,-512.0674902510475
181,0.9338002233827392,-14.857153471545939,-622.3785519800185,-513.3467069092173
182,0.9378695533521332,-15.89670754023088,-621.8571551629092,-512.9231627291794
183,0.9308466301500358,-17.68678753163403,-623.4210658177159,-514.2736858373365
184,0.9402064337516175,-17.20808753544854,-622.3465788417492,-513.3337824056972
185,0.9289212758332338,-18.12044024765641,-624.1469074363775,-514.7823483060704
186,0.9329932691437023,-17.27287537674973,-623.9997568502126,-514.9560491225662
187,0.9306766917293233,-21.465667385163826,-626.0399016538696,-516.0353626891439
188,0.9364076647715308,-17.794201990384412,-625.9936643158311,-516.8152247398665
189,0.93471747223147,-17.336175603629925,-626.2261051661781,-517.0148432740382
190,0.935073507350735,-18.87794098624909,-626.9505188927052,-517.6743575142922
191,0.9356277121053419,-18.000696406219024,-627.52726389124,-517.4496948883336
192,0.9285692874913821,-16.429066221330583,-630.0127582969985,-518.8216670848824
193,0.9342758309520228,-14.298527072916196,-629.9766991443624,-518.0377791024251
194,0.9363806307664475,-10.981064298990177,-628.8924954679893,-517.9464014128258
195,0.9383584387357744,-12.249254456845721,-629.3710691120386,-518.4032373507607
196,0.9310447405997144,-12.040498339091634,-629.7461987093374,-519.1281741576998
197,0.9326573849878934,-10.465392689354442,-629.283764144632,-519.5067271383887
198,0.935349796735635,-9.756992573817381,-628.6953214828867,-519.4500109840865
199,0.9323130897653037,-11.578692884704237,-629.7666446245148,-519.6530582065553
