episode,service_level,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty
0,0.9104234527687296,-9.321312547503041,-101.46500983342305,-84.32643369459018
1,0.9112540387112359,-14.780999256726087,-145.9150269695441,-117.73166191068229
2,0.9184300033109593,-2.671578459771251,-163.4952450801946,-137.98739117979108
3,0.9097290677181349,-7.285108829479696,-197.0946169682762,-159.94041673296707
4,0.9193821413457469,-0.007972505736170797,-191.36030946496666,-158.78267234266167
5,0.9164798373837921,-0.21760714821961824,-185.33845444644854,-155.76171134054974
6,0.9097288580984233,-0.37907345238022966,-194.9498806978765,-162.19323615838508
7,0.9222534537408049,0.0,-195.86168668024206,-160.8175620547008
8,0.922798918820421,-15.118488184755783,-190.2477166840671,-160.84096704588038
9,0.9201412137074685,0.0,-188.91435849489238,-156.7433975504773
10,0.9141485371342836,0.0,-197.42503266335922,-166.42377501415953
11,0.9236783434627248,0.0,-194.18201672705214,-169.6818129970283
12,0.9132900890028662,-15.049147317287684,-194.09152349497646,-172.49082464843312
13,0.9260920612939157,0.0,-183.1714598045012,-170.81325363431358
14,0.9157923381610377,0.0,-176.0805120404433,-166.9193513109939
15,0.9205713602677504,-11.119714105787589,-189.78294158590745,-176.2347459858721
16,0.9214926096438091,0.0,-180.48068857624062,-167.36346887633601
17,0.9152871571146836,-23.699203072265647,-188.64526779492542,-175.46837213722026
18,0.925277060877486,-4.646277616744727,-180.58192538242108,-170.4935381260667
19,0.9139371556578071,-17.038377720477133,-193.12769489661179,-180.03639040985337
20,0.9181867437240383,-5.638188003159457,-185.76526359071883,-178.90799378713996
21,0.9190903325178944,-7.181971968160136,-190.9176983505551,-184.2697401587013
22,0.9149917131233991,0.0,-193.61763033465613,-187.1765387666146
23,0.9206591760299625,0.0,-190.70354541779594,-186.83166696128734
24,0.917602323422857,-17.35392716071594,-197.98820137405093,-192.53720775927536
25,0.9154518081268819,-12.793731014494714,-199.03504931851043,-196.13338038637139
26,0.915661938534279,-0.5618605051359368,-197.11350902033868,-195.08491748987788
27,0.9178183158282661,-4.56652821945209,-197.32552496603887,-198.05686067606177
28,0.9201033250232782,-12.596926605001467,-200.3300171312433,-197.20617892684925
29,0.9251284858437491,0.0,-196.5042315494348,-194.6618244036069
30,0.9248925075473424,0.0,-187.0422166051752,-187.55124054626012
31,0.921916619279921,-10.601525214790785,-188.7173253203101,-187.9665579195303
32,0.911588796115355,-1.871649931979848,-203.5955814327283,-199.04086607631933
33,0.9254267478105982,-3.703586409032514,-204.44657644075212,-198.2661302786183
34,0.9157108883470303,-13.599870594040564,-212.92556416597623,-204.99662569283086
35,0.9287602908479058,0.0,-198.33077330215204,-195.24608236150684
36,0.9145998852067788,-2.2708852216389204,-211.05454932517634,-204.9663918860891
37,0.9218528248331672,-4.892440783768319,-208.3556027762448,-204.63145231054847
38,0.9211047733413389,-4.333693866925376,-204.1895593870964,-200.8775260446246
39,0.9178572511905845,-11.504082813206859,-216.8102577771513,-210.0104050649408
40,0.9198024247867086,-0.552107402590688,-218.20385092330568,-211.14497147941609
41,0.9226202968070754,-16.43322556671812,-220.01508254404834,-212.6139635914382
42,0.9176026570048309,-7.19195025190034,-223.8444154093805,-213.1452710520821
43,0.9246465925189137,0.0,-226.3255058556815,-214.2742070645687
44,0.9218300257536737,-14.088989600169386,-235.20969598589977,-217.5767753612252
45,0.9227161378980702,-23.60075712320203,-233.0973982922643,-216.9843141811246
46,0.9222225575710017,-22.932067168785224,-231.143319112054,-214.85884856301746
47,0.9262168776626281,-9.610669246915684,-225.39536498076868,-208.27155267995857
48,0.9263564730203433,0.0,-225.95093480854612,-204.53493711759575
49,0.923172055984556,-5.223406283226328,-234.99317712930213,-211.71247262432695
50,0.9199143985291015,-5.761857278561314,-241.2126125341328,-215.470882830949
51,0.9197868920769093,-14.908585499650046,-251.67816566983907,-222.4816649628314
52,0.9261500106412088,-5.074575930451286,-240.90222098761632,-218.20003008708565
53,0.9282048203619774,0.0,-242.73676138284847,-218.70792113398625
54,0.9227471644190408,-10.41827173851606,-252.7709450354036,-224.19953478976745
55,0.9208940081164956,-15.593113316161059,-259.4841589959109,-228.76958454789573
56,0.9186928261916225,-18.60794743902778,-268.0556623057042,-231.90123633289835
57,0.9260269909535814,-16.196358826596374,-272.32510271837236,-236.67557237638775
58,0.9271362066376333,-16.13110582893853,-270.16041108500735,-232.65099957580966
59,0.9194396329048531,-22.458979043573787,-279.1820430371123,-239.27337423959364
