Time;Failed events;events;long_congestion;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;starvation;trips;
Mon 07:00.000000;;10;;;;;;;5;
Mon 07:01.000000;;20;;;;;;;10;
Mon 07:02.000000;;28;;;;;;;14;
Mon 07:03.000000;;46;;;;;;;23;
Mon 07:04.000000;;62;;;;;;;31;
Mon 07:05.000000;;74;;;;;;;37;
Mon 07:06.000000;;88;;;;;;;44;
Mon 07:07.000000;;100;;;;;;;50;
Mon 07:08.000000;;116;;;;;;;58;
Mon 07:09.000000;;132;;;;;;;66;
Mon 07:10.000000;;144;;;;;;;72;
Mon 07:11.000000;;160;;;;;;;80;
Mon 07:12.000000;;172;;;;;;;86;
Mon 07:13.000000;;186;;;;;;;93;
Mon 07:14.000000;;202;;;;;;;101;
Mon 07:15.000000;;214;;;;;;;107;
Mon 07:16.000000;;228;;;;;;;114;
Mon 07:17.000000;;238;;;;;;;119;
Mon 07:18.000000;;256;;;;;;;128;
Mon 07:19.000000;;272;;;;;;;136;
Mon 07:20.000000;;288;;;;;;;144;
Mon 07:21.000000;;292;;;;;;;146;
Mon 07:22.000000;;312;;;;;;;156;
Mon 07:23.000000;;328;;;;;;;164;
Mon 07:24.000000;;336;;;;;;;168;
Mon 07:25.000000;;346;;;;;;;173;
Mon 07:26.000000;;366;;;;;;;183;
Mon 07:27.000000;;384;;;;;;;192;
Mon 07:28.000000;;394;;;;;;;197;
Mon 07:29.000000;;404;;;;;;;202;
Mon 07:30.000000;;416;;;;;;;208;
Mon 07:31.000000;;430;;;;;;;215;
Mon 07:32.000000;;444;;;;;;;222;
Mon 07:33.000000;;450;;;;;;;225;
Mon 07:34.000000;;468;;;;;;;234;
Mon 07:35.000000;;484;;;;;;;242;
Mon 07:36.000000;;488;;;;;;;244;
Mon 07:37.000000;;492;;;;;;;246;
Mon 07:38.000000;;500;;;;;;;250;
Mon 07:39.000000;;512;;;;;;;256;
Mon 07:40.000000;;524;;;;;;;262;
Mon 07:41.000000;;530;;;;;;;265;
Mon 07:42.000000;;538;;;;;;;269;
Mon 07:43.000000;;572;;;;;;;286;
Mon 07:44.000000;;584;;;;;;;292;
Mon 07:45.000000;;616;;;;;;;308;
Mon 07:46.000000;;624;;;;;;;312;
Mon 07:47.000000;;636;;;;;;;318;
Mon 07:48.000000;;646;;;;;;;323;
Mon 07:49.000000;;666;;;;;;;333;
Mon 07:50.000000;;686;;;;;;;343;
Mon 07:51.000000;;694;;;;;;;347;
Mon 07:52.000000;;708;;;;;;;354;
Mon 07:53.000000;;724;;;;;;;362;
Mon 07:54.000000;;736;;;;;;;368;
Mon 07:55.000000;;756;;;;;;;378;
Mon 07:56.000000;;762;;;;;;;381;
Mon 07:57.000000;;776;;;;;;;388;
Mon 07:58.000000;;788;;;;;;;394;
Mon 07:59.000000;;804;;;;;;;402;
Mon 08:00.000000;;826;;;;;;;413;
Mon 08:01.000000;;832;;;;;;;416;
Mon 08:02.000000;;838;;;;;;;419;
Mon 08:03.000000;;852;;;;;;;426;
Mon 08:04.000000;;862;;;;;;;431;
Mon 08:05.000000;;878;;;;;;;439;
Mon 08:06.000000;;902;;0.2398566601579729;;1;;;451;
Mon 08:07.000000;;912;;0.2398566601579729;;1;;;456;
Mon 08:08.000000;;928;;0.2398566601579729;;1;;;464;
Mon 08:09.000000;;940;;0.2398566601579729;;1;;;470;
Mon 08:10.000000;;950;;0.2398566601579729;;1;;;475;
Mon 08:11.000000;;972;;0.2398566601579729;;1;;;486;
Mon 08:12.000000;;986;;0.2398566601579729;;1;;;493;
Mon 08:13.000000;1;993;;0.2398566601579729;;1;;1;497;
Mon 08:14.000000;1;1011;;0.2398566601579729;;1;;1;506;
Mon 08:15.000000;1;1029;;0.2398566601579729;;1;;1;515;
Mon 08:16.000000;1;1039;;0.2398566601579729;;1;;1;520;
Mon 08:17.000000;1;1065;;0.2398566601579729;;1;;1;533;
Mon 08:18.000000;1;1079;;0.2398566601579729;;1;;1;540;
Mon 08:19.000000;1;1089;;0.2398566601579729;;1;;1;545;
