Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.7564404010772705;1;1;;;;20;;2;;;;;0;0;;10;
Mon 07:01.000000;;0.7564404010772705;1;1;;;;24;;2;;;;;0;0;;12;
Mon 07:02.000000;;0.7564404010772705;1;1;;;;48;;2;;;;;0;0;;24;
Mon 07:03.000000;;0.7564404010772705;1;1;;;;72;;2;;;;;0;0;;36;
Mon 07:04.000000;;0.7564404010772705;1;1;;;;96;;2;;;;;0;0;;48;
Mon 07:05.000000;;0.7564404010772705;1;1;;;;112;;2;;;;;0;0;;56;
Mon 07:06.000000;;0.7564404010772705;1;1;;;;128;;2;;;;;0;0;;64;
Mon 07:07.000000;;0.7564404010772705;1;1;;;;138;;2;;;;;0;0;;69;
Mon 07:08.000000;;0.7564404010772705;1;1;;;;166;;2;;;;;0;0;;83;
Mon 07:09.000000;;0.7564404010772705;1;1;;;;192;;2;;;;;0;0;;96;
Mon 07:10.000000;;0.7564404010772705;1;1;;;;210;;2;;;;;0;0;;105;
Mon 07:11.000000;;0.7564404010772705;1;1;;;;220;;2;;;;;0;0;;110;
Mon 07:12.000000;;0.7564404010772705;1;1;;;;242;;2;;;;;0;0;;121;
Mon 07:13.000000;;0.7564404010772705;1;1;;;;252;;2;;;;;0;0;;126;
Mon 07:14.000000;;0.7564404010772705;1;1;;;;276;;2;;;;;0;0;;138;
Mon 07:15.000000;;0.7564404010772705;1;1;;;;286;;2;;;;;0;0;;143;
Mon 07:16.000000;;0.7564404010772705;1;1;;;;298;;2;;;;;0;0;;149;
Mon 07:17.000000;;0.7564404010772705;1;1;;;;308;;2;;;;;0;0;;154;
Mon 07:18.000000;;0.7564404010772705;1;1;;;;320;;2;;;;;0;0;;160;
Mon 07:19.000000;;0.7564404010772705;1;1;;;;338;;2;;;;;0;0;;169;
Mon 07:19.447757;;1.2885010242462158;2;1;;;;338;;3;;;;;0;0;;169;
Mon 07:20.000000;;1.2885010242462158;2;1;;;;354;;3;;;;;0;0;;177;
Mon 07:21.000000;;1.2885010242462158;2;1;;;;372;;3;;;;;0;0;;186;
Mon 07:22.000000;;1.2885010242462158;2;1;;;;386;;3;;;;;0;0;;193;
Mon 07:22.894471;;1.7745161056518555;2;1;;1;;386;;4;;;;;0;0;;193;
Mon 07:23.000000;;1.7745161056518555;2;1;;1;;404;;4;;;;;0;0;;202;
Mon 07:24.000000;;1.7745161056518555;2;1;;1;;416;;4;;;;;0;0;;208;
Mon 07:25.000000;;1.7745161056518555;2;1;;1;;428;;4;;;;;0;0;;214;
Mon 07:26.000000;;1.7745161056518555;2;1;;1;;434;;4;;;;;0;0;;217;
Mon 07:27.000000;;1.7745161056518555;2;1;;1;;448;;4;;;;;0;0;;224;
Mon 07:28.000000;;1.7745161056518555;2;1;;1;;460;;4;;;;;0;0;;230;
Mon 07:29.000000;;1.7745161056518555;2;1;;1;;476;;4;;;;;0;0;;238;
Mon 07:30.000000;;1.7745161056518555;2;1;;1;;486;;4;;;;;0;0;;243;
Mon 07:31.000000;;1.7745161056518555;2;1;;1;;504;;4;;;;;0;0;;252;
Mon 07:31.921926;;2.253082275390625;3;1;;1;;504;;5;;;;;0;0;;252;
Mon 07:32.000000;;2.253082275390625;3;1;;1;;516;;5;;;;;0;0;;258;
Mon 07:33.000000;;2.253082275390625;3;1;;1;;532;;5;;;;;0;0;;266;
Mon 07:34.000000;;2.253082275390625;3;1;;1;;540;;5;;;;;0;0;;270;
Mon 07:35.000000;;2.253082275390625;3;1;;1;;552;;5;;;;;0;0;;276;
Mon 07:36.000000;;2.253082275390625;3;1;;1;;560;;5;;;;;0;0;;280;
Mon 07:36.183902;;2.762425422668457;3;2;;1;;560;;6;;;;;0;0;;280;
Mon 07:37.000000;;2.762425422668457;3;2;;1;;576;;6;;;;;0;0;;288;
Mon 07:38.000000;;2.762425422668457;3;2;;1;;586;;6;;;;;0;0;;293;
Mon 07:39.000000;;2.762425422668457;3;2;;1;;598;;6;;;;;0;0;;299;
Mon 07:40.000000;;2.762425422668457;3;2;;1;;614;;6;;;;;0;0;;307;
Mon 07:41.000000;;2.762425422668457;3;2;;1;;630;;6;;;;;0;0;;315;
Mon 07:42.000000;;2.762425422668457;3;2;;1;;654;;6;;;;;0;0;;327;
Mon 07:42.221231;;3.212860107421875;3;2;;2;;654;;7;;;;;0;0;;327;
Mon 07:43.000000;;3.212860107421875;3;2;;2;;672;;7;;;;;0;0;;336;
Mon 07:44.000000;;3.212860107421875;3;2;;2;;692;;7;;;;;0;0;;346;
Mon 07:45.000000;;3.212860107421875;3;2;;2;;706;;7;;;;;0;0;;353;
Mon 07:46.000000;;3.212860107421875;3;2;;2;;722;;7;;;;;0;0;;361;
Mon 07:47.000000;;3.212860107421875;3;2;;2;;742;;7;;;;;0;0;;371;
Mon 07:48.000000;;3.212860107421875;3;2;;2;;756;;7;;;;;0;0;;378;
Mon 07:49.000000;;3.212860107421875;3;2;;2;;766;;7;;;;;0;0;;383;
Mon 07:50.000000;;3.212860107421875;3;2;;2;;786;;7;;;;;0;0;;393;
Mon 07:51.000000;;3.212860107421875;3;2;;2;;796;;7;;;;;0;0;;398;
Mon 07:51.717526;;3.7182180881500244;4;2;;2;;796;;8;;;;;0;0;;398;
Mon 07:52.000000;;3.7182180881500244;4;2;;2;;804;;8;;;;;0;0;;402;
Mon 07:52.290212;;4.1377270221710205;4;2;1;2;;804;;9;;;;;0;0;;402;
Mon 07:53.000000;;4.1377270221710205;4;2;1;2;;816;;9;0.45073392202185714;;1;;0;0;;408;
Mon 07:54.000000;;4.1377270221710205;4;2;1;2;;840;;9;0.45073392202185714;;1;;0;0;;420;
Mon 07:55.000000;;4.1377270221710205;4;2;1;2;;860;;9;0.45073392202185714;;1;;0;0;;430;
Mon 07:56.000000;;4.1377270221710205;4;2;1;2;;878;;9;0.45073392202185714;;1;;0;0;;439;
Mon 07:57.000000;;4.1377270221710205;4;2;1;2;;902;;9;0.45073392202185714;;1;;0;0;;451;
Mon 07:58.000000;;4.1377270221710205;4;2;1;2;;922;;9;0.45073392202185714;;1;;0;0;;461;
Mon 07:59.000000;;4.1377270221710205;4;2;1;2;;940;;9;0.45073392202185714;;1;;0;0;;470;
Mon 08:00.000000;;4.1377270221710205;4;2;1;2;;956;;9;0.6896779306752734;;2;;0;0;;478;
Mon 08:01.000000;;4.1377270221710205;4;2;1;2;;970;;9;0.6896779306752734;;2;;0;0;;485;
Mon 08:02.000000;;4.1377270221710205;4;2;1;2;;986;;9;0.6896779306752734;;2;;0;0;;493;
Mon 08:02.612379;;4.1377270221710205;4;2;1;2;;986;;9;0.6896779306752734;0.15488803069503643;2;1;0;0;;493;
Mon 08:03.000000;;4.1377270221710205;4;2;1;2;;994;;9;0.6896779306752734;0.15488803069503643;2;1;0;0;;497;
Mon 08:04.000000;;4.1377270221710205;4;2;1;2;;1008;;9;0.6896779306752734;0.15488803069503643;2;1;0;0;;504;
Mon 08:05.000000;;4.1377270221710205;4;2;1;2;;1018;;9;0.6896779306752734;0.15488803069503643;2;1;0;0;;509;
Mon 08:06.000000;;4.1377270221710205;4;2;1;2;;1038;;9;0.6896779306752734;0.15488803069503643;2;1;0;0;;519;
Mon 08:06.359193;;4.764315605163574;4;2;1;2;1;1038;;10;0.6896779306752734;0.15488803069503643;2;1;0;0;;519;
Mon 08:06.384902;;5.2819740772247314;4;2;1;3;1;1038;;11;0.6896779306752734;0.15488803069503643;2;1;0;0;;519;
Mon 08:07.000000;;5.2819740772247314;4;2;1;3;1;1050;;11;0.6896779306752734;0.15488803069503643;2;1;0;0;;525;
Mon 08:08.000000;;5.2819740772247314;4;2;1;3;1;1062;;11;0.6896779306752734;0.15488803069503643;2;1;0;0;;531;
