Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.6869184970855713;1;1;;;;18;;2;;;;;0;0;;9;
Mon 07:01.000000;;0.6869184970855713;1;1;;;;34;;2;;;;;0;0;;17;
Mon 07:02.000000;;0.6869184970855713;1;1;;;;48;;2;;;;;0;0;;24;
Mon 07:03.000000;;0.6869184970855713;1;1;;;;58;;2;;;;;0;0;;29;
Mon 07:04.000000;;0.6869184970855713;1;1;;;;68;;2;;;;;0;0;;34;
Mon 07:05.000000;;0.6869184970855713;1;1;;;;84;;2;;;;;0;0;;42;
Mon 07:06.000000;;0.6869184970855713;1;1;;;;100;;2;;;;;0;0;;50;
Mon 07:07.000000;;0.6869184970855713;1;1;;;;114;;2;;;;;0;0;;57;
Mon 07:08.000000;;0.6869184970855713;1;1;;;;120;;2;;;;;0;0;;60;
Mon 07:09.000000;;0.6869184970855713;1;1;;;;132;;2;;;;;0;0;;66;
Mon 07:10.000000;;0.6869184970855713;1;1;;;;140;;2;;;;;0;0;;70;
Mon 07:11.000000;;0.6869184970855713;1;1;;;;154;;2;;;;;0;0;;77;
Mon 07:12.000000;;0.6869184970855713;1;1;;;;162;;2;;;;;0;0;;81;
Mon 07:13.000000;;0.6869184970855713;1;1;;;;188;;2;;;;;0;0;;94;
Mon 07:14.000000;;0.6869184970855713;1;1;;;;206;;2;;;;;0;0;;103;
Mon 07:15.000000;;0.6869184970855713;1;1;;;;222;;2;;;;;0;0;;111;
Mon 07:16.000000;;0.6869184970855713;1;1;;;;232;;2;;;;;0;0;;116;
Mon 07:17.000000;;0.6869184970855713;1;1;;;;246;;2;;;;;0;0;;123;
Mon 07:18.000000;;0.6869184970855713;1;1;;;;258;;2;;;;;0;0;;129;
Mon 07:19.000000;;0.6869184970855713;1;1;;;;270;;2;;;;;0;0;;135;
Mon 07:19.447757;;1.243232250213623;1;1;;1;;270;;3;;;;;0;0;;135;
Mon 07:20.000000;;1.243232250213623;1;1;;1;;284;;3;;;;;0;0;;142;
Mon 07:21.000000;;1.243232250213623;1;1;;1;;294;;3;;;;;0;0;;147;
Mon 07:22.000000;;1.243232250213623;1;1;;1;;300;;3;;;;;0;0;;150;
Mon 07:22.894471;;1.6680433750152588;1;2;;1;;300;;4;;;;;0;0;;150;
Mon 07:23.000000;;1.6680433750152588;1;2;;1;;324;;4;;;;;0;0;;162;
Mon 07:24.000000;;1.6680433750152588;1;2;;1;;344;;4;;;;;0;0;;172;
Mon 07:25.000000;;1.6680433750152588;1;2;;1;;356;;4;;;;;0;0;;178;
Mon 07:26.000000;;1.6680433750152588;1;2;;1;;372;;4;;;;;0;0;;186;
Mon 07:27.000000;;1.6680433750152588;1;2;;1;;384;;4;;;;;0;0;;192;
Mon 07:28.000000;;1.6680433750152588;1;2;;1;;394;;4;;;;;0;0;;197;
Mon 07:29.000000;;1.6680433750152588;1;2;;1;;406;;4;;;;;0;0;;203;
Mon 07:30.000000;;1.6680433750152588;1;2;;1;;422;;4;;;;;0;0;;211;
Mon 07:31.000000;;1.6680433750152588;1;2;;1;;446;;4;;;;;0;0;;223;
Mon 07:31.909452;;2.071671962738037;1;3;;1;;446;;5;;;;;0;0;;223;
Mon 07:32.000000;;2.071671962738037;1;3;;1;;450;;5;;;;;0;0;;225;
Mon 07:33.000000;;2.071671962738037;1;3;;1;;474;;5;;;;;0;0;;237;
Mon 07:34.000000;;2.071671962738037;1;3;;1;;492;;5;;;;;0;0;;246;
