Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.699774980545044;1;1;;;;12;;2;;;;;0;0;;6;
Mon 07:01.000000;;0.699774980545044;1;1;;;;28;;2;;;;;0;0;;14;
Mon 07:02.000000;;0.699774980545044;1;1;;;;40;;2;;;;;0;0;;20;
Mon 07:03.000000;;0.699774980545044;1;1;;;;56;;2;;;;;0;0;;28;
Mon 07:04.000000;;0.699774980545044;1;1;;;;60;;2;;;;;0;0;;30;
Mon 07:05.000000;;0.699774980545044;1;1;;;;72;;2;;;;;0;0;;36;
Mon 07:06.000000;;0.699774980545044;1;1;;;;84;;2;;;;;0;0;;42;
Mon 07:07.000000;;0.699774980545044;1;1;;;;98;;2;;;;;0;0;;49;
Mon 07:08.000000;;0.699774980545044;1;1;;;;112;;2;;;;;0;0;;56;
Mon 07:09.000000;;0.699774980545044;1;1;;;;126;;2;;;;;0;0;;63;
Mon 07:10.000000;;0.699774980545044;1;1;;;;138;;2;;;;;0;0;;69;
Mon 07:11.000000;;0.699774980545044;1;1;;;;144;;2;;;;;0;0;;72;
Mon 07:12.000000;;0.699774980545044;1;1;;;;154;;2;;;;;0;0;;77;
Mon 07:13.000000;;0.699774980545044;1;1;;;;162;;2;;;;;0;0;;81;
Mon 07:14.000000;;0.699774980545044;1;1;;;;178;;2;;;;;0;0;;89;
Mon 07:15.000000;;0.699774980545044;1;1;;;;192;;2;;;;;0;0;;96;
Mon 07:16.000000;;0.699774980545044;1;1;;;;210;;2;;;;;0;0;;105;
Mon 07:17.000000;;0.699774980545044;1;1;;;;224;;2;;;;;0;0;;112;
Mon 07:18.000000;;0.699774980545044;1;1;;;;238;;2;;;;;0;0;;119;
Mon 07:19.000000;;0.699774980545044;1;1;;;;246;;2;;;;;0;0;;123;
Mon 07:19.447757;;1.3106439113616943;1;2;;;;246;;3;;;;;0;0;;123;
Mon 07:20.000000;;1.3106439113616943;1;2;;;;260;;3;;;;;0;0;;130;
Mon 07:21.000000;;1.3106439113616943;1;2;;;;278;;3;;;;;0;0;;139;
Mon 07:22.000000;;1.3106439113616943;1;2;;;;298;;3;;;;;0;0;;149;
Mon 07:22.894471;;1.858429193496704;1;2;;;1;298;;4;;;;;0;0;;149;
Mon 07:23.000000;;1.858429193496704;1;2;;;1;308;;4;;;;;0;0;;154;
Mon 07:24.000000;;1.858429193496704;1;2;;;1;332;;4;;;;;0;0;;166;
Mon 07:25.000000;;1.858429193496704;1;2;;;1;356;;4;;;;;0;0;;178;
Mon 07:26.000000;;1.858429193496704;1;2;;;1;362;;4;;;;;0;0;;181;
Mon 07:27.000000;;1.858429193496704;1;2;;;1;370;;4;;;;;0;0;;185;
Mon 07:28.000000;;1.858429193496704;1;2;;;1;376;;4;;;;;0;0;;188;
Mon 07:29.000000;;1.858429193496704;1;2;;;1;394;;4;;;;;0;0;;197;
Mon 07:29.407376;;2.3677451610565186;1;2;;1;1;394;;5;;;;;0;0;;197;
Mon 07:30.000000;;2.3677451610565186;1;2;;1;1;408;;5;;;;;0;0;;204;
Mon 07:31.000000;;2.3677451610565186;1;2;;1;1;420;;5;;;;;0;0;;210;
Mon 07:32.000000;;2.3677451610565186;1;2;;1;1;432;;5;;;;;0;0;;216;
Mon 07:33.000000;;2.3677451610565186;1;2;;1;1;452;;5;;;;;0;0;;226;
Mon 07:34.000000;;2.3677451610565186;1;2;;1;1;460;;5;;;;;0;0;;230;
Mon 07:35.000000;;2.3677451610565186;1;2;;1;1;468;;5;;;;;0;0;;234;
Mon 07:36.000000;;2.3677451610565186;1;2;;1;1;478;;5;;;;;0;0;;239;
Mon 07:36.057744;;2.778642177581787;2;2;;1;1;478;;6;;;;;0;0;;239;
Mon 07:37.000000;;2.778642177581787;2;2;;1;1;494;;6;;;;;0;0;;247;
Mon 07:38.000000;;2.778642177581787;2;2;;1;1;512;;6;;;;;0;0;;256;
Mon 07:39.000000;;2.778642177581787;2;2;;1;1;528;;6;;;;;0;0;;264;
Mon 07:40.000000;;2.778642177581787;2;2;;1;1;542;;6;;;;;0;0;;271;
Mon 07:41.000000;;2.778642177581787;2;2;;1;1;560;;6;;;;;0;0;;280;
Mon 07:42.000000;;2.778642177581787;2;2;;1;1;568;;6;;;;;0;0;;284;
Mon 07:43.000000;;2.778642177581787;2;2;;1;1;588;;6;;;;;0;0;;294;
Mon 07:43.920281;;3.233222246170044;2;2;;1;2;588;;7;;;;;0;0;;294;
