seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9362,399.98,2826,1018,60282,57456,57454,207,46,203,207,207,189,7022,7231,0.0157,0.0328,0.9514,0.0274,0.0561,0.9166,21,43,214,214,203,189
43,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9403,398.2636,2518,1068,60062,57544,57544,160,42,194,160,160,159,7297,7458,0.0079,0.0329,0.9593,0.0326,0.0731,0.8943,25,56,213,185,194,159
44,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9315,397.7359,3006,1064,59410,56404,56408,195,42,221,195,195,176,6924,7110,0.0157,0.0288,0.9556,0.0209,0.0641,0.915,16,49,227,214,221,176
45,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9404,396.6483,2630,918,59520,56890,56890,178,41,211,178,178,183,7212,7399,0.0105,0.0276,0.9619,0.0222,0.0678,0.91,17,52,222,208,211,183
46,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9362,397.2537,2671,1089,58938,56267,56266,187,43,188,187,187,187,7269,7456,0.0105,0.0316,0.9578,0.013,0.0756,0.9113,10,58,190,217,188,187
47,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9397,397.6897,2683,900,59402,56719,56720,190,43,195,190,190,194,7148,7346,0.0132,0.0448,0.942,0.0274,0.0849,0.8877,21,65,207,219,195,194
48,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9323,397.8054,2954,1082,59646,56692,56689,178,43,198,178,178,168,7206,7387,0.0106,0.0317,0.9578,0.033,0.0858,0.8813,25,65,216,222,198,168
49,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9389,396.2816,2609,1003,59136,56527,56529,174,45,198,174,174,161,7214,7395,0.0131,0.0327,0.9542,0.0261,0.0574,0.9164,20,44,208,190,198,161
50,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9383,396.8686,2771,895,59402,56631,56630,175,45,209,175,175,165,7311,7495,0.0143,0.0261,0.9596,0.0352,0.0652,0.8996,27,50,226,207,209,165
51,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9371,398.83,2828,938,59852,57024,57025,197,42,193,197,197,189,7212,7396,0.0119,0.0264,0.9618,0.0391,0.0729,0.888,30,56,214,229,193,189
