episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-0.4237528170924634,-0.32469297587522306,-1.590104949194938,-1.5692394621437415,-0.12149692041712115,-0.12433297566331021
1,0.9312141899305132,-0.4258290036749967,-0.30776449815602647,-1.4977215856284412,-1.4059171712410845,-0.13727214207812774,-0.12888629059248485
2,0.933381563875324,-0.4272807311307756,-0.30103363024455027,-1.42179241911509,-1.3001611046559203,-0.1422956260734092,-0.1347624964055186
3,0.9337893296853625,-0.4497379884633069,-0.31133354159311694,-1.4653513515533796,-1.3109271967520872,-0.15505099554259635,-0.1475070634207505
4,0.9388841567291312,-0.43996064932660167,-0.294525072434992,-1.3786740165362086,-1.1665874197143964,-0.1588162793446477,-0.1481512179232813
5,0.9398978537119231,-0.444304463931407,-0.2844034095628706,-1.3389531247723658,-1.0741406444599706,-0.16660956644610259,-0.15189274464321834
6,0.9357610104603141,-0.46964959593396194,-0.29380895360390835,-1.4200514965543167,-1.1085407203898003,-0.17990613021548976,-0.16265983171770101
7,0.9350219601708681,-0.5034295300415911,-0.31089437735388237,-1.5200876678821018,-1.1633950747183928,-0.1945884658435809,-0.17531066219488425
8,0.9353794980344723,-0.5184369746365323,-0.3068497849385187,-1.5232260554661956,-1.1036105769869575,-0.20759937786166535,-0.1851894641896569
9,0.937255615167773,-0.5285983332579625,-0.3094959633200802,-1.5360068265180586,-1.088429129571253,-0.2213610093670296,-0.19508461863529017
10,0.9377881563978205,-0.5346680592821261,-0.3088959953506185,-1.5117943365981221,-1.0419832636358537,-0.23463279185577174,-0.20198817405395408
11,0.9240321184442255,-0.5818859816325516,-0.3321375002674715,-1.6924295295954488,-1.1734085283869657,-0.25134176320538426,-0.21278952271221596
12,0.9345266555103993,-0.5979032712959125,-0.3401972441922799,-1.7346444171307014,-1.1998243430121296,-0.2646986601414445,-0.22595574336989666
13,0.9330705133948571,-0.6104896342922459,-0.34598895784130246,-1.72896830629376,-1.2001668321370165,-0.2801137676840201,-0.24224314698434296
14,0.9250337547563521,-0.6614508999435114,-0.36868858921654957,-1.9167990771284076,-1.3293705240284286,-0.3044690086505278,-0.2613247932554724
15,0.935722515311382,-0.645829133926603,-0.352329201869426,-1.8025042753526344,-1.203298875597507,-0.300999268407915,-0.2597362907115473
16,0.9282602118003026,-0.6710145729054873,-0.36548032148724274,-1.8663082408397045,-1.2308012946678557,-0.31535019996818603,-0.2766222577868929
17,0.931700952727714,-0.6674759145120732,-0.3562075580340991,-1.801331854910516,-1.1439380684645426,-0.3258787392588569,-0.2844590271136802
18,0.9292377838437772,-0.6790568924555044,-0.36036658291957635,-1.8220873281412513,-1.135027550599722,-0.3392456973079099,-0.29608350601274663
19,0.937637519968653,-0.7005286095701074,-0.36884571771079205,-1.8695701823415742,-1.142573056164955,-0.3495788482121054,-0.305324094257809
20,0.9407349113142442,-0.6994958665036187,-0.36315574635347087,-1.8169869150215063,-1.0904336713926317,-0.35142309864751947,-0.3079256626783609
21,0.9318559724279711,-0.7223865386916156,-0.3723862675204774,-1.8842801445205064,-1.1282923317774016,-0.36519841369492306,-0.31770053312038354
22,0.9360743026562595,-0.715034734332698,-0.3626989511827244,-1.8102290987749456,-1.0530906529968946,-0.36942381269342217,-0.3202833004477641
23,0.9331536224860674,-0.7383871837008051,-0.37678574842009765,-1.8720868364379337,-1.1109313986854779,-0.3789396104403222,-0.33097866712501783
24,0.9316805735458024,-0.7525011661552203,-0.38207204910914705,-1.8953437036811018,-1.1252141768026738,-0.38949603154147594,-0.34019014824049165
25,0.927941969905881,-0.7827784206755282,-0.39992495660783,-1.976127159533159,-1.214121877527192,-0.4048726407981495,-0.3543893913621942
26,0.9302850175278159,-0.7994150216203946,-0.4052225293328965,-2.011565483016969,-1.2301708500504653,-0.4200872373526821,-0.363526974733949
27,0.9359983181162903,-0.7963565230242954,-0.402810112108038,-1.9406409280867658,-1.1834006714132994,-0.4224474106504309,-0.36756607905253164
28,0.9408595784986976,-0.7901014600792055,-0.3929708458509188,-1.8826076442268762,-1.111584572849433,-0.42368670501127575,-0.36878377797564554
29,0.9408400946079458,-0.8027351802329276,-0.39844081434998835,-1.9134299212588606,-1.1277623866046684,-0.43326293254651255,-0.3754560380707766
30,0.9339742044358728,-0.8300362915185561,-0.4119870022630657,-2.005308963904849,-1.2023254547262745,-0.44832674405811523,-0.3896971609154851
31,0.9345497104102272,-0.8403826346861425,-0.41286944554555616,-2.0083802822815673,-1.1894193058887335,-0.4604110238420033,-0.3968993462015364
32,0.937773908867143,-0.8364991613780247,-0.4083817801553907,-1.9577964996061603,-1.1387843162263698,-0.4609205267049558,-0.39975758117959925
33,0.9364161849710982,-0.8410369212511064,-0.40786033690371454,-1.9545573352865289,-1.1239607327131487,-0.46810820901211436,-0.40663191204019544
34,0.9305250014864141,-0.8605534511134951,-0.4169978236902769,-2.01749387053316,-1.1682837300965456,-0.4787704844375066,-0.41400475753796845
35,0.9350172969104139,-0.8824166117990071,-0.4245989564949541,-2.0905558500633807,-1.207245235911205,-0.4890728643139397,-0.4205110680143843
36,0.935893577318967,-0.8873890014989597,-0.4227782197412502,-2.0828434685845583,-1.1927267090186007,-0.4989276837969215,-0.4276808656945541
37,0.941537328998221,-0.8781241553240271,-0.41237401338093266,-1.9989418377763866,-1.1085795652911383,-0.5049831690939911,-0.4298889013683827
38,0.9425066958850743,-0.8685066777993259,-0.40622614624711173,-1.9284021736697394,-1.0517707581768758,-0.5086760827901348,-0.43420272357432554
39,0.9277054198427466,-0.8867860076546702,-0.4141571765257279,-1.9582714241777357,-1.0645623617991935,-0.5218821406043023,-0.4453299506049627
40,0.9286062229799671,-0.9058899119015105,-0.42701294836009446,-2.039817614357199,-1.1283062156150532,-0.5289152122980663,-0.45277129403774574
41,0.9321851130747342,-0.9243994271170457,-0.4372881542444605,-2.0941059427612565,-1.1716683344049674,-0.539368345155249,-0.4615094569538038
42,0.931396915705944,-0.9325143379227192,-0.438114131865308,-2.1107471345119957,-1.1665672704223924,-0.5455431099410497,-0.46549258168747
43,0.9338115618783531,-0.9452689122192501,-0.4474297710345897,-2.1483788657419343,-1.2036069250153736,-0.5522943400385307,-0.47382229857892566
44,0.9304676857878008,-0.9488829134017923,-0.4527965644358019,-2.1534272494518514,-1.2262520744976055,-0.5613658233062787,-0.4807932903379004
45,0.9440486481652607,-0.9366412898431037,-0.44287849407359253,-2.071240878998695,-1.1472264965872558,-0.563263338241451,-0.48146256166506163
46,0.933846796823691,-0.9389852372375119,-0.4403728839871277,-2.0541709205209298,-1.122888950037611,-0.5689778449448262,-0.4856577662425519
47,0.9305656054027979,-0.9624261321809138,-0.45121304452489674,-2.1274934139718606,-1.173706017553138,-0.5814375682763194,-0.493406833457823
48,0.9291674279797795,-0.974867058755479,-0.4568380839749269,-2.156612837936523,-1.1888202905610212,-0.5898622478422998,-0.4994951864496789
49,0.9307994836230449,-0.9804477854200936,-0.455136864906829,-2.1491625033591597,-1.1646057220346322,-0.6025746388096558,-0.508461971388439
50,0.941622691292876,-0.9853378852991699,-0.45672252397504937,-2.159094694145529,-1.1659394209345855,-0.6047905375167666,-0.509872209665408
51,0.938968559560986,-0.9963579223749597,-0.46064060959417746,-2.180019188910725,-1.1784286785073654,-0.6171249257034328,-0.519491150515149
52,0.9389611954687876,-1.0004546376466574,-0.46160324999556407,-2.1772747245695347,-1.1792137937231448,-0.620022104185508,-0.5230360316815746
53,0.9329779823737848,-1.0129037555225067,-0.46962652887805084,-2.2088884884998654,-1.2123487291944992,-0.6264359991093921,-0.5280394376483039
54,0.9320191988408247,-1.0213956855326658,-0.47235201012217487,-2.218838007658448,-1.2235747272777617,-0.6364727608084736,-0.5360011538084555
55,0.9345190960589633,-1.0314275108585664,-0.4765945294493651,-2.2345007992526913,-1.2412985885067618,-0.6407781799014601,-0.5378426498847554
56,0.935972965698735,-1.0292126906991945,-0.470507141575902,-2.2061975602851023,-1.1825103757204072,-0.6417821949918486,-0.5376534167419524
57,0.9346301402709507,-1.0370215784751473,-0.47227377605970916,-2.220369075840213,-1.1881615865302397,-0.6495262091709136,-0.5437526340935446
58,0.9273366987914946,-1.0555756845465782,-0.48395797095251886,-2.282462808646225,-1.2564471058405775,-0.6584241391573331,-0.5543005453815473
59,0.9333173206833398,-1.0650189351276798,-0.486879253586788,-2.296276308869578,-1.2638705328725066,-0.6661775283816487,-0.5590196944918613
60,0.9347495754253196,-1.0745453888695848,-0.4882788681668202,-2.3078475842102457,-1.2594354921874127,-0.6744370279053556,-0.5668115600167632
61,0.9339021131892155,-1.0850082482562653,-0.4924538797244463,-2.333396309497615,-1.275032974905732,-0.6847849838389944,-0.5746518170777701
62,0.9456893162780852,-1.0710896636427378,-0.48279778682855296,-2.2426948997185447,-1.198301713486644,-0.6831148427051082,-0.5723146998344988
63,0.9361453368108643,-1.0777080763357745,-0.48478602789501657,-2.2471324354947084,-1.2005050196458467,-0.6882369910221393,-0.5757660428272392
64,0.9396355353075171,-1.0799124479236106,-0.486971325418885,-2.2280533364953956,-1.19442551368374,-0.6936991159458028,-0.5816970857353435
65,0.937072214684155,-1.0836619470164655,-0.4870643306668185,-2.226452475504769,-1.1805933900403194,-0.6971323943242049,-0.5847599448553499
66,0.9347806422433288,-1.088491665749845,-0.48682329317491957,-2.2296166715516437,-1.1702246384598267,-0.70321566523828,-0.5891043790151436
67,0.9426839931256972,-1.0895739902562231,-0.48663508322625115,-2.2127725392759308,-1.1578244504667157,-0.7077357916736561,-0.5920253907119606
68,0.9334408667599976,-1.0977773320485413,-0.488300739949076,-2.237080689039836,-1.164254250972869,-0.7141804547807217,-0.5962755429141717
69,0.9351832302820088,-1.1019589357522988,-0.4875198845548597,-2.2340151419630874,-1.1586725973575875,-0.7169147021891226,-0.5992874746830568
70,0.9393829729485208,-1.1084734958826234,-0.49044758430429625,-2.24585410168113,-1.16465296671185,-0.7219578768352378,-0.6028223462967136
71,0.9336482971025326,-1.1197200076005365,-0.4963900861323124,-2.2814230041977037,-1.1944017504720812,-0.7274512706099544,-0.6084297536254559
72,0.9374430610385667,-1.1209643570601031,-0.4972872113412848,-2.2643164089399788,-1.1833044114553914,-0.7318776401943498,-0.6131960729814332
73,0.9351647354249236,-1.1300360299938967,-0.4993695138582845,-2.281083917481975,-1.1922958892463142,-0.739161234595699,-0.6181309011668911
74,0.94158337396392,-1.131021483194476,-0.49900564518332724,-2.2686978127926984,-1.1768913425180316,-0.7431057864109075,-0.6203523913391455
75,0.9344168719581806,-1.1409677785383856,-0.5029704227270583,-2.2912813048804126,-1.1912776277813322,-0.7505548918879139,-0.6269647352901454
76,0.9375617348618636,-1.1427046953018942,-0.5066395048641773,-2.28605672061457,-1.2129518763891853,-0.7560213388433132,-0.6332752082992943
77,0.9411888701517707,-1.1457752598032909,-0.5070979969490396,-2.288505078673794,-1.207591619186242,-0.7617630082425582,-0.6374821640715559
78,0.9416588778002231,-1.135987814126308,-0.4994268993156185,-2.215759213719944,-1.1515204719271546,-0.7618224000630097,-0.6378322205231889
79,0.9367850333651097,-1.128539850126695,-0.4936236715363484,-2.1626502119506834,-1.1074356772636291,-0.7617306849962939,-0.6383233058403341
80,0.9352633935233547,-1.1370646906005402,-0.49847635561094794,-2.1986135032571266,-1.1403125426604932,-0.7645921367803542,-0.6419832365285038
81,0.9406741301789432,-1.1388678756093817,-0.4998122113332766,-2.1994568328739876,-1.139534514299261,-0.7701952168243404,-0.6477260163615267
82,0.9273016635637499,-1.1511736560478227,-0.5055166816507556,-2.2443516068465126,-1.1723616606021912,-0.7787385996097566,-0.6530741134646322
83,0.9365312107247591,-1.1610556504518328,-0.5099782588591394,-2.2740347657454816,-1.1939794746000605,-0.7837232913042143,-0.656306488002371
84,0.9294940476190476,-1.1754183295110552,-0.516673586998849,-2.3192870812599717,-1.2284061499500452,-0.7923306379949016,-0.6631150038705257
85,0.9322985074626866,-1.189102442252123,-0.5228818877402,-2.362974986182803,-1.2568326526855196,-0.8008793492657474,-0.6688822015248751
86,0.9449090309624434,-1.1881787703433888,-0.5199446599676477,-2.349012223842684,-1.2304564325934335,-0.8042850698476716,-0.6700986731569093
87,0.9277411914661163,-1.2049936019989955,-0.5298007869303352,-2.4092947774125686,-1.2884279875259572,-0.811860495640325,-0.6768829594110637
88,0.9411409416241355,-1.2060937013840696,-0.5289342561835125,-2.399691907229897,-1.2761825487653586,-0.8149438889547503,-0.6804123537425308
89,0.934406499172559,-1.2137012447644637,-0.534352597923423,-2.4186581243626346,-1.2986406562820587,-0.8237145317980977,-0.6869233134201149
90,0.9405329256961305,-1.214340668862428,-0.5328579300027287,-2.3949762367055762,-1.2795449254474687,-0.8261609285909796,-0.6878624051544934
91,0.9330149325917417,-1.219171199188718,-0.5328709494263172,-2.39974181534668,-1.270282723787961,-0.8308813883913502,-0.692000356025953
92,0.9401197604790419,-1.221300444672916,-0.5337899734963139,-2.394392972991656,-1.2682902336540935,-0.8343553396657236,-0.6954544361665842
93,0.9377729586458239,-1.227309860436343,-0.5356298034924488,-2.4126069510250696,-1.2751728106460987,-0.838534758831518,-0.6992868617503468
94,0.9363614355746535,-1.2291114864275723,-0.5358481800623704,-2.4056202070949175,-1.2691130668450452,-0.8427500355057255,-0.7039435695588825
95,0.9317681805852747,-1.2363398968540749,-0.538263012159561,-2.4298481483876677,-1.2831348945063255,-0.8491370150768457,-0.7091056916802448
96,0.9388652821832545,-1.2356796257932225,-0.5367005903881963,-2.417655499483121,-1.269827004573246,-0.8504040686620664,-0.7101473068575217
97,0.9406656580937973,-1.2407853644644504,-0.5391578309967051,-2.425713803673253,-1.2694236372365015,-0.8525368625141223,-0.7113328812665335
98,0.9378404929891936,-1.2499722218185154,-0.5439435729419668,-2.4595493756450444,-1.291818313318727,-0.8583083659240736,-0.7170477245941606
99,0.9313196800775569,-1.2561508520806168,-0.5466666257777044,-2.475825331829669,-1.297671311668349,-0.8629200123706088,-0.7199021552431346
100,0.9314062173380715,-1.2626387427512287,-0.5528907637736056,-2.490171506893337,-1.320556574120494,-0.8649297804102627,-0.7235455817123662
101,0.9348919355804346,-1.2672455299250334,-0.5544867361897603,-2.5016620139488968,-1.3253965174037912,-0.8665157491738407,-0.7263501360264367
