seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9323,400.2816,2669,1410,60282,57613,57614,197,54,226,197,197,203,5947,6355,0.0302,0.0302,0.9396,0.0104,0.0365,0.9531,8,28,212,201,226,203
43,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9348,397.5227,2560,1356,60062,57502,57502,206,56,216,206,206,196,5961,6368,0.0156,0.0495,0.9349,0.0091,0.0482,0.9427,7,37,212,195,216,196
44,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9311,396.9091,2983,1110,59410,56427,56428,245,61,237,245,245,218,5759,6222,0.0301,0.0393,0.9306,0.0078,0.0521,0.9401,6,40,222,236,237,218
45,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9315,396.8396,2757,1318,59520,56763,56763,220,55,236,220,220,219,5905,6343,0.0223,0.0446,0.9332,0.0144,0.0431,0.9426,11,33,230,215,236,219
46,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9359,396.4611,2643,1136,58938,56295,56296,215,58,217,215,215,211,5847,6274,0.0237,0.0316,0.9447,0.0078,0.0482,0.9439,6,37,205,218,217,211
47,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9355,396.7781,2640,1194,59402,56762,56760,209,56,210,209,209,218,5886,6322,0.0237,0.0421,0.9342,0.0117,0.0443,0.944,9,34,204,213,210,218
48,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9306,396.7479,2821,1317,59646,56825,56825,239,58,207,240,239,238,5828,6321,0.0146,0.0412,0.9441,0.0157,0.051,0.9332,12,39,208,238,207,238
49,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9362,396.9588,2606,1166,59136,56530,56529,219,59,200,219,219,217,5788,6235,0.0131,0.0458,0.9412,0.0052,0.0497,0.9451,4,38,194,221,200,217
50,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9358,397.3587,2709,1105,59402,56693,56693,248,58,205,248,248,241,5875,6364,0.0118,0.0433,0.9449,0.0117,0.0365,0.9518,9,28,207,237,205,241
51,M10_FleetBrokenCompact_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9365,398.8653,2698,1101,59852,57154,57155,208,57,234,208,208,206,5939,6338,0.0146,0.037,0.9484,0.0105,0.0484,0.9412,8,37,232,207,234,206
