Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.6762261390686035;1;1;;;;8;;2;;;;;0;0;;4;
Mon 07:01.000000;;0.6762261390686035;1;1;;;;26;;2;;;;;0;0;;13;
Mon 07:02.000000;;0.6762261390686035;1;1;;;;34;;2;;;;;0;0;;17;
Mon 07:03.000000;;0.6762261390686035;1;1;;;;48;;2;;;;;0;0;;24;
Mon 07:04.000000;;0.6762261390686035;1;1;;;;64;;2;;;;;0;0;;32;
Mon 07:05.000000;;0.6762261390686035;1;1;;;;78;;2;;;;;0;0;;39;
Mon 07:06.000000;;0.6762261390686035;1;1;;;;92;;2;;;;;0;0;;46;
Mon 07:07.000000;;0.6762261390686035;1;1;;;;104;;2;;;;;0;0;;52;
Mon 07:08.000000;;0.6762261390686035;1;1;;;;116;;2;;;;;0;0;;58;
Mon 07:09.000000;;0.6762261390686035;1;1;;;;144;;2;;;;;0;0;;72;
Mon 07:10.000000;;0.6762261390686035;1;1;;;;150;;2;;;;;0;0;;75;
Mon 07:11.000000;;0.6762261390686035;1;1;;;;160;;2;;;;;0;0;;80;
Mon 07:12.000000;;0.6762261390686035;1;1;;;;168;;2;;;;;0;0;;84;
Mon 07:13.000000;;0.6762261390686035;1;1;;;;176;;2;;;;;0;0;;88;
Mon 07:14.000000;;0.6762261390686035;1;1;;;;186;;2;;;;;0;0;;93;
Mon 07:15.000000;;0.6762261390686035;1;1;;;;210;;2;0.3941414342823789;;1;;0;0;;105;
Mon 07:16.000000;;0.6762261390686035;1;1;;;;226;;2;0.3941414342823789;;1;;0;0;;113;
Mon 07:17.000000;;0.6762261390686035;1;1;;;;230;;2;0.3941414342823789;;1;;0;0;;115;
Mon 07:18.000000;;0.6762261390686035;1;1;;;;248;;2;0.3941414342823789;;1;;0;0;;124;
Mon 07:19.000000;;0.6762261390686035;1;1;;;;258;;2;0.3941414342823789;;1;;0;0;;129;
Mon 07:19.447757;;1.183612585067749;1;2;;;;258;;3;0.3941414342823789;;1;;0;0;;129;
Mon 07:20.000000;;1.183612585067749;1;2;;;;278;;3;0.3941414342823789;;1;;0;0;;139;
Mon 07:21.000000;1;1.183612585067749;1;2;;;;297;;3;0.3941414342823789;;1;;0;0;1;149;
Mon 07:22.000000;1;1.183612585067749;1;2;;;;309;;3;0.3941414342823789;;1;;0;0;1;155;
Mon 07:22.894471;1;1.6550378799438477;1;2;;1;;309;;4;0.3941414342823789;;1;;0;0;1;155;
Mon 07:23.000000;1;1.6550378799438477;1;2;;1;;319;;4;0.3941414342823789;;1;;0;0;1;160;
Mon 07:24.000000;1;1.6550378799438477;1;2;;1;;329;;4;0.3941414342823789;;1;;0;0;1;165;
Mon 07:25.000000;1;1.6550378799438477;1;2;;1;;353;;4;0.3941414342823789;;1;;0;0;1;177;
Mon 07:26.000000;1;1.6550378799438477;1;2;;1;;365;;4;0.3941414342823789;;1;;0;0;1;183;
Mon 07:27.000000;1;1.6550378799438477;1;2;;1;;377;;4;0.3941414342823789;;1;;0;0;1;189;
Mon 07:28.000000;1;1.6550378799438477;1;2;;1;;387;;4;0.3941414342823789;;1;;0;0;1;194;
Mon 07:29.000000;1;1.6550378799438477;1;2;;1;;403;;4;0.3941414342823789;;1;;0;0;1;202;
Mon 07:30.000000;1;1.6550378799438477;1;2;;1;;417;;4;0.3941414342823789;;1;;0;0;1;209;
Mon 07:31.000000;1;1.6550378799438477;1;2;;1;;427;;4;0.3941414342823789;;1;;0;0;1;214;
Mon 07:31.406562;1;2.0928549766540527;2;2;;1;;427;;5;0.3941414342823789;;1;;0;0;1;214;
Mon 07:32.000000;1;2.0928549766540527;2;2;;1;;445;;5;0.3941414342823789;;1;;0;0;1;223;
Mon 07:33.000000;1;2.0928549766540527;2;2;;1;;457;;5;0.8720294515892114;;3;;0;0;1;229;
Mon 07:34.000000;1;2.0928549766540527;2;2;;1;;471;;5;0.8720294515892114;;3;;0;0;1;236;
Mon 07:35.000000;2;2.0928549766540527;2;2;;1;;476;;5;0.8720294515892114;;3;;0;0;2;239;
Mon 07:36.000000;2;2.0928549766540527;2;2;;1;;484;;5;0.8720294515892114;;3;;0;0;2;243;
Mon 07:37.000000;2;2.0928549766540527;2;2;;1;;506;;5;0.8720294515892114;;3;;0;0;2;254;
Mon 07:38.000000;2;2.0928549766540527;2;2;;1;;524;;5;1.2661708858715903;;4;;0;0;2;263;
Mon 07:38.798835;2;2.538424015045166;2;2;1;1;;524;;6;1.2661708858715903;;4;;0;0;2;263;
Mon 07:39.000000;2;2.538424015045166;2;2;1;1;;526;;6;1.6603123201539693;;5;;0;0;2;264;
Mon 07:40.000000;2;2.538424015045166;2;2;1;1;;536;;6;1.6603123201539693;;5;;0;0;2;269;
Mon 07:40.320538;2;2.9748218059539795;2;3;1;1;;536;;7;1.6603123201539693;;5;;0;0;2;269;
Mon 07:41.000000;2;2.9748218059539795;2;3;1;1;;548;;7;1.6603123201539693;;5;;0;0;2;275;
Mon 07:42.000000;2;2.9748218059539795;2;3;1;1;;558;;7;1.6603123201539693;;5;;0;0;2;280;
Mon 07:43.000000;2;2.9748218059539795;2;3;1;1;;574;;7;1.6603123201539693;;5;;0;0;2;288;
Mon 07:44.000000;2;2.9748218059539795;2;3;1;1;;584;;7;1.6603123201539693;;5;;0;0;2;293;
Mon 07:45.000000;2;2.9748218059539795;2;3;1;1;;596;;7;1.6603123201539693;;5;;0;0;2;299;
Mon 07:46.000000;2;2.9748218059539795;2;3;1;1;;608;;7;1.6603123201539693;;5;;0;0;2;305;
Mon 07:47.000000;2;2.9748218059539795;2;3;1;1;;630;;7;1.6603123201539693;;5;;0;0;2;316;
Mon 07:48.000000;2;2.9748218059539795;2;3;1;1;;656;;7;1.6603123201539693;;5;;0;0;2;329;
Mon 07:49.000000;2;2.9748218059539795;2;3;1;1;;676;;7;1.6603123201539693;;5;;0;0;2;339;
Mon 07:50.000000;2;2.9748218059539795;2;3;1;1;;688;;7;1.6603123201539693;;5;;0;0;2;345;
Mon 07:51.000000;2;2.9748218059539795;2;3;1;1;;698;;7;1.6603123201539693;;5;;0;0;2;350;
Mon 07:52.000000;2;2.9748218059539795;2;3;1;1;;704;;7;1.6603123201539693;;5;;0;0;2;353;
Mon 07:52.808983;2;3.4486451148986816;3;3;1;1;;704;;8;1.6603123201539693;;5;;0;0;2;353;
Mon 07:52.297363;2;3.843276023864746;4;3;1;1;;704;;9;1.6603123201539693;;5;;0;0;2;353;
Mon 07:53.000000;2;3.843276023864746;4;3;1;1;;716;;9;1.6603123201539693;;5;;0;0;2;359;
Mon 07:54.000000;2;3.843276023864746;4;3;1;1;;732;;9;2.054453754436348;;6;;0;0;2;367;
Mon 07:55.000000;2;3.843276023864746;4;3;1;1;;746;;9;2.054453754436348;;6;;0;0;2;374;
Mon 07:56.000000;2;3.843276023864746;4;3;1;1;;758;;9;2.054453754436348;;6;;0;0;2;380;
Mon 07:57.000000;2;3.843276023864746;4;3;1;1;;778;;9;2.054453754436348;;6;;0;0;2;390;
Mon 07:58.000000;2;3.843276023864746;4;3;1;1;;796;;9;2.054453754436348;;6;;0;0;2;399;
Mon 07:59.000000;2;3.843276023864746;4;3;1;1;;810;;9;2.054453754436348;;6;;0;0;2;406;
Mon 08:00.000000;2;3.843276023864746;4;3;1;1;;826;;9;2.054453754436348;;6;;0;0;2;414;
Mon 08:01.000000;2;3.843276023864746;4;3;1;1;;844;;9;2.054453754436348;;6;;0;0;2;423;
Mon 08:02.000000;2;3.843276023864746;4;3;1;1;;856;;9;2.054453754436348;;6;;0;0;2;429;
Mon 08:03.000000;2;3.843276023864746;4;3;1;1;;864;;9;2.054453754436348;;6;;0;0;2;433;
Mon 08:04.000000;2;3.843276023864746;4;3;1;1;;874;;9;2.054453754436348;;6;;0;0;2;438;
Mon 08:05.000000;2;3.843276023864746;4;3;1;1;;878;;9;2.054453754436348;;6;;0;0;2;440;
Mon 08:05.514151;2;4.24089503288269;4;3;1;2;;878;;10;2.054453754436348;;6;;0;0;2;440;
Mon 08:05.575222;2;4.589622497558594;4;4;1;2;;878;;11;2.054453754436348;;6;;0;0;2;440;
Mon 08:06.000000;2;4.589622497558594;4;4;1;2;;896;;11;2.054453754436348;;6;;0;0;2;449;
Mon 08:07.000000;2;4.589622497558594;4;4;1;2;;914;;11;2.054453754436348;;6;;0;0;2;458;
Mon 08:08.000000;2;4.589622497558594;4;4;1;2;;926;;11;2.054453754436348;;6;;0;0;2;464;
Mon 08:09.000000;2;4.589622497558594;4;4;1;2;;942;;11;2.054453754436348;;6;;0;0;2;472;
Mon 08:10.000000;2;4.589622497558594;4;4;1;2;;958;;11;2.054453754436348;;6;;0;0;2;480;
Mon 08:11.000000;2;4.589622497558594;4;4;1;2;;970;;11;2.054453754436348;;6;;0;0;2;486;
Mon 08:12.000000;2;4.589622497558594;4;4;1;2;;990;;11;2.054453754436348;;6;;0;0;2;496;
Mon 08:13.000000;2;4.589622497558594;4;4;1;2;;996;;11;2.054453754436348;;6;;0;0;2;499;
Mon 08:14.000000;2;4.589622497558594;4;4;1;2;;1014;;11;2.054453754436348;;6;;0;0;2;508;
Mon 08:15.000000;2;4.589622497558594;4;4;1;2;;1028;;11;2.054453754436348;;6;;0;0;2;515;
Mon 08:16.000000;2;4.589622497558594;4;4;1;2;;1034;;11;2.054453754436348;;6;;0;0;2;518;
Mon 08:17.000000;2;4.589622497558594;4;4;1;2;;1038;;11;2.054453754436348;;6;;0;0;2;520;
Mon 08:18.000000;2;4.589622497558594;4;4;1;2;;1048;;11;2.054453754436348;;6;;0;0;2;525;
Mon 08:19.000000;2;4.589622497558594;4;4;1;2;;1062;;11;2.054453754436348;;6;;0;0;2;532;
Mon 08:20.000000;2;4.589622497558594;4;4;1;2;;1070;;11;2.054453754436348;;6;;0;0;2;536;
Mon 08:20.311367;2;5.015507221221924;4;5;1;2;;1070;;12;2.054453754436348;;6;;0;0;2;536;
Mon 08:20.566710;2;5.385253667831421;5;5;1;2;;1070;;13;2.054453754436348;;6;;0;1;2;536;
Mon 08:21.000000;2;5.385253667831421;5;5;1;2;;1084;;13;2.054453754436348;;6;;0;1;2;543;
