Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.7413833141326904;1;1;;;;8;;2;;;;;0;0;;4;
Mon 07:01.000000;;0.7413833141326904;1;1;;;;26;;2;;;;;0;0;;13;
Mon 07:02.000000;;0.7413833141326904;1;1;;;;34;;2;;;;;0;0;;17;
Mon 07:03.000000;;0.7413833141326904;1;1;;;;48;;2;;;;;0;0;;24;
Mon 07:04.000000;;0.7413833141326904;1;1;;;;64;;2;;;;;0;0;;32;
Mon 07:05.000000;;0.7413833141326904;1;1;;;;78;;2;;;;;0;0;;39;
Mon 07:06.000000;;0.7413833141326904;1;1;;;;92;;2;;;;;0;0;;46;
Mon 07:07.000000;;0.7413833141326904;1;1;;;;104;;2;;;;;0;0;;52;
Mon 07:08.000000;;0.7413833141326904;1;1;;;;116;;2;;;;;0;0;;58;
Mon 07:09.000000;;0.7413833141326904;1;1;;;;144;;2;;;;;0;0;;72;
Mon 07:10.000000;;0.7413833141326904;1;1;;;;150;;2;;;;;0;0;;75;
Mon 07:11.000000;;0.7413833141326904;1;1;;;;160;;2;;;;;0;0;;80;
Mon 07:12.000000;;0.7413833141326904;1;1;;;;168;;2;;;;;0;0;;84;
Mon 07:13.000000;;0.7413833141326904;1;1;;;;176;;2;;;;;0;0;;88;
Mon 07:14.000000;;0.7413833141326904;1;1;;;;186;;2;;;;;0;0;;93;
Mon 07:15.000000;1;0.7413833141326904;1;1;;;;209;;2;;;;;0;0;1;105;
Mon 07:16.000000;1;0.7413833141326904;1;1;;;;225;;2;;;;;0;0;1;113;
Mon 07:17.000000;1;0.7413833141326904;1;1;;;;229;;2;;;;;0;0;1;115;
Mon 07:18.000000;1;0.7413833141326904;1;1;;;;247;;2;;;;;0;0;1;124;
Mon 07:19.000000;1;0.7413833141326904;1;1;;;;257;;2;;;;;0;0;1;129;
Mon 07:19.447757;1;1.2848830223083496;1;2;;;;257;;3;;;;;0;0;1;129;
Mon 07:20.000000;1;1.2848830223083496;1;2;;;;277;;3;;;;;0;0;1;139;
Mon 07:21.000000;2;1.2848830223083496;1;2;;;;296;;3;;;;;0;0;2;149;
Mon 07:22.000000;2;1.2848830223083496;1;2;;;;308;;3;;;;;0;0;2;155;
Mon 07:22.894471;2;1.7961375713348389;1;2;1;;;308;;4;;;;;0;0;2;155;
Mon 07:23.000000;2;1.7961375713348389;1;2;1;;;318;;4;;;;;0;0;2;160;
Mon 07:24.000000;2;1.7961375713348389;1;2;1;;;328;;4;;;;;0;0;2;165;
Mon 07:25.000000;2;1.7961375713348389;1;2;1;;;352;;4;;;;;0;0;2;177;
Mon 07:26.000000;2;1.7961375713348389;1;2;1;;;364;;4;;;;;0;0;2;183;
Mon 07:27.000000;2;1.7961375713348389;1;2;1;;;376;;4;;;;;0;0;2;189;
Mon 07:28.000000;2;1.7961375713348389;1;2;1;;;386;;4;;;;;0;0;2;194;
Mon 07:29.000000;2;1.7961375713348389;1;2;1;;;402;;4;;;;;0;0;2;202;
Mon 07:30.000000;2;1.7961375713348389;1;2;1;;;416;;4;;;;;0;0;2;209;
Mon 07:31.000000;2;1.7961375713348389;1;2;1;;;426;;4;;;;;0;0;2;214;
Mon 07:31.909452;2;2.2401304244995117;1;3;1;;;426;;5;;;;;0;0;2;214;
Mon 07:32.000000;2;2.2401304244995117;1;3;1;;;444;;5;;;;;0;0;2;223;
Mon 07:33.000000;2;2.2401304244995117;1;3;1;;;456;;5;0.47788801730683256;;2;;0;0;2;229;
Mon 07:34.000000;2;2.2401304244995117;1;3;1;;;470;;5;0.47788801730683256;;2;;0;0;2;236;
Mon 07:35.000000;3;2.2401304244995117;1;3;1;;;475;;5;0.47788801730683256;;2;;0;0;3;239;
Mon 07:36.000000;3;2.2401304244995117;1;3;1;;;483;;5;0.47788801730683256;;2;;0;0;3;243;
Mon 07:37.000000;3;2.2401304244995117;1;3;1;;;505;;5;0.47788801730683256;;2;;0;0;3;254;
Mon 07:38.000000;4;2.2401304244995117;1;3;1;;;522;;5;0.47788801730683256;;2;;0;0;4;263;
Mon 07:38.798835;4;2.662515640258789;2;3;1;;;522;;6;0.47788801730683256;;2;;0;0;4;263;
Mon 07:39.000000;4;2.662515640258789;2;3;1;;;524;;6;0.8720294515892115;;3;;0;0;4;264;
Mon 07:40.000000;4;2.662515640258789;2;3;1;;;534;;6;0.8720294515892115;;3;;0;0;4;269;
Mon 07:41.000000;4;2.662515640258789;2;3;1;;;546;;6;0.8720294515892115;;3;;0;0;4;275;
Mon 07:42.000000;4;2.662515640258789;2;3;1;;;556;;6;0.8720294515892115;;3;;0;0;4;280;
Mon 07:43.000000;4;2.662515640258789;2;3;1;;;572;;6;0.8720294515892115;;3;;0;0;4;288;
Mon 07:43.808389;4;3.1021697521209717;3;3;1;;;572;;7;0.8720294515892115;;3;;0;0;4;288;
Mon 07:44.000000;4;3.1021697521209717;3;3;1;;;582;;7;0.8720294515892115;;3;;0;0;4;293;
Mon 07:45.000000;4;3.1021697521209717;3;3;1;;;594;;7;0.8720294515892115;;3;;0;0;4;299;
Mon 07:46.000000;5;3.1021697521209717;3;3;1;;;605;;7;0.8720294515892115;;3;;0;0;5;305;
Mon 07:47.000000;6;3.1021697521209717;3;3;1;;;626;;7;0.8720294515892115;;3;;0;0;6;316;
Mon 07:48.000000;6;3.1021697521209717;3;3;1;;;652;;7;0.8720294515892115;;3;;0;0;6;329;
Mon 07:49.000000;6;3.1021697521209717;3;3;1;;;672;;7;0.8720294515892115;;3;;0;0;6;339;
Mon 07:50.000000;6;3.1021697521209717;3;3;1;;;684;;7;0.8720294515892115;;3;;0;0;6;345;
Mon 07:51.000000;6;3.1021697521209717;3;3;1;;;694;;7;0.8720294515892115;;3;;0;0;6;350;
Mon 07:52.000000;6;3.1021697521209717;3;3;1;;;700;;7;0.8720294515892115;;3;;0;0;6;353;
Mon 07:52.297363;6;3.596431016921997;4;3;1;;;700;;8;0.8720294515892115;;3;;0;0;6;353;
Mon 07:53.000000;7;3.596431016921997;4;3;1;;;711;;8;0.8720294515892115;;3;;0;0;7;359;
Mon 07:54.000000;7;3.596431016921997;4;3;1;;;727;;8;1.5051148945250068;;5;;0;0;7;367;
Mon 07:55.000000;7;3.596431016921997;4;3;1;;;741;;8;1.5051148945250068;;5;;0;0;7;374;
Mon 07:56.000000;7;3.596431016921997;4;3;1;;;753;;8;1.5051148945250068;;5;;0;0;7;380;
Mon 07:57.000000;7;3.596431016921997;4;3;1;;;773;;8;1.744058903178423;;6;;0;0;7;390;
Mon 07:58.000000;7;3.596431016921997;4;3;1;;;791;;8;1.744058903178423;;6;;0;0;7;399;
Mon 07:58.659842;7;4.083469867706299;4;3;1;1;;791;;9;1.744058903178423;;6;;0;0;7;399;
Mon 07:59.000000;7;4.083469867706299;4;3;1;1;;805;;9;1.744058903178423;;6;;0;0;7;406;
Mon 08:00.000000;7;4.083469867706299;4;3;1;1;;821;;9;1.744058903178423;;6;;0;0;7;414;
Mon 08:01.000000;7;4.083469867706299;4;3;1;1;;839;;9;1.744058903178423;;6;;0;0;7;423;
Mon 08:02.000000;7;4.083469867706299;4;3;1;1;;851;;9;1.744058903178423;;6;;0;0;7;429;
Mon 08:03.000000;7;4.083469867706299;4;3;1;1;;859;;9;1.744058903178423;;6;;0;0;7;433;
Mon 08:04.000000;7;4.083469867706299;4;3;1;1;;869;;9;1.744058903178423;;6;;0;0;7;438;
Mon 08:05.000000;7;4.083469867706299;4;3;1;1;;873;;9;1.744058903178423;;6;;0;0;7;440;
Mon 08:05.741325;7;4.543640613555908;4;3;2;1;;873;;10;1.744058903178423;;6;;0;0;7;440;
Mon 08:06.000000;7;4.543640613555908;4;3;2;1;;891;;10;1.744058903178423;;6;;0;0;7;449;
Mon 08:07.000000;7;4.543640613555908;4;3;2;1;;909;;10;1.744058903178423;;6;;0;0;7;458;
Mon 08:08.000000;7;4.543640613555908;4;3;2;1;;921;;10;1.744058903178423;;6;;0;0;7;464;
Mon 08:09.000000;7;4.543640613555908;4;3;2;1;;937;;10;1.744058903178423;;6;;0;0;7;472;
Mon 08:10.000000;7;4.543640613555908;4;3;2;1;;953;;10;1.744058903178423;;6;;0;0;7;480;
Mon 08:11.000000;7;4.543640613555908;4;3;2;1;;965;;10;1.744058903178423;;6;;0;0;7;486;
Mon 08:11.148287;7;4.985602855682373;5;3;2;1;;965;;11;1.744058903178423;;6;;0;0;7;486;
Mon 08:12.000000;7;4.985602855682373;5;3;2;1;;985;;11;1.744058903178423;;6;;0;0;7;496;
Mon 08:13.000000;7;4.985602855682373;5;3;2;1;;991;;11;1.744058903178423;;6;;0;0;7;499;
Mon 08:14.000000;7;4.985602855682373;5;3;2;1;;1009;;11;1.744058903178423;;6;;0;0;7;508;
Mon 08:15.000000;7;4.985602855682373;5;3;2;1;;1023;;11;1.744058903178423;;6;;0;0;7;515;
Mon 08:16.000000;7;4.985602855682373;5;3;2;1;;1029;;11;1.744058903178423;;6;;0;0;7;518;
Mon 08:17.000000;7;4.985602855682373;5;3;2;1;;1033;;11;1.744058903178423;;6;;0;0;7;520;
Mon 08:18.000000;7;4.985602855682373;5;3;2;1;;1043;;11;1.744058903178423;;6;;0;0;7;525;
Mon 08:19.000000;7;4.985602855682373;5;3;2;1;;1057;;11;1.744058903178423;;6;;0;0;7;532;
