Seed,Duration (hours),Total Runtime (s),Failed Events,Starvations,Bike Starvations,Long Congestions,Short Congestions,Total Trips,Bike Departures,Bike Arrivals,Vehicle Arrivals,Bike Deliveries,Bike Pickups,Maintenance Time (minutes),Maintenance Violations,Maintenance Starvations
1,120,9845.16,1597,1006,902,591,616,15508,14502,14500,416,1074,1089,1880.9245023561184,6,104
2,120,71910.82,1223,833,809,390,394,15434,14601,14590,849,2313,2305,3615.393352262777,0,24
