Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality
2,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4368
2,0,8,480,0,0,0,0,0,0,5,8,86.52,0.4291
2,0,9,540,2,2,0,0,0,0,25,27,72.5,0.4171
2,0,10,600,1,1,3,0,0,0,25,22,31.0,0.4113
2,0,11,660,4,4,0,3,0,0,44,24,29.89,0.4065
2,0,12,720,12,6,1,0,0,6,44,43,54.24,0.3976
2,0,13,780,17,16,2,0,0,1,22,35,28.87,0.3931
2,0,14,840,7,7,3,3,0,0,35,35,25.65,0.3902
2,0,15,900,27,27,1,8,0,0,45,44,12.71,0.388
2,0,16,960,10,10,10,3,0,0,12,22,69.33,0.3829
2,0,17,1020,25,25,4,10,0,0,50,32,15.94,0.3807
2,0,18,1080,9,9,3,3,0,0,25,24,53.84,0.3718
2,0,19,1140,7,7,11,4,0,0,36,43,21.71,0.3687
2,0,20,1200,2,2,0,7,0,0,10,18,72.02,0.3628
2,0,21,1260,4,4,0,1,0,0,15,13,74.01,0.3555
2,0,22,1320,4,4,0,3,0,0,15,3,71.34,0.3496
2,0,23,1380,0,0,0,0,0,0,18,10,58.5,0.3463
2,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.3463
2,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.3463
2,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.3463
2,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.3463
2,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.3463
2,1,5,1740,2,2,0,0,0,0,0,0,0.0,0.3463
2,1,6,1800,25,21,0,2,0,4,0,0,0.0,0.3463
2,1,7,1860,21,21,1,19,0,0,0,0,0.0,0.3466
2,1,8,1920,20,19,9,18,0,1,36,51,19.06,0.3443
2,1,9,1980,2,2,5,17,0,0,43,26,52.62,0.3371
2,1,10,2040,7,7,7,5,0,0,20,32,39.2,0.3317
2,1,11,2100,9,9,2,4,0,0,44,43,45.76,0.3245
2,1,12,2160,13,13,2,0,0,0,22,28,27.54,0.3207
2,1,13,2220,8,8,2,2,0,0,38,47,13.5,0.3195
2,1,14,2280,9,9,0,9,0,0,52,43,42.39,0.3136
2,1,15,2340,23,23,16,9,0,0,26,31,37.84,0.3086
2,1,16,2400,24,24,10,6,0,0,38,21,42.43,0.3034
2,1,17,2460,24,23,9,4,0,1,26,22,52.73,0.2953
2,1,18,2520,0,0,11,5,0,0,15,28,55.55,0.2911
2,1,19,2580,2,2,5,5,0,0,28,18,49.5,0.2864
2,1,20,2640,7,7,5,0,0,0,19,21,53.54,0.2839
2,1,21,2700,4,4,0,0,0,0,19,17,83.81,0.2768
2,1,22,2760,0,0,6,3,0,0,9,24,59.1,0.2743
2,1,23,2820,0,0,2,2,0,0,21,17,46.58,0.2716
2,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.2716
2,2,1,2940,0,0,0,0,0,0,0,0,0.0,0.2716
2,2,2,3000,0,0,0,0,0,0,0,0,0.0,0.2716
2,2,3,3060,0,0,0,0,0,0,0,0,0.0,0.2716
2,2,4,3120,0,0,0,0,0,0,0,0,0.0,0.2716
2,2,5,3180,0,0,1,0,0,0,0,0,0.0,0.2716
2,2,6,3240,10,10,3,0,0,0,0,0,0.0,0.2716
2,2,7,3300,38,38,8,9,0,0,0,0,0.0,0.2721
2,2,8,3360,13,13,9,5,0,0,46,42,28.25,0.27
2,2,9,3420,12,12,10,9,0,0,29,34,18.93,0.2684
2,2,10,3480,7,7,11,2,0,0,38,29,45.17,0.2647
2,2,11,3540,2,2,8,5,0,0,40,45,19.9,0.2624
2,2,12,3600,10,10,2,0,0,0,18,29,53.25,0.2576
2,2,13,3660,11,11,1,8,0,0,47,29,43.98,0.2533
2,2,14,3720,4,4,23,6,0,0,25,45,16.85,0.2525
2,2,15,3780,16,16,12,2,0,0,30,5,79.5,0.2495
2,2,16,3840,25,25,7,3,0,0,0,28,50.79,0.248
2,2,17,3900,14,14,15,3,0,0,49,39,26.15,0.2465
2,2,18,3960,3,3,9,7,0,0,28,36,66.62,0.2425
2,2,19,4020,1,1,3,5,0,0,28,23,24.5,0.2404
2,2,20,4080,3,3,3,1,0,0,45,33,41.46,0.2372
2,2,21,4140,0,0,5,0,0,0,17,28,39.96,0.2344
2,2,22,4200,0,0,6,0,0,0,15,35,50.76,0.2311
2,2,23,4260,0,0,2,0,0,0,33,8,69.12,0.2253
2,3,24,4320,0,0,0,0,0,0,0,0,0.0,0.2253
2,3,1,4380,0,0,0,0,0,0,0,0,0.0,0.2253
2,3,2,4440,0,0,0,0,0,0,0,0,0.0,0.2253
2,3,3,4500,0,0,0,0,0,0,0,0,0.0,0.2253
2,3,4,4560,0,0,0,0,0,0,0,0,0.0,0.2253
2,3,5,4620,0,0,4,1,0,0,0,0,0.0,0.2253
2,3,6,4680,8,8,0,0,0,0,0,0,0.0,0.2258
2,3,7,4740,17,15,3,20,0,2,0,0,0.0,0.226
2,3,8,4800,8,8,1,20,0,0,12,26,66.14,0.2243
2,3,9,4860,6,6,11,6,0,0,39,28,24.74,0.2228
2,3,10,4920,11,11,1,3,0,0,50,40,18.14,0.2214
2,3,11,4980,17,17,2,1,0,0,19,23,72.66,0.2175
2,3,12,5040,3,3,6,7,0,0,21,22,41.88,0.2155
2,3,13,5100,6,6,2,8,0,0,31,28,46.78,0.2122
2,3,14,5160,17,17,13,6,0,0,38,51,5.87,0.2123
2,3,15,5220,28,28,7,0,0,0,39,28,56.0,0.2105
2,3,16,5280,14,14,3,10,0,0,24,45,22.37,0.2081
2,3,17,5340,12,12,11,7,0,0,38,30,28.0,0.2064
2,3,18,5400,4,4,2,2,0,0,38,39,48.0,0.2039
2,3,19,5460,0,0,0,0,0,0,35,16,61.64,0.2002
2,3,20,5520,0,0,1,0,0,0,28,46,24.3,0.1982
2,3,21,5580,2,2,0,0,0,0,13,14,70.15,0.1949
2,3,22,5640,2,2,1,1,0,0,22,25,45.02,0.1928
2,3,23,5700,0,0,0,0,0,0,31,4,99.5,0.1888
2,4,24,5760,0,0,0,0,0,0,0,0,0.0,0.1888
2,4,1,5820,0,0,0,0,0,0,0,0,0.0,0.1888
2,4,2,5880,0,0,0,0,0,0,0,0,0.0,0.1888
