Seed,Duration (hours),Total Runtime (s),Failed Events,Starvations,Bike Starvations,Long Congestions,Short Congestions,Total Trips,Bike Departures,Bike Arrivals,Vehicle Arrivals,Bike Deliveries,Bike Pickups,Maintenance Time (minutes),Maintenance Violations,Maintenance Starvations
1,120,11413.23,1442,956,893,486,644,15816,14860,14853,426,1232,1246,1594.9769307345562,0,63
2,120,120962.0,1015,706,683,309,237,15586,14880,14871,951,2557,2561,2815.9732479609643,2,23
