episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max
0,0.8957455770850885,-0.9031442590989173,-1.5344562761019915,-1.50236628735438
1,0.9383086944882358,-0.808900911316738,-1.276696069792282,-1.21452954740261
2,0.9346068626863884,-0.7586520385272009,-1.1231096414878403,-1.039349951104574
3,0.9327809581199157,-0.8453341446663141,-1.261250981790121,-1.1571012461508252
4,0.9364093909164883,-0.8950959946200362,-1.3408442547631017,-1.1736212756486695
5,0.937767022198321,-0.8947104205644677,-1.3056421401558456,-1.0909133759041547
6,0.9366604421420397,-0.9366293711916822,-1.348222155635823,-1.0989003523715024
7,0.9439631671412129,-0.9139918718190669,-1.2660979563764236,-1.0008830285144963
8,0.9411604467447562,-0.9548927706734347,-1.316735197350437,-1.0265580494099547
9,0.9352313597485418,-0.9661630990536638,-1.3366146991514238,-0.9791359737124558
10,0.9375885669490759,-0.9759815498506398,-1.3169732756005874,-0.9567625630987463
11,0.9371924922553605,-1.0473200186842224,-1.4083378095498302,-1.0458774586889676
12,0.9313151334955101,-1.0794448205591758,-1.429914350769281,-1.0705130048252067
13,0.9389064590682399,-1.102584129950635,-1.4263286457567468,-1.03979819238865
14,0.932405685839381,-1.1319178376742072,-1.4523389596466298,-1.0312899164639808
15,0.9368006445260049,-1.1692178405214682,-1.5003909651624021,-1.0333104749881692
16,0.9441768035649765,-1.1566143986593493,-1.4619953145674596,-0.9576769342512915
17,0.939792471042471,-1.132008730833488,-1.387497007052888,-0.8506242622596628
18,0.9387835225899975,-1.1464958622713284,-1.38283667405588,-0.8548240209709633
19,0.9438301233367762,-1.144467925422798,-1.3527853620449546,-0.811572630843356
20,0.9438836818072579,-1.1491506453259055,-1.3357527777820724,-0.7955034425315143
21,0.9344464500601685,-1.2147899244589546,-1.4602780339422885,-0.8831605215105863
22,0.9407501743533764,-1.2229051448425903,-1.4415401251676931,-0.8750161632413436
23,0.9372949215810229,-1.2409828897647075,-1.4537650665548956,-0.8878347718199371
24,0.9421831219306438,-1.2417123906350682,-1.442136343983719,-0.8467273027642211
25,0.9339772625011249,-1.2889062195278191,-1.5165089087090164,-0.90860702928084
26,0.9370102471368295,-1.3337356376801117,-1.5850694407648804,-0.9562055601366827
27,0.9328311173804736,-1.3775149055826579,-1.6618112508743825,-1.002032593874136
28,0.939289046744725,-1.3763264469964316,-1.6371901515242668,-0.9682152010265093
29,0.941311202332084,-1.3706242992649187,-1.59897730478509,-0.9283683266916686
30,0.9358448786618391,-1.4272371116211249,-1.6830337834486815,-1.0002983777733085
31,0.9402063110489,-1.437170320899763,-1.6850662418715352,-0.9898756848381521
32,0.9405637438837691,-1.4478402510123731,-1.6945074023925002,-0.9787984088680531
33,0.9394986242739224,-1.445720702827646,-1.6695192563889292,-0.9510731850906257
34,0.9367451871338036,-1.4597132955106231,-1.6717185560336745,-0.9396862992321677
35,0.9402487109493479,-1.46277471228039,-1.6531242505378838,-0.917233303916707
36,0.9431873479318735,-1.4501224697553483,-1.6016266960558803,-0.8636569131359108
37,0.9397503166274652,-1.4712386365449237,-1.6203571232975484,-0.8743420931664423
38,0.9405978842267919,-1.4993601738390185,-1.6638310177772728,-0.9049250256044424
39,0.9400536033353186,-1.5034325413925205,-1.6567003303495094,-0.8733845472513503
40,0.9368011667476908,-1.5152020326079385,-1.6668576613194652,-0.8675837683281152
41,0.9460814860975103,-1.487924714191143,-1.605338276945638,-0.7916357634921696
42,0.9378848406571952,-1.5146515634206688,-1.643909337067612,-0.8007116603460241
