episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
0,0.9050163609618445,-51.14698317784269,-48.496433059219875,-7.118025917021493
1,0.9181906261354003,-100.7877573695866,-90.39530432508464,-5.052904917726416
2,0.9294852453080683,-109.53410726881711,-92.40254849304492,-2.2024235730199413
3,0.9284265956480949,-110.01202142600387,-86.94290403586427,-1.4633349437619831
4,0.9198250292117326,-114.53142900515901,-85.3824747020877,-0.9929623566472698
5,0.9266024576552641,-119.36582487431399,-85.27648688331259,-0.4035924424772056
6,0.9269657929808974,-119.31787394472327,-82.02969459420399,-0.2633431859045804
7,0.9161201449405564,-124.33236107688401,-83.24001698966211,-1.2255074405367326
8,0.9314179239045501,-123.94819159008298,-79.64624240817005,-1.004728607045236
9,0.9233564383645302,-125.15983169251567,-78.57276882385968,-0.9483080292390275
10,0.9267957451894346,-128.75302749246268,-79.53311574853034,-1.4101761556332149
11,0.9310459091456802,-128.22745881341734,-77.18959731443664,-1.5073855756034764
12,0.9283673653504947,-126.82781562034116,-74.11294514587757,-0.6978618411258353
13,0.9256463541348329,-129.37772638788937,-74.47038010677953,-0.5621763627464509
14,0.9329744852963537,-131.5805088211653,-73.9188971005717,-0.9672946725905402
15,0.9281851874354456,-132.33754192136172,-73.51213655208295,-1.0451556531834136
16,0.9315130624092889,-132.27458589480926,-72.44109162953372,-0.9813753433973913
17,0.922469598886805,-131.14658528268055,-69.71073668398657,-0.4379172645811114
18,0.9234394478397032,-135.61234843881084,-72.61041576452594,-1.512573834528648
19,0.919556883697063,-136.94313365608036,-72.85074931687883,-1.78823158086425
20,0.9199578567128236,-137.13548307325343,-71.95827654756181,-1.429402479416036
21,0.9213944574574879,-137.13666895516275,-70.74656891290887,-1.5476945454553268
22,0.9192628609160214,-137.8907021344644,-70.73363917412439,-1.9244595987726434
23,0.9281319661168078,-138.0962812868798,-69.48727556375583,-1.8946210281715041
24,0.9240537018516835,-138.32218499981138,-68.36708355460016,-1.701708536357917
25,0.9295358145647888,-139.99705087102876,-69.29888612363648,-1.410751934044792
26,0.9338211139316112,-142.75686002856065,-70.93961585679213,-1.8229842768468185
27,0.9337164401471617,-140.6954857725655,-68.00112040149904,-1.3582439556084585
28,0.9284610354871308,-142.0370786789759,-67.77032279650429,-1.7137003190254811
29,0.9222793255792985,-142.04262060167798,-66.91968728599412,-1.4650813894639778
30,0.9215461617318941,-142.43098238768496,-66.88799502114848,-1.266769142965773
31,0.9298505656724545,-139.66189914917172,-64.10665149569,-0.8686929358672817
32,0.9251880958908283,-140.99321935821476,-64.81240983436813,-1.4904963389575028
33,0.9248344370860927,-143.59883931907441,-66.74019466543527,-1.731062320889455
34,0.9188759119704567,-144.86174307721816,-67.4430944333882,-1.5331728544982817
35,0.9188434516303369,-145.26250164230302,-67.43724948186012,-1.8221380357830133
36,0.9307466658602231,-147.62614484369672,-69.38344287922084,-2.3188118581022645
37,0.9303548757632549,-147.10432270350196,-68.0832066285665,-1.946483742596924
38,0.9341051558141628,-147.06949386926058,-67.59956215139194,-2.0737097101580626
39,0.9318842752211063,-144.45898384619275,-64.58951045409478,-1.1988068442468218
40,0.9187281302297277,-146.99934327682567,-66.9504302213973,-2.4751069033972652
41,0.929114302812687,-145.87132415266416,-66.10180450410269,-2.4349251604259505
42,0.9291067146282974,-144.29900366255015,-64.30627853169939,-1.9499445721731687
43,0.929879236462797,-144.5707896548334,-64.13355880799877,-1.6459245360767096
44,0.9262183501225156,-146.63167239948265,-66.64382195317627,-2.231058224560279
45,0.9244377811094453,-145.97009012376245,-65.91026634356304,-1.5528676420573038
46,0.9345822182575082,-146.51842718245737,-66.38706810471221,-1.2767895494527186
47,0.9302827541549752,-144.87679113732884,-64.83824322221292,-1.4090387549526857
48,0.9252137393130343,-147.67486986684156,-67.49572471164385,-2.2306346936043298
49,0.9220836780522397,-146.9474468860697,-67.1011517200183,-2.5580714022039386
50,0.9226693311532989,-148.54776309058198,-68.20053538254082,-2.90187374574683
51,0.9165148845958616,-147.4192514028425,-66.75197080997711,-2.5437980557802677
52,0.9213288281553689,-147.32657411388686,-66.18323068133829,-2.279606766602045
53,0.9367409824179808,-145.58915042923067,-64.7010434709431,-2.1177870603265863
54,0.9250241080038573,-145.8651806462765,-64.85316519919492,-1.8661326570105174
55,0.9320165503911086,-146.82429069002504,-65.56754544378309,-1.8986886294688783
56,0.9254578754578755,-151.09082925338868,-69.03161247486713,-2.857367950786957
57,0.9204840364536182,-151.05885707314195,-68.13095629327519,-2.6510345160482944
58,0.9246484398575653,-149.21114831162893,-66.41805893667426,-2.0707114374150875
59,0.9155340389704114,-150.75718139695687,-67.35273538155074,-2.102021368520966
60,0.9280193236714975,-149.01525613370222,-65.88658922967939,-1.5460737530903665
61,0.9324796625489605,-150.59436622024498,-67.19189211346522,-2.0225285128861814
62,0.9268174082178459,-150.14334964131828,-66.30883908662105,-1.821323170860458
63,0.9252635993290199,-149.81372770523996,-65.70653586040568,-1.6450419999718782
64,0.9282155659517589,-152.44691372618146,-67.84674336104723,-2.074862342892695
65,0.9253280125763347,-152.02482684942436,-67.08199657229117,-1.9912523117421106
66,0.9259360398082408,-152.75237418248335,-67.44741354839807,-2.4064608975312938
67,0.9308412904003133,-153.24730983015476,-67.44397845196791,-2.645175047280565
68,0.9200912556659562,-152.44087752227983,-66.47901944986971,-2.1462602747164294
69,0.9251825365824344,-153.86377244814616,-67.89381036141185,-2.4335711924585643
70,0.9163954189270644,-154.69299125692135,-67.7472643025722,-2.4408679096503234
71,0.9278097043663724,-156.36778572234846,-69.02199800508319,-3.000335187470542
72,0.9322562878648798,-155.90666724796063,-68.88705620718804,-2.622397606865762
73,0.9327936690125955,-156.25167209940398,-68.31423515012355,-2.756533683839981
74,0.929746473790262,-156.01504662787218,-67.86064162758377,-2.8522813542002123
75,0.9279946774730093,-156.7121086539951,-68.19353476430689,-2.8233122132325987
76,0.9204376523755723,-157.7143826288619,-68.67047722861174,-2.7152486749470377
