episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.9015140113776601,-18.978790333761566,-12.945616969011581,-9.824856379334978,-1.887244462806156,-1.158638432450614
1,0.91444604489257,-64.3307142217574,-44.14764995106476,-16.191002188896935,-6.20549417512808,-4.087330686013081
2,0.9208699814515646,-101.59432075302023,-69.98186011392764,-16.882950944741822,-9.531619426211,-6.479669632430942
3,0.9274645965369803,-134.1041618193221,-92.76114342534903,-16.41766291542035,-12.262065507334636,-8.4983339118133
4,0.9262698957804522,-160.4796643365096,-111.17759970204048,-15.116171994285523,-14.453466331108135,-10.120070128830372
5,0.922623804872273,-186.26763859210024,-129.2587076467275,-14.710834781175459,-16.4449778481227,-11.674679260602124
6,0.9321946640016959,-210.00085943539096,-145.87016872159325,-13.822298882276774,-18.191989818282803,-13.059768872834905
7,0.9274771099628321,-232.20691324011636,-161.3781849531815,-13.499831198784543,-19.78598334826206,-14.367365447138457
8,0.925827333776998,-250.99122611974116,-174.43960325765056,-12.48827029416533,-21.061505463579582,-15.4716836221461
9,0.9358978230019023,-269.9002565182868,-187.43280490190438,-12.732127866277985,-22.32237867977657,-16.54836364674456
10,0.9345972423802612,-285.53164264427903,-198.09439325070778,-11.89126501970584,-23.340207690342307,-17.437935916931014
11,0.9363961886265704,-300.82115721846924,-208.42170577678692,-11.555486806450967,-24.296866937186866,-18.28489750440309
12,0.9380645161290323,-315.27164558009537,-218.35167436260474,-11.553464144880055,-25.107027590166055,-19.03443430386943
13,0.9352754680863792,-327.45029097354177,-226.7066318723027,-10.769120283297644,-25.869528322239173,-19.759276121007066
14,0.9338055025878507,-338.675355349069,-234.2733088781445,-10.476564238526699,-26.54166084578624,-20.41098085720315
15,0.9395886114127157,-349.19295695191937,-241.3373228271213,-9.765815783699884,-27.14165884643719,-21.010086801403002
16,0.9451072547601832,-359.099180264442,-248.19766253922072,-9.855081117216587,-27.61119043530607,-21.548271633438947
17,0.9407914489881704,-367.7526712229233,-254.0679940869968,-9.515476875530165,-28.017363794982106,-22.019559237152595
18,0.9379988467724804,-375.9204518679176,-259.46786524979854,-9.064696493422337,-28.4552900301976,-22.44277943341003
19,0.937272481121574,-383.2430105388503,-264.3035158370113,-8.4309759474034,-28.858496458522794,-22.825603203822418
20,0.9359099804305284,-390.5656607022342,-269.18436515437435,-8.08671801206617,-29.18074958120965,-23.205044927051535
21,0.9321108664836988,-397.51169470054225,-273.91409888062196,-7.9641132383905875,-29.560527918223556,-23.611774708560933
22,0.9308872180451128,-404.18283636651813,-278.3709406319125,-7.916723542376581,-29.869428224616954,-23.92745096937725
23,0.9396869107126822,-410.6376759450306,-282.7350826082851,-8.228641835007572,-30.134128288180534,-24.253760039793246
24,0.9409949980531345,-415.7960803014554,-286.1856205034841,-7.123192623229505,-30.34840658510541,-24.53778556384218
25,0.9393757862577128,-420.28766339380604,-289.026517764633,-7.159029998825973,-30.509571775599277,-24.745784238515622
26,0.9402638396712427,-425.2581809467496,-292.3511375885719,-7.355864522218076,-30.706901964555406,-25.010222705888978
27,0.9385127701959385,-428.94682271398267,-294.63451498020714,-6.7533844162021825,-30.842259193162693,-25.210763535526652
28,0.9387897547948532,-433.799085590258,-297.7384259267913,-7.152307160866323,-31.017946682475827,-25.45582889332019
29,0.9349986569970454,-437.6654254564191,-300.29727352608535,-6.925326154337229,-31.189002500393077,-25.68943317700133
30,0.935953157068695,-441.8948845478722,-303.0226957146237,-7.279279689739919,-31.34807612056138,-25.865305034543745
31,0.9399603341546968,-445.3389524081384,-305.14876905171394,-7.02068491287465,-31.45117593208114,-26.028004223848644
32,0.9341390996610983,-449.0955378388598,-307.4885604356201,-6.782659837501574,-31.54703006456412,-26.211261683274127
