seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9329,400.2014,2803,1240,60282,57479,57480,217,42,237,217,217,216,5853,6296,0.0302,0.0302,0.9396,0.0156,0.0208,0.9635,12,16,229,210,237,216
43,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9402,398.0224,2372,1221,60062,57690,57688,207,42,227,207,207,198,5953,6358,0.0156,0.0495,0.9349,0.0078,0.0286,0.9635,6,22,223,187,227,198
44,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9368,397.6061,2589,1165,59410,56821,56820,232,40,247,232,232,219,5836,6304,0.0301,0.0393,0.9306,0.0156,0.0247,0.9596,12,19,239,214,247,219
45,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9385,396.9504,2581,1078,59520,56939,56941,235,42,218,235,235,227,5771,6236,0.0223,0.0446,0.9332,0.0052,0.0248,0.97,4,19,205,216,218,227
46,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.934,396.4438,2714,1173,58938,56224,56226,235,41,214,235,235,233,5905,6377,0.0237,0.0316,0.9447,0.0052,0.0287,0.9661,4,22,201,223,214,233
47,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9368,397.2474,2492,1262,59402,56910,56909,218,41,207,218,218,230,5994,6442,0.0237,0.0421,0.9342,0.0195,0.0234,0.957,15,18,207,210,207,230
48,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9305,396.7737,2808,1338,59646,56838,56839,215,42,231,215,215,202,5827,6260,0.0146,0.0412,0.9441,0.0,0.0458,0.9542,0,35,220,205,231,202
49,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9374,396.4339,2627,1073,59136,56509,56508,219,41,226,219,219,202,5903,6336,0.0131,0.0458,0.9412,0.0092,0.0261,0.9647,7,20,224,202,226,202
50,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9362,397.3188,2667,1121,59402,56735,56736,272,41,208,272,272,253,5623,6162,0.0118,0.0433,0.9449,0.0065,0.0352,0.9583,5,27,206,256,208,253
51,M9_FleetBrokenGlobal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9341,399.3438,2646,1299,59852,57206,57206,243,41,217,243,243,242,5827,6292,0.0146,0.037,0.9484,0.017,0.0314,0.9516,13,24,219,233,217,242
