episode,service_level,squared_starvation_penalty,squared_congestion_penalty
70,0.931390134529148,-8.692786460402203,-6.206082304982524
71,0.9367822966507177,-8.724480238341647,-6.2218919305699005
72,0.9384775498067202,-8.754106305661429,-6.236740617714779
73,0.9372156780043985,-8.798388564787015,-6.263943266132933
74,0.9318586170086585,-8.840333122858652,-6.278069085728421
75,0.9351514427385148,-8.890726879777093,-6.2994367377096605
76,0.9409297867241793,-8.908732677711251,-6.295147029296343
77,0.9329736897622133,-8.942294403279023,-6.314283022126164
78,0.9242287298144131,-9.004540790420677,-6.350511895413073
79,0.9276885412312653,-9.057499387856463,-6.379445246058193
80,0.9289161263581727,-9.094264931737438,-6.405794126917218
81,0.9392071802543007,-9.126356377678809,-6.414158535018503
82,0.9310644938627293,-9.18265091371444,-6.436439452862004
83,0.9339767295030216,-9.217617155509636,-6.4525495246966305
84,0.9421942938828995,-9.244773062143873,-6.457434020639362
85,0.9330710990181,-9.297667446805193,-6.482189724871734
86,0.933029378906368,-9.344375315354167,-6.513970160809365
87,0.9417302192564347,-9.340431926100432,-6.506623085767441
88,0.9366634799235182,-9.35338911918507,-6.508004187548347
89,0.9399916072177927,-9.37635852993533,-6.517625005337705
90,0.9371359951966376,-9.407741202357093,-6.530075316894852
91,0.9362092841230658,-9.433752145125629,-6.540771766117722
92,0.9425624584114694,-9.452886207705602,-6.545573108547427
93,0.9360517877669551,-9.48728633514975,-6.562979763414949
94,0.9337613339012962,-9.514875122749668,-6.581701650821908
95,0.9320672239123372,-9.566144969884192,-6.6086415300251495
96,0.9370480142264375,-9.598634168204743,-6.634074998411047
97,0.9399994062286613,-9.607586064321659,-6.634339175282318
98,0.9343341287341046,-9.639465030437838,-6.652930613238749
99,0.9421341408568944,-9.647274558112445,-6.651379800104631
100,0.939499263622975,-9.665056685031173,-6.662114430262683
101,0.9348625773843348,-9.690110162649185,-6.666781365562517
102,0.9404265459311331,-9.703835346756136,-6.662841446870986
103,0.9393767705382436,-9.748256334616764,-6.683145092469876
104,0.9427602353223676,-9.763076188735713,-6.684140655813566
105,0.937417258394512,-9.793691046948071,-6.700781612396133
106,0.9333770922218576,-9.822300502965378,-6.718367329660991
107,0.9371795627320407,-9.855669524722869,-6.735751954285381
108,0.9405988604679355,-9.863192720822816,-6.735001864351421
109,0.9342489423821725,-9.886860873512594,-6.7565894352376965
110,0.9430738904485992,-9.909624739487956,-6.761801795412076
111,0.9398824367652298,-9.921790053833917,-6.769086699430084
112,0.9390295231796043,-9.942664572295104,-6.775649690061335
113,0.9401347798495059,-9.95597341263548,-6.7779102679597525
114,0.9350727066004428,-9.973028663050457,-6.784851575549291
115,0.9275207591933571,-10.02513939954621,-6.820927604345813
116,0.936674205451732,-10.051612891297328,-6.836436775896329
117,0.9426617100371747,-10.062849325273689,-6.837250909403463
118,0.9296055767397522,-10.096883106611685,-6.854422094511166
119,0.9313947519400911,-10.123723263075428,-6.868469773083265
120,0.9276062639821029,-10.166100732836986,-6.888544616465824
121,0.9322237939025492,-10.18246588573692,-6.90078673005591
122,0.927378141717223,-10.214815982145772,-6.921997728353419
123,0.9348793839860434,-10.23914389709543,-6.934239076736546
124,0.9398208198847697,-10.253098115251616,-6.9306379787953025
125,0.9299391288930914,-10.285722572329256,-6.943918607160566
126,0.9366535994297933,-10.307573192188675,-6.952563557009483
127,0.9322191830232348,-10.3402350917865,-6.969206145914504
128,0.9330485598172703,-10.355208562467896,-6.972480131029867
129,0.9389374220003566,-10.370905118567421,-6.97860466376685
130,0.9370786516853933,-10.392248485192436,-6.98591420893248
131,0.9410894824204014,-10.406429573793623,-6.990772553384282
132,0.9327420986846021,-10.428951243084057,-7.008465057703262
133,0.9334600760456274,-10.464867455313097,-7.032841702232796
134,0.9361882809656679,-10.489078339775011,-7.045815311400834
135,0.9281086729362591,-10.53126915847019,-7.0777593004608885
136,0.9369686483906572,-10.557202052826094,-7.091294212305475
137,0.9399210201067133,-10.578991184360726,-7.093211591784972
138,0.9366572781206928,-10.59472390950796,-7.09482117379748
139,0.9309550175081556,-10.615347860375563,-7.108193076364275
140,0.9335186752085096,-10.649304989890531,-7.125282372510254
141,0.9373572887874053,-10.664092937270008,-7.132422894451513
142,0.9350810353168844,-10.682629166473015,-7.152060725371334
143,0.9339820138581748,-10.711824566762193,-7.159422817063519
144,0.938160283308038,-10.732767965795787,-7.16694842026756
145,0.943728018757327,-10.745765434297544,-7.164098369809291
146,0.9300041540561391,-10.768583948208018,-7.163146207397699
147,0.9345081297120538,-10.787831943684088,-7.17389918934484
148,0.9347681719391452,-10.808733964740956,-7.182629792185005
149,0.9340416641795499,-10.841416853237941,-7.202111022259915
150,0.9350321122740247,-10.856058884349629,-7.2123248731062555
151,0.9304484088717454,-10.879793908772527,-7.232925047074863
152,0.9308672639640438,-10.910791679316567,-7.253892934065982
153,0.9418976867790059,-10.917438358274751,-7.257247810777811
154,0.9372811873485143,-10.93551156046423,-7.2642504574525875
155,0.9293153645286191,-10.94830977446328,-7.26896904016384
156,0.9358634804069103,-10.965538891934601,-7.283980283769512
157,0.9327733613319334,-10.983653627722767,-7.295882440244648
158,0.933886028971627,-11.007377627908738,-7.303712460378877
159,0.9349159775940251,-11.026665725799932,-7.318236488758001
160,0.9358351684817038,-11.039171623556355,-7.330055159648399
161,0.9347169472771315,-11.053368341600835,-7.332493949866634
162,0.9319077265481669,-11.078580744686061,-7.346508597229219
163,0.9332990501542743,-11.093007389512257,-7.357411457576433
164,0.9354038381060561,-11.10260935974403,-7.3530531663107315
165,0.9431614215627617,-11.112538537623921,-7.348946945982958
166,0.9379603569075993,-11.132724814546856,-7.3603132278181524
167,0.9303023032629558,-11.16027163058543,-7.375728978093267
168,0.9368238079539665,-11.173340439901457,-7.379551343293876
169,0.9365297348937187,-11.181805715734908,-7.376692657843711
170,0.9393129423199587,-11.192802426794696,-7.386313594184669
171,0.9481413492427719,-11.196262092013553,-7.378218153537829
172,0.9378111651200471,-11.213814335760997,-7.392895157692618
173,0.9305518088900878,-11.235798258690867,-7.409177742115948
174,0.9380816142147267,-11.249679892432752,-7.409013853774129
175,0.9392544453470529,-11.264105080657243,-7.4189047741489995
176,0.9332064473918991,-11.2902379747364,-7.4357766363251265
177,0.9259832673355762,-11.321021030976084,-7.4613579664726055
178,0.9425006780580417,-11.324496484780902,-7.455064284107681
179,0.9396582950978025,-11.338467269569128,-7.460475183833814
180,0.9359872993050563,-11.363521868738724,-7.466166059188653
181,0.9367465351892493,-11.381875787978672,-7.470631678507027
182,0.9356922891129763,-11.397847713936955,-7.4818517342654225
183,0.9418906176331919,-11.408956627811706,-7.478398782622398
184,0.9392388490493052,-11.427435088498868,-7.483893451430732
185,0.9344146060444917,-11.442819111558785,-7.489769813690509
186,0.9354539191901039,-11.467589704973195,-7.501179315936137
187,0.9369666117682288,-11.473157684300157,-7.509669197613264
188,0.9351225697379544,-11.492628207325131,-7.520854783494513
189,0.9427498121712998,-11.496352589982854,-7.516856344724153
190,0.9383600659571278,-11.518533008977244,-7.525926449127919
191,0.9452368899079837,-11.52131544643865,-7.5269499380086184
192,0.9256299025433801,-11.555644931958744,-7.553679863366285
193,0.9317735893929484,-11.5795708168589,-7.572500014690613
194,0.933774437891081,-11.59209280689424,-7.577357395101457
195,0.9399029155126716,-11.60353604373212,-7.577113744039818
196,0.9367229933614967,-11.614472744295472,-7.579940673605194
197,0.9307618591279349,-11.633502580310504,-7.598677323297725
198,0.9364228034229239,-11.639378751206433,-7.600237276774271
199,0.9345179038513575,-11.654576046892108,-7.606252843655274
200,0.9366032699366033,-11.670997489506501,-7.613290715360394
201,0.9315425388554488,-11.690547112250693,-7.626972138034457
202,0.9392130990223715,-11.699473237804899,-7.631653262546002
203,0.9352284994602375,-11.71059090369047,-7.640606302199395
204,0.9314432835374068,-11.728447056502116,-7.654556276638247
205,0.9353078024337866,-11.745136198087879,-7.664241398196514
206,0.929680528288417,-11.773083447169954,-7.68160975882494
207,0.943679373210788,-11.781275702863582,-7.679332791659654
208,0.9377780449681375,-11.791826842916677,-7.6794943491200955
209,0.934354551759491,-11.81017129893529,-7.687106716920859
210,0.9333573595218788,-11.821207492601342,-7.696262547762603
211,0.9368058442715448,-11.835404338582105,-7.706580688219306
212,0.927949492833847,-11.858938617044672,-7.725201234802195
213,0.9358263112124029,-11.87485925153232,-7.737886776592848
214,0.9358537623943062,-11.886875537872925,-7.744578143015032
215,0.9437676580490324,-11.894986889446933,-7.74640583971998
216,0.9393306072997123,-11.902326056555696,-7.752448597127133
217,0.9343623557620261,-11.92080556003241,-7.758218258432732
218,0.9353233830845771,-11.933498582236242,-7.767623762557106
219,0.9398116310360293,-11.9420043182876,-7.76913228133007
220,0.9436223331820245,-11.945633621845525,-7.771558942363389
221,0.9338818159980783,-11.96108317417943,-7.779942944116842
222,0.9391434561245882,-11.964695195538491,-7.776242819082952
223,0.9432449667486563,-11.976506956554818,-7.778193165885268
224,0.9410365284427982,-11.990607339484892,-7.781034860818298
225,0.9319384392102319,-12.00617974158106,-7.790374670063244
226,0.9303795572331566,-12.03005047490447,-7.799166428031857
227,0.9356312167563182,-12.045956258957878,-7.806426488819782
228,0.936221599379808,-12.061360046933316,-7.811921652662902
229,0.9393642305407012,-12.072905811408186,-7.821315385472417
230,0.9446004061641381,-12.07371248843038,-7.816373411254281
231,0.9377724334886517,-12.083378187633471,-7.817924082900427
232,0.9349807272835928,-12.094537445880462,-7.82196799200573
233,0.9342046101735559,-12.111290875892747,-7.833451055528776
234,0.9388766191129947,-12.12415815822067,-7.842774439251381
235,0.9297290867457697,-12.143882267703946,-7.850557818584922
236,0.9330565181025212,-12.160147672377349,-7.8587879711025135
237,0.9428079398169129,-12.169231919005876,-7.861492008129679
238,0.9316074653822998,-12.191930490888293,-7.878977652526282
239,0.9441411551802141,-12.201257442779516,-7.882344447083786
240,0.9395313009213996,-12.208070766090957,-7.888088811894822
241,0.9267847146518959,-12.228865082233753,-7.901593337487422
242,0.9334514549986486,-12.245715293080718,-7.917675231622515
243,0.9340376420454546,-12.262074734776403,-7.925424310822709
244,0.940947940947941,-12.261221130401358,-7.9226806982877855
245,0.936519365193652,-12.278857850111633,-7.928040138447789
246,0.9326040300465005,-12.300617243471159,-7.9415828233326575
247,0.9340949296872657,-12.317314450611283,-7.951787350484237
248,0.9400470219435737,-12.331750410584808,-7.960205361039323
249,0.9277372046953076,-12.35915549780962,-7.975831162238052
250,0.9358720441723682,-12.375826602146669,-7.983092678717292
251,0.9355531045995171,-12.389679967796406,-7.992904415663894
252,0.9428683764819743,-12.395983643823167,-7.99642566235745
253,0.9327245789616908,-12.408597064675405,-8.009110504294888
254,0.9291340914475242,-12.435326361948112,-8.023912749742962
255,0.9275944097531965,-12.45920956649381,-8.043871907741462
256,0.9316998106060606,-12.479103100669379,-8.05391925082911
257,0.9439775072533126,-12.480880015961691,-8.052734416126997
258,0.9247701476445749,-12.509302298256753,-8.075173966007574
259,0.9399237971468234,-12.516300723117428,-8.074270257725857
260,0.9336165693043017,-12.535047378344194,-8.086144271463624
261,0.9408204638960109,-12.540170524467229,-8.089387615121678
262,0.9447017161536366,-12.54520556784974,-8.091397733847266
263,0.9362130639973547,-12.555389744195148,-8.095259406081654
264,0.9368746807679597,-12.568639975385878,-8.098845472633164
265,0.941026026778998,-12.584342856990109,-8.106666262251983
266,0.9369695158398087,-12.598487536622502,-8.113864319163238
267,0.9346403275455007,-12.613511572788036,-8.121709918795762
268,0.9331544494898862,-12.62871439901957,-8.133554982511235
269,0.9416082648622524,-12.635098693035262,-8.133037744488899
270,0.9396120056370124,-12.641708282298715,-8.13206933203715
271,0.9395375687418346,-12.64965072627171,-8.131671268909308
272,0.928388746803069,-12.67063345960225,-8.149599286306357
273,0.9383826947142602,-12.682540821998225,-8.158167696624403
274,0.9413771244000362,-12.69443275275994,-8.163840321511529
275,0.9363582443653617,-12.708248167404738,-8.169365784517797
276,0.9313805261730405,-12.723022168963528,-8.179243606167294
277,0.9434103423509695,-12.73086894321895,-8.180071668983114
278,0.9372929553516461,-12.737947962160625,-8.184556186401618
279,0.9374080192221055,-12.751315185550501,-8.190377906240967
280,0.939893197402755,-12.762604613907923,-8.195838579072207
281,0.9385141680794381,-12.779132255110262,-8.201232211513686
282,0.9321159660876267,-12.800750916358382,-8.210946322578266
283,0.9383067692867099,-12.805494443481031,-8.211860678339983
284,0.9384038403840385,-12.81047891167078,-8.21571815879081
285,0.9395133602030153,-12.818927014374111,-8.222214349625535
286,0.9403242600029749,-12.823658709932184,-8.224398510728902
287,0.93513416922298,-12.840461784600697,-8.235069595482347
288,0.9359337349397591,-12.85056140713298,-8.237029088307185
289,0.931637519872814,-12.874210933836325,-8.249596866322994
290,0.9319101395011776,-12.893359454963214,-8.259019519304056
291,0.9408264362955355,-12.896942388658386,-8.25770316474111
292,0.9353518578927078,-12.907449182433771,-8.265657502655321
293,0.9420424841510682,-12.90886685458751,-8.267227423169722
294,0.928906226375155,-12.922075512978108,-8.277803665367845
295,0.9383060404294883,-12.933444160911465,-8.282026919239918
296,0.9372667283747873,-12.941990228548303,-8.287634622339171
297,0.9340227076317906,-12.94869701795724,-8.295917381804973
298,0.9391951404707669,-12.961235697467993,-8.29831509941434
299,0.9351976740700776,-12.967667165091283,-8.302607896775763
300,0.9303158580267014,-12.986781072336104,-8.313120601084952
301,0.9385902244448413,-13.00023804834584,-8.323272473777694
302,0.9382186943530619,-13.009002247644931,-8.328869679819542
303,0.9296509535804246,-13.02536108783582,-8.335155723957705
304,0.9397816750178954,-13.03430710342806,-8.339454075467279
305,0.933998143323451,-13.053546772294338,-8.34855632091189
306,0.9320803705779954,-13.073299929072267,-8.362550600679473
307,0.9287611543856508,-13.087794387940486,-8.367907952248142
308,0.9323678754919928,-13.106546831036347,-8.37762715801349
309,0.926324329196839,-13.12727226210179,-8.393428229758289
310,0.9317016455998092,-13.142849591260122,-8.403472866184407
311,0.9373494692396895,-13.156675704552038,-8.40780302793337
312,0.9373755656108598,-13.166751284746116,-8.41212365798189
313,0.9428519593613933,-13.171681852258747,-8.415374369328305
314,0.9446434585591378,-13.17289249091099,-8.415985653136596
315,0.9329563324059513,-13.184424992299032,-8.421853791761082
316,0.9433074641177,-13.183131496489802,-8.41734586629793
317,0.9423393247001824,-13.187936962259444,-8.417721280965527
318,0.9383229795202568,-13.194070024724677,-8.41912582923786
319,0.9391409558378705,-13.200609821161047,-8.422997489654854
320,0.9393893499727388,-13.208010736359572,-8.422168015750927
321,0.9367370256780323,-13.219666216761496,-8.42710696607698
322,0.936786077387716,-13.228034252881105,-8.430457666770828
323,0.9340056089265469,-13.243323684668335,-8.437538341493026
324,0.9396398530979742,-13.251890223327237,-8.441363079085804
325,0.9402271907681212,-13.251566921554568,-8.437629646913201
326,0.931246839020617,-13.265293179934808,-8.44582064412171
327,0.936012803478681,-13.2786475178922,-8.454229621374221
328,0.9364134175169814,-13.288702553352044,-8.460241343232271
329,0.9369871402327006,-13.298664661467647,-8.468386751820606
330,0.9382163165493062,-13.315560053772224,-8.478375065132093
331,0.9382090701738796,-13.317365765203975,-8.477600703270813
332,0.929457596643692,-13.335473584658875,-8.488210418188203
333,0.9374796772000354,-13.34439934223272,-8.492474918262387
334,0.9355540327145965,-13.358383012129138,-8.499130880785254
335,0.9351251439306709,-13.369915676169528,-8.505159002080326
336,0.9359454039330719,-13.37998943950414,-8.511488984864098
337,0.937675782418766,-13.38882214930604,-8.520002860921215
338,0.9382832175258671,-13.392114918029623,-8.521380538141244
339,0.9332897123992505,-13.401791431279234,-8.529052713821159
340,0.9361568954725642,-13.418442538902259,-8.536056768671825
341,0.9375169463441086,-13.42608480591418,-8.536786144175723
342,0.9385153635533922,-13.430720835643871,-8.54270255009732
343,0.9454507160909856,-13.436314002435074,-8.544537809991182
344,0.9409173438104592,-13.440691468322074,-8.549251170088507
345,0.9420941379618327,-13.447803548606888,-8.5553118029748
346,0.9358919902912621,-13.450530678653617,-8.551930763406915
347,0.9289780510822248,-13.469304874736423,-8.563200564357706
348,0.9374531498305898,-13.47798327141465,-8.570098763177292
349,0.9301869991095281,-13.49114746143292,-8.582278319730865
350,0.9422938853655618,-13.496391847204372,-8.585993523312998
351,0.9441451149425287,-13.497025532092803,-8.586839117708113
352,0.9351951628352491,-13.506126494520908,-8.590709168845402
353,0.9339500015114416,-13.515080802012287,-8.5943645264017
354,0.9354732065037719,-13.522871856873442,-8.601790466482516
355,0.9404132482528107,-13.529344942023902,-8.605306677266945
356,0.9385805827590376,-13.539852986946205,-8.609622224235077
357,0.9413965839821353,-13.548096177119595,-8.611330069003401
358,0.9375860211836515,-13.552625196056951,-8.614143079016944
359,0.9406453919728256,-13.557585184345784,-8.609377959647725
360,0.9349773769214634,-13.571904460215631,-8.619501589006187
361,0.9407298481483705,-13.572670570168308,-8.616630973280197
362,0.9414407622953291,-13.576321010084438,-8.611996817698627
363,0.9365492094802594,-13.58570774094592,-8.616560383231144
364,0.930699618171432,-13.601441100238223,-8.624343703379047
365,0.9337372888982212,-13.614932416744479,-8.629401572221244
366,0.9407641185931478,-13.620637043085868,-8.631958771320535
367,0.9353685205981441,-13.635912032884818,-8.641187923925743
368,0.9288363058449585,-13.653160501845283,-8.656197872213655
369,0.9407751010025438,-13.655682621253318,-8.655603848112337
370,0.928353432694302,-13.670671599402942,-8.664841672407157
371,0.9391001131740739,-13.67514226786523,-8.666293085781145
372,0.9366726835138388,-13.684428192114675,-8.672659872667541
373,0.9436943664496087,-13.69394233105102,-8.675364742538237
374,0.9367214298609857,-13.698241422254855,-8.679140145177973
375,0.9371638068335487,-13.708698436667712,-8.685719080671287
376,0.9338406256605369,-13.722835132486676,-8.690542423267907
377,0.9375355081780941,-13.731371662368232,-8.695645281756827
378,0.9323603452409495,-13.745164811345424,-8.703198953365787
379,0.942593603980824,-13.751344351223013,-8.703268537355653
380,0.9328880973582665,-13.761665324553075,-8.714738776895132
381,0.9363490554829512,-13.772061088270215,-8.721917344134491
382,0.9303810751656523,-13.78426894974099,-8.734087724647635
383,0.9366334261671607,-13.79425266738044,-8.738863556793628
384,0.9337913241735165,-13.801623345371006,-8.744346466206084
385,0.933042471730033,-13.810055661484341,-8.750846466431357
386,0.9410624507844206,-13.815920980701518,-8.755208419365305
387,0.9411002651241263,-13.822208284745683,-8.756344153384008
388,0.9312100014883167,-13.830436354835562,-8.765164650303886
389,0.9354385755258127,-13.842079915805808,-8.77485500806461
390,0.93609676943502,-13.854941132489504,-8.78289871685112
391,0.9343229736523051,-13.863328785427049,-8.788941863644089
392,0.9316591928251121,-13.879864124545563,-8.798943198759982
393,0.9370934687694912,-13.884564350306515,-8.80372982424449
394,0.9310077288054669,-13.90387118561135,-8.81421208080123
395,0.9293940467753367,-13.916246170915539,-8.824658655742223
396,0.9407841852987585,-13.927886179991985,-8.830277603612767
397,0.9377303646879027,-13.941475027622628,-8.834553190194102
398,0.9361879770992366,-13.948599440152531,-8.83844221576079
399,0.9401734528884316,-13.95614010659448,-8.839681550389798
400,0.941617309319473,-13.959501871478665,-8.83819089275623
401,0.9395024163236084,-13.967684520861294,-8.841202871372523
402,0.9448333884198191,-13.975063204853415,-8.841570239213038
403,0.9297821537010288,-13.987567497236554,-8.851562599440097
404,0.9413959413959414,-13.99473595651882,-8.852882793760827
405,0.9299720729107234,-14.01030413181908,-8.857683086444029
406,0.9302325581395349,-14.024249642280383,-8.869515381949595
407,0.9402407054337464,-14.031030029398096,-8.872860864300876
408,0.9414911101150456,-14.036427034867566,-8.876554162621353
409,0.9365794386983967,-14.040678000470198,-8.881769602933264
410,0.9438178780284043,-14.046301803383896,-8.883350345004104
411,0.941967339897082,-14.050166933512019,-8.884892409670984
412,0.9362360647856005,-14.060506633199383,-8.89184341307733
413,0.9382410772805816,-14.067900044926136,-8.89663195560248
414,0.9384141647421094,-14.075356307340687,-8.899200364140333
415,0.9341627477826061,-14.089475563251003,-8.906817621183814
416,0.9347989760578226,-14.096751187419038,-8.910382164430226
417,0.9437203253999455,-14.102066040856688,-8.910246398961538
418,0.9382547141752424,-14.10856194027006,-8.912859706286229
419,0.9301562686389121,-14.120964137265398,-8.921748580262324
420,0.9348393991569198,-14.132029910073538,-8.92720971209528
421,0.9437956641513954,-14.137483402582038,-8.929338613918492
422,0.9349014509027511,-14.144322901287058,-8.935519873276139
423,0.9365678346810422,-14.15247717459241,-8.94090945896612
424,0.940620663182449,-14.15812910443926,-8.94414608246598
425,0.937832012870716,-14.166781706457858,-8.94739385056925
426,0.9360209299559995,-14.174491305920684,-8.953622379435727
427,0.9400217115976117,-14.180522474854078,-8.957884257343846
428,0.9328571859084471,-14.192744795775468,-8.96499720653407
429,0.9304363376251789,-14.205017224326488,-8.973243810870231
430,0.9347622641509434,-14.215863313503064,-8.977372622137057
431,0.9356881634109357,-14.225892779265331,-8.980307010160795
432,0.9381744470279616,-14.234607402644373,-8.98552660118305
433,0.9454424885459368,-14.238603170229137,-8.990704455185707
434,0.9367836783678368,-14.248151842579409,-8.993639165247506
435,0.939548565253932,-14.255749111898327,-8.996291077769968
436,0.9377127801296664,-14.261167474008335,-8.995249927237625
437,0.9396377672209026,-14.26509198240224,-8.999615653700147
438,0.9370917225950783,-14.267425419247953,-9.002048766697209
439,0.9405325443786983,-14.276905455975623,-9.004080690295819
440,0.9294526860302643,-14.286665333238561,-9.012375467886152
441,0.9346112504478682,-14.294863566852987,-9.017103819083781
442,0.9347538220777657,-14.303494724122695,-9.020508001473384
443,0.9357922691059309,-14.307441675632118,-9.02250534625035
444,0.9425238982745145,-14.306201744487787,-9.02289463771658
445,0.9340515445509195,-14.318338242714843,-9.029344922426157
446,0.9404708620535315,-14.322162579356627,-9.03223707660152
447,0.9377847931619859,-14.32428797639224,-9.032287610681605
448,0.945687189522806,-14.326726379998354,-9.031235742317246
449,0.9314717754081572,-14.338225253625794,-9.034765971427564
450,0.9322548636377304,-14.349182297407705,-9.041334581791341
451,0.9370960019152502,-14.354890910867656,-9.048210805019348
452,0.9451053246636503,-14.35571323171559,-9.049045874532293
453,0.9334536097719677,-14.364182379806373,-9.051367531819015
454,0.9388431232091691,-14.370448054397036,-9.053083287636039
455,0.9377558891592002,-14.375183242056906,-9.054642903959035
456,0.9348923890826019,-14.380737276589178,-9.058514819132858
457,0.9462220219318012,-14.383080079764754,-9.059802254487137
458,0.9429466518058861,-14.384838297246906,-9.0615338612301
459,0.9388546520366752,-14.386575007355509,-9.060795038923407
460,0.9407024117524608,-14.38949374883314,-9.060664677155284
461,0.941046667660653,-14.39269086528938,-9.058887707306589
462,0.9384383479047332,-14.396164274959732,-9.05975942096136
463,0.9427207637231504,-14.397932321000347,-9.062686223873413
464,0.9407733285449212,-14.402039516098318,-9.066180749245099
465,0.9357781911595359,-14.41056904972828,-9.070271567751059
466,0.9315881120325827,-14.423068908649949,-9.076548739238815
467,0.9362134992819531,-14.427454589531228,-9.080386578797023
468,0.9426413737301088,-14.429803266144537,-9.081845636849996
469,0.9386201380454424,-14.440047942115868,-9.085890188793199
470,0.9288188789861724,-14.456040962038292,-9.096588131797455
471,0.9430860534124629,-14.456349657020022,-9.095431447724225
472,0.9350326484155035,-14.462793428573493,-9.098740868751106
473,0.9342699299037662,-14.470745343008819,-9.100496691196248
474,0.9435626102292769,-14.477305416644196,-9.101583451544053
475,0.939975954313195,-14.48321954199726,-9.102836736724624
476,0.9354645414506996,-14.493180418147782,-9.11003189861024
477,0.9390247561890472,-14.495202246236937,-9.113559573014344
478,0.9403327767175572,-14.4989770218141,-9.117265186204316
479,0.9388165396387205,-14.505745074477526,-9.11738330483784
