seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_exponential_starvation_penalty,phi_exponential_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_demand_weighted_depot_backlog,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance
45,0,6,0,S0,False,0,0,0,0,0,0,0,0,0,[],3.0,S16,10.19,0,0,0,0.0,-4.707632,,,-4.707632,False,False,,,,,,,,0.15683,0.102184,,,1.0,0.723377,,,0.073079,0.06325,,,,,,,,,,
45,0,6,13,S16,False,0,0,0,0,9,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B572', 'B18']",7.5,S48,4.23,9,0,9,0.0,-4.623782,,,-4.623782,False,False,,,,,,,,0.145244,0.116232,,,0.966667,0.745,,,0.059228,0.067111,,,,,,,,,,
45,0,6,24,S48,False,9,0,9,4,0,0,0,0,0,"['B159', 'B160', 'B161', 'B162']",5.0,S19,0.52,5,0,5,0.0,-4.630909,,,-4.630909,False,False,,,,,,,,0.15821,0.122596,,,0.930769,0.75,,,0.060811,0.069112,,,,,,,,,,
45,0,6,30,S19,False,5,0,5,5,0,0,0,0,0,"['B163', 'B164', 'B165', 'B572', 'B18']",5.5,S54,6.83,0,0,0,0.0,-4.329672,,,-4.329672,False,False,,,,,,,,0.159783,0.114153,,,0.852991,0.721026,,,0.061597,0.051974,,,,,,,,,,
45,0,6,42,S54,False,0,0,0,0,12,0,0,0,0,"['B618', 'B320', 'B514', 'B206', 'B484', 'B402', 'B578', 'B580', 'B743', 'B212', 'B403', 'B517']",9.0,S51,6.18,12,0,12,0.0,-4.386515,,,-4.386515,False,False,,,,,,,,0.16624,0.129392,,,0.775214,0.793333,,,0.065539,0.055865,,,,,,,,,,
45,0,6,57,S51,False,12,0,12,6,0,0,0,0,0,"['B618', 'B320', 'B514', 'B206', 'B484', 'B402']",6.0,S66,7.67,6,0,6,0.0,-4.531215,,,-4.531215,False,False,,,,,,,,0.167378,0.148147,,,0.802083,0.828788,,,0.061739,0.057187,,,,,,,,,,
45,0,7,11,S66,False,6,0,6,6,0,0,0,0,0,"['B578', 'B580', 'B743', 'B212', 'B403', 'B517']",6.0,S55,6.13,0,0,0,0.0,-4.461621,,,-4.461621,False,False,,,,,,,,0.146534,0.139626,,,0.727619,0.853846,,,0.098063,0.05235,,,,,,,,,,
45,0,7,23,S55,False,0,0,0,0,15,0,0,0,0,"['B619', 'B620', 'B621', 'B622', 'B623', 'B624', 'B625', 'B626', 'B627', 'B628', 'B629', 'B630', 'B631', 'B632', 'B633']",10.5,S22,10.44,15,0,15,0.0,-4.683696,,,-4.683696,False,False,,,,,,,,0.142126,0.161874,,,0.731515,0.920067,,,0.102283,0.063646,,,,,,,,,,
45,0,7,44,S22,False,15,0,15,7,0,0,0,0,0,"['B619', 'B620', 'B621', 'B622', 'B623', 'B624', 'B625']",6.5,S51,11.78,8,0,8,0.0,-4.727675,,,-4.727675,False,False,,,,,,,,0.140227,0.171133,,,0.731515,0.926923,,,0.104329,0.066875,,,,,,,,,,
45,0,8,2,S51,False,8,0,8,8,0,0,0,0,0,"['B626', 'B627', 'B628', 'B629', 'B630', 'B631', 'B632', 'B633']",7.0,S52,4.66,0,0,0,0.0,-4.917609,,,-4.917609,False,False,,,,,,,,0.137638,0.152048,,,0.828788,0.901667,,,0.117997,0.071223,,,,,,,,,,
45,0,8,14,S52,False,0,0,0,0,12,0,0,0,0,"['B583', 'B584', 'B585', 'B586', 'B587', 'B588', 'B589', 'B590', 'B146', 'B473', 'B192', 'B461']",9.0,S27,3.68,12,0,12,0.0,-4.609538,,,-4.609538,False,False,,,,,,,,0.109758,0.159198,,,0.727619,0.906154,,,0.108719,0.074243,,,,,,,,,,
45,0,8,27,S27,False,12,0,12,6,0,0,0,0,0,"['B583', 'B584', 'B585', 'B586', 'B587', 'B588']",6.0,S15,1.32,6,0,6,0.0,-4.701523,,,-4.701523,False,False,,,,,,,,0.118857,0.164128,,,0.713333,0.921154,,,0.117767,0.077831,,,,,,,,,,
45,0,8,34,S15,False,6,0,6,6,0,0,0,0,0,"['B589', 'B590', 'B146', 'B473', 'B192', 'B461']",6.0,S35,5.79,0,0,0,0.0,-4.557042,,,-4.557042,False,False,,,,,,,,0.121248,0.153511,,,0.713333,0.8625,,,0.124362,0.066931,,,,,,,,,,
45,0,8,46,S35,False,0,0,0,0,10,0,0,0,0,"['B191', 'B658', 'B662', 'B666', 'B476', 'B207', 'B599', 'B668', 'B208', 'B209']",8.0,S18,8.69,10,0,10,0.0,-4.338574,,,-4.338574,False,False,,,,,,,,0.115747,0.145182,,,0.666667,0.815584,,,0.131545,0.060398,,,,,,,,,,
