episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk
287,0.9361272105810671,-3.9449460139860917,-3.5824271915594337,-5.76773094564282,-6.887365180362436
288,0.9371541977387539,-3.9458829825763067,-3.584014238508092,-5.76975095000302,-6.896184907223623
289,0.9452058911932673,-3.9467263117229967,-3.5875129929206158,-5.76853190227375,-6.900115478759359
290,0.9397662932176846,-3.948464532450132,-3.5851899646292225,-5.7674214187957045,-6.903754020815984
291,0.9443509615384615,-3.9461316992971773,-3.591447831303118,-5.768995264590149,-6.9095398241072425
292,0.9443898077782745,-3.9452008255834827,-3.5914518546372225,-5.767634492464459,-6.914810552106871
293,0.940672655107583,-3.954372821447754,-3.598574736343751,-5.771099328268002,-6.917128326620484
294,0.9437204333892873,-3.9546296931609652,-3.5992074231991698,-5.7737971710112035,-6.925647655941632
295,0.9390957446808511,-3.9576383451310284,-3.601921716974043,-5.77391044999046,-6.931903186534258
296,0.9375316663189581,-3.963447342331456,-3.6111945659655835,-5.776591966884657,-6.941901450748326
297,0.9401557549376685,-3.9677350433416203,-3.613254524262476,-5.783522910247976,-6.947051465886388
298,0.9399213756264442,-3.9702032797874156,-3.6161992998949137,-5.786345591999474,-6.953795523401089
299,0.945450709743528,-3.9677886064156755,-3.6155074104195988,-5.785164012306516,-6.957873351166885
300,0.9423992811142728,-3.974122122593306,-3.6153748857770385,-5.786006594503584,-6.9591653059078835
301,0.9451849183477425,-3.9768477318270663,-3.6157509302178656,-5.78433844560854,-6.962425857792328
302,0.9422978927490183,-3.97627587856724,-3.616719929560189,-5.786638219488305,-6.9714013876888785
303,0.9431913116123642,-3.9778637350005956,-3.617076388189814,-5.788066599647368,-6.975083258596854
304,0.9458769082822455,-3.981628955451225,-3.6211158918303608,-5.785101608456809,-6.97912788193973
305,0.9400127053271622,-3.982251012820251,-3.6206787269816414,-5.7857869051634365,-6.983953720199687
306,0.9441959595353165,-3.984171614198883,-3.620130443918919,-5.790891991569709,-6.989535489228701
307,0.943419689119171,-3.9865022819613745,-3.6189837672857768,-5.797608527772684,-6.993415519376855
308,0.9388776080751008,-3.9889219226261514,-3.6196762170237147,-5.8056877000897495,-7.003059290787106
309,0.9362996254681648,-3.9973216043097404,-3.6259766152747934,-5.809515193432822,-7.009570616578005
310,0.9423111919927206,-4.000186275676766,-3.6259273338823905,-5.816495820725076,-7.0150431553455235
311,0.9404521172245194,-4.00205853798361,-3.625982329813199,-5.822925781992928,-7.023392159312049
312,0.9480631704410012,-3.999122545319786,-3.625120233205081,-5.823466099727213,-7.030936531764092
313,0.9380909901873328,-3.9989978858102804,-3.623633190138284,-5.829493246022808,-7.0388798678562505
314,0.937984496124031,-4.000121080096391,-3.6267441454446305,-5.839666527873032,-7.04610622496261
315,0.9463071088906279,-3.99612371972934,-3.6268228096796298,-5.842406644845883,-7.051330677744903
316,0.932856504246759,-4.000050268783266,-3.6304154725499846,-5.85231897045626,-7.063115973786574
317,0.9392496609914118,-4.002316307002733,-3.634718841177525,-5.855883946805062,-7.072308196705668
318,0.9337746351737626,-4.0065202117886365,-3.642819288971142,-5.861005276682652,-7.0806372388290075
319,0.9415714632960622,-4.005054588176327,-3.643284634283168,-5.862806039076544,-7.085540767329854
320,0.9398882480173035,-4.006803056974146,-3.644589579023991,-5.870348484267363,-7.094093693383524
321,0.9454882719004308,-4.0078686671344546,-3.647140100678866,-5.876911414494959,-7.100208565202347
322,0.9324047274481428,-4.010475875344305,-3.6488084215622445,-5.888401183068516,-7.1088525740412525
323,0.944808316308136,-4.01012337599344,-3.649202689532313,-5.889110977210219,-7.1106007553073045
324,0.9403077467279802,-4.014226734556143,-3.650999499838544,-5.890585798738624,-7.113232054789661
325,0.9462701980318309,-4.016947242018638,-3.6546130849669862,-5.8908950792321955,-7.114386542545744
326,0.9358113196180607,-4.019281769563826,-3.6580686823197373,-5.89694751714934,-7.12051249213391
327,0.9392720991184179,-4.022619291286303,-3.6612413052743467,-5.902373713377723,-7.125347504262215
328,0.9464173145618827,-4.024550436992638,-3.664184488041544,-5.90145560136429,-7.128307154629598
329,0.9371069182389937,-4.030731252739163,-3.66696733594059,-5.907052982378092,-7.1331342712546375
330,0.9393698234444543,-4.028766030397834,-3.669581324138908,-5.913156984246706,-7.140088695348112
331,0.9405234414634874,-4.036704631286979,-3.6726805834752674,-5.915658792746309,-7.142526780839661
332,0.9353978056238383,-4.0403636262043,-3.67624736705082,-5.921251609175915,-7.150117334048402
333,0.9415948858008943,-4.038677764360408,-3.677031450370307,-5.923031680376255,-7.156270304069801
334,0.9355168576498541,-4.041804222389277,-3.6778654991564514,-5.932511879890431,-7.166026497558817
335,0.941328679744855,-4.041251559690997,-3.6771920839633743,-5.935919003823762,-7.172658366079695
336,0.9396095548446889,-4.039431023165048,-3.677996296760248,-5.942678420309432,-7.176657675941814
337,0.9450208094577478,-4.039306612426935,-3.678445379406757,-5.944630564168553,-7.180913841365524
338,0.9384471694133952,-4.042151454938548,-3.681907060882943,-5.952162136587505,-7.1872890512152985
339,0.941553194673051,-4.0427373980922665,-3.681492040549388,-5.952897245458186,-7.192955141769395
340,0.9456699711232175,-4.042626292232849,-3.6785386845646215,-5.952933156608475,-7.194900929297533
341,0.941679462860928,-4.04088081376404,-3.6780692228635417,-5.955046521886779,-7.201511922994258
342,0.9382197696737045,-4.0429492601030255,-3.6823097793943345,-5.954530927654981,-7.206195364239574
343,0.942140588482052,-4.044111162841044,-3.6837419464701315,-5.956500131416804,-7.212293050048629
344,0.9439940164547495,-4.042265897156018,-3.6828235779195913,-5.955970094136049,-7.21906769685147
345,0.936498498677052,-4.043844629443007,-3.686314532858424,-5.96248619878268,-7.229961500514754
346,0.9441075823977907,-4.043301390634378,-3.686958696828101,-5.964843888352839,-7.233283711305279
347,0.9392654092590922,-4.044646968809621,-3.6878529000705584,-5.9632494557581595,-7.238012722005138
348,0.945491517193238,-4.045952858050459,-3.687129649853753,-5.960714758817228,-7.240346205230031
349,0.9431776612608218,-4.045881964821103,-3.6900375508313408,-5.964668008091299,-7.24728228317456
