episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
114,0.9407210258891846,-138.42406159476437,-99.4505829777415,-58.859073934524815,-13.4412539506881,-2.930839051397665,-17.288309411199105,-22.587835386918808,-12.334602421879735,-58.77784967357067,-0.48901886754448004,-98.67734611217278,-84.01120212934444
115,0.938705709399658,-138.8037493475748,-99.68220605233252,-59.02333831287207,-13.521166226433396,-2.935486789214275,-17.359528642435283,-22.943327200420025,-12.794804109490284,-59.26850857527391,-0.5199562896706825,-99.28811864062028,-84.20187787048253
116,0.9354062669152583,-138.54885232859385,-99.65204505722993,-59.00624187862184,-13.563921846093294,-2.9137623937183412,-17.234384260563743,-21.92524196764605,-11.86424695720003,-58.34416353141613,-0.4954936111638429,-99.10357335626342,-84.02926581666706
117,0.9311855051595872,-138.41373531187068,-99.683019583737,-59.031612536848264,-13.591089305019104,-2.834186084059846,-17.167431758284934,-21.158156723347357,-11.194270640807547,-57.64252065852532,-0.47515730287138586,-98.7772765108221,-83.92537923331395
118,0.9304490191917049,-138.7107257369674,-99.89604023047208,-59.16533878962721,-13.621976503009352,-2.8362736997585256,-17.246722286203017,-21.382748413903872,-11.519385908873817,-57.93995313434817,-0.4983090786394813,-99.02041897721803,-84.08855231871968
119,0.930005115705215,-138.5740515771948,-99.90800193452472,-59.211533253025976,-13.645081608546633,-2.8082969104009408,-17.220113225982157,-20.584805074246994,-10.884268667070446,-57.19286807405826,-0.4718671821947251,-98.77466162252085,-83.97502394877743
120,0.9269320982156112,-138.77128542150206,-100.10674867085295,-59.315269951325284,-13.659567326128188,-2.7852831208532116,-17.251792228920475,-20.480129766568577,-10.878904783035265,-57.15448036263589,-0.4732032790617117,-98.68504071500479,-84.0839851782928
121,0.9347839028455769,-138.94257658012904,-100.26851863787678,-59.41670613276532,-13.699098443085441,-2.791126577144322,-17.24472628312189,-20.335799920466474,-10.821441187095184,-57.0718709221171,-0.47840259643126076,-98.58444966075365,-84.15984223617896
122,0.9356888969215013,-139.3550231993407,-100.534435753239,-59.61031222823228,-13.744896414160696,-2.802970336978305,-17.288031692633837,-20.659678602565286,-11.196421175998204,-57.44053005013932,-0.5004082946159607,-98.86518361147239,-84.36079354996167
123,0.9298564970722976,-139.70684473207749,-100.75101970882804,-59.765742868730335,-13.786355109555942,-2.80846008041745,-17.36643097666075,-21.041531213654807,-11.642713620216734,-57.90535570561597,-0.5345923123574475,-99.23463784347297,-84.53086408701638
124,0.9367668010548971,-140.20261075680017,-101.04731825867762,-59.955309981300495,-13.823234937014009,-2.829801735302305,-17.508051691694778,-21.76324210972735,-12.378810938833555,-58.6422034006185,-0.5745071714912952,-99.88591869167782,-84.79347328879174
125,0.9289353714132476,-139.86897578883256,-100.99881275926488,-59.9066872730988,-13.821778355478509,-2.7678355127872134,-17.45027528359485,-20.47474329679521,-11.15261981610635,-57.37516217259418,-0.5270944112562981,-99.05178248499224,-84.57658271850438
126,0.9359508466956391,-140.23896605233386,-101.24134987494803,-60.06520412981138,-13.868417208973716,-2.752960778113205,-17.500644552284204,-20.86756825220847,-11.593096554227241,-57.803041928191924,-0.5550055433773761,-99.32219798402956,-84.76216617950732
127,0.9403810507763833,-140.35685523476408,-101.3970833798893,-60.16657318000608,-13.863086360927586,-2.7578403726202625,-17.50534028498549,-20.551229026440012,-11.337244775803732,-57.515649277297804,-0.5514445975046901,-99.05565599596174,-84.80569078206797
128,0.9289632227317687,-140.63230370149554,-101.57997453712409,-60.31925310992103,-13.892168547872659,-2.7646096859969598,-17.58970961618036,-20.640129998562944,-11.500762343640604,-57.67709932156362,-0.5675032761270044,-99.17505704702214,-84.93313767453895
129,0.9314157303370787,-140.3418416319706,-101.51699342819286,-60.288553713878414,-13.912249358048447,-2.6885256614257687,-17.5398045557253,-19.594356714203776,-10.50305100515815,-56.697388374492235,-0.5417703728583516,-98.70682363493894,-84.73633536018265
130,0.9442316898037338,-140.62036086081415,-101.70153937052936,-60.416803238311786,-13.930084089639845,-2.70131942477608,-17.63362020625712,-19.791364082715088,-10.777263506395576,-56.92469163613708,-0.56102740860601,-98.86843007842405,-84.86435736488868
131,0.9284329172221549,-141.07413294952718,-101.93894039420212,-60.592354535521686,-13.985388171785033,-2.706097133653495,-17.694477328691345,-20.484614504605503,-11.504654764362225,-57.69199277012284,-0.6080933833282336,-99.40565655162517,-85.09350619238904
132,0.9345645645645646,-141.32963683923361,-102.11682818483982,-60.73483698805349,-14.029846407368593,-2.6956125850834525,-17.766343057145793,-20.590591293058125,-11.654590062633664,-57.81825106463776,-0.6195536459663626,-99.58253266872752,-85.20351867545789
133,0.9327151045886978,-141.3319543836483,-102.17155566949727,-60.77982028271575,-14.040970519883276,-2.6811854719117676,-17.76249942668462,-20.266781920205265,-11.366312485047436,-57.555102246784166,-0.6160097363315061,-99.48503752575748,-85.1744178433597
134,0.9323012729416744,-141.49722756674828,-102.30162241590021,-60.89465159018398,-14.060847827293603,-2.7034779656954253,-17.827120768218226,-20.24336237898259,-11.478322777516672,-57.56706527638073,-0.6225036575525318,-99.64936279734358,-85.2360157927356
135,0.9358413174569163,-141.9121807475442,-102.54570158928689,-61.060448620546424,-14.097966910847775,-2.7186367330413996,-17.922617989963054,-20.83964469110131,-12.124406351357697,-58.210594455230684,-0.6615663661032963,-100.15462484550082,-85.45447299236363
136,0.9382838880849012,-142.082092363321,-102.67155250733497,-61.166543902417494,-14.122069659304637,-2.697580249162448,-17.964521474525608,-20.834169503246624,-12.220580186252901,-58.25908714592854,-0.6737185635713305,-100.2684872908634,-85.516344824317
137,0.9405227970848642,-142.1490312662032,-102.75409330341938,-61.242498753951736,-14.15351676733486,-2.679525864061891,-17.981276141571712,-20.590598065488606,-12.0857730617315,-58.087454644978905,-0.6725452544019436,-100.27896680397018,-85.52216254893932
138,0.9274381920218413,-142.15861148572233,-102.81350392263396,-61.29961087711993,-14.169633179874403,-2.64941296600657,-18.001289492502853,-20.168245145279954,-11.734564449509023,-57.69662496747867,-0.6649935118872383,-100.0692304455535,-85.49982632333959
139,0.932843747155039,-142.1382756030616,-102.87808523982056,-61.35253493223435,-14.203913728290921,-2.601807978135263,-18.022337004752703,-19.57088991826573,-11.25642498819112,-57.138576291058406,-0.6461633526877661,-99.78599551718176,-85.45786279098427
140,0.9303043136305886,-142.5580349128707,-103.11405441683792,-61.53577325674075,-14.253428083992953,-2.6054795054533404,-18.110699201869192,-20.05613461670364,-11.847269591829363,-57.70021620226119,-0.680115595091142,-100.19341399127934,-85.66981652588684
141,0.9335634689922481,-142.42750700815054,-103.10976576377071,-61.554643775343024,-14.264038032538602,-2.589579970681806,-18.15892437207337,-19.461156782720163,-11.294493170454954,-57.12215541561822,-0.666710317088559,-99.91688608270573,-85.57105306478852
142,0.9311043872919819,-142.4432850286477,-103.18315192345422,-61.62130711424505,-14.259984154725919,-2.588425864534473,-18.139639138187743,-18.995153272031573,-10.968995894600484,-56.685178564142134,-0.6575949685014307,-99.66130401689432,-85.5503664586657
143,0.9338847947059709,-142.53746543510314,-103.27241759529127,-61.69483481381033,-14.283406943921566,-2.566931013434494,-18.134709511215508,-18.875173560329575,-10.9161251018098,-56.61936348040237,-0.6625614816098252,-99.75079915349075,-85.56905853966674
144,0.9345275227995128,-142.68459772652983,-103.38960079280625,-61.78753287044209,-14.293657335943909,-2.5647823352385513,-18.188954583269787,-18.74398540261336,-10.902866324200604,-56.53345712464382,-0.665370696039425,-99.63304540351405,-85.62945312507017
145,0.9358479179239589,-142.68854553789237,-103.44456835412517,-61.851971146934176,-14.321927073766469,-2.5267734236386175,-18.182805851137893,-18.2856181573341,-10.553561436523859,-56.11016561439742,-0.6552601507140666,-99.44307227580005,-85.60797701500228
146,0.9326537382754773,-142.76890567899073,-103.54862392315519,-61.9437575694617,-14.338945632692775,-2.517283141558765,-18.2001477715449,-17.91328270575099,-10.315042467195521,-55.7738654428524,-0.64295088138049,-99.21246162730759,-85.63321927555923
147,0.9306307933068496,-143.05794983742973,-103.7105003118556,-62.08993924858166,-14.36453039204934,-2.5133465066981064,-18.25725150865921,-18.182207453364928,-10.662876148987225,-56.06847586787429,-0.6659106772248742,-99.45987890312003,-85.77509093588263
148,0.9363709894850364,-143.02589082451476,-103.76305131607054,-62.136011868241155,-14.374980051233779,-2.504452213334705,-18.25285505779915,-17.697593014321523,-10.252859526544222,-55.57056330901237,-0.6520336596569216,-99.15964066097807,-85.73978319077003
149,0.9384364919050922,-143.5967703755581,-104.05743712689763,-62.35342797520575,-14.407064992585541,-2.539113113114883,-18.395369078098128,-18.573172639278518,-11.199483677422892,-56.47354443559419,-0.6954911605325789,-99.76186359477148,-86.04407744299834
150,0.9333473696874905,-143.5500807062827,-104.09568236968283,-62.36940288024591,-14.421872418889164,-2.523160761220056,-18.383775059656962,-18.125484504275935,-10.831053152209659,-56.06274402672369,-0.6852339141847247,-99.58612131559971,-85.99990846110957
151,0.9328138163437236,-143.70533123696367,-104.20990370326085,-62.46741887670242,-14.424188343418521,-2.539329154253201,-18.441598301086458,-18.098889559485794,-10.883696082638982,-56.03994284579334,-0.6958004293709825,-99.6410395972748,-86.0606336624259
152,0.9265268316003347,-143.48012094246207,-104.15772570995922,-62.443918631814064,-14.41986564645196,-2.514351198279816,-18.38748177630088,-17.248134586060694,-10.09500654102598,-55.21330261602247,-0.6707580993813979,-99.08676594909954,-85.90082953038043
153,0.9279107725788901,-143.84685253368977,-104.35083192954303,-62.60031644413294,-14.452478089647679,-2.5374060483777603,-18.423845120876514,-17.626023507774462,-10.589050001892113,-55.63338114061152,-0.6951379025294172,-99.38865036889064,-86.091224829247
154,0.9331144973799915,-144.11600977549628,-104.50620321253145,-62.7259524564659,-14.482722172787039,-2.5437551281660706,-18.468248668629244,-17.928638812641875,-10.90710984594635,-55.984293298175146,-0.7146699540737602,-99.69586168454026,-86.2165505689618
155,0.9297775637359661,-144.31145816737654,-104.6251042912131,-62.82557957315063,-14.502774824371816,-2.5437185172981396,-18.511285850296016,-18.066301382290607,-11.121269616179495,-56.18558400276672,-0.7315187713850252,-99.89556731202707,-86.30411811552861
156,0.932807523130593,-144.47081046420905,-104.73141590470132,-62.91715164436289,-14.506919904032873,-2.5611342310755676,-18.52178461218009,-18.099620794759712,-11.205441172110758,-56.24234618573946,-0.7434154577417355,-99.97353176862777,-86.37301611864156
157,0.9374208717670465,-144.47177305328384,-104.77385701586913,-62.96177761536267,-14.507342849778617,-2.5492261758558055,-18.51735811213409,-17.832731470357924,-10.976512781652124,-56.01331149350058,-0.741287771251207,-99.9649921457847,-86.34565884992232
158,0.9240218107735634,-144.6031693748014,-104.86847880325172,-63.044977583145865,-14.516338986662232,-2.575186143324575,-18.533023986410946,-17.80843618168958,-10.989721692220428,-56.023731741869604,-0.7510646173328129,-99.97662685157587,-86.40253844140568
159,0.932250958143465,-144.39815693300136,-104.82964464459077,-63.036027422634284,-14.507636012023665,-2.5579217096020104,-18.51650174472291,-17.019720167640763,-10.270708627075718,-55.264918327419956,-0.7260676608869145,-99.49170407479497,-86.2559716227033
160,0.935877678058804,-144.61793370008323,-104.97362602292439,-63.14254101641085,-14.533277369543608,-2.5677767327662893,-18.588679030728283,-17.19171037816868,-10.486302364090651,-55.45333501487099,-0.7418425124880941,-99.6808752522507,-86.35632373134327
161,0.926969002532867,-144.98282727095878,-105.18168288580931,-63.28919055578296,-14.565378204081552,-2.581384474600868,-18.665997350084414,-17.615882862438763,-10.921229492455426,-55.901320268302904,-0.7653539249289001,-100.05993233726495,-86.55157167367993
162,0.9272312298070368,-145.02249677563032,-105.25735115023016,-63.351802851347934,-14.5723538838885,-2.572724226852468,-18.672043789340787,-17.34409688241461,-10.682232326246561,-55.64973469078234,-0.7633877606985551,-99.89462592995665,-86.5584851699038
163,0.9409954138323741,-145.03842999518682,-105.30834721344809,-63.398767174627395,-14.563222164939917,-2.588106848088152,-18.65167136588569,-17.023855652505304,-10.427697364980173,-55.3571245597767,-0.7649294035828812,-99.63160944894108,-86.55201141492397
164,0.9383018639554588,-145.08705625559958,-105.37076672772821,-63.45278581043737,-14.563782506770083,-2.5982790629467143,-18.634708299679957,-16.789393734930677,-10.227711550068731,-55.146830260360495,-0.7624397976053482,-99.56895135791348,-86.54929021448041
165,0.9375920637306479,-145.12320747236618,-105.41109201729705,-63.51280017788068,-14.570759686044445,-2.5957211043343005,-18.63904995695793,-16.617678383504575,-10.155299922348005,-55.03110083094354,-0.7658109385165526,-99.63073757991204,-86.54175829773351
166,0.9412458421530088,-145.45877864687327,-105.5993814643943,-63.65548902888999,-14.595781682619496,-2.620704140734094,-18.688381634916393,-17.03366400407521,-10.632310155194718,-55.47840872774457,-0.7923103097323537,-100.00987543900199,-86.70895532521111
167,0.9359804040159672,-145.62490425049552,-105.71467079637404,-63.74922013826814,-14.611364599172507,-2.6279199665609565,-18.7174862030139,-17.111398280132647,-10.761819131506904,-55.59285485000447,-0.8035249122013695,-100.1478831929862,-86.78098768012728
168,0.9363798470698461,-145.55222629523507,-105.72644173540336,-63.76644910702729,-14.594479906434856,-2.647393955398916,-18.66500951308125,-16.675764614724216,-10.377850523198092,-55.17597898148017,-0.7938359462074367,-100.0021948456568,-86.71896920948377
169,0.9359507221242114,-145.51516931915356,-105.7527879307227,-63.792540986440045,-14.59694985846753,-2.654717152282097,-18.648420505348124,-16.32212156452763,-10.054130297162978,-54.859175737677056,-0.7890551505711555,-99.82189866990177,-86.67516997920868
170,0.930966409524388,-145.72796290460138,-105.88581280644722,-63.88635972413417,-14.588812382666122,-2.701723783433195,-18.674196120558072,-16.480460842246117,-10.258956869635236,-55.048012885633746,-0.8060293047729705,-99.92462758483869,-86.77520653129334
171,0.9271453799874285,-146.29252753252123,-106.16312525498478,-64.07901974830214,-14.63735854096824,-2.7279311415596377,-18.78092899594552,-17.518291506085145,-11.29425925510794,-56.1266328533329,-0.8594157726390079,-100.70282365744465,-87.07705710370784
172,0.9336900953690693,-146.26964285240444,-106.20477580859115,-64.11004026381578,-14.627685325325748,-2.7386358473273043,-18.775751723939,-17.193555108318073,-11.009343305675666,-55.80671805176368,-0.8525616325528874,-100.55102132029188,-87.04539341775474
173,0.9382727217900007,-146.3563555280522,-106.28632799178379,-64.17090615362189,-14.633738083343125,-2.749542209626395,-18.789006271742494,-17.10985700920295,-10.932649514075973,-55.74087570158497,-0.8569916915446543,-100.45933624852883,-87.07362710631172
174,0.9288456923446125,-146.46850473004088,-106.37341116910888,-64.23718921974282,-14.635734822128104,-2.7750271213635385,-18.822385528497858,-17.11721224069334,-10.946281562766583,-55.77291764887223,-0.8715436104659503,-100.59040602045084,-87.10915920277048
175,0.9296637007992761,-146.57213669693343,-106.45482088012479,-64.30426671130859,-14.647443164338895,-2.780729344570963,-18.862335336343723,-17.10735386935404,-10.962069110374372,-55.76820730742407,-0.8776894943281796,-100.67838440451773,-87.1442458776321
176,0.9323670035707802,-146.86802592480106,-106.61507807517835,-64.4222434760766,-14.664609409699217,-2.803635620944181,-18.923120194010373,-17.56910611186483,-11.448742716300133,-56.25363019718585,-0.9024998186278358,-101.07301966426256,-87.29014043225992
177,0.9345978158937592,-146.8329359029386,-106.64131416481369,-64.4293774728115,-14.668481350340322,-2.796668125114401,-18.92506627012641,-17.306510457979112,-11.194700333990466,-56.01890116545457,-0.9022709440865612,-101.029774817756,-87.25002631615018
178,0.9257078277420889,-146.65057420387777,-106.60902528282244,-64.39982890856044,-14.663528547444661,-2.7747193244325907,-18.893954505404,-16.68599782318583,-10.601888953577772,-55.41495951323522,-0.8854467554022075,-100.72417775387173,-87.12588213975049
179,0.9354066985645932,-146.71817536594858,-106.66519517332979,-64.43978537710602,-14.688374741441528,-2.761238197752374,-18.921080518596202,-16.644183615552787,-10.609710646779295,-55.41746359334738,-0.8953778984535149,-100.84546305083177,-87.14380255587653
180,0.9379677215760527,-146.72289698179634,-106.70143695527352,-64.4624215991819,-14.697588311506879,-2.758031093766905,-18.908499888756687,-16.49892116869345,-10.499269276202476,-55.29078575872661,-0.8966412359817564,-100.80906216698394,-87.1263212666883
181,0.9390814246312508,-146.82135831909926,-106.78479071614593,-64.51655951428329,-14.700494213076473,-2.772309149882854,-18.921686715685063,-16.432692981245754,-10.444878161171294,-55.23331061199959,-0.9018666717207444,-100.81571199221285,-87.16972868430207
182,0.9265040066977634,-146.68597179693057,-106.76149545505355,-64.50853946003413,-14.699302583955143,-2.754064008177934,-18.90704157597867,-15.925846131713563,-10.003843643332225,-54.74250726608245,-0.8864547046360526,-100.62393778399681,-87.07007327187692
183,0.936781954887218,-146.62057594615604,-106.76475183696107,-64.51763699826219,-14.699409101763342,-2.7546045405425774,-18.892963269992002,-15.60853012800818,-9.71860581959319,-54.44234056915649,-0.8813355798326589,-100.46444282361325,-87.00926832017475
184,0.9350050568148016,-146.71959894416372,-106.83388988752593,-64.56825537800566,-14.695711327663298,-2.7676665136563594,-18.905143166393273,-15.642930823019723,-9.818076148648382,-54.51659633654821,-0.8920164340534288,-100.58369567712467,-87.0533419539196
185,0.9372866127583108,-146.682742069395,-106.84925367594158,-64.58062611103323,-14.707853545526643,-2.757496990286063,-18.895007374308772,-15.360666634786954,-9.603605806012691,-54.26018012272552,-0.8897937469485915,-100.46979038721202,-87.01189606816281
186,0.9349437860832573,-146.80498543962602,-106.92596832559153,-64.64199735404263,-14.721271547560471,-2.759232945665077,-18.893400623669873,-15.473123136937588,-9.732586591575433,-54.39625991963111,-0.9044825849493909,-100.59342312338491,-87.06262765065553
187,0.9389748985420111,-146.97567266412912,-107.02433306018763,-64.705659695665,-14.74326074914965,-2.763051451033209,-18.912349983371907,-15.743807051096798,-10.016302881176758,-54.67574161959307,-0.9243117767479969,-100.83218835622054,-87.1386129455342
188,0.939354487101853,-147.07327423092633,-107.09488715936266,-64.76675745190681,-14.748687666108028,-2.7716132990764706,-18.935866829766802,-15.769649050505553,-10.094443894719802,-54.72507939688231,-0.9341295124560244,-100.95462863673595,-87.17362085783978
189,0.9310592674672816,-147.12158942462162,-107.15108397587906,-64.80172395059834,-14.75671884190812,-2.77637573377864,-18.942632306403333,-15.706799313176564,-10.045921704604059,-54.657996872867045,-0.9363109012468497,-100.96854159479473,-87.18545851745911
190,0.9412185312081037,-147.24494195800975,-107.21959900192135,-64.8627306432909,-14.766311276775532,-2.7851964997289937,-18.948167882292037,-15.848166468882388,-10.208774515882247,-54.817735690940616,-0.9484414863397977,-101.0817150190444,-87.23815749072796
191,0.9346710923355461,-147.22628572135093,-107.23484675225572,-64.88723866347554,-14.768287672850079,-2.7839629249043014,-18.9513795585242,-15.642593647390768,-10.022013775065146,-54.60965694704792,-0.9463352377730546,-101.02249876711981,-87.2067061114435
192,0.9359097168173383,-147.22927945127782,-107.25563050833357,-64.91515022104582,-14.779693877999481,-2.792572240612539,-18.945110058923497,-15.521299615683175,-9.948617815394618,-54.504695173583464,-0.9484061652720377,-100.9748292579412,-87.19470863841535
193,0.9334557274423644,-147.3735012787761,-107.33836455416488,-64.98585116464899,-14.794820355827026,-2.814134752706009,-18.958876922027013,-15.669422016948232,-10.137088123830816,-54.677468728697285,-0.9606902583075843,-101.1794138562241,-87.26209858346195
194,0.9328373942113665,-147.31437792930768,-107.3350527473167,-64.98696247004156,-14.794175433842721,-2.8147962608955774,-18.93383936115456,-15.415084940470392,-9.887360424451103,-54.446411668850295,-0.9596879339318855,-101.09154595633727,-87.20987746624098
195,0.930092829032355,-147.54092324460305,-107.46803666041946,-65.06699707995212,-14.808407208481759,-2.827725302942115,-18.984991720876163,-15.749985921168607,-10.241471703777268,-54.79453636979901,-0.9803589531062261,-101.31065046532052,-87.33236454947003
196,0.9341631582158765,-147.46263610277103,-107.47226670138194,-65.05767576209917,-14.814380369666555,-2.80753495655129,-18.97723493392119,-15.417725487668932,-9.931539451787362,-54.47882141535712,-0.9725372035537198,-101.10766066761708,-87.2733165833611
197,0.9342065368989145,-147.70204562620376,-107.60069356427303,-65.14637820759516,-14.829524308039582,-2.8383056804604987,-19.01859473644702,-15.76712749518957,-10.310907690514803,-54.8488342812466,-0.994911026469031,-101.36310422320793,-87.39938619957888
198,0.9317152200654046,-147.67455238610432,-107.6240312309928,-65.16396469538527,-14.830595900173597,-2.833881516766999,-19.006167812691316,-15.508616183054261,-10.073182613734868,-54.58784704884274,-0.9895432053007993,-101.27542437552044,-87.36956644022993
199,0.9267950440364233,-147.64615918456016,-107.64112848868679,-65.16706481301155,-14.83780917780461,-2.8363802460539276,-18.993145554276307,-15.290953476926322,-9.885311936508568,-54.40068351534116,-0.9899013763539009,-101.17772057682832,-87.34077501713007
