episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
10,0.9384238659778421,-57.51706509548247,-34.240178069316045,-20.247095174037067,-3.9403677457059496,-3.3858250648406156,-8.237070313934153,-56.52664165903309,-44.364556290452015,-63.85350335123709,-1.8572564661562623,-62.90442126208716,-35.87531861893826
11,0.9347649308797398,-59.80365133635871,-36.03381688924303,-21.20530962719649,-4.071244495742296,-3.485065011904408,-8.478882113464401,-55.387973374489995,-42.42920595166836,-63.540328339947294,-1.7634998638280845,-63.794442359569125,-37.4141950422541
12,0.9249643112062812,-62.51611647809052,-37.98585607839258,-22.292980332878862,-4.13199076085317,-3.7126492941918774,-8.930116101599705,-55.36634129099477,-41.60701905751991,-64.37451340612408,-1.72902394404677,-65.54540470009827,-39.1788998877001
13,0.9330232003339893,-64.67659049921643,-39.62874860196736,-23.21717710322982,-4.326889794591777,-3.769338881620831,-9.149128459656948,-54.662923092933134,-40.44221206175679,-64.60478770848178,-1.6811028763748568,-67.28776508583127,-40.60697963272522
14,0.9408485505936238,-67.11234226343498,-41.40561883964148,-24.214973146817844,-4.4704354738945895,-3.8930495865799157,-9.40022895861649,-54.91345562284753,-40.08425768680051,-65.61089958399349,-1.659038925799023,-69.42983812000497,-42.21339507774394
15,0.942200067280345,-68.90652982227112,-42.80858972268648,-25.01515958142718,-4.557769318084484,-4.038293073955826,-9.547914545923073,-53.9788984697004,-38.639503689352175,-65.4674228708988,-1.6003874182680395,-70.91737334946004,-43.42558189763177
16,0.93495714113244,-69.84236204910329,-43.88723217456466,-25.51882946790176,-4.615186810968646,-4.050132295412424,-9.493102266742996,-51.051201267323336,-35.23990034117197,-63.32967307656141,-1.461388749933596,-70.71173143330229,-44.16918972224857
17,0.9327426741297256,-72.23698327130792,-45.515962648671525,-26.42997490089674,-4.819022578095687,-4.129827164744116,-9.862891576559415,-51.80302317297318,-35.53184352391824,-64.94638747686999,-1.4962451059894342,-72.4811655141472,-45.71360167655781
18,0.9250514879264543,-73.86223986358392,-46.844389402693224,-27.16827537341749,-5.003704221531392,-4.088971022064756,-9.908616914780579,-50.5743726965261,-33.76659659416507,-64.45925270704201,-1.4189503633386793,-72.897334336878,-46.78042685245782
19,0.9385948960417045,-75.33798878897719,-48.071115061706735,-27.804883664941276,-5.175000733763843,-4.067326424051624,-9.927844189022023,-49.73516357203507,-32.553250422132535,-64.435134640073,-1.3780425259926117,-73.71393803005598,-47.763886495199074
20,0.934193279313632,-76.99352292825472,-49.39301074959755,-28.54813847546789,-5.285959093279534,-4.158222156045157,-10.096615509524025,-48.992125074950195,-31.328833183992494,-64.36192435826737,-1.3265012173704,-74.22560421909361,-48.83154599371066
21,0.9384546271338724,-78.92376369456917,-50.85115898826984,-29.30375835411669,-5.544705116507322,-4.1198466461339756,-10.317364470776456,-48.82627119271,-30.78136419259517,-64.79045798978069,-1.2985849911039473,-74.45237627901034,-50.085989135505194
22,0.9303902903379343,-80.6046169800617,-52.078180297227576,-29.95875638089405,-5.754901983414524,-4.082693438711981,-10.388927168624175,-49.05760156990182,-30.610619429623366,-65.71280662742282,-1.303579141708868,-75.99448664954804,-51.145678601528
23,0.9380313334952636,-81.61178792734425,-53.04187228787883,-30.422734200050154,-5.890345203081983,-4.033206645539132,-10.379658171982243,-47.400039960744664,-28.69730199954777,-64.78872958130363,-1.2323950081877686,-76.13064210939984,-51.827133894334935
24,0.9376572970678311,-84.18979478211769,-54.65637239427195,-31.349955137363377,-6.141004094903397,-4.049445829391362,-10.830526549941435,-49.66619351096528,-30.619969374724842,-67.6282572703975,-1.3227010997137374,-78.93909228563271,-53.401361109419334
25,0.9355992844364938,-84.73442425651803,-55.41390625414941,-31.73972304070428,-6.218095259455031,-3.986865008618828,-10.834255857328456,-46.851736840208865,-27.575018626974916,-65.36725912242231,-1.1949037617768092,-77.9393118948383,-53.78857820587714
26,0.9322048997772828,-85.81062191679206,-56.38987504783328,-32.2235572541434,-6.346094047798283,-3.9150311242794094,-10.808386677644354,-45.49382955169564,-26.051961482021664,-64.63049644746539,-1.1170690860863173,-77.96403540964918,-54.492098419140206
27,0.9351508015578299,-86.617725536784,-57.11415221087605,-32.63427487974062,-6.496229778948246,-3.8268661572807763,-10.919336177324709,-44.54157406098297,-24.813301579473375,-64.27898620604144,-1.0801435512794286,-78.50689591131038,-54.98318562593123
28,0.93064735174287,-88.16033004638535,-58.25468298686228,-33.315820646156084,-6.668694438699582,-3.7683751388234707,-11.058475386508697,-44.338265660877674,-24.432659375991,-64.50570803753128,-1.0647286696944789,-79.2786543541019,-55.91160183801153
29,0.9409791885012726,-89.70244974321291,-59.342131201104415,-33.9692669086675,-6.853368257156097,-3.7640144898594565,-11.253850279244029,-44.692485570834194,-24.801615489076756,-65.428218329245,-1.0714499738429673,-80.3647450614887,-56.840709659266636
30,0.9399446017106505,-90.55367884706742,-60.096513224550854,-34.42925396728173,-7.051071849240079,-3.6121593021869223,-11.358658790220318,-43.43946389847834,-23.56964253288307,-64.73533935099653,-1.0163012464221084,-80.75107146519802,-57.3504720842297
31,0.9378947368421052,-91.58369722841304,-60.94890505607596,-34.97114065599223,-7.159178593883635,-3.535079977437648,-11.411549905223334,-42.37287175281718,-22.65847176114202,-64.15620599153802,-0.9683131894405874,-80.55650420140458,-57.975793106137026
32,0.9358163080817212,-92.85031226575747,-61.86644629423427,-35.54797125085835,-7.272252182687828,-3.5367079704422673,-11.639661958118564,-42.414001077172514,-22.65408970068084,-64.55553127162422,-0.9582592486655455,-81.71400410607075,-58.736616426674956
33,0.9326065411298315,-93.608676692525,-62.58512279678723,-35.91191857405682,-7.4228172818161156,-3.4452884667244468,-11.717109531688513,-41.44646124268822,-21.661292990727567,-63.99845770717253,-0.9376541769795268,-81.54486163055098,-59.22921819321988
34,0.9306517068512772,-94.39154020392166,-63.40174298795776,-36.29301388878977,-7.477631722945611,-3.4348680083952905,-11.774546548734062,-40.21081532279524,-20.413004646979665,-63.018206267103295,-0.8627438315036519,-81.53906848191022,-59.75819073628909
35,0.9314904565308443,-96.08374548278387,-64.56440200577204,-36.97897930952251,-7.665292154795234,-3.440461119350658,-11.963340307445238,-40.83820991129063,-21.107905095861355,-64.10697274935514,-0.8764760600571991,-82.72636562372514,-60.78901923317975
36,0.9378211716341213,-97.1076447096919,-65.4031007285019,-37.43939107572785,-7.770350397916502,-3.4551469807041126,-12.083575653629278,-40.27779159255471,-20.5812256126333,-63.90234563992119,-0.849347167187099,-83.00265269625122,-61.42693579617172
37,0.9334737475552881,-98.42202649465199,-66.41482312464824,-37.97663118123364,-7.831016217386175,-3.5551241115153664,-12.366982422563412,-40.308105430256,-20.68581291022939,-64.36869699165128,-0.8299704518784669,-83.33312045220973,-62.25588707164738
38,0.9343133999456636,-99.46157625705646,-67.22331728612586,-38.45788113184889,-7.946148519850665,-3.5697912986703964,-12.526667106276308,-39.8959883043055,-20.284996242875312,-64.36712347867237,-0.8066165742987328,-83.68397693303557,-62.89074806778751
39,0.9360399939403121,-100.78699018711556,-68.15988186989337,-39.053101211727416,-8.140712221764474,-3.5472639359280103,-12.752115448628102,-40.139447134012265,-20.648664246468513,-64.99065388722195,-0.8142509346167962,-84.3715822367729,-63.676828444672545
40,0.9305226201841643,-101.86549905229225,-68.99972513312612,-39.55045744487864,-8.254978513741296,-3.6021929704049085,-12.844517690051713,-39.64366249821993,-20.19775372966699,-64.82956040815972,-0.7807354645764092,-84.53653360750558,-64.30923852738484
41,0.9405387449417165,-102.222971313772,-69.52209349160954,-39.79407966300386,-8.35354066363694,-3.552991147958902,-12.82911166360098,-38.08450209540437,-18.724751979895164,-63.656261775646925,-0.7274171825376571,-84.22369759084957,-64.57499038619872
42,0.9320292373135223,-103.01618286114095,-70.22824869470782,-40.20164505611386,-8.442943909387465,-3.5390238167003814,-12.84826724895675,-37.194967752106244,-17.955210715837524,-63.103539629488516,-0.6892334199687029,-84.1437010852892,-65.0511743625866
43,0.9333513789888418,-104.35210242906983,-71.13785511428729,-40.81025798196413,-8.548120583597276,-3.5318974291586747,-13.033748132210684,-37.50617119161599,-18.40723721337077,-63.690429890084985,-0.6888209603010295,-84.8468754877962,-65.82140942088907
44,0.940712889156264,-105.17608391985499,-71.82302463086458,-41.17346204934636,-8.624367274805639,-3.5377968999615574,-13.017280088924466,-37.17259965240543,-18.194300015143337,-63.67027378764671,-0.6779327320265783,-85.35787246632155,-66.32935944404416
45,0.9374139479197845,-105.70445624080739,-72.3609684398586,-41.49325846197442,-8.690524123164233,-3.5894076861224504,-13.029007750027494,-36.128087363657606,-17.195971118101365,-62.911856378318,-0.6337364317159555,-85.06598768300616,-66.65349030239229
46,0.9298121560549697,-106.35581978399274,-72.98876607418624,-41.85923178835417,-8.805108690949494,-3.569911897994301,-13.110055372290955,-35.43004006683272,-16.684686882254546,-62.44717072423009,-0.608384106992176,-84.93068254373938,-67.04179150662327
47,0.9294367050272562,-107.08313164064548,-73.66869093358159,-42.267578527320204,-8.909025321046572,-3.5803024115543676,-13.132130279099966,-34.506061519023376,-15.794565423749678,-61.74679856991224,-0.5641519012443569,-84.52451812463634,-67.45722319207007
48,0.9268852954511108,-108.46434056979643,-74.5207609060316,-42.8226733524896,-9.098392001654819,-3.5607954843512353,-13.386200817641663,-35.61823269309367,-16.945700686723324,-63.210321668556674,-0.6053785027139463,-85.90085918832717,-68.2445696409751
49,0.9348228135067415,-108.93962977681049,-75.0240327470424,-43.16594819546556,-9.157353609866748,-3.544084633903235,-13.364006956223825,-34.37464107718781,-15.892044385374803,-62.25604511079302,-0.546633102908929,-85.43987767147183,-68.5237288342262
50,0.9395226416223007,-109.40900810802803,-75.5205173872675,-43.41786520598775,-9.207451235412533,-3.5547089364268607,-13.353938719684844,-33.57594475799237,-15.231462430481088,-61.70537383461117,-0.5063368017054662,-85.42695119791018,-68.82165358695595
51,0.9373940457424977,-110.90172555378071,-76.48823317508578,-44.02667107887062,-9.283409498213052,-3.667149215300118,-13.589914720272908,-34.56833591654058,-16.269779335929314,-62.8662741151681,-0.5321588704422165,-85.97777576540737,-69.69513981803614
52,0.9237272836683115,-111.33853186896778,-76.96622961057548,-44.302401189008215,-9.333757668574417,-3.602920031767928,-13.67362339427856,-33.59253049574329,-15.466154840954365,-62.140202978717056,-0.5020100666884283,-85.81269740767401,-69.95288543515167
53,0.9290550573142484,-112.17656241871398,-77.59920647106078,-44.695830568679064,-9.452044950937122,-3.5923377170000106,-13.786846692650542,-33.625036197020826,-15.629585454051995,-62.380733008382265,-0.4982891281375265,-86.37936068078302,-70.43083400157296
54,0.9343325979873681,-112.49125855537217,-78.01102459921337,-44.96194520977049,-9.53606905853014,-3.5655737828174567,-13.744440076766592,-32.34845272698703,-14.558478414485435,-61.296999295358574,-0.4443231917666389,-86.2727907733346,-70.59245197199996
55,0.9344537311644349,-114.05409735007387,-78.9366128525131,-45.61036366215101,-9.597934041747994,-3.655481628754249,-14.114433583772458,-33.83790518473773,-16.218582719270586,-63.04672937159684,-0.5014953968495567,-87.83795984551452,-71.47925551542767
56,0.9309992179510317,-114.37744520856295,-79.37891882072023,-45.86257263907619,-9.693069130150526,-3.5953915534621035,-14.143015641615808,-32.61872358785464,-15.1193863999185,-62.00833286478654,-0.44082228720611644,-87.69930620102934,-71.66264846507048
57,0.9457350217120646,-115.16334120340753,-80.00009369843174,-46.22746402038521,-9.768869059434673,-3.561449816633141,-14.282880087251321,-32.5803863720151,-15.116618558582408,-62.147565382337014,-0.43419545445247776,-88.35672428267681,-72.1184766384605
58,0.9280082484230956,-115.32590172639887,-80.32588258244539,-46.419914933109744,-9.799868552865696,-3.537391792795551,-14.250438425647241,-30.90347534964441,-13.660772365571823,-60.725542281318916,-0.37084107907018177,-87.47687629551184,-72.19826511008334
59,0.9393160584162308,-116.50251829520482,-81.13114804768195,-46.8969331664484,-9.915772092869426,-3.5386735806086533,-14.409352592951333,-31.503943903350642,-14.529424373136829,-61.606779906299046,-0.39171958270462165,-88.1261119514493,-72.88522580032208
60,0.9295565331114017,-117.28538223407163,-81.70815223118386,-47.28243318646832,-10.029291792261496,-3.536421061480511,-14.539512365026004,-31.539730554382754,-14.770429312166883,-61.85587672409423,-0.39366219416677184,-88.52126297731883,-73.3135759525017
61,0.9309669958188773,-117.8802885226115,-82.21112563413762,-47.6252304669904,-10.086392980829103,-3.579865579607752,-14.666992008467696,-31.11786311868477,-14.587397077362619,-61.694687006070055,-0.3773348889013181,-88.73845200023219,-73.61669504179869
62,0.9257733818356733,-118.47231152544802,-82.71106181995319,-47.959261958075714,-10.164733368588633,-3.5945696525297985,-14.743207054713046,-30.78367341168578,-14.380841995398583,-61.55422500417018,-0.36646199392000905,-89.08348136705187,-73.95402376497634
63,0.9303914160495693,-119.6075839378307,-83.42661661771338,-48.43278254923376,-10.293058281049406,-3.645569766646008,-14.919937537568222,-31.516609578845976,-15.229979795640283,-62.531843376659864,-0.40026706896706465,-90.14495438277514,-74.59385609213044
64,0.9339527182411922,-120.368129367348,-83.98291075970774,-48.79167110510916,-10.401411769695967,-3.6870393978465965,-15.03551806013691,-31.546682747641807,-15.496558801801998,-62.828065060213056,-0.41022999858544995,-90.67287232897847,-75.02740711343274
65,0.9331932773109244,-120.75189955830547,-84.38137507321491,-48.97470987657096,-10.422983040179163,-3.7143216728657755,-15.114702759397938,-31.077048217167384,-15.0562693752075,-62.59297447251237,-0.4049594171119378,-91.31245070743945,-75.27162597842027
66,0.9410174639331814,-120.79644156575604,-84.64451651745775,-49.15361331717074,-10.462823783392006,-3.663205238291454,-15.006685759520385,-29.3892926711017,-13.571083532578587,-61.048670155815884,-0.339132388754676,-90.75357012114154,-75.27060427539008
67,0.9324078564500485,-121.5142295025254,-85.1905510828826,-49.47591773092176,-10.548693461667094,-3.651882436622381,-15.031352263044523,-29.25865318126317,-13.61815953615265,-61.08816788739182,-0.33794863642176987,-91.15713814441015,-75.68171221233843
68,0.9358360525754018,-122.16993331536817,-85.68515690450693,-49.80346316000702,-10.647881041535538,-3.5755307921307278,-15.121133466358868,-29.06234446836677,-13.6627874907652,-61.10391620759913,-0.3390755890517325,-91.50045607813631,-76.02592690370841
69,0.9392236508566717,-122.60617829080056,-86.09330874216144,-50.0584595958445,-10.723570395661906,-3.5563797150643413,-15.11588871664362,-28.550045452938864,-13.172221375446684,-60.67487928554438,-0.3238318321065777,-91.34882957031753,-76.2673165734618
70,0.9297414051718965,-123.01185551214533,-86.49713236427316,-50.3152664159214,-10.775086522682157,-3.5101347631688027,-15.122830502951263,-27.912788408824277,-12.734546783936622,-60.202294384682624,-0.3046975630946944,-91.18637436099083,-76.48283317327366
71,0.9297008099949189,-123.56766946452147,-86.95451759558783,-50.61855172796647,-10.860392171621433,-3.4839858687625544,-15.237752059012058,-27.677104448207288,-12.56755912068836,-60.0443745168831,-0.2984382096902688,-91.24467123190226,-76.77483122700328
72,0.9293808358263077,-124.28454151546207,-87.44273562171995,-50.97508375247627,-10.939964160046955,-3.4217295774432364,-15.403453237285774,-27.8728865090383,-12.891367844288501,-60.372048807648504,-0.31424302675251425,-91.54361303571837,-77.1585091756337
73,0.9360502137724006,-124.87862555207303,-87.87690203491954,-51.29453090477527,-11.029346116575512,-3.4124074462253926,-15.501904831935583,-27.89223696778145,-13.108556681393992,-60.520141989454004,-0.3281529814327099,-92.03468988049801,-77.45485838821394
74,0.9281660647628297,-125.34503286320503,-88.32249430458751,-51.542247922956285,-11.107561212507878,-3.3834279968296155,-15.569329354305305,-27.52015956789422,-12.839907504506908,-60.24652935198739,-0.32099954870918757,-91.77636878112081,-77.7127686174197
75,0.9285993681360012,-125.91329979831193,-88.776744091261,-51.815452998890294,-11.164983092908193,-3.4343018669382537,-15.607206397413076,-27.534650448414595,-12.995552675663628,-60.42545648712134,-0.338082910639553,-92.07664649827969,-78.02720208921313
76,0.9331649679805177,-126.22583218295786,-89.09678827288207,-52.02112550817141,-11.240932834029332,-3.3916607017786964,-15.690421445094358,-27.012996331717446,-12.60247529563184,-60.02423209595007,-0.3177758511229761,-92.14419164023731,-78.16491140943462
77,0.9313858490850442,-126.7936411278688,-89.52521080144236,-52.28558941046491,-11.31644577094818,-3.4086842318981727,-15.696989216910444,-27.151227289104398,-12.873367065940723,-60.30025266531908,-0.33083973611443024,-92.5025923233777,-78.46023307177235
78,0.9286262471220261,-127.03032661244278,-89.80866188689649,-52.49525137796908,-11.396709963828307,-3.3617921869417238,-15.636375774330736,-26.419662710599685,-12.363670134060978,-59.632481452034725,-0.30923212336183,-92.16609417962731,-78.5424265518064
79,0.9322432725956317,-127.8818376616357,-90.32112597948279,-52.848326016838016,-11.432356080881053,-3.3971847346233557,-15.745438101978499,-27.263626203980092,-13.275645343127463,-60.60013260339425,-0.3506682460023599,-93.07227806081819,-78.99525783461448
80,0.9286612381750688,-128.53487842260355,-90.7404773655173,-53.164307329610565,-11.501771081019895,-3.4081715405946094,-15.818601431592326,-27.634259249093912,-13.735694165846413,-61.0878906505245,-0.38231110864410284,-93.63319873327158,-79.3371719837571
81,0.9410712119374014,-128.759420273873,-91.02364075695323,-53.3478244984088,-11.531666743299562,-3.4224890738840124,-15.828174598332806,-26.76244701949781,-13.02443079901153,-60.325342040225095,-0.34878573667840646,-93.20066054108506,-79.42543915144434
82,0.9321422179800751,-129.12753207858762,-91.34339657671347,-53.56613153180672,-11.576409337895845,-3.445893990409909,-15.8715724994995,-26.57618578596926,-13.000259841361736,-60.2519768917258,-0.3491549524545922,-93.53281527286687,-79.60293068902844
83,0.9276414923753843,-129.47412558517212,-91.66460092578251,-53.76874223343,-11.632562494671573,-3.405080951612403,-15.97137324875268,-26.122968767984332,-12.614751066451628,-59.890298890214055,-0.3458963177171455,-93.28068257560467,-79.77016699511022
84,0.9354491017964072,-130.05956176057754,-92.08949397947032,-54.004186089817956,-11.696511663294999,-3.4450627977304307,-16.08576098419097,-26.416363392241323,-12.994232009171885,-60.30401213874421,-0.36946907092332787,-93.79749051608115,-80.09679704270913
85,0.9272446757018393,-130.18442733125445,-92.3109663156458,-54.135859056404826,-11.738648896809135,-3.407748126824392,-16.11511919535936,-25.690767228165612,-12.353330028396085,-59.652643599764126,-0.356119932335049,-93.52989516824127,-80.14407723926465
86,0.9322248328212543,-130.49499385614018,-92.60558920852613,-54.33009849869494,-11.784410454718865,-3.3977975948828467,-16.200704323502062,-25.43459642019734,-12.310020914519576,-59.49874052817878,-0.35784325761344943,-93.66565834389155,-80.28753129091051
87,0.9416454368350068,-131.01385389443107,-93.0052554295535,-54.611358319446964,-11.815162542245192,-3.4113608034410743,-16.306639807233854,-25.432091784612318,-12.473581292198967,-59.56021382175536,-0.36092620074266846,-93.95993386518089,-80.55797234328249
88,0.9256922750295714,-131.5915103982597,-93.4208283543934,-54.90688723116837,-11.902123360999637,-3.4148976719290447,-16.381438280493125,-25.64703838610302,-12.95243964165641,-59.87924351894903,-0.3734287526074197,-94.35470215012187,-80.84835136183295
89,0.9306781095128732,-131.94938582381832,-93.74341456213807,-55.1256978740643,-11.951599044901641,-3.37505734173716,-16.401129702374313,-25.343845039007718,-12.782377790470088,-59.666759834567216,-0.3661889096588695,-94.42951560328649,-81.01598532140237
90,0.9332611181320335,-132.45417583146738,-94.12395464872877,-55.382104139727076,-12.02833557893766,-3.3645652742788443,-16.46765514219024,-25.385854382952072,-12.946570519313045,-59.75495921616414,-0.36151971620984885,-94.56832061523208,-81.28232630076785
91,0.9361149689028441,-132.18156360999322,-94.16795486447113,-55.39488844163627,-12.074031286875393,-3.295810453970955,-16.426327555704557,-23.959809124807112,-11.667321011735352,-58.38276093811793,-0.3095941384755997,-94.04715693003706,-81.08781531038672
92,0.9262223030523477,-132.98838349369686,-94.65600391142465,-55.728237345520256,-12.12413594178354,-3.330057920806665,-16.546118875765387,-24.83340386222916,-12.642997170138436,-59.34306421196506,-0.35140413289674444,-94.73561930156959,-81.52658061197592
93,0.9299245249246741,-133.00469930482046,-94.82288768237234,-55.80113356067773,-12.150259667168521,-3.3217088115479747,-16.436460837338654,-24.010580909298387,-11.904203265294768,-58.6123217158612,-0.328678903344897,-94.35959648195146,-81.51358585978305
94,0.9338787878787879,-133.36132890133672,-95.12327076881034,-55.98342057510407,-12.235825811473592,-3.303888611983853,-16.54984745493498,-24.012230255686088,-12.101761522127244,-58.71574422848428,-0.3430501973908078,-94.66862949643387,-81.68560839274222
95,0.9304812834224598,-134.09191960151708,-95.58022723604881,-56.261358000281355,-12.326954548764991,-3.3192428472336113,-16.673147482778845,-24.796450395702927,-12.98065147756132,-59.580973388510884,-0.3857459998420279,-95.30905651194769,-82.0974532264485
96,0.9263611437524482,-134.3218180108787,-95.79842907972252,-56.38736134827131,-12.423845718960017,-3.259260737828775,-16.680175509384252,-24.67207506970609,-12.890741294786913,-59.546629517374065,-0.39762496852442664,-95.63596462272122,-82.18779926584651
97,0.9339851834078162,-134.37973697698993,-95.97767971271716,-56.48477168526299,-12.452549775377733,-3.2314277389601456,-16.65450844256831,-23.761381289015908,-12.105158438619968,-58.75216222056319,-0.3671235653006954,-95.03666575925682,-82.1925157301552
98,0.9299200288617642,-134.70364695225328,-96.21512352322122,-56.640913708373276,-12.500197597598643,-3.2430346370855054,-16.725504771890197,-23.82801136848359,-12.237184524798675,-58.91492109979486,-0.38121156969665315,-95.39150190081797,-82.3503421098187
99,0.9314912831554081,-135.14470700470477,-96.53836173927378,-56.82360028577773,-12.587306404987642,-3.2507142369910267,-16.843292518040986,-24.09356632637637,-12.56065367003717,-59.23728525182987,-0.39644376576186396,-95.80515692609593,-82.58198576326046
100,0.9404719128039286,-135.3453189636997,-96.7545861138749,-56.97291331754712,-12.61547453152422,-3.234794186172274,-16.821538799409932,-23.69732406562828,-12.280442226374339,-58.898138969582725,-0.3855155034882668,-95.5870375943383,-82.66390046470856
101,0.9364688427299703,-135.84565640252467,-97.07953033420117,-57.18369915478113,-12.693613394351834,-3.232757023690389,-16.92351605025557,-24.244897743485016,-12.884991844388324,-59.49198429146004,-0.4194726885234385,-96.13362162097506,-82.9345479914782
102,0.9378449724022078,-135.61032452811327,-97.09208179528005,-57.18308950422615,-12.729249062637876,-3.161086127998553,-16.829359934281396,-23.09070915695305,-11.815938685726424,-58.39957792857337,-0.38021121062755636,-95.66899917414155,-82.771489730772
103,0.9336572491152301,-135.93838031541875,-97.33521331222443,-57.35437640367915,-12.794596384473651,-3.1695107441195254,-16.89099126089376,-23.237875406071883,-12.071338151695475,-58.63548725414049,-0.39705137305769767,-96.11389697758918,-82.93243241342918
104,0.929677828436849,-136.39740475587826,-97.64712366047983,-57.54974080158042,-12.855915278811558,-3.2070717151447896,-16.98223320406563,-23.710275500080254,-12.598488046105802,-59.181444016704546,-0.42207903719834033,-96.79795604526352,-83.15959692401461
105,0.9323358170683882,-136.5540258136264,-97.80461994449811,-57.7024239387984,-12.915789994962383,-3.186031308258164,-17.046812099508607,-23.366392547640483,-12.406790850772271,-58.9133165662607,-0.41673398688377566,-97.01185807064549,-83.20076518731726
106,0.9344559663814735,-136.5658098079361,-97.92142676861455,-57.79900406805192,-12.931687587796809,-3.1724621856056268,-17.008402943175287,-22.631345326071656,-11.816953892863278,-58.21711323748672,-0.38968116387424867,-96.78902316014353,-83.17389399092798
107,0.9368173314827107,-136.84248198215056,-98.14720223593513,-57.96127427248487,-13.021072337831075,-3.131552230378627,-17.073028271463127,-22.654634164367646,-11.973491167204882,-58.3570328877082,-0.39707268228239007,-96.94712579785401,-83.30503785679574
108,0.9311673843003824,-137.16129951003148,-98.39163702092445,-58.09841211553247,-13.092478667529935,-3.115836552184542,-17.125879145288668,-22.8536395070957,-12.190375337691501,-58.62295863570988,-0.4200452265983648,-97.29694091481025,-83.47011873336974
109,0.9348028749285778,-137.00878036159747,-98.42079151223885,-58.11218025175298,-13.144554793663424,-3.054235309077712,-17.08596097705759,-21.920535044294148,-11.388625958861303,-57.76326489514104,-0.39717013233189347,-96.9153222849625,-83.36011286161896
110,0.9289793965491463,-137.36668942663977,-98.65396473367132,-58.27877941107757,-13.188230069485927,-3.0567782046297545,-17.120508418766068,-22.120490568481692,-11.688335604874723,-58.05051944857423,-0.4196916057937749,-97.36209432561539,-83.5262255147419
111,0.9298587579092572,-137.917602408246,-98.98688677714645,-58.5045400375526,-13.273269498952411,-3.041111550297879,-17.23458971572449,-22.898011495630517,-12.455856408282328,-58.89769109981198,-0.4661716378651892,-97.97171288007533,-83.81473988372551
112,0.9307018077789275,-138.32850610373225,-99.23155378728241,-58.703745152283716,-13.346665527286044,-3.021949095109542,-17.30336515039881,-23.304396658694994,-12.931647698961475,-59.3586472262804,-0.49331883269423343,-98.5236364540388,-84.00909968172932
113,0.9290299140123531,-138.27155836253309,-99.2915916455431,-58.74560420459818,-13.36817883901972,-2.9591037194185876,-17.290384504931755,-22.763012704677468,-12.407236007077577,-58.85784691737128,-0.48739049480311336,-98.48487463870046,-83.95132814392285
