episode,service_level,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-1.590104949194938,-1.5692394621437415,-0.12149692041712115,-0.12433297566331021
1,0.9283001531393569,-1.5487680538749573,-1.46362235550643,-0.12676251425563537,-0.12830325567326226
2,0.937760589763732,-1.477937794358929,-1.3602039332760982,-0.13454187900191292,-0.13519025155510922
3,0.9393220644309004,-1.4205046024006927,-1.2721531083630944,-0.1407254753827748,-0.1384360633060944
4,0.9315320200012049,-1.5539085717369043,-1.3469551962703352,-0.1628447794966371,-0.1556488138772785
5,0.93256698044895,-1.5576769567759963,-1.3377948253566148,-0.17252391856432037,-0.16701824747129695
6,0.9363424876884499,-1.5922503092187048,-1.3189329286106375,-0.18340368728914686,-0.17188121612723609
7,0.9251181714832765,-1.7749427440767835,-1.4462616192108522,-0.2078229069751876,-0.1880593793040044
8,0.9282270700253104,-1.8744053513748573,-1.4646639552744374,-0.2258462270497331,-0.19827685585582866
9,0.9335900779331049,-1.8073435567147171,-1.3473435616351934,-0.23415443322609103,-0.2005230028248009
10,0.9347747855814791,-1.79666561707477,-1.296745626101116,-0.23598540261215484,-0.20124294953591354
11,0.9311507996265398,-1.8350558471592762,-1.2942188396275263,-0.24735694141332296,-0.20970814695264972
12,0.9310437912417516,-1.88283405990246,-1.321133858856723,-0.2531803855599898,-0.2163823317414577
13,0.928350220992814,-1.9341857739579027,-1.3539116655747592,-0.26992445856309016,-0.23071381414058842
14,0.937123745819398,-1.948829327432153,-1.3478216536469738,-0.27697556382439903,-0.23868872116474482
15,0.9314719289827256,-2.0326030139830165,-1.3994986634612778,-0.2890834845680105,-0.24803428244357076
16,0.9338701951862053,-1.9634184892435527,-1.286373684628239,-0.29884863076311274,-0.25367523168209144
17,0.9258745476477684,-2.0660939518579955,-1.365079177139153,-0.3145449600964385,-0.26498441103771875
18,0.9284967281202379,-2.114368383153891,-1.3563705333191511,-0.33150765546233685,-0.27344423640169385
19,0.9250622730410252,-2.2140455774752934,-1.4160967023202387,-0.33650785111388354,-0.2785242849392253
20,0.9320653789004457,-2.2049316862896298,-1.4118677933026285,-0.3449539547990622,-0.28540198843897535
21,0.9354466158101085,-2.091389660829505,-1.2967682681672696,-0.34767930419858417,-0.28537341917510284
22,0.9270845723801594,-2.1593342790246197,-1.332372995323524,-0.36134720653800717,-0.2981072144711826
