episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.8896786434960696,-89.5744783903437,-64.53856477177025,-29.633076348967553,-10.634022532422252,-6.276919458828056
1,0.9211824132468541,-257.24837242198396,-185.53500295942763,-24.025319637701013,-27.69498766925667,-18.026975664646994
2,0.9239328766713529,-353.8256268524126,-254.52555182071345,-16.237317369863455,-37.12232160701975,-25.440644251798826
3,0.9328953683705303,-418.9008775892306,-301.1475874275314,-14.259831045445285,-42.762274622137085,-30.497472929754206
4,0.9422071840729888,-454.49275145855654,-326.33010604793446,-10.043488585518102,-45.79151715242117,-33.672283280184125
5,0.935271201678154,-474.80878142692495,-340.0057378744559,-6.2412627553924365,-47.300178838629655,-35.562126167047424
6,0.9297703047590452,-493.9813527657066,-353.2891447292785,-5.596534664936543,-48.91686413997305,-37.62690621961208
7,0.9439459837586301,-505.1411748535203,-360.4755971660646,-2.0960005169770297,-49.957906077345235,-39.425308645593915
8,0.9366437847315088,-515.9815465643493,-367.5654456080321,-4.383112325887915,-51.08369200213474,-41.070430395271984
9,0.9422874816082635,-516.3366215307389,-367.1422615946792,-1.2751875682033558,-51.3861520500638,-41.615428797237705
10,0.9369325747488197,-514.368012651421,-365.14224287735493,-0.9484992586783955,-51.48398672924939,-42.10605312506333
11,0.9403447549712705,-515.9140504495517,-366.82847439291356,-2.608231742817928,-51.376493247308645,-42.910414978273884
12,0.9353517580317325,-513.5826320915965,-364.7686031897903,-2.6111209683566265,-50.77243488494152,-43.24031957076591
13,0.9363034532116657,-510.1478735496327,-361.2576544662258,-0.8979460728725916,-50.459411834419775,-43.46558429241136
14,0.9386799623020096,-506.05112256566645,-357.5850869471797,-0.2910249821069407,-49.85457090282452,-43.861757280779614
15,0.9321024597522294,-503.5268825277909,-355.08186003007177,-4.334454751982228,-49.419957201198216,-44.573483483624656
16,0.9295549730332339,-507.86369663618837,-357.68803546863853,-3.261721417855896,-49.46177496094518,-45.43777224809271
17,0.9458643406124192,-504.64881151674257,-355.39099703733245,-2.1587734558251945,-49.016162990388054,-45.9719960701442
