episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,alpha,alpha_initial,epsilon
46,0.9253443387521599,-0.24166367458373408,-0.1275596054833461,-0.05305804811957763,-0.02640593142644981,-0.03586508597776773,-0.022779898870019567,-0.029300867045570476,0.008387,0.02,0.126145
47,0.9206498231260583,-0.24516757942971698,-0.12940428947602156,-0.05380896312018966,-0.026800223901441694,-0.03635100701306157,-0.02309514578431619,-0.02968817001493763,0.008283,0.02,0.124888
48,0.9168057967143048,-0.2487481780190635,-0.13127237092024285,-0.0545885997257916,-0.027170411155403338,-0.03688287652389465,-0.02342634368952264,-0.030131895105156837,0.008181,0.02,0.123643
49,0.9252920904429688,-0.25195646506565433,-0.13297910533257526,-0.05528834663297768,-0.02753012129666267,-0.03734177915837451,-0.023734789389478286,-0.030534792948371872,0.008081,0.02,0.12241
50,0.9265779448537432,-0.2550405566330106,-0.1345425218689062,-0.05593008683118917,-0.027834283506423377,-0.0377732215561332,-0.02400265982437861,-0.030930730617859427,0.007984,0.02,0.12119
51,0.9222295104024757,-0.25831225579643785,-0.13625907679450516,-0.0566529316922744,-0.02818624238925845,-0.038289723841321004,-0.024324609379155537,-0.031288840364465706,0.007889,0.02,0.119982
52,0.9329633440731432,-0.261042134423569,-0.13768050755116168,-0.05722004782236441,-0.02849671554329807,-0.03869423108085804,-0.02458936203533113,-0.03154819365271299,0.007797,0.02,0.118786
53,0.923469387755102,-0.26418638176401726,-0.13932318649352057,-0.05790688716297222,-0.028826665117947806,-0.03914394234394876,-0.02487222714287915,-0.03198780258784676,0.007706,0.02,0.117601
54,0.9229091153174923,-0.26726677024803247,-0.1409419928401708,-0.058587823040492454,-0.029143804742716713,-0.03959866286426872,-0.025162200969627097,-0.0323702236809047,0.007618,0.02,0.116429
55,0.9249769739596416,-0.27024288505489075,-0.14248742028397499,-0.05922113834368088,-0.029482672158594573,-0.04003787489668661,-0.025447506464682006,-0.03263658782109084,0.007531,0.02,0.115268
56,0.9291406381901064,-0.27300557046105356,-0.14393063758738198,-0.059811596999250385,-0.029785989848679764,-0.04042659762268042,-0.025708131872763957,-0.032916361084323595,0.007447,0.02,0.114119
57,0.922562478000704,-0.2760128503328453,-0.1455013502103796,-0.060468001760140444,-0.030098607190439036,-0.04086459012607673,-0.025981031421136364,-0.033316369129574565,0.007365,0.02,0.112982
58,0.9205647533406168,-0.2791228475658682,-0.14715522091454708,-0.06114539638899909,-0.030452178092504667,-0.04132034288872197,-0.026268822060704276,-0.03363715823421761,0.007284,0.02,0.111855
59,0.9220382466622783,-0.28208652294442593,-0.14870860942515599,-0.06178318334922858,-0.030759132892654126,-0.04174490252136559,-0.026555124580006424,-0.03394064091162913,0.007205,0.02,0.11074
60,0.9280361867372194,-0.2846842302432126,-0.15005197718988325,-0.062331608323422584,-0.03103388039125137,-0.04211933032357784,-0.026783164527521042,-0.034241402753796314,0.007128,0.02,0.109636
61,0.9205722412783401,-0.28765220500636207,-0.15162574766700293,-0.06298640590901973,-0.03135831717402708,-0.04255301944583992,-0.027068226137202146,-0.03466402425185929,0.007052,0.02,0.108543
62,0.9205359400016854,-0.29059706557998544,-0.15321189632315663,-0.06365667765363295,-0.031685394492118726,-0.042997131603081114,-0.02734836128038377,-0.03502733002153757,0.006978,0.02,0.107461
63,0.9259643544473266,-0.2933628046787952,-0.15464714349019104,-0.0642539924465268,-0.03196528899392286,-0.04340353535205063,-0.027590827082141906,-0.03542426744806435,0.006905,0.02,0.10639
64,0.9241920112357672,-0.29610758863523,-0.15607432561859175,-0.06483801278002242,-0.03226506736479581,-0.04378723466809859,-0.027846335836408383,-0.03574081902343601,0.006834,0.02,0.105329
65,0.9232617535369829,-0.29884587939863594,-0.15752109178613097,-0.06542419234335965,-0.03259096675797903,-0.04419707196564277,-0.028111640926362758,-0.03604281048536246,0.006765,0.02,0.104279
66,0.9182570455041374,-0.3017737537722399,-0.15905481553443365,-0.06608124666515391,-0.03289056761317113,-0.04464308659300953,-0.028382399138837593,-0.03643269135650715,0.006697,0.02,0.10324
67,0.9252167751948446,-0.30438020101227775,-0.1604088317202353,-0.0666433476156173,-0.03316146353973734,-0.04502249095481597,-0.02862815300427908,-0.03674513572339141,0.00663,0.02,0.10221
68,0.9185033488325248,-0.30718169503967263,-0.16188287172804344,-0.06726689157685282,-0.033447696620705056,-0.04544624422587896,-0.02888416783181175,-0.037149614159209116,0.006564,0.02,0.101191
69,0.9242411544843538,-0.3097627711529399,-0.1632327804672573,-0.06781950803753331,-0.03373140831535811,-0.04584019589695755,-0.02913437473815902,-0.03744113091145271,0.0065,0.02,0.100183
70,0.928404013152348,-0.3121762983723448,-0.16448658545265632,-0.06833572787657341,-0.033984546588995565,-0.04619439003070048,-0.029356795944457028,-0.037747426936562745,0.006437,0.02,0.099184
71,0.9231039267146989,-0.31478973168711366,-0.16584811507648914,-0.06888145118069317,-0.03427465299026823,-0.046551445905315826,-0.029597308148189838,-0.03805706220227588,0.006375,0.02,0.098195
72,0.92429878355283,-0.31730716254631136,-0.16715623826637377,-0.06942953664417123,-0.034526201892797946,-0.0469339304407159,-0.029834957288039414,-0.03835241001781219,0.006315,0.02,0.097216
73,0.9244052833748905,-0.3198005325715432,-0.16845631722471177,-0.06997267489091705,-0.03478692714239579,-0.04729558505031844,-0.03004815340882749,-0.03868255429849255,0.006255,0.02,0.096247
74,0.9280220430380175,-0.32211959620993696,-0.1696588540053163,-0.07046668658031928,-0.035036355275423245,-0.04763889581432308,-0.030258021482166993,-0.03893213509519143,0.006197,0.02,0.095288
75,0.9290634543603664,-0.3243961857705792,-0.17081673563851787,-0.07094594636712662,-0.03525998375059427,-0.047965455846294996,-0.030459883083157408,-0.03917512802795893,0.00614,0.02,0.094338
76,0.9292241320741899,-0.3266628380138421,-0.17200315755155374,-0.07142027100252907,-0.03551325595722418,-0.048266473401746335,-0.03066173961854718,-0.03946449770500069,0.006083,0.02,0.093397
77,0.9217305702939901,-0.32918859899612163,-0.17333442709385008,-0.0719785828830219,-0.03578347299570957,-0.04862664076042585,-0.03089656921479341,-0.03975896106792221,0.006028,0.02,0.092466
78,0.9221376866360995,-0.3316174844963748,-0.1745936810327313,-0.07251464246381831,-0.03602953052178142,-0.04896733875931833,-0.03110937997012894,-0.04003850035495335,0.005974,0.02,0.091544
79,0.9223881611363134,-0.33404314525001727,-0.17586405521326923,-0.07301979964817581,-0.03631100394893126,-0.049311042706773264,-0.03133826741292432,-0.04031507349081331,0.005921,0.02,0.090632
80,0.9234411201772943,-0.3364670054488551,-0.1771211901526734,-0.07353730400088423,-0.03656606610718339,-0.049665885641823206,-0.0315685976187311,-0.040604492632953106,0.005868,0.02,0.089728
81,0.92294474393531,-0.33884097349833453,-0.17837148767671376,-0.07404920986797728,-0.036831359780015394,-0.050006837085560786,-0.03179056607690932,-0.040898680326559904,0.005817,0.02,0.088834
82,0.9256464246609956,-0.3411118461810505,-0.17953174740911992,-0.0745325986332649,-0.03706293142857705,-0.05035177508444455,-0.0320039765913533,-0.04115578070139172,0.005767,0.02,0.087948
83,0.9235826215616383,-0.343408810722264,-0.1807253034837239,-0.07503566052686285,-0.037291955327077415,-0.050695582126340635,-0.03220933936385564,-0.04145458479526575,0.005717,0.02,0.087071
84,0.9246120102356186,-0.34571291197590853,-0.18189551970019113,-0.07551763482024469,-0.037515520525413175,-0.05102439672614951,-0.032407888136225464,-0.04176798620509467,0.005668,0.02,0.086203
85,0.9225209402864091,-0.34802960093145685,-0.18309250638108107,-0.07601472560881473,-0.03775029512671485,-0.0513625923205751,-0.032619866947750896,-0.04206366173622301,0.00562,0.02,0.085344
86,0.9235572599392531,-0.3502715185339164,-0.18426580199312587,-0.07651628601025284,-0.03796262907521177,-0.05169988380168798,-0.032813069270071084,-0.04243301521985842,0.005573,0.02,0.084493
87,0.9216434212737356,-0.35254709451075683,-0.18548054985916537,-0.07702297151066648,-0.03821124115832903,-0.052034946428951484,-0.033026994996863214,-0.042737991699230427,0.005527,0.02,0.083651
88,0.9237587155808418,-0.3547494704365311,-0.1866372827553242,-0.07749990270227475,-0.038437576972496466,-0.05235933687561488,-0.033227248488337434,-0.0430414935482922,0.005481,0.02,0.082817
89,0.9200108002295049,-0.3570159651692686,-0.18781939255292956,-0.07799220248535518,-0.03868225171674713,-0.05269494646368125,-0.03343146406997244,-0.043293425106237626,0.005436,0.02,0.081991
90,0.9261572558303531,-0.3591188633926766,-0.1888865765966076,-0.07843214889806248,-0.038908216191286434,-0.052988627114931866,-0.033616692053575016,-0.04352521621800491,0.005392,0.02,0.081174
91,0.9269885306357208,-0.3611704380806659,-0.18994693439625587,-0.07885804689100714,-0.03912994302945841,-0.05328118941283885,-0.03379536672304711,-0.04376043814532941,0.005349,0.02,0.080365
92,0.9288849719505787,-0.3631705091765201,-0.19097110177144522,-0.0792739101533785,-0.039342334871888526,-0.05357478795752622,-0.03399495710599151,-0.04392446840451444,0.005306,0.02,0.079563
93,0.9228198014506802,-0.36532411501690704,-0.19210301426748988,-0.07975057281880338,-0.03956491494645162,-0.053896663067527516,-0.03418535946536065,-0.0442412783751772,0.005264,0.02,0.07877
94,0.9302136592963803,-0.36721489166260457,-0.1930709955725562,-0.08013764325710204,-0.03976000680154487,-0.054157343576974895,-0.034353438276589224,-0.0444608465080354,0.005223,0.02,0.077985
95,0.9241247420778045,-0.3692917312233406,-0.19417176509306938,-0.08059668443361634,-0.03997876411986409,-0.0544582381064737,-0.034542356084015804,-0.04474005369259628,0.005182,0.02,0.077207
96,0.9224715875508722,-0.3713658226634857,-0.19525917172543644,-0.08105024280941057,-0.04019410542995652,-0.054758947515056305,-0.03473127153780679,-0.0450434053673145,0.005142,0.02,0.076438
97,0.9225279983880987,-0.3734588490286274,-0.1963564085561884,-0.08150610780983777,-0.04041431905634598,-0.055066023415071455,-0.034931433340657174,-0.04531821938164635,0.005102,0.02,0.075676
98,0.9297459397533526,-0.37534133659808316,-0.197337644283759,-0.0819156580438057,-0.040610383111430434,-0.05534239426352004,-0.03509642915135682,-0.04556503953713531,0.005064,0.02,0.074921
99,0.9249428305242653,-0.3773277294046856,-0.19837293166548173,-0.08235354430425132,-0.04080910767372265,-0.055648488783722465,-0.03527904392930014,-0.045854615881875255,0.005025,0.02,0.074174
100,0.919925885121939,-0.37945237716138347,-0.19949531310185697,-0.08283375898762252,-0.041033084244524856,-0.05596004137766225,-0.03547383374054257,-0.046115070739625834,0.004987,0.02,0.073435
101,0.9212517310095586,-0.38151930256544747,-0.20056261816924464,-0.08328454491209655,-0.04123222120524357,-0.05625971748144242,-0.03566536361150062,-0.046376079311049874,0.00495,0.02,0.072703
102,0.9223304225399326,-0.3835244019268722,-0.20160275000414135,-0.08372322731381839,-0.041432679110734186,-0.05656557584175311,-0.035859721053081904,-0.04664777394115627,0.004914,0.02,0.071978
103,0.9297851116709216,-0.3853583464395496,-0.2025516193794484,-0.08412453066489715,-0.04161771666242019,-0.056849369459436375,-0.03603045569481803,-0.04689210033036709,0.004878,0.02,0.071261
104,0.9244068080825019,-0.38730631030187723,-0.20356042879739328,-0.08454210557596412,-0.041824575305314866,-0.057122359609392145,-0.03621389802553468,-0.047124648941817,0.004842,0.02,0.07055
105,0.9227726407851253,-0.3893255598282305,-0.20460830463251822,-0.08498574273451007,-0.04203118188991622,-0.057430862445832315,-0.03639582710310544,-0.04739307209314846,0.004807,0.02,0.069847
106,0.9239029339646572,-0.3912518551150357,-0.20560255039599834,-0.08539606928796964,-0.04222526461701427,-0.05769988630869327,-0.03656616041890863,-0.04763726989080973,0.004773,0.02,0.06915
107,0.9284501494159196,-0.39303972433700995,-0.2065158532114448,-0.08576559518962518,-0.04241385824042177,-0.05795183467140294,-0.03673076923963762,-0.04783174150453981,0.004739,0.02,0.068461
108,0.9233356085704297,-0.394980228472059,-0.2075145436373093,-0.08617649860689887,-0.042612956271559026,-0.05824351252582435,-0.0369155698753868,-0.048077261526509374,0.004705,0.02,0.067779
109,0.9275011758382047,-0.3967301102178524,-0.20841285305184432,-0.08655710559399402,-0.04278587007387666,-0.0585028732423218,-0.037076794140460965,-0.04831797551419254,0.004672,0.02,0.067103
110,0.9319170460293373,-0.3984111419429081,-0.20927343380440216,-0.08690852363518216,-0.042960236061610056,-0.05874720717731774,-0.03723108915341527,-0.048535941863250005,0.004639,0.02,0.066434
111,0.9231630178568401,-0.40027072926540164,-0.21023573996185388,-0.08731182806643113,-0.043142051823834675,-0.059004720455464406,-0.03739409408556563,-0.048779416346716765,0.004607,0.02,0.065772
112,0.9199852321737233,-0.40217834299886246,-0.2112489956435172,-0.08773916721611334,-0.04334304378482994,-0.05928065762656491,-0.0375790486922228,-0.04904428720667627,0.004575,0.02,0.065116
113,0.9270999229386078,-0.4038765747170495,-0.21210958169337216,-0.08810211900450376,-0.04350793594567749,-0.05953390814205759,-0.03773923597324419,-0.04930202197411802,0.004544,0.02,0.064467
114,0.9229489463247403,-0.40570218429141397,-0.21306986183006188,-0.08849343259704882,-0.0437058703045302,-0.05980129269317442,-0.03792431427855395,-0.0494950997522561,0.004513,0.02,0.063824
115,0.9247251912263816,-0.4074615195015404,-0.21398328417986323,-0.08887488075819441,-0.04387928198475665,-0.06005298591727291,-0.03807012477252047,-0.04976080883839003,0.004483,0.02,0.063188
116,0.9269883323992459,-0.40917809274671574,-0.21487152827181566,-0.0892407837155264,-0.04406011646453971,-0.060298600979140866,-0.03821784209868421,-0.04993438214933334,0.004453,0.02,0.062558
117,0.922783491295288,-0.41098296436135123,-0.21580476587424302,-0.08963246118270163,-0.04424200882632717,-0.06055597460633488,-0.03837621154879032,-0.0501496280329871,0.004423,0.02,0.061934
118,0.9177359758145784,-0.41289451346833234,-0.21682068509296062,-0.09006493337454774,-0.04443335700367722,-0.060838552492148014,-0.038549677447239354,-0.05043727139690943,0.004394,0.02,0.061317
119,0.9226116468967371,-0.4146938975656993,-0.21775838921300994,-0.09046128344163695,-0.04461592430195909,-0.0611059814355031,-0.03871437672273763,-0.05066536710314577,0.004365,0.02,0.060706
120,0.9277211454630809,-0.41634660682720004,-0.21861619908688595,-0.0908156766047855,-0.04478505920014436,-0.061349973652598665,-0.03886493395174411,-0.05083045780088307,0.004336,0.02,0.0601
121,0.9251588052439519,-0.4180560144522302,-0.21949078498767086,-0.09118432840625906,-0.04495258004734852,-0.061593810525011054,-0.03901830497318898,-0.05104835366949899,0.004308,0.02,0.059501
122,0.9243248690044337,-0.4197739488188168,-0.22039073524817138,-0.09156655463081721,-0.045129095146700035,-0.061853778268597025,-0.03916606105139745,-0.051243555772719857,0.004281,0.02,0.058908
123,0.9226255161921322,-0.42154653679856974,-0.22130352493778918,-0.09194515768688276,-0.04531238068450229,-0.06210737075123792,-0.03932920078133919,-0.05144709782487589,0.004253,0.02,0.058321
124,0.92543078835108,-0.4232192330564258,-0.22217979558288817,-0.09231075325729537,-0.04548135108648437,-0.06234720458566588,-0.03948009895523492,-0.05165139643862201,0.004226,0.02,0.057739
125,0.9298230690711127,-0.42475612350602443,-0.22298157115044429,-0.09264348585155163,-0.0456395464156613,-0.06256615316930225,-0.03960103529525956,-0.05185342766294859,0.004199,0.02,0.057164
126,0.9193814086401075,-0.42656000846465675,-0.22393489268534486,-0.0930519673236364,-0.045823113097360986,-0.06284142552305241,-0.039771846478195566,-0.05210956474593255,0.004173,0.02,0.056594
127,0.9299536060733867,-0.42809294317460955,-0.22472726592983341,-0.09337425337305905,-0.045989696767996704,-0.0630515866698051,-0.03991473553337789,-0.05230290594926048,0.004147,0.02,0.05603
128,0.9248442952796005,-0.42976791549912724,-0.22559908628640013,-0.09373043079135392,-0.046172968359149934,-0.06330215537181913,-0.040073031707887875,-0.052492441340167055,0.004121,0.02,0.055471
129,0.9244191910701678,-0.431411098670897,-0.22645177965432145,-0.09408031964730297,-0.04634921233120616,-0.063536929663043,-0.040231901637212325,-0.05267624534023189,0.004096,0.02,0.054918
130,0.9241415088024634,-0.4330468299603777,-0.22729343458987877,-0.09443298654274689,-0.04651167729044376,-0.06377136877009815,-0.04038715681286538,-0.052901381041960634,0.004071,0.02,0.054371
131,0.9220792312086288,-0.4347222286177548,-0.22816830634517057,-0.09479496375836126,-0.046687672912947654,-0.06401567861295318,-0.04054675470750558,-0.05309614098508003,0.004046,0.02,0.053829
132,0.9224375804806261,-0.4363865123186301,-0.22903487686116664,-0.09516017198099098,-0.04685763612730397,-0.06426825515201642,-0.040704379517493165,-0.05329773264269998,0.004022,0.02,0.053292
133,0.9269511207129355,-0.43791636542881546,-0.22982394093764363,-0.09548458914351034,-0.047017206083472984,-0.06448473632950404,-0.0408437850384863,-0.05347817616735414,0.003997,0.02,0.052761
134,0.9273678488925126,-0.4394327227018124,-0.2306233426798666,-0.09582225523439891,-0.04717160979531141,-0.06471030802802252,-0.04097789485032643,-0.053701751829386406,0.003973,0.02,0.052235
