episode,service_level,rebalancing_imbalance,vehicle_functional_load
0,0.9088698054287774,-135.81106840968414,0.0
1,0.902498275500105,-168.47493330062008,0.0
2,0.9211837445224803,-137.81700223663682,0.0
3,0.9039114879288055,-160.42131383481356,0.0
4,0.9131857147184442,-140.16384195436993,-0.1795928337766437
5,0.9119241999880817,-154.13844776313246,-0.8861018776080503
6,0.907869307887426,-148.0674769576769,0.0
7,0.9145932218762282,-154.1959924216896,0.0
8,0.9123423423423423,-145.94442051999496,0.0
9,0.9047362755651238,-141.04135474159304,0.0
10,0.9081885116403852,-159.12258291370676,0.0
11,0.9118857419511014,-152.00241728196607,0.0
12,0.9190118730747375,-150.79271324701884,0.0
13,0.9229619890031078,-134.3721442569427,0.0
14,0.907391291300303,-171.71088382625018,0.0
15,0.9163267184001472,-145.30291152623508,0.0
16,0.9146096178460413,-150.51677577546292,0.0
17,0.9256587486040264,-130.87162604313795,0.0
18,0.9191940361067034,-158.45537164289928,0.0
19,0.9200386228538668,-142.8911585073623,0.0
20,0.9183789442201287,-176.1101690164529,-0.024328154500692385
21,0.9084395871281117,-161.99606380143717,0.0
22,0.9104210845198425,-178.0442270936629,0.0
23,0.9200663850331925,-155.87104018308082,0.0
24,0.9163870499682597,-197.00798026985134,-0.9230201524001943
25,0.9219868824839039,-169.29239424350789,-0.024256435136702923
26,0.9226165286258389,-146.95807642458436,0.0
27,0.9170545411146915,-173.54118907909225,0.0
28,0.9107008629243212,-185.98431848139234,-0.38388388852354804
29,0.9160508782556027,-193.64628150867983,0.0
30,0.9142797344973987,-180.6658617873164,-0.060298087920794746
31,0.9039853440249872,-209.72592403233344,0.0
32,0.9241965916918746,-171.53857097917594,0.0
33,0.9087120640193266,-209.84815768303068,0.0
34,0.9192131226197259,-171.07715314417715,-0.4068863063511394
35,0.9235819642643003,-163.7496259581878,0.0
36,0.918037717688814,-179.42421804301893,0.0
37,0.9205131315581974,-175.6487837197735,-1.1369790770696973
38,0.9107450793839567,-203.60720567112125,0.0
39,0.9280233271945979,-156.13068734473487,0.0
40,0.9238712776176753,-193.41257664325687,-0.7003730535242187
41,0.9153087543620088,-202.53020944445575,-0.12741063225908011
42,0.9237216847924052,-187.10192121916057,-0.794586697161304
43,0.9212733339345297,-192.66898533923384,-0.42949706046172215
44,0.9133728783696482,-219.39786305099287,0.0
45,0.9157101973188733,-218.34655242395817,-0.036849629884255275
46,0.9201358357842394,-210.01897794658427,0.0
47,0.9155668052793347,-211.0068040220087,0.0
48,0.9143552603900592,-225.348173079283,-0.61191470056543
49,0.9018991133477114,-282.37043192434703,-0.4850912976543184
50,0.9294842606927116,-218.3231924944955,0.0
51,0.912945201295131,-226.46328852163697,-0.5930582191829862
52,0.9128854425395287,-235.97566306060918,0.0
53,0.9184335851002517,-236.56836916705794,-0.48112679671083725
54,0.9210312565807286,-238.378035000033,-0.39735171307213524
55,0.9177779106619626,-251.8500282300879,0.0
56,0.9129248845992446,-274.2072734451101,0.0
57,0.9068192858877824,-299.59570961061513,0.0
58,0.9204545454545454,-275.23754576946004,0.0
59,0.9093065857833569,-304.64786937394916,-1.2758609801669203
60,0.9129593810444874,-316.3259956755546,-0.39401591554251875
61,0.9269955754894236,-276.7308468561214,0.0
62,0.9293149865390368,-254.60335955521035,0.0
63,0.9233322369404658,-272.13021277884025,-0.5679278842518393
64,0.9122100417903216,-300.7245641058707,0.0
65,0.9236496832497674,-292.2045115148175,-0.8435113772759372
66,0.9099517545173953,-312.3402959925174,0.0
67,0.9197549402366508,-309.33718054801136,0.0
68,0.9191546361065634,-322.44819354824955,0.0
69,0.9038455774360818,-374.23755592508365,-0.08673404624276781
70,0.9276365734414381,-347.65533401199855,-0.19600071817544493
71,0.9258881726877529,-332.10101012878886,-0.13164757485717443
72,0.9081675455417066,-361.3472303104049,-0.15672948167623688
73,0.9322801154488835,-320.76377458825493,0.0
74,0.875728503541648,-414.9389978183637,-28.555004617558005
75,0.8926533416987841,-441.55756377639796,0.0
76,0.8917635746266415,-453.9085761172205,-40.6138409085001
77,0.8389507396675309,-483.03724401443543,-35.26775271774047
78,0.8734555780442861,-498.57237904035344,0.0
79,0.9266151897206973,-460.09480887593867,-2.039378535590836
80,0.9230561230621319,-446.9324895630286,0.0
81,0.8995216741405082,-463.396093282198,0.0
82,0.9150704734369353,-433.05615553358666,-1.0620789647818234
83,0.8946110719647069,-433.9464229206681,-27.89613122236971
84,0.9135646687697161,-436.6753932240596,0.0
85,0.923461958500182,-413.284185254759,-1.1193732845438813
86,0.9192004589510553,-406.79355334045147,-1.8273436448572982
87,0.9127887862757404,-420.8439923391334,0.0
88,0.9293635847308164,-407.3047450449443,0.0
89,0.9139960166576137,-421.87864114138836,-4.160552076327078
90,0.8883765494939817,-458.01664454043316,-28.434608041062884
91,0.8806471947888211,-468.1623898478165,-0.07588940142134683
92,0.9102971127351144,-463.3707466800532,-0.7564128685461908
93,0.9286657067434605,-450.88574343828276,0.0
94,0.9287540325035,-442.1935536101995,0.0
95,0.9226452072692719,-455.5550415752986,-0.4588594739719113
96,0.9298352654057352,-444.02755089712036,0.0
97,0.9253063431042767,-434.2230339065119,0.0
98,0.9315561741656329,-428.77846985433536,-2.3168964918702875
99,0.9350881444235779,-424.70794881349724,-1.7913335366917063
100,0.9243763149984972,-444.95628495322046,0.0
101,0.9316994052982519,-445.23675695699706,0.0
102,0.8690886030077912,-480.58662964342574,0.0
103,0.9001951658910073,-497.7825091145531,0.0
104,0.919461659982987,-487.5839960140302,-1.4542873293648575
105,0.9250703884229966,-479.3564878359789,-0.2432213307112071
106,0.9306203533696535,-477.2468404810518,-0.5162824922618353
107,0.9299993923558364,-467.242728496229,-0.5920040016187658
108,0.9355272999252057,-464.789983984305,0.0
109,0.9254093031503043,-469.26038305191287,-0.687993435842327
110,0.927003358925144,-464.86838934493994,-0.1655597333120614
111,0.9165419833622599,-460.73606859213675,-1.0264435648200179
112,0.8870665700132898,-472.58462344698495,-1.510917928813517
113,0.9365760175214455,-456.86620645043155,-1.080365727628533
114,0.9346617100371747,-456.1947419308205,-0.2438171653993392
115,0.9269022470901529,-468.444999724451,-1.1059977738642763
116,0.9331836387911154,-466.43931015214685,-1.5881271031958881
117,0.9299339803462229,-470.8599986918296,-2.71425033296579
118,0.933466946038687,-465.30833685257556,0.0
119,0.9105710667551107,-478.3065372009617,-0.40627081551058714
120,0.9315268242299046,-475.07727921674547,0.0
121,0.920606356371622,-480.6001657431797,0.0
122,0.8631718967289437,-511.7422797693646,-0.6006060589153159
123,0.9370752881305193,-502.5807361399504,0.0
124,0.9300638767834756,-501.0681135294057,-0.1873801766724067
125,0.9296621231899457,-500.0975387641561,0.0
126,0.9279465516208281,-504.493690846544,-0.999592650691435
127,0.9297516874866375,-506.3302226451293,-0.17290784939617113
128,0.9282439111534568,-494.2270979560365,-0.01220016308008938
129,0.9218030728761882,-495.3116401978222,-0.4224304040618575
130,0.9344188557034905,-494.96053228052045,0.0
131,0.9199831922684435,-499.25083436977206,-0.4748084779927588
132,0.9387165678871205,-493.113273353899,-0.12530685859651955
133,0.9362003923343896,-487.55723418128287,-1.3188819022898743
134,0.9309154231843156,-493.61293635014124,-0.4154666229076379
135,0.9311024816455312,-495.4261472184321,-0.11432135812229245
136,0.9048811391335827,-496.2452580148179,-0.16625606085130223
137,0.9272727272727272,-506.1353655142705,-0.218207700223606
138,0.8925739005046864,-526.5765782304327,0.0
139,0.934822641509434,-514.6976541979654,0.0
140,0.9187328644653713,-518.2998045792393,-0.45984322474976214
141,0.9304300849365227,-520.4846047537417,0.0
142,0.9318962918299668,-518.4843703166418,-1.0807554810795525
143,0.9343092295076989,-510.20046176176845,-1.0626858107769905
144,0.920608421443146,-495.3395088790906,-1.0642740118801444
145,0.9337004871849185,-494.848735231585,-1.601293414534151
146,0.9338397748252172,-496.062428762076,-2.4650636516768625
147,0.934727426568355,-492.52672985283704,-0.13502718421355395
148,0.937150457994498,-487.8091013519129,-0.4659503883001738
149,0.9255500673551863,-501.7614774628319,0.0
150,0.9355401745410773,-500.20572028824205,-2.096754771318894
151,0.9343182091707787,-498.0824964263717,-0.03151921097314819
152,0.929270621941029,-503.1351750110212,-0.04484571099794749
153,0.8878022111529583,-511.5370861013114,-16.811476595564013
154,0.9311722509761191,-510.67568322608906,0.0
155,0.9414848740508618,-503.79644215354625,-0.5662698619590887
156,0.9268470659775008,-504.37608664839115,-0.29085350679378164
157,0.9024817431573948,-511.47385865421813,-0.6180584533341875
158,0.926933059696988,-515.2062265993228,-0.9916893394489759
159,0.9324853818795588,-514.3888777610802,-0.29563392800998267
160,0.9324112193821639,-517.4271861813785,-0.13400456741715772
161,0.9335730337078652,-513.0970958093241,-1.0569871035354677
162,0.9370274810992439,-510.105948567698,-1.0464812453803203
163,0.8912809150248517,-517.0380005144123,-0.53360471245396
164,0.9357658571513814,-511.89275428272583,-0.5016575716783442
