seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_temporal,0.0,504,40620,0.9164,399.107,3419,1602,60092,56673,56670,162,44,186,162,162,164,6391,6560,0.025,0.0329,0.9421,0.0495,0.082,0.8685,38,63,207,194,186,164
43,Imbalance_temporal,0.0,504,40620,0.9177,396.4809,3453,1493,60072,56619,56620,137,43,166,137,137,140,6555,6691,0.0235,0.047,0.9295,0.0392,0.1162,0.8446,30,89,180,195,166,140
44,Imbalance_temporal,0.0,504,40620,0.9193,397.0046,3537,1298,59914,56377,56375,190,42,177,190,190,182,6103,6305,0.0172,0.0385,0.9443,0.0798,0.1047,0.8154,61,80,225,231,177,182
45,Imbalance_temporal,0.0,504,40620,0.9125,395.3371,3712,1496,59498,55786,55785,170,41,215,170,170,169,6187,6356,0.0303,0.0421,0.9276,0.056,0.1042,0.8398,43,80,236,211,215,169
46,Imbalance_temporal,0.0,504,40620,0.9243,396.1654,3276,1204,59172,55896,55892,166,40,173,164,166,167,6285,6458,0.0185,0.0278,0.9536,0.0404,0.1239,0.8357,31,95,191,231,173,167
47,Imbalance_temporal,0.0,504,40620,0.9224,396.4267,3413,1197,59398,55985,55989,155,43,183,155,155,165,6347,6515,0.0105,0.0553,0.9342,0.0443,0.1237,0.832,34,95,210,210,183,165
48,Imbalance_temporal,0.0,504,40620,0.9197,396.1291,3487,1307,59704,56217,56223,143,42,187,143,143,137,6441,6588,0.0119,0.045,0.943,0.0655,0.1442,0.7903,50,110,229,205,187,137
49,Imbalance_temporal,0.0,504,40620,0.9247,396.548,3134,1322,59148,56014,56012,155,44,184,155,155,160,6282,6437,0.013,0.0417,0.9452,0.0417,0.1108,0.8475,32,85,206,215,184,160
50,Imbalance_temporal,0.0,504,40620,0.9251,395.6683,3357,1093,59412,56055,56049,172,40,200,172,172,173,6252,6427,0.0225,0.0436,0.9339,0.0444,0.1229,0.8327,34,94,219,228,200,173
51,Imbalance_temporal,0.0,504,40620,0.9164,396.9131,3511,1470,59574,56063,56062,171,41,215,168,171,158,6323,6498,0.0224,0.0342,0.9434,0.0352,0.1107,0.8542,27,85,225,219,215,158
