episode,service_level,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8957455770850885,-1.5344562761019915,-1.50236628735438,-0.12028701397302939,-0.11318221560304664
1,0.9213727064561216,-1.6831452024034974,-1.5922942218418434,-0.1493475364569804,-0.1359496724346637
2,0.9256839276990718,-1.6591108888277373,-1.4959065083487606,-0.15694646627989192,-0.1375087717720439
3,0.9261660363767333,-1.7039231514434274,-1.4765159342289695,-0.17297625395915966,-0.1471194376063567
4,0.9259170962839348,-1.7313885626316579,-1.4293658455542189,-0.18708990583478893,-0.15600898011906583
5,0.9300778269494888,-1.7214799795585238,-1.3891481654423339,-0.2061441072232865,-0.17249976809301037
6,0.9273314373740964,-1.8676993810549303,-1.4737585462531457,-0.22474006008068878,-0.1889146772067851
7,0.9321171884516993,-1.86729668565014,-1.3987831733902203,-0.23709102977120194,-0.19301557766306718
8,0.924879248792488,-1.9855558178873283,-1.467246834897455,-0.256105796882657,-0.20858265368019524
9,0.9303096354244424,-1.9129313597496933,-1.3463377350834118,-0.25926657791770796,-0.2066051614600636
10,0.9319557818006566,-1.9224955007878162,-1.316278860264785,-0.267966675027052,-0.2128594305802649
11,0.9297067114496491,-1.9513273782839955,-1.3368284298244335,-0.2815717892362845,-0.22276696254275538
12,0.9208594609052275,-2.2088385245601554,-1.5391155950110451,-0.3123202338033292,-0.24498697370961564
13,0.9333051920641621,-2.0559546623824527,-1.4044427283585001,-0.3120125484004096,-0.24756966828516858
14,0.9391608391608391,-1.9829283811472487,-1.2880234421715644,-0.3232786977640636,-0.2545863651547986
15,0.930464074107492,-2.022415469430237,-1.2997254958066113,-0.33931778581913047,-0.26661092973681666
16,0.9320612980769231,-2.0597581703958117,-1.3206816751944443,-0.34698685954929975,-0.2710067718680454
17,0.9345401353081002,-2.060343188271054,-1.313406067529698,-0.3575350318739403,-0.27887454255156646
18,0.9306026137463698,-2.056517408255364,-1.2861503906850538,-0.3685421154573879,-0.287421064035106
19,0.9283684942271656,-2.126459787859378,-1.3145354716500017,-0.3816902722732922,-0.30274179449008326
20,0.9293726007677543,-2.141869981397516,-1.293758515788946,-0.38994319354183016,-0.3077003623163057
21,0.9287470023980815,-2.204984720944375,-1.3208392516745293,-0.4066039464079201,-0.3176659963485628
22,0.9297511895020759,-2.2734703761291204,-1.3644448444943278,-0.42040337894746505,-0.3300663424234221
23,0.934323243860651,-2.2910065856713024,-1.3585231024156719,-0.431437117552843,-0.342047398484414
24,0.9331429081496028,-2.302794143097298,-1.3293359176970512,-0.4471415717774844,-0.3517189528554411
