seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9289,399.714,2920,1369,60282,57362,57364,206,39,237,206,206,203,5907,6327,0.0302,0.0302,0.9396,0.0247,0.043,0.9323,19,33,234,214,237,203
43,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9331,397.2045,2713,1307,60062,57349,57348,183,39,193,183,183,182,6011,6385,0.0156,0.0495,0.9349,0.0156,0.056,0.9284,12,43,194,187,193,182
44,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9272,397.0877,2973,1355,59410,56437,56439,220,40,236,220,220,211,5756,6192,0.0301,0.0393,0.9306,0.0208,0.0625,0.9167,16,48,231,225,236,211
45,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9308,396.3497,2921,1200,59520,56599,56599,200,42,195,200,200,196,6088,6474,0.0223,0.0446,0.9332,0.017,0.0731,0.9099,13,56,192,220,195,196
46,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9299,396.074,2788,1344,58938,56150,56149,187,41,212,187,187,175,6037,6405,0.0237,0.0316,0.9447,0.0169,0.0639,0.9192,13,49,208,203,212,175
47,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9335,396.5791,2733,1218,59402,56669,56669,202,41,203,202,202,204,5956,6382,0.0237,0.0421,0.9342,0.026,0.0677,0.9062,20,52,208,216,203,204
48,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9308,396.4322,2922,1208,59646,56724,56726,189,42,195,189,189,197,6048,6441,0.0146,0.0412,0.9441,0.0275,0.0746,0.8979,21,57,205,211,195,197
49,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9361,396.9694,2563,1217,59136,56573,56572,205,40,188,205,205,191,5974,6389,0.0131,0.0458,0.9412,0.0248,0.0641,0.9111,19,49,197,218,188,191
50,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9317,396.9211,2889,1167,59402,56513,56511,213,42,191,213,213,203,5972,6399,0.0118,0.0433,0.9449,0.0234,0.056,0.9206,18,43,201,215,191,203
51,M1_ShortagePressure_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9354,399.4319,2697,1170,59852,57155,57154,207,42,215,207,207,195,5846,6248,0.0146,0.037,0.9484,0.0327,0.0837,0.8837,25,64,231,234,215,195
