seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Severity_Temporal,0.1,168,10380,0.936,857,408,19776,18919,18913,0,0,0,0,1944,1938,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0
