seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_exponential_starvation_penalty,phi_exponential_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_demand_weighted_depot_backlog,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance
42,0,6,0,S0,False,0,0,0,0,0,0,0,0,0,[],3.0,S54,6.35,0,0,0,0.0,-4.064823,,,-4.064823,False,False,,,,,,,,,,,,0.719841,0.594444,,,0.109305,0.030879,,,,,,,,,,
42,0,6,9,S54,False,0,0,0,0,13,0,0,0,0,"['B610', 'B611', 'B612', 'B613', 'B614', 'B615', 'B616', 'B617', 'B618', 'B404', 'B575', 'B403', 'B758']",9.5,S51,6.18,13,0,13,0.0,-4.361025,,,-4.361025,False,False,,,,,,,,,,,,0.777778,0.662319,,,0.101638,0.031414,,,,,,,,,,
42,0,6,25,S51,False,13,0,13,6,0,0,0,0,0,"['B610', 'B611', 'B612', 'B613', 'B614', 'B615']",6.0,S12,2.02,7,0,7,0.0,-4.593986,,,-4.593986,False,False,,,,,,,,,,,,0.867677,0.698696,,,0.059021,0.040473,,,,,,,,,,
42,0,6,33,S12,False,7,0,7,7,0,0,0,0,0,"['B616', 'B617', 'B618', 'B404', 'B575', 'B403', 'B758']",6.5,S16,5.59,0,0,0,0.0,-4.739835,,,-4.739835,False,False,,,,,,,,,,,,0.911111,0.715556,,,0.05913,0.035323,,,,,,,,,,
42,0,6,45,S16,False,0,0,0,0,8,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B112']",7.0,S65,7.14,8,0,8,0.0,-4.733983,,,-4.733983,False,False,,,,,,,,,,,,0.869281,0.781159,,,0.054733,0.035583,,,,,,,,,,
42,0,6,59,S65,False,8,0,8,4,0,0,0,0,0,"['B159', 'B160', 'B161', 'B162']",5.0,S29,8.87,4,0,4,0.0,-5.211,,,-5.211,False,False,,,,,,,,,,,,1.0,0.802083,,,0.059873,0.03727,,,,,,,,,,
42,0,7,13,S29,False,4,0,4,0,16,0,0,0,0,"['B299', 'B300', 'B301', 'B302', 'B303', 'B304', 'B305', 'B306', 'B307', 'B308', 'B309', 'B310', 'B311', 'B269', 'B368', 'B270']",11.0,S51,7.57,20,0,20,0.0,-4.911775,,,-4.911775,False,False,,,,,,,,,,,,0.817308,0.741026,,,0.138024,0.056233,,,,,,,,,,
42,0,7,31,S51,False,20,0,20,12,0,0,0,0,0,"['B163', 'B164', 'B165', 'B112', 'B299', 'B300', 'B301', 'B302', 'B303', 'B304', 'B305', 'B306']",9.0,S46,3.14,8,0,8,0.0,-4.850833,,,-4.850833,False,False,,,,,,,,,,,,0.824126,0.707692,,,0.138968,0.053143,,,,,,,,,,
42,0,7,43,S46,False,8,0,8,0,12,0,0,0,0,"['B520', 'B521', 'B522', 'B523', 'B524', 'B525', 'B526', 'B458', 'B574', 'B687', 'B253', 'B463']",9.0,S66,5.15,20,0,20,0.0,-5.091808,,,-5.091808,False,False,,,,,,,,,,,,0.866346,0.752137,,,0.140739,0.055014,,,,,,,,,,
42,0,7,58,S66,False,20,0,20,10,0,0,0,0,0,"['B307', 'B308', 'B309', 'B310', 'B311', 'B269', 'B368', 'B270', 'B520', 'B521']",8.0,S42,9.4,10,0,10,0.0,-5.156179,,,-5.156179,False,False,,,,,,,,,,,,0.866346,0.764444,,,0.141181,0.062599,,,,,,,,,,
