episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
0,0.8907812594702709,-2.4493302955493266,-1.8797039373935591,-8.64646503050348
1,0.9384864303812925,-6.263726003054842,-4.738908342947364,-23.691798255036936
2,0.9351225064398251,-9.574063164520974,-7.195203181512394,-37.83445737047024
3,0.941367380055724,-12.506430458818699,-9.331094906155633,-50.962473210763925
4,0.9307994278932473,-15.12501671463483,-11.220312600082028,-62.92924642051464
5,0.9423417373786704,-17.42616595581129,-12.875636524526195,-73.42635469274437
6,0.934402332361516,-19.566119019741556,-14.407329970589654,-83.30760944559992
7,0.9373855070722844,-21.56526723408078,-15.835807991486352,-92.49724497806639
8,0.9435393001796754,-23.41135694109108,-17.154287992073137,-100.99461699130651
9,0.9399878271454656,-25.097775411242722,-18.363390467830545,-108.72067552005407
10,0.9415596164284422,-26.615048835151043,-19.452985125728944,-115.48861143932349
11,0.9402971580121153,-28.050057773099017,-20.488870479258395,-121.93372967457557
12,0.9405565175852392,-29.286179751130696,-21.380727494915252,-127.3883521132063
13,0.9374848704914065,-30.542120129835112,-22.281388977485097,-132.9757830883749
14,0.9394540644540644,-31.64360606435621,-23.067563396713073,-137.70018865270876
15,0.939261114589856,-32.6738969580165,-23.80477198321019,-142.0061606791757
16,0.9394157519045048,-33.72102144832702,-24.563177733108294,-146.65507962014485
17,0.9413114754098361,-34.667541430682235,-25.240397342810315,-150.6323706652181
18,0.9418513137183678,-35.559775211247164,-25.879475108317163,-154.31632931391476
19,0.942206602385029,-36.379222851488365,-26.458504742565346,-157.66284051406254
20,0.9380886259357644,-37.1157690571774,-26.991474236478254,-160.44263786390886
21,0.9329428639732249,-37.81115888817738,-27.495463242583007,-163.21906365126347
22,0.937041764374128,-38.50652000351351,-28.010567522344125,-165.90465331101862
23,0.9338316639258484,-39.139212176025524,-28.46033222138973,-168.19377237428048
24,0.9456945241475128,-39.76820422028059,-28.913892365544296,-170.50238438681805
25,0.939086600863292,-40.37826100120264,-29.35542191541387,-172.86053917554497
26,0.9427921047114146,-40.96533713851079,-29.78740303042394,-174.98983919107616
27,0.9396551724137931,-41.51923192538747,-30.18989201758838,-177.01500934577325
28,0.9388898879098484,-42.07166188127881,-30.587996777722914,-179.08485103318307
29,0.9341534008683068,-42.59002531191048,-30.96324903322859,-180.96238570238992
30,0.9351891074130105,-43.01660396673908,-31.275702046857237,-182.30499046029857
31,0.9264952654920292,-43.465479204603234,-31.598271401631152,-183.8529381210164
32,0.9376687190997604,-43.92702874037114,-31.932953500844633,-185.44564672276906
33,0.9327018195989089,-44.352852176874684,-32.24421422075472,-186.93607994419833
34,0.9380254909533854,-44.76550291389056,-32.541854328178935,-188.20039298401497
35,0.9346543639388898,-45.120652766130995,-32.7967951406513,-189.26346370223732
36,0.9418397805047185,-45.46215607428077,-33.04579524595841,-190.24287402186508
37,0.9399891383055756,-45.80041703210013,-33.293438875544865,-191.2387372506712
38,0.9326466878866134,-46.148425386417976,-33.55175504789872,-192.30203722100774
39,0.937109422864845,-46.46377724984096,-33.77854169390294,-193.17277727679814
40,0.93788896042184,-46.81316526104912,-34.03339436175675,-194.32047959205428
41,0.9387829577593285,-47.14328400310757,-34.277836617397014,-195.34767347019982
42,0.9393240701413749,-47.40888434731546,-34.47240635813354,-195.9797331310058
43,0.9392388967939209,-47.68527515712371,-34.67406681265533,-196.69304229063138
44,0.9436184881002339,-47.97174082578861,-34.88770158649493,-197.60764791866305
45,0.9340982818695182,-48.217676198739355,-35.071458680183355,-198.22175079344126
46,0.9363061199659326,-48.442093658452116,-35.237909839580006,-198.7539881449827
47,0.9346957175056348,-48.708954049082486,-35.43047124391013,-199.60455823670569
48,0.9417614067000152,-48.939488163923876,-35.59932449434234,-200.16983740704566
49,0.9317412333736397,-49.15796195093416,-35.759790475439,-200.71157927488304
50,0.9383072061846183,-49.388463712867335,-35.9327094565586,-201.3533356814428
51,0.9338513229735406,-49.59421063554718,-36.08373349588648,-201.84251259131946
52,0.9357873584216295,-49.81155613858915,-36.246105553570175,-202.43794497293865
53,0.9436934920777011,-50.04804309639018,-36.42139544885837,-203.1807316818632
54,0.9331935918550681,-50.25258106140065,-36.57060212745753,-203.67775321487164
55,0.9311419837162141,-50.427360045347434,-36.698845522399026,-204.06034059421515
56,0.9373652694610779,-50.61700338602182,-36.83932717724076,-204.58153125768604
57,0.9369146918004155,-50.799001015612376,-36.97627799495024,-205.03483275292834
58,0.9363934229115941,-50.987632115985676,-37.11660962445413,-205.5740511382374
59,0.938753289175211,-51.15888764019118,-37.241961203285804,-205.99143953622414
60,0.9391248626876602,-51.33563314077808,-37.36643728855298,-206.438605090126
61,0.9379100419646551,-51.499146373994066,-37.4878730774177,-206.8666530963972
