episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8940241920924354,-8.76915808924408,-6.456687907060674,-2.0199268015780034,-1.4786426970289253
1,0.9384684147794994,-28.604696048362314,-20.92750024071244,-6.289695926458752,-4.446371230261424
2,0.9345467695274832,-46.66418351940603,-34.09313930609374,-9.89552940014681,-7.016116179831702
3,0.937811320754717,-62.692349217312,-45.810597133602776,-12.853152455621826,-9.207024392192837
4,0.9372140621237659,-77.76002849736358,-56.748542628666364,-15.501694981427418,-11.184425035151305
5,0.9413344473621389,-91.60529296018994,-66.72117448140047,-17.82693589756641,-12.915645233350496
6,0.9301812021659558,-103.960831922397,-75.51794156170975,-19.94576486114174,-14.42942367126708
7,0.938206140218734,-115.37268363876262,-83.58746741050176,-21.863386553727672,-15.7779219295755
8,0.9404131036974588,-126.0359604496055,-91.20345609346136,-23.615465512584493,-17.007370172412035
9,0.940436596722501,-136.3768885760019,-98.61703108171989,-25.234141294738947,-18.17720411334539
10,0.9400628029633243,-145.6309200156627,-105.21119275158318,-26.702015072450315,-19.22212284593415
11,0.941887826527269,-154.57854277180104,-111.5536084342267,-28.161235863493353,-20.21699450944092
12,0.9411675878106973,-163.13866718562394,-117.62822357882742,-29.478564813456533,-21.181741198068174
13,0.9388350399562456,-171.2450846163861,-123.37247369172061,-30.674245032613545,-22.04043122873938
14,0.9351926343076785,-178.56253162696504,-128.4852951606073,-31.74431745155904,-22.79039798259238
15,0.9369450987497735,-185.6878716970887,-133.50204762380045,-32.794039088528734,-23.542538401572482
16,0.9412593703148426,-192.7463955797715,-138.50015601639268,-33.789480881961595,-24.28521397200658
17,0.9380198792829044,-199.58455454211514,-143.23186672652156,-34.81238223877957,-24.970814678784542
18,0.9377860198007957,-205.85366185064456,-147.58798012199307,-35.71715353017734,-25.599025986765852
19,0.946873120865905,-211.5790147846395,-151.57996305003905,-36.5462099640119,-26.181680217493188
