seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9328,400.4322,2836,1214,60282,57446,57446,208,46,200,208,208,206,6770,6977,0.0157,0.0328,0.9514,0.0143,0.0652,0.9205,11,50,199,226,200,206
43,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9377,397.8889,2590,1152,60062,57472,57473,186,45,208,186,186,184,6853,7038,0.0079,0.0329,0.9593,0.0104,0.0561,0.9334,8,43,211,197,208,184
44,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.932,397.4791,2949,1093,59410,56461,56464,214,45,205,214,214,198,6566,6772,0.0157,0.0288,0.9556,0.0092,0.0601,0.9307,7,46,202,236,205,198
45,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9313,395.8291,2926,1162,59520,56594,56596,208,46,227,208,208,191,6532,6739,0.0105,0.0276,0.9619,0.0156,0.0743,0.91,12,57,232,235,227,191
46,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9336,397.1243,2813,1103,58938,56125,56123,191,46,191,191,191,186,6785,6991,0.0105,0.0316,0.9578,0.0104,0.0469,0.9426,8,36,192,200,191,186
47,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9346,397.6754,2736,1151,59402,56666,56667,207,42,202,207,207,198,6851,7069,0.0132,0.0448,0.942,0.0131,0.0614,0.9256,10,47,204,216,202,198
48,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9375,398.4381,2644,1085,59646,57002,57003,187,43,218,187,187,182,6784,6960,0.0106,0.0317,0.9578,0.0172,0.0686,0.9142,13,52,223,215,218,182
49,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9341,396.9179,2602,1293,59136,56534,56536,188,46,208,188,188,177,6890,7087,0.0131,0.0327,0.9542,0.0183,0.0535,0.9282,14,41,212,202,208,177
50,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9348,397.3044,2755,1116,59402,56647,56645,181,46,223,181,181,181,6814,6995,0.0143,0.0261,0.9596,0.0078,0.0561,0.9361,6,43,220,204,223,181
51,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9354,398.8223,2775,1091,59852,57077,57078,194,41,211,194,194,192,6800,6995,0.0119,0.0264,0.9618,0.0195,0.082,0.8984,15,63,217,226,211,192
