seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.948,400.8057,2212,921,60282,58070,58069,216,42,225,216,216,215,7512,7737,0.0157,0.0328,0.9514,0.0065,0.0169,0.9765,5,13,220,199,225,215
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9495,397.8357,2237,796,60062,57825,57825,201,42,213,201,201,198,7641,7845,0.0079,0.0329,0.9593,0.0052,0.0261,0.9687,4,20,212,188,213,198
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9511,398.7999,2135,772,59410,57275,57276,236,42,239,236,236,222,7401,7623,0.0157,0.0288,0.9556,0.0013,0.0209,0.9778,1,16,229,227,239,222
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9502,397.5125,2058,905,59520,57462,57464,232,42,214,232,232,234,7485,7720,0.0105,0.0276,0.9619,0.0065,0.0156,0.9778,5,12,211,219,214,234
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9531,397.5233,2008,759,58938,56930,56930,238,42,217,238,238,237,7337,7574,0.0105,0.0316,0.9578,0.0039,0.0222,0.9739,3,17,213,225,217,237
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9517,398.3546,2026,842,59402,57376,57374,240,42,203,240,240,245,7470,7715,0.0132,0.0448,0.942,0.0,0.0235,0.9765,0,18,195,225,203,245
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9506,398.8507,2133,811,59646,57513,57514,208,43,215,208,208,196,7505,7715,0.0106,0.0317,0.9578,0.0132,0.0224,0.9644,10,17,218,202,215,196
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9514,397.4177,1982,891,59136,57154,57156,218,42,215,218,218,214,7686,7900,0.0131,0.0327,0.9542,0.0052,0.0235,0.9713,4,18,209,209,215,214
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9525,398.4768,2088,735,59402,57314,57312,212,42,225,212,212,199,7551,7768,0.0143,0.0261,0.9596,0.0065,0.0209,0.9726,5,16,220,209,225,199
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,3,18,0.9534,398.8982,2111,679,59852,57741,57740,243,42,209,243,243,246,7474,7703,0.0119,0.0264,0.9618,0.0065,0.0286,0.9648,5,22,206,242,209,246
